time,prey,pred
0.000000,25,500
0.000208,25,499
0.000400,25,498
0.000933,26,498
0.001921,26,497
0.002007,26,496
0.003318,26,495
0.003391,26,494
0.004419,26,493
0.005186,26,492
0.005361,26,491
0.005521,26,490
0.005722,26,489
0.005866,26,488
0.006095,26,487
0.006883,26,486
0.007124,26,485
0.007392,26,484
0.007858,27,484
0.008355,27,483
0.008488,27,482
0.009179,27,481
0.009644,27,480
0.010188,27,479
0.011044,27,478
0.011087,27,477
0.011342,27,476
0.011531,27,475
0.013167,27,474
0.013223,27,473
0.013266,27,472
0.013659,27,471
0.013876,27,470
0.013979,27,469
0.014075,27,468
0.015277,27,467
0.015505,27,466
0.015665,28,466
0.015733,27,467
0.016415,27,466
0.017248,27,465
0.017389,27,464
0.018748,28,464
0.019057,28,463
0.019333,28,462
0.019688,28,461
0.020791,28,460
0.020808,28,459
0.021013,28,458
0.021292,28,457
0.021301,28,456
0.021817,28,455
0.021922,28,454
0.022064,28,453
0.022367,28,452
0.022933,28,451
0.023407,28,450
0.023427,28,449
0.023441,28,448
0.023933,28,447
0.023966,28,446
0.024196,28,445
0.024329,28,444
0.024600,28,443
0.024668,28,442
0.025052,27,443
0.025372,27,442
0.026445,27,441
0.026862,27,440
0.027059,27,439
0.027886,27,438
0.028145,27,437
0.028203,27,436
0.028805,27,435
0.028931,27,434
0.028943,27,433
0.029540,27,432
0.029855,27,431
0.030216,27,430
0.030455,27,429
0.030770,27,428
0.031895,27,427
0.032300,27,426
0.032590,27,425
0.032940,27,424
0.033034,27,423
0.033810,27,422
0.034168,27,421
0.034541,27,420
0.035848,27,419
0.036023,27,418
0.037435,27,417
0.037510,27,416
0.037595,27,415
0.037607,27,414
0.038779,27,413
0.039781,27,412
0.039860,27,411
0.040238,27,410
0.040314,27,409
0.040490,27,408
0.040784,27,407
0.041060,27,406
0.041415,27,405
0.041466,27,404
0.042267,27,403
0.043024,27,402
0.043574,27,401
0.043625,27,400
0.044131,27,399
0.044887,27,398
0.045919,27,397
0.046323,27,396
0.046384,27,395
0.046618,27,394
0.047987,27,393
0.050996,27,392
0.051502,27,391
0.051871,27,390
0.053465,27,389
0.053881,27,388
0.054296,27,387
0.054552,27,386
0.054600,27,385
0.054730,27,384
0.054896,27,383
0.054971,27,382
0.056503,27,381
0.056883,27,380
0.057138,27,379
0.057224,27,378
0.057671,27,377
0.058020,27,376
0.058192,27,375
0.059523,27,374
0.059649,27,373
0.060424,27,372
0.060505,27,371
0.060562,27,370
0.061222,26,371
0.062707,26,370
0.062722,26,369
0.063603,26,368
0.063644,26,367
0.063724,26,366
0.063867,26,365
0.064189,26,364
0.065290,26,363
0.066089,26,362
0.067097,26,361
0.067332,26,360
0.067624,26,359
0.067840,26,358
0.068227,26,357
0.068239,26,356
0.068711,26,355
0.069924,26,354
0.070861,26,353
0.071139,26,352
0.071150,26,351
0.071532,27,351
0.071645,27,350
0.072135,27,349
0.072306,27,348
0.072620,27,347
0.072915,27,346
0.073950,27,345
0.074674,26,346
0.075061,26,345
0.075734,26,344
0.077956,26,343
0.079073,26,342
0.079266,26,341
0.080593,26,340
0.081693,26,339
0.081844,26,338
0.082520,26,337
0.083658,26,336
0.084059,26,335
0.084490,26,334
0.085298,26,333
0.086215,26,332
0.086857,26,331
0.088024,26,330
0.088717,26,329
0.091338,26,328
0.091772,26,327
0.092992,26,326
0.094286,26,325
0.095480,26,324
0.095604,26,323
0.095716,25,324
0.095880,25,323
0.096632,25,322
0.096774,25,321
0.096990,25,320
0.097394,25,319
0.097596,25,318
0.097762,25,317
0.098523,25,316
0.099475,25,315
0.099678,25,314
0.099682,25,313
0.100390,25,312
0.100991,25,311
0.101185,25,310
0.101425,25,309
0.101891,25,308
