realization,acc_ratio,energy
1,0.580000,108000000.000000
1,0.510000,90000000.000000
1,0.450000,71000000.000000
1,0.380000,58000000.000000
1,0.390000,54000000.000000
1,0.220000,49000000.000000
1,0.310000,46000000.000000
1,0.200000,45000000.000000
1,0.270000,43000000.000000
1,0.250000,41000000.000000
1,0.200000,37000000.000000
1,0.170000,36000000.000000
1,0.180000,35000000.000000
1,0.240000,35000000.000000
1,0.170000,33000000.000000
1,0.210000,31000000.000000
1,0.200000,27000000.000000
1,0.100000,26000000.000000
1,0.120000,25000000.000000
1,0.180000,25000000.000000
1,0.090000,24000000.000000
1,0.120000,23000000.000000
1,0.120000,22000000.000000
1,0.170000,22000000.000000
1,0.070000,22000000.000000
1,0.140000,22000000.000000
1,0.160000,20000000.000000
1,0.070000,20000000.000000
1,0.120000,19000000.000000
1,0.090000,18000000.000000
1,0.120000,18000000.000000
1,0.130000,18000000.000000
1,0.110000,18000000.000000
1,0.120000,18000000.000000
1,0.110000,18000000.000000
1,0.090000,17000000.000000
1,0.090000,17000000.000000
1,0.130000,17000000.000000
1,0.110000,17000000.000000
1,0.160000,17000000.000000
1,0.060000,17000000.000000
1,0.140000,17000000.000000
1,0.060000,17000000.000000
1,0.100000,17000000.000000
1,0.090000,17000000.000000
1,0.090000,17000000.000000
1,0.100000,17000000.000000
1,0.080000,17000000.000000
1,0.050000,17000000.000000
1,0.080000,17000000.000000
1,0.100000,16000000.000000
1,0.090000,16000000.000000
1,0.080000,15000000.000000
1,0.070000,15000000.000000
1,0.050000,15000000.000000
1,0.090000,15000000.000000
1,0.110000,15000000.000000
1,0.160000,14000000.000000
1,0.070000,14000000.000000
1,0.140000,14000000.000000
1,0.110000,14000000.000000
1,0.080000,14000000.000000
1,0.060000,14000000.000000
1,0.090000,14000000.000000
1,0.110000,13000000.000000
1,0.090000,13000000.000000
1,0.090000,13000000.000000
1,0.110000,12000000.000000
1,0.080000,12000000.000000
1,0.050000,11000000.000000
1,0.090000,11000000.000000
1,0.100000,10000000.000000
1,0.050000,10000000.000000
1,0.090000,10000000.000000
1,0.060000,10000000.000000
1,0.120000,10000000.000000
1,0.090000,10000000.000000
1,0.110000,10000000.000000
1,0.050000,10000000.000000
1,0.080000,10000000.000000
1,0.080000,10000000.000000
1,0.080000,10000000.000000
1,0.040000,10000000.000000
1,0.080000,10000000.000000
1,0.050000,9000000.000000
1,0.070000,9000000.000000
1,0.110000,8000000.000000
1,0.080000,8000000.000000
1,0.070000,8000000.000000
1,0.060000,8000000.000000
1,0.050000,8000000.000000
1,0.070000,7000000.000000
1,0.100000,6000000.000000
1,0.030000,6000000.000000
1,0.060000,6000000.000000
1,0.060000,6000000.000000
1,0.050000,6000000.000000
1,0.060000,6000000.000000
1,0.050000,6000000.000000
1,0.020000,6000000.000000
1,0.040000,6000000.000000
1,0.050000,6000000.000000
1,0.090000,6000000.000000
1,0.120000,6000000.000000
1,0.080000,6000000.000000
1,0.020000,6000000.000000
1,0.080000,6000000.000000
1,0.030000,6000000.000000
1,0.050000,6000000.000000
1,0.040000,6000000.000000
1,0.030000,6000000.000000
1,0.090000,6000000.000000
1,0.040000,6000000.000000
1,0.060000,6000000.000000
1,0.050000,6000000.000000
1,0.070000,6000000.000000
1,0.030000,6000000.000000
1,0.080000,6000000.000000
1,0.040000,6000000.000000
1,0.050000,6000000.000000
1,0.050000,6000000.000000
1,0.070000,6000000.000000
1,0.100000,6000000.000000
1,0.010000,6000000.000000
1,0.060000,6000000.000000
1,0.040000,6000000.000000
1,0.060000,6000000.000000
1,0.070000,6000000.000000
1,0.040000,6000000.000000
1,0.030000,6000000.000000
1,0.030000,6000000.000000
1,0.050000,6000000.000000
1,0.070000,6000000.000000
1,0.070000,5000000.000000
1,0.110000,5000000.000000
1,0.030000,5000000.000000
1,0.060000,5000000.000000
1,0.060000,5000000.000000
1,0.050000,5000000.000000
1,0.040000,5000000.000000
1,0.050000,5000000.000000
1,0.060000,5000000.000000
1,0.110000,5000000.000000
1,0.030000,5000000.000000
1,0.060000,5000000.000000
1,0.020000,5000000.000000
1,0.030000,5000000.000000
1,0.060000,5000000.000000
1,0.070000,5000000.000000
1,0.060000,4000000.000000
1,0.030000,4000000.000000
1,0.040000,4000000.000000
1,0.050000,4000000.000000
1,0.030000,4000000.000000
1,0.050000,4000000.000000
1,0.050000,4000000.000000
1,0.070000,4000000.000000
1,0.020000,4000000.000000
1,0.060000,4000000.000000
1,0.060000,4000000.000000
1,0.050000,4000000.000000
1,0.030000,4000000.000000
1,0.010000,4000000.000000
1,0.050000,4000000.000000
1,0.060000,4000000.000000
1,0.050000,4000000.000000
1,0.050000,4000000.000000
1,0.100000,4000000.000000
1,0.040000,4000000.000000
