time,X,Y
0.000000,500,1000
0.000023,501,1000
0.000028,500,1000
0.000050,499,1001
0.000082,498,1002
0.000316,499,1002
0.000386,500,1002
0.000432,501,1002
0.000643,500,1002
0.001330,501,1002
0.001339,502,1002
0.001371,501,1003
0.001855,500,1004
0.001906,499,1004
0.001913,500,1004
0.002020,499,1005
0.002487,498,1005
0.002914,497,1006
0.003605,498,1006
0.003620,497,1007
0.003831,496,1008
0.003853,495,1009
0.003945,496,1009
0.004122,495,1010
0.004360,494,1011
0.004361,495,1010
0.004486,496,1010
0.004631,497,1010
0.004959,498,1010
0.004969,499,1010
0.005081,500,1009
0.005182,499,1010
0.005232,500,1010
0.005566,499,1011
0.005785,500,1011
0.005830,501,1010
0.005985,500,1011
0.006248,499,1011
0.006356,500,1011
0.006427,499,1012
0.006440,498,1013
0.006538,497,1014
0.006838,496,1015
0.006966,495,1016
0.007168,496,1016
0.007172,495,1017
0.007286,496,1017
0.007330,495,1018
0.007460,496,1018
0.007659,497,1018
0.007688,496,1019
0.007700,497,1019
0.007867,498,1019
0.008229,499,1019
0.008401,500,1019
0.008562,501,1019
0.008579,500,1020
0.008922,499,1021
0.009002,500,1021
0.009026,499,1021
0.009484,500,1021
0.009717,499,1022
0.009802,498,1023
0.009822,499,1023
0.009905,498,1024
0.010232,497,1025
0.010502,496,1026
0.010531,495,1026
0.010836,494,1027
0.010892,493,1027
0.011283,492,1028
0.011423,493,1027
0.011704,492,1028
0.011765,491,1029
0.011828,492,1029
0.012074,491,1030
0.012166,490,1031
0.012408,491,1031
0.012731,492,1031
0.012734,493,1031
0.012755,494,1031
0.012960,495,1031
0.013011,494,1032
0.013047,495,1031
0.013052,494,1032
0.013141,493,1032
0.013146,492,1033
0.013341,493,1033
0.013457,492,1034
0.013506,493,1034
0.013970,492,1034
0.014243,493,1034
0.014790,492,1035
0.015175,491,1036
0.015279,490,1037
0.015340,489,1038
0.015459,490,1038
0.015931,491,1037
0.015957,490,1037
0.016706,491,1036
0.017299,490,1037
0.017304,491,1037
0.017465,490,1038
0.017552,491,1038
0.017700,490,1039
0.017799,489,1040
0.017934,488,1041
0.018305,487,1042
0.018327,486,1043
0.018345,487,1043
0.018373,486,1044
0.018375,487,1044
0.018420,488,1044
0.018471,489,1044
0.018994,488,1045
0.019172,489,1045
0.019214,490,1045
0.019499,489,1046
0.019661,490,1046
0.020159,489,1047
0.020296,490,1047
0.020517,489,1047
0.020943,488,1047
0.020975,487,1047
0.021055,486,1048
0.021227,485,1049
0.021258,486,1049
0.021381,487,1049
0.021452,486,1050
0.021517,485,1051
0.021587,484,1052
0.021639,483,1053
0.021705,484,1053
0.022054,485,1053
0.022059,484,1053
0.022094,483,1054
0.022262,482,1055
0.022736,483,1055
0.022797,482,1056
0.023223,481,1057
0.023225,480,1058
0.023242,479,1059
0.023528,478,1060
0.023626,477,1060
0.023900,478,1060
0.024123,479,1060
0.024885,478,1060
0.024968,477,1061
0.025932,478,1061
0.026111,477,1061
0.026118,476,1062
0.026282,477,1062
0.026291,476,1063
0.026909,477,1063
0.026943,476,1064
0.026989,475,1064
0.027307,476,1064
0.027495,475,1065
0.027617,476,1065
0.027721,477,1065
0.027856,476,1066
0.027944,475,1067
0.028002,476,1067
0.028268,475,1068
0.028274,474,1069
0.028460,473,1069
0.029211,472,1069
0.029233,471,1070
0.029318,472,1070
0.029650,471,1071
0.029688,470,1072
0.029882,471,1072
0.029912,470,1073
0.029973,471,1073
0.030200,472,1073
0.030304,473,1073
0.030451,472,1074
0.030515,471,1075
0.030593,472,1075
0.030650,471,1075
0.030836,472,1075
0.030852,471,1076
0.031360,472,1076
0.031377,473,1075
0.031528,472,1076
0.031902,471,1077
0.032436,470,1078
0.032553,469,1079
0.032698,468,1079
0.032984,469,1079
0.033000,468,1080
0.033272,469,1080
0.033320,470,1080
0.033401,469,1080
0.033635,470,1080
0.033650,469,1081
0.034101,470,1080
0.034395,469,1081
0.034396,468,1082
0.035624,467,1082
0.036036,468,1082
0.036114,469,1082
0.036221,468,1082
0.036553,467,1083
0.036578,468,1083
0.036978,469,1083
0.037192,470,1083
0.037450,469,1084
0.037499,468,1085
0.037513,467,1085
0.037515,466,1086
0.037651,465,1087
0.037831,464,1088
0.038079,463,1089
0.038163,462,1090
0.038203,463,1090
0.038345,464,1090
0.039216,465,1090
0.039305,464,1091
0.039662,465,1091
0.039703,464,1092
0.040160,463,1093
0.040438,464,1093
0.040635,463,1094
0.040719,464,1093
0.040782,465,1093
0.040884,464,1094
0.040895,463,1095
0.040895,462,1096
0.040976,461,1097
0.041629,462,1097
0.041826,461,1098
0.041853,462,1098
0.042008,461,1099
0.042154,462,1099
0.042632,461,1100
