realization,energy,pressure,acc_ratio
1,-245.759009,7.660416,0.060000
1,-242.126658,7.513863,0.090000
1,-253.928243,6.573105,0.150000
1,-258.212369,6.242610,0.110000
1,-250.964350,6.048547,0.170000
1,-255.703873,5.654122,0.170000
1,-251.099432,5.660594,0.150000
1,-250.976112,5.499552,0.230000
1,-278.013943,4.559200,0.220000
1,-285.319122,4.134583,0.210000
1,-299.815078,3.692234,0.240000
1,-310.382458,3.055543,0.330000
1,-299.508177,3.248905,0.340000
1,-299.103000,3.176510,0.260000
1,-297.967059,2.951665,0.230000
1,-283.402388,3.247649,0.290000
1,-278.691148,3.241191,0.310000
1,-288.864731,2.884222,0.310000
1,-296.561527,2.606347,0.380000
1,-306.201191,2.299915,0.330000
1,-324.637583,1.890246,0.290000
1,-317.690770,1.841190,0.330000
1,-303.141935,2.011170,0.490000
1,-306.109377,2.000163,0.300000
1,-326.886740,1.520128,0.330000
1,-319.581508,1.680106,0.290000
1,-324.557541,1.556491,0.410000
1,-320.910914,1.672754,0.430000
1,-327.163265,1.379333,0.380000
1,-333.414425,1.095626,0.350000
1,-318.743278,1.529562,0.370000
1,-301.043848,2.038084,0.350000
1,-317.275716,1.629560,0.370000
1,-319.693398,1.721370,0.380000
1,-307.640916,1.897874,0.290000
1,-287.983298,2.220678,0.350000
1,-290.655795,2.167143,0.400000
1,-303.730116,2.000681,0.420000
1,-303.580069,1.977993,0.450000
1,-303.606803,1.989008,0.380000
1,-321.162598,1.406956,0.480000
1,-326.075973,1.293418,0.420000
1,-310.280528,1.379213,0.410000
1,-316.716808,1.175829,0.410000
1,-312.764912,0.999714,0.450000
1,-307.422625,1.114587,0.360000
1,-313.406452,1.036304,0.440000
1,-318.894933,1.100819,0.400000
1,-322.772937,1.023790,0.370000
1,-304.151694,1.457111,0.480000
1,-318.089961,0.946130,0.480000
1,-324.270634,0.691862,0.500000
1,-323.382072,0.833409,0.420000
1,-317.216845,1.085150,0.460000
1,-326.648807,0.997696,0.430000
1,-322.920935,0.947666,0.400000
1,-324.439617,0.816717,0.380000
1,-324.154917,0.546555,0.440000
1,-324.305534,0.381004,0.490000
1,-320.226889,0.346466,0.460000
1,-311.085234,0.536762,0.450000
1,-311.602800,0.574430,0.400000
1,-310.281826,0.726933,0.510000
1,-292.045652,1.245083,0.510000
