realization,energy,pressure,acc_ratio
1,-314.176857,8.528609,0.080000
1,-319.029610,8.144265,0.080000
1,-326.252187,7.764032,0.050000
1,-329.384783,7.531122,0.080000
1,-330.683750,7.279050,0.070000
1,-338.483129,6.751071,0.120000
1,-336.176636,6.580237,0.090000
1,-341.685244,6.146254,0.130000
1,-352.956339,5.660856,0.110000
1,-355.120054,5.490648,0.060000
1,-357.062988,5.471418,0.090000
1,-362.901370,5.225768,0.120000
1,-375.282749,4.491753,0.150000
1,-374.755436,4.332460,0.100000
1,-375.473451,4.204183,0.110000
1,-380.208286,3.875330,0.160000
1,-389.424213,3.440483,0.150000
1,-389.272599,3.487725,0.200000
1,-396.344366,3.153149,0.110000
1,-400.267131,3.113567,0.130000
1,-405.446289,2.830115,0.140000
1,-404.113545,2.838134,0.130000
1,-407.759580,2.578800,0.210000
1,-409.011114,2.394787,0.120000
1,-416.525292,1.932148,0.220000
1,-421.054728,1.906848,0.190000
1,-415.383392,2.196116,0.240000
1,-420.959983,2.015728,0.140000
1,-423.277082,1.948007,0.240000
1,-422.288708,2.082483,0.130000
1,-416.847258,2.148612,0.220000
1,-425.018610,1.646152,0.150000
1,-437.853048,1.041006,0.150000
1,-434.971814,1.138740,0.160000
1,-437.396946,1.098165,0.140000
1,-439.278944,0.989757,0.180000
1,-440.629190,0.872444,0.160000
1,-446.353658,0.604875,0.160000
1,-445.027614,0.545118,0.130000
1,-441.941368,0.729054,0.250000
1,-443.621517,0.657550,0.130000
1,-451.488744,0.269116,0.220000
1,-447.879099,0.240132,0.120000
1,-452.609370,-0.016516,0.210000
1,-451.800247,0.030813,0.180000
1,-460.313842,-0.020177,0.220000
1,-457.468836,-0.082128,0.180000
1,-458.083321,-0.269609,0.300000
1,-460.636798,-0.361659,0.210000
1,-453.417318,-0.150147,0.200000
1,-452.468069,-0.144581,0.140000
1,-452.495499,-0.154319,0.230000
1,-454.198580,-0.249287,0.150000
1,-460.600791,-0.457777,0.190000
1,-461.451494,-0.445575,0.220000
1,-461.541013,-0.374852,0.110000
1,-459.310922,-0.171431,0.200000
1,-459.198266,-0.094147,0.100000
1,-453.680213,0.077526,0.200000
1,-451.685835,0.162644,0.170000
1,-447.381809,0.335337,0.190000
1,-455.620812,-0.002739,0.220000
1,-463.483216,-0.414212,0.190000
1,-462.619699,-0.370827,0.170000
1,-468.474923,-0.692025,0.220000
1,-465.856002,-0.439603,0.260000
1,-464.270178,-0.303554,0.120000
1,-464.161392,-0.321956,0.160000
1,-461.741954,-0.180887,0.120000
1,-460.974538,-0.214939,0.230000
1,-457.484540,-0.100092,0.180000
1,-454.928778,0.000616,0.180000
1,-458.929948,-0.021021,0.200000
1,-457.882849,-0.012170,0.140000
1,-462.571447,-0.019081,0.150000
1,-462.345701,0.042726,0.100000
1,-459.841038,0.055677,0.210000
1,-456.899875,0.006965,0.160000
1,-462.206586,-0.089701,0.110000
1,-461.286295,-0.073449,0.200000
1,-453.629340,0.275503,0.190000
1,-455.811132,0.021802,0.250000
1,-457.838412,0.011641,0.210000
1,-456.781743,0.127696,0.220000
1,-454.026601,0.091424,0.210000
1,-453.411495,0.226516,0.190000
1,-461.683735,-0.323507,0.270000
1,-460.183263,-0.291253,0.240000
1,-456.044519,-0.187456,0.200000
1,-448.808671,-0.089644,0.200000
