realization,energy,pressure,acc_ratio
1,-239.620306,1.894286,0.100000
1,-241.268534,1.825693,0.100000
1,-245.911560,1.708090,0.090000
1,-250.185720,1.649745,0.100000
1,-259.597766,1.449402,0.160000
1,-267.538021,1.328556,0.120000
1,-271.089499,1.211868,0.120000
1,-273.604462,1.144577,0.110000
1,-273.659850,1.092291,0.140000
1,-270.122174,1.048681,0.140000
1,-273.531251,0.971012,0.170000
1,-273.436867,0.962397,0.180000
1,-265.259700,0.934305,0.210000
1,-266.245064,0.876110,0.260000
1,-269.538464,0.777310,0.130000
1,-267.274435,0.760531,0.200000
1,-272.848236,0.682569,0.200000
1,-275.232301,0.595432,0.300000
1,-287.864179,0.523154,0.310000
1,-285.725265,0.476180,0.170000
1,-282.844792,0.491827,0.210000
1,-279.793144,0.439141,0.240000
1,-292.480884,0.345231,0.240000
1,-292.317315,0.314091,0.230000
1,-294.609951,0.260780,0.240000
1,-295.244054,0.275413,0.260000
1,-291.828483,0.275256,0.270000
1,-293.132742,0.255741,0.230000
1,-291.548000,0.207287,0.240000
1,-290.589309,0.197537,0.220000
1,-288.767444,0.198220,0.310000
1,-291.309323,0.212424,0.240000
1,-291.465674,0.214612,0.280000
1,-291.105395,0.237919,0.240000
1,-289.040437,0.204734,0.330000
1,-291.206827,0.233073,0.290000
1,-288.728492,0.286332,0.340000
1,-289.622766,0.199984,0.310000
1,-288.894083,0.200797,0.260000
1,-293.516505,0.145907,0.300000
1,-285.312321,0.154443,0.220000
1,-286.065726,0.146038,0.280000
1,-288.687687,0.163538,0.340000
1,-290.002772,0.156912,0.390000
1,-299.815695,0.117964,0.310000
1,-295.508445,0.161730,0.310000
1,-285.839209,0.169734,0.330000
1,-286.320576,0.148672,0.290000
1,-282.470843,0.156180,0.330000
1,-274.624593,0.236473,0.360000
1,-289.275405,0.123789,0.370000
1,-285.196441,0.165330,0.390000
1,-287.044621,0.107525,0.330000
1,-284.951784,0.115815,0.340000
1,-278.634883,0.084221,0.390000
1,-280.297506,0.034128,0.380000
1,-281.826425,0.057841,0.370000
1,-282.085428,0.054995,0.350000
1,-284.966953,0.010305,0.310000
1,-282.115973,0.104680,0.320000
1,-283.123628,0.054353,0.270000
1,-283.888896,0.007764,0.400000
1,-277.014120,0.083894,0.330000
1,-284.843484,0.088026,0.280000
1,-288.300328,0.096340,0.390000
1,-284.186834,0.124231,0.230000
1,-285.852696,0.095224,0.330000
1,-281.018208,0.073748,0.350000
1,-277.118775,0.109328,0.280000
1,-273.101463,0.124190,0.420000
1,-277.889683,0.060820,0.360000
1,-277.366733,0.087449,0.360000
1,-275.426387,0.078361,0.380000
1,-281.462365,0.037023,0.320000
1,-286.529007,0.023523,0.310000
1,-281.383122,0.084266,0.380000
1,-283.256297,0.082452,0.290000
1,-287.277873,0.076910,0.370000
1,-283.355911,0.170940,0.300000
1,-278.165916,0.178313,0.380000
1,-275.212604,0.183147,0.340000
1,-274.181094,0.257646,0.320000
1,-280.287665,0.191341,0.340000
1,-274.877695,0.247640,0.320000
1,-279.451507,0.151069,0.360000
1,-283.143359,0.052746,0.330000
1,-276.443269,0.071799,0.380000
