realization,acc_ratio,energy
1,0.79,88000
1,0.86,82000
1,0.85,79000
1,0.79,75000
1,0.81,72000
1,0.77,70000
1,0.89,69000
1,0.81,64000
1,0.8,61000
1,0.76,59000
1,0.79,56000
1,0.76,55000
1,0.85,53000
1,0.8,53000
1,0.88,51000
1,0.94,50000
1,0.74,49000
1,0.76,49000
1,0.84,47000
1,0.81,45000
1,0.82,44000
1,0.78,44000
1,0.79,43000
1,0.75,42000
1,0.83,41000
1,0.75,41000
1,0.82,39000
1,0.8,38000
1,0.8,38000
1,0.82,38000
1,0.85,38000
1,0.83,38000
1,0.81,38000
1,0.87,38000
1,0.84,38000
1,0.84,38000
1,0.86,36000
1,0.83,36000
1,0.88,35000
1,0.8,35000
1,0.9,35000
1,0.86,33000
1,0.84,32000
1,0.75,31000
1,0.77,31000
1,0.79,30000
1,0.89,29000
1,0.9,28000
1,0.86,28000
1,0.87,27000
1,0.75,27000
1,0.74,27000
1,0.8,27000
1,0.74,27000
1,0.78,26000
1,0.87,26000
1,0.74,25000
1,0.7,25000
1,0.78,24000
1,0.74,24000
1,0.78,24000
1,0.78,23000
1,0.75,23000
1,0.76,21000
1,0.67,21000
1,0.74,21000
1,0.73,20000
1,0.74,20000
1,0.81,20000
1,0.75,19000
1,0.77,19000
1,0.74,19000
1,0.76,18000
1,0.77,18000
1,0.75,18000
1,0.78,18000
1,0.78,18000
1,0.78,18000
1,0.74,17000
1,0.7,17000
1,0.76,17000
1,0.67,17000
1,0.78,17000
1,0.85,17000
1,0.67,17000
1,0.62,17000
1,0.8,16000
1,0.76,16000
1,0.78,16000
1,0.78,16000
1,0.69,16000
1,0.8,16000
1,0.73,15000
1,0.82,15000
1,0.67,13000
1,0.65,13000
1,0.76,13000
1,0.73,13000
1,0.79,13000
1,0.73,13000
1,0.73,12000
1,0.74,12000
1,0.72,12000
1,0.68,12000
1,0.67,12000
1,0.72,12000
1,0.79,12000
1,0.84,12000
1,0.81,12000
1,0.76,12000
1,0.74,12000
1,0.72,11000
1,0.76,11000
1,0.68,11000
1,0.7,10000
