time,X,Y
0.000000,2000,2500
0.000019,1999,2501
0.000041,1998,2502
0.000052,1997,2503
0.000109,1998,2502
0.000117,1997,2503
0.000163,1998,2502
0.000171,1997,2503
0.000215,1996,2504
0.000266,1995,2504
0.000286,1994,2505
0.000305,1993,2506
0.000357,1992,2507
0.000362,1993,2506
0.000384,1992,2507
0.000449,1991,2508
0.000466,1990,2509
0.000489,1989,2510
0.000490,1988,2511
0.000554,1987,2512
0.000561,1988,2511
0.000702,1987,2512
0.000755,1988,2512
0.000782,1989,2511
0.000844,1990,2510
0.000898,1989,2511
0.000916,1990,2510
0.000955,1989,2511
0.001001,1988,2511
0.001004,1987,2512
0.001026,1986,2513
0.001102,1987,2512
0.001137,1986,2513
0.001178,1985,2514
0.001182,1984,2515
0.001260,1985,2514
0.001267,1986,2513
0.001312,1985,2514
0.001368,1984,2514
0.001401,1985,2513
0.001484,1986,2512
0.001492,1985,2512
0.001546,1984,2512
0.001626,1985,2511
0.001645,1986,2510
0.001646,1985,2511
0.001671,1984,2512
0.001848,1983,2513
0.001935,1982,2514
0.001976,1983,2514
0.002025,1984,2513
0.002030,1985,2512
0.002072,1986,2511
0.002073,1985,2511
0.002132,1986,2510
0.002235,1985,2511
0.002244,1984,2512
0.002279,1983,2513
0.002349,1982,2514
0.002354,1983,2513
0.002559,1982,2514
0.002605,1981,2515
0.002697,1982,2514
0.002726,1983,2513
0.002814,1982,2514
0.002818,1981,2515
0.002852,1982,2514
0.002943,1983,2513
0.002983,1982,2514
0.002988,1983,2513
0.003048,1982,2514
0.003070,1983,2513
0.003095,1982,2514
0.003168,1983,2513
0.003187,1984,2513
0.003250,1985,2512
0.003258,1984,2513
0.003276,1985,2512
0.003316,1984,2513
0.003366,1983,2514
0.003451,1984,2513
0.003472,1983,2513
0.003574,1984,2512
0.003594,1983,2513
0.003630,1982,2513
0.003653,1981,2514
0.003746,1980,2514
0.003908,1979,2514
0.004001,1978,2515
0.004052,1979,2514
0.004063,1980,2513
0.004064,1979,2514
0.004134,1980,2513
0.004188,1981,2512
0.004197,1982,2511
0.004199,1981,2512
0.004227,1980,2513
0.004246,1981,2512
0.004298,1982,2511
0.004328,1981,2512
0.004398,1982,2511
0.004400,1983,2510
0.004437,1982,2511
0.004488,1983,2510
0.004488,1984,2509
0.004489,1985,2508
0.004508,1986,2508
0.004557,1985,2509
0.004589,1986,2508
0.004646,1987,2507
0.004661,1986,2507
0.004662,1985,2507
0.004664,1984,2507
0.004749,1983,2507
0.004906,1984,2506
0.004933,1983,2507
0.004944,1982,2508
0.004945,1981,2509
0.004972,1982,2508
0.005010,1981,2509
0.005024,1980,2510
0.005052,1979,2511
0.005055,1980,2510
0.005056,1981,2509
0.005057,1982,2509
0.005079,1983,2509
0.005122,1982,2510
0.005161,1983,2510
0.005174,1982,2511
0.005176,1981,2512
0.005190,1980,2513
0.005200,1981,2512
0.005210,1980,2513
0.005300,1979,2514
0.005320,1978,2515
0.005327,1979,2514
0.005340,1980,2513
0.005369,1981,2512
0.005434,1982,2512
0.005437,1981,2513
0.005476,1982,2513
0.005483,1983,2512
0.005491,1982,2513
0.005514,1983,2513
0.005520,1982,2514
0.005527,1983,2513
0.005533,1984,2512
0.005614,1983,2512
0.005630,1984,2511
0.005644,1985,2510
0.005648,1986,2509
0.005719,1985,2510
0.005780,1986,2509
0.005790,1985,2510
0.005808,1986,2509
0.005869,1987,2508
0.005875,1988,2508
0.005883,1987,2509
0.005890,1986,2510
0.006001,1987,2509
0.006002,1986,2510
0.006083,1987,2510
0.006102,1986,2511
0.006172,1985,2512
0.006255,1984,2513
0.006278,1985,2513
0.006333,1986,2512
0.006376,1987,2511
0.006400,1988,2510
0.006437,1987,2511
0.006473,1988,2510
0.006532,1989,2509
0.006735,1990,2508
0.006775,1991,2508
0.006775,1992,2507
0.006844,1991,2508
0.006914,1992,2507
0.006957,1991,2508
0.007041,1992,2507
0.007072,1991,2507
0.007082,1990,2508
0.007099,1989,2509
0.007108,1990,2508
0.007134,1989,2509
0.007149,1990,2509
0.007209,1989,2510
0.007281,1988,2511
0.007293,1987,2511
0.007345,1988,2510
0.007441,1987,2511
0.007449,1986,2512
0.007463,1985,2513
0.007516,1984,2514
0.007517,1985,2513
0.007518,1986,2512
0.007583,1985,2513
0.007608,1984,2513
0.007621,1985,2512
0.007631,1984,2512
0.007657,1985,2511
0.007701,1986,2510
0.007707,1985,2510
0.007710,1984,2511
0.007731,1985,2511
0.007760,1986,2510
0.007774,1985,2511
0.007877,1986,2510
0.007892,1985,2511
0.007927,1984,2512
0.007942,1983,2512
0.007966,1982,2513
0.007976,1981,2514
0.007988,1982,2514
0.007989,1983,2513
0.007990,1984,2512
0.008002,1985,2511
0.008045,1986,2511
0.008059,1987,2511
0.008077,1986,2511
0.008134,1987,2510
0.008181,1986,2510
0.008219,1987,2509
0.008256,1988,2508
0.008283,1987,2509
0.008349,1988,2508
0.008349,1987,2509
0.008403,1986,2510
0.008409,1985,2511
0.008441,1986,2510
0.008570,1985,2511
0.008590,1986,2510
0.008617,1987,2509
0.008618,1986,2510
0.008633,1987,2510
0.008703,1988,2509
0.008722,1987,2510
0.008728,1988,2509
0.008819,1987,2510
0.008843,1988,2509
0.008861,1989,2508
0.008898,1988,2509
0.008935,1987,2509
0.008937,1988,2508
0.008969,1989,2507
0.008994,1990,2506
0.008997,1989,2507
0.009017,1990,2506
0.009045,1989,2506
0.009056,1988,2507
0.009104,1987,2508
0.009205,1986,2509
0.009208,1987,2508
0.009221,1988,2507
0.009222,1987,2508
0.009287,1988,2507
0.009326,1989,2506
0.009348,1990,2505
0.009351,1991,2504
0.009353,1992,2503
0.009435,1993,2502
0.009443,1992,2502
0.009455,1991,2503
0.009468,1992,2502
0.009583,1993,2501
