time,X,Y
0.000000,50,100
0.000226,51,100
0.000284,50,100
0.000497,49,101
0.000819,48,102
0.003224,49,102
0.003935,50,102
0.004391,51,102
0.006479,50,102
0.013342,51,102
0.013436,52,102
0.013747,51,103
0.018526,50,104
0.019034,49,104
0.019111,50,104
0.020178,49,105
0.024900,48,105
0.029271,47,106
0.036424,48,106
0.036580,47,107
0.038763,46,108
0.038994,45,109
0.039969,46,109
0.041826,45,110
0.044347,44,111
0.044359,45,110
0.045683,46,110
0.047205,47,110
0.050600,48,110
0.050699,49,110
0.051831,48,110
0.052867,47,111
0.053387,48,111
0.056801,47,112
0.059070,48,112
0.059527,49,111
0.061101,48,112
0.063785,47,112
0.064913,48,112
0.065631,47,113
0.065769,46,114
0.066797,45,115
0.069984,44,116
0.071364,43,117
0.073556,44,117
0.073601,43,118
0.074847,44,118
0.075314,43,119
0.076727,44,119
0.078866,45,119
0.079181,44,120
0.079307,45,120
0.081070,46,120
0.084861,47,120
0.086634,48,120
0.088277,49,120
0.088456,48,121
0.091948,47,122
0.092779,48,122
0.093016,47,122
0.097749,48,122
0.100119,47,123
0.101003,46,124
0.101208,47,124
0.102062,46,125
0.105476,45,126
0.108340,44,127
0.108647,45,127
0.111858,44,128
0.112456,43,128
0.116693,42,129
0.118234,43,128
0.121270,42,129
0.121934,41,130
0.122636,42,130
0.125331,41,131
0.126361,40,132
0.129078,41,132
0.132675,42,132
0.132699,43,132
0.132926,44,132
0.135112,45,132
0.135657,44,133
0.136039,45,132
0.136085,44,133
0.137040,45,133
0.137090,46,132
0.139104,47,132
0.140291,46,133
0.140792,47,133
0.145530,46,133
0.148352,47,133
0.153926,46,134
0.157904,45,135
0.158988,44,136
0.159632,43,137
0.160910,44,137
0.165912,45,136
0.166184,44,136
0.174123,45,135
0.180317,44,136
0.180375,45,136
0.182063,44,137
0.182979,45,137
0.184529,44,138
0.185578,43,139
0.187019,42,140
0.191056,41,141
0.191300,40,142
0.191499,41,142
0.191807,40,143
0.191834,41,143
0.192327,42,143
0.192883,43,143
0.198478,42,144
0.200416,43,144
0.200863,44,144
0.203876,43,145
0.205611,44,145
0.210867,43,146
0.212332,44,146
0.214672,43,146
0.219224,44,146
0.219568,43,146
0.220416,42,147
0.222277,41,148
0.222616,42,148
0.223950,43,148
0.224711,42,149
0.225407,41,150
0.226175,40,151
0.226754,39,152
0.227501,40,152
0.231377,41,152
0.231429,40,152
0.231817,39,153
0.233708,38,154
0.239125,39,154
0.239813,40,153
0.244527,39,154
0.244549,38,155
0.244744,37,156
0.248048,36,157
0.249194,37,157
0.252360,38,157
0.254886,39,157
0.263412,38,157
0.264356,37,158
0.275462,38,158
0.277496,39,158
0.277569,38,159
0.279421,39,159
0.279528,38,160
0.286518,39,160
0.286897,38,161
0.287421,39,161
0.290950,40,161
0.293013,39,162
0.294372,40,162
0.295507,41,162
0.296961,40,163
0.297932,39,164
0.298577,40,164
0.301480,39,165
0.301549,38,166
0.303647,37,166
0.312236,38,166
0.312476,37,167
0.313443,38,167
0.317174,39,166
0.317595,38,167
0.319764,39,167
0.320099,38,168
0.320777,39,168
0.323283,40,168
0.324419,41,168
0.325997,42,167
0.326668,41,168
0.327498,42,168
0.328105,43,168
0.330030,44,168
0.330200,43,169
0.335466,44,169
0.335635,45,168
0.337154,44,169
0.340978,43,170
0.346515,44,169
0.347707,43,170
0.349210,42,170
0.352207,43,170
0.352371,42,171
0.355216,43,171
0.355722,44,171
0.356541,43,171
0.358962,44,171
0.359114,43,172
0.363768,44,171
0.366768,43,172
0.366780,42,173
0.379633,41,173
0.384010,42,173
0.384829,43,173
0.385935,42,173
0.389412,41,174
0.389676,42,174
0.393856,43,174
0.396066,44,174
0.398699,43,175
0.399196,42,176
0.399342,41,176
0.399371,40,177
0.400827,39,178
0.402794,38,179
0.405544,37,180
0.406481,36,181
0.406938,37,181
0.408538,38,181
0.418177,39,181
0.419146,38,182
0.423097,39,182
0.423545,38,183
0.428595,37,184
0.431718,38,184
0.433894,37,185
0.434844,36,185
0.435559,37,185
0.436707,36,186
0.436828,35,187
0.436834,34,188
0.437785,33,189
0.445594,34,189
0.447916,33,190
0.448243,34,190
0.450062,33,191
0.451814,34,191
0.457435,33,192
0.460139,34,192
0.460839,35,192
0.460881,34,193
0.461242,35,192
0.462735,34,193
0.463952,33,194
0.469372,34,194
0.471411,35,194
0.472034,36,194
0.476773,35,195
0.482403,34,196
0.484247,35,196
0.485802,36,196
0.490080,37,196
0.490564,36,197
0.490891,37,196
0.492321,36,197
0.492406,35,198
0.494757,36,198
0.496075,35,199
0.498877,36,199
0.499802,35,200
0.503843,36,200
0.507442,35,201
0.510558,34,202
0.512047,35,202
0.512753,34,202
0.513039,35,201
0.513822,36,201
0.515687,37,201
0.518064,38,201
0.519029,39,201
0.520312,40,201
0.526549,41,201
0.528469,42,201
0.529915,43,201
0.530339,42,202
0.537811,43,202
0.543369,42,203
0.548791,41,204
0.549204,40,205
0.551254,39,206
0.558710,38,207
0.559330,37,208
0.560874,38,208
0.567791,37,209
0.569337,36,210
0.569437,37,209
0.572635,38,209
0.573621,39,209
0.576429,40,209
0.577230,39,209
0.579479,40,209
0.581879,41,209
0.582047,40,210
0.582828,39,210
0.586944,38,210
0.586991,39,209
0.588404,40,209
0.588950,39,210
0.591123,38,211
0.592218,37,211
0.594262,38,211
0.603051,37,212
0.607760,36,213
0.607963,37,213
0.612228,36,213
0.613245,37,213
0.615028,38,213
0.615133,37,214
0.615576,38,214
0.617049,39,214
0.618663,38,215
0.621354,37,216
0.622039,36,217
0.622288,37,217
0.622860,38,217
0.625879,39,217
0.629628,38,218
0.629815,37,219
0.634352,36,220
0.636247,35,221
0.639344,34,221
0.645298,33,222
0.645364,32,223
0.648423,33,222
0.649432,34,222
0.650488,33,223
0.651799,34,223
0.653900,33,224
0.656528,34,224
0.660238,35,224
0.660354,36,224
0.660682,37,223
0.660897,38,223
0.662213,37,224
0.663556,36,225
0.663610,37,225
0.664164,38,225
0.666474,39,225
0.667362,40,225
0.669119,39,226
0.669665,38,227
0.670693,39,227
0.676468,38,227
0.682201,39,227
0.684054,40,227
0.686488,41,227
0.687686,42,227
0.689743,43,226
0.690211,42,227
0.690969,41,227
0.693247,40,228
0.696115,41,228
0.697443,42,228
0.698517,43,228
0.702172,42,229
0.702325,43,229
0.704459,42,230
0.704911,43,230
0.704973,44,230
0.707634,45,230
0.716597,46,230
0.717271,47,230
0.720436,48,230
0.729640,47,231
0.729695,46,232
0.731398,45,233
0.733117,46,233
0.734341,47,233
0.742019,48,233
0.742120,47,234
0.744544,48,234
0.746082,49,234
0.751946,50,233
0.753734,51,233
0.756130,52,233
0.758829,51,234
0.762101,50,235
0.762460,51,235
0.763188,50,236
0.763914,49,237
0.764643,50,237
0.766595,51,237
0.768022,52,237
0.768732,53,237
0.771314,52,238
0.774948,53,238
0.777353,54,238
0.777948,53,239
0.779126,54,239
0.781725,55,239
0.781899,54,239
0.781984,55,239
0.783303,54,239
0.786455,53,240
0.792539,54,240
0.793392,55,239
0.793521,54,240
0.793540,53,241
0.796451,52,242
0.797940,53,241
0.798174,52,242
0.802677,53,242
0.803697,52,242
0.804402,51,243
0.805925,52,242
0.806044,51,243
0.807645,50,243
0.815593,49,244
0.818236,48,245
0.818283,47,246
0.818423,48,246
0.819945,47,247
0.820163,48,247
0.820756,47,248
0.821131,48,248
0.821512,47,249
0.822273,48,249
0.822642,47,250
0.823522,46,250
0.827746,45,251
0.831148,46,251
0.831269,47,251
0.835619,46,252
0.837970,47,252
0.849712,46,253
0.856017,47,253
0.857579,46,254
0.859473,45,255
0.859647,46,255
0.861538,45,256
0.861723,46,255
0.865230,47,255
0.866654,46,256
0.867303,47,256
0.868597,48,256
0.869859,47,257
0.872571,46,258
0.873180,45,259
0.873636,46,259
0.878673,47,258
0.884045,46,259
0.888810,47,259
0.894284,48,259
0.897101,49,258
0.897917,48,259
0.901366,47,260
0.902046,46,261
0.904582,47,261
0.904910,46,262
0.908352,47,262
0.910940,48,262
0.912751,47,263
0.913070,48,263
0.914229,47,264
0.917987,46,264
0.918880,47,264
0.919466,46,265
0.923382,47,265
0.925802,46,266
0.929576,45,267
0.929949,44,268
0.929977,45,268
0.930176,44,269
0.931260,45,268
0.931346,46,268
0.932158,47,267
0.934060,46,267
0.936404,45,268
0.936502,44,269
0.937248,45,269
0.938223,44,270
0.942648,43,271
0.948123,44,271
0.950913,43,272
0.951001,42,273
0.951145,41,274
0.955472,42,274
0.958130,41,275
0.958619,42,275
0.959367,41,276
0.962662,42,276
0.964392,41,277
0.966319,40,278
0.970740,41,277
0.973889,42,276
0.973926,43,276
0.974050,42,277
0.975534,43,277
0.976200,42,278
0.976730,43,278
0.980523,44,278
0.981993,43,279
0.983903,42,280
0.984360,41,281
0.987984,40,282
0.989603,39,283
0.990085,38,284
0.990515,39,284
0.990943,38,285
0.992440,39,285
0.993131,40,285
0.993414,41,285
0.995788,42,285
0.995860,41,286
0.997230,42,286
0.998734,43,285
1.001728,42,286
1.003197,43,285
1.003731,42,286
1.004292,41,287
1.006721,40,288
1.007386,39,289
1.007592,38,289
1.014713,39,288
1.015377,38,289
1.018141,37,290
1.019264,38,290
1.019345,37,291
1.020640,36,292
1.026348,35,292
1.028392,34,293
1.030635,35,293
1.030821,36,293
1.031469,35,293
1.033649,36,293
1.033794,37,293
1.035596,36,294
1.036834,37,293
1.045047,36,294
1.046650,35,295
1.047907,36,294
1.047921,37,294
1.047958,36,295
1.048417,35,296
1.051157,34,297
1.051219,35,296
1.055227,34,297
1.055711,35,297
1.057341,34,298
1.059529,33,299
1.065085,34,299
1.065478,35,299
1.067205,34,300
1.071073,35,300
1.079292,36,300
1.081241,37,300
1.083944,36,301
1.084721,37,301
1.085186,38,300
1.089006,37,301
1.107512,36,302
1.111910,35,303
1.112252,34,304
1.112561,33,305
1.113647,32,306
1.114593,33,306
1.114791,34,306
1.116743,35,306
1.118770,34,307
1.121643,33,307
1.122409,34,307
1.124255,35,307
1.125859,36,306
1.126979,37,306
1.129155,36,307
1.130790,37,307
1.131412,36,308
1.131932,37,308
1.133742,38,308
1.136282,37,309
1.136700,38,309
1.139127,39,309
1.142647,38,310
1.145930,37,310
1.147089,36,311
1.150861,37,311
1.151152,36,311
1.153837,35,312
1.154862,34,313
1.156536,35,313
1.157707,34,314
1.157908,35,314
1.161776,36,314
1.162660,35,315
1.163810,34,316
1.164819,35,316
1.165901,36,316
1.167083,37,315
1.168720,38,314
1.170903,39,314
1.175514,40,314
1.175790,39,315
1.178616,40,315
1.179364,39,316
1.180544,38,317
1.181592,37,318
1.181867,38,318
1.182752,39,318
1.184750,40,318
1.187313,41,317
1.192914,42,317
1.192969,41,318
1.193524,42,317
1.195020,43,317
1.195659,42,318
1.196362,41,319
1.199099,40,320
1.201016,41,319
1.202871,42,319
1.204534,43,319
1.207799,44,319
1.210009,45,319
1.212656,44,320
1.215714,45,319
1.216049,44,320
1.216502,43,320
1.218089,44,320
1.220515,43,320
1.229601,44,320
1.229761,45,320
1.241809,44,321
1.246167,45,321
1.248009,46,321
1.250056,47,320
1.252913,48,320
1.253013,49,320
1.253593,48,321
1.255525,49,321
1.256105,50,321
1.256124,51,321
1.259146,52,321
1.259587,51,322
1.260021,52,322
1.269779,51,323
1.270603,52,323
1.271426,51,324
1.276421,52,324
1.281913,53,323
1.283909,52,324
1.285031,51,325
1.286647,50,326
1.287002,51,325
1.288057,52,325
1.289854,53,324
1.289913,52,325
1.291156,53,325
1.291793,54,324
1.292567,55,323
1.293234,56,322
1.296747,57,321
1.299928,56,322
1.300810,55,323
1.301770,56,323
1.304449,57,323
1.307479,56,324
1.309769,55,324
1.311429,54,325
1.313511,53,326
1.315148,54,325
1.315187,55,325
1.316864,54,326
1.321932,53,327
1.323141,54,327
1.331747,55,326
1.332859,54,326
1.339400,53,327
1.339968,52,328
1.339995,51,329
1.343314,50,330
1.343809,51,330
1.348111,52,329
1.351686,51,330
1.352334,50,331
1.353029,51,331
1.356690,52,331
1.356985,51,332
1.359852,52,332
1.367026,51,333
1.371012,50,334
1.371109,49,335
1.372306,48,336
1.377880,49,336
1.379283,48,337
1.381079,47,338
1.392286,46,339
1.394353,47,338
1.397139,48,338
1.400142,47,339
1.401568,48,339
1.404008,47,340
1.404948,46,341
1.409289,45,342
1.409515,46,342
1.409788,47,342
1.409964,46,342
1.411019,45,343
1.412078,46,343
1.413400,45,344
1.416466,44,345
1.417810,45,345
1.420228,44,346
1.420390,43,347
1.424846,44,347
1.425393,43,347
1.425415,42,348
1.426696,41,349
1.427089,42,349
1.427828,43,348
1.430474,44,348
1.430977,43,348
1.431590,44,348
1.433046,45,348
1.436453,44,349
1.437549,45,349
1.442396,46,349
1.447257,45,350
1.447935,44,351
1.450339,45,351
1.451268,46,350
1.455138,47,350
1.458644,46,351
1.459213,45,352
1.464557,44,352
1.467751,45,352
1.469901,44,353
1.471519,45,353
1.477726,44,354
1.478364,43,355
1.479563,44,354
1.480430,43,355
1.480511,44,355
1.480530,43,356
1.485965,44,355
1.486048,45,355
1.486405,46,355
1.487765,45,356
1.489165,44,356
1.490593,43,356
1.493164,44,356
1.493887,45,356
1.495956,44,357
1.498139,45,357
1.500872,44,358
1.501524,45,358
1.503717,46,358
1.504534,47,358
1.504878,48,357
1.509185,47,358
1.509327,48,357
1.509922,49,357
1.510991,48,358
1.511460,47,359
1.516003,48,359
1.516241,47,359
1.517458,48,359
1.517529,47,360
1.517930,48,360
1.518735,47,361
1.519830,46,362
1.520492,45,363
1.522382,44,364
1.524940,43,364
1.526148,44,363
1.527465,43,364
1.533166,44,364
1.534858,45,364
1.535805,44,364
1.536473,43,364
1.537856,44,363
1.538238,45,362
1.538826,44,363
1.539781,45,363
1.547047,46,363
1.547179,47,362
1.550000,48,362
1.550069,49,362
1.550233,50,362
1.550944,49,362
1.552230,48,363
1.554386,49,363
1.558168,48,363
1.558912,47,364
1.559849,46,365
1.561780,45,366
1.562073,46,365
1.564907,45,366
1.565681,46,365
1.566943,45,366
1.568545,46,366
1.569230,47,366
1.569900,46,367
1.571481,45,368
1.575239,44,369
1.575773,43,370
1.579192,42,370
1.584785,43,370
1.586178,44,370
1.589445,43,371
1.592712,44,371
1.592834,43,372
1.593072,44,372
1.595972,45,371
1.597817,44,372
1.598078,45,372
1.598958,44,372
1.599459,45,372
1.602870,46,372
1.606244,47,372
1.608743,46,373
1.610060,45,374
1.615814,46,374
1.616292,47,374
1.617778,46,374
1.622170,45,375
1.624683,44,376
1.627165,43,377
1.628747,44,377
1.631121,43,378
1.631937,42,379
1.633283,43,379
1.635529,42,380
1.638481,41,381
1.639193,42,380
1.642387,41,381
1.643175,40,382
1.644464,39,383
1.644500,40,382
1.645419,39,383
1.645646,40,383
1.646167,39,384
1.647633,38,384
1.649128,37,384
1.651792,36,385
1.652170,37,385
1.655553,36,386
1.657913,37,386
1.662661,38,386
1.664110,39,385
1.664411,40,384
1.664799,41,384
1.665242,40,385
1.666341,41,385
