p,acc
1.90912,0.40808
1.90998,0.40795
1.91083,0.40611
1.91169,0.40829
1.91255,0.40815
1.91341,0.4054
1.91427,0.40662
1.91513,0.40811
1.91599,0.40746
1.91684,0.40711
1.9177,0.40529
1.91856,0.41056
1.91942,0.40883
1.92028,0.40672
1.92114,0.4085
1.922,0.40646
1.92285,0.40501
1.92371,0.40621
1.92457,0.40433
1.92543,0.40535
1.92629,0.4063
1.92715,0.40774
1.92801,0.40481
1.92886,0.40455
1.92972,0.40372
1.93058,0.40229
1.93144,0.40421
1.9323,0.40546
1.93316,0.40596
1.93402,0.40547
1.93487,0.40184
1.93573,0.40187
1.93659,0.40304
1.93745,0.40306
1.93831,0.4034
1.93917,0.4029
1.94003,0.40481
1.94088,0.4028
1.94174,0.40234
1.9426,0.40098
1.94346,0.40572
1.94432,0.40144
1.94518,0.40304
1.94604,0.40236
1.94689,0.40281
1.94775,0.40055
1.94861,0.40365
1.94947,0.40153
1.95033,0.4048
1.95119,0.40101
1.95205,0.40322
1.9529,0.40159
1.95376,0.40069
1.95462,0.40032
1.95548,0.40157
1.95634,0.40122
1.9572,0.40247
1.95806,0.39906
1.95891,0.40146
1.95977,0.40014
1.96063,0.39954
1.96149,0.39911
1.96235,0.40122
1.96321,0.40181
1.96407,0.39969
1.96492,0.3981
1.96578,0.40105
1.96664,0.39892
1.9675,0.39509
1.96836,0.39675
1.96922,0.39585
1.97008,0.3972
1.97093,0.40008
1.97179,0.39811
1.97265,0.39779
1.97351,0.39522
1.97437,0.39736
1.97523,0.39816
1.97609,0.39955
1.97694,0.39849
1.9778,0.39708
1.97866,0.3981
1.97952,0.39503
1.98038,0.39652
1.98124,0.39525
1.9821,0.40218
1.98295,0.39512
1.98381,0.39773
1.98467,0.39549
1.98553,0.3966
1.98639,0.40019
1.98725,0.39833
1.98811,0.39499
1.98896,0.39398
1.98982,0.39442
1.99068,0.39681
1.99154,0.39631
1.9924,0.39723
1.99326,0.39338
1.99412,0.39421
1.99497,0.39544
1.99583,0.39427
1.99669,0.39602
1.99755,0.39536
1.99841,0.39485
1.99927,0.39429
2.00013,0.39312
2.00098,0.39459
2.00184,0.39173
2.0027,0.39652
2.00356,0.39337
2.00442,0.39317
2.00528,0.3928
2.00614,0.39483
2.00699,0.39248
2.00785,0.39413
2.00871,0.39262
2.00957,0.39574
2.01043,0.39483
2.01129,0.39413
2.01215,0.39247
2.013,0.39194
2.01386,0.39154
2.01472,0.39198
2.01558,0.39056
2.01644,0.39087
2.0173,0.39001
2.01816,0.39072
2.01901,0.39089
2.01987,0.39057
2.02073,0.39165
2.02159,0.39012
2.02245,0.39147
2.02331,0.39289
2.02417,0.39126
2.02502,0.38819
2.02588,0.39173
2.02674,0.39073
2.0276,0.39114
2.02846,0.39108
2.02932,0.38959
2.03018,0.38879
2.03104,0.38822
2.03189,0.38823
2.03275,0.38904
2.03361,0.39102
2.03447,0.38637
2.03533,0.38956
2.03619,0.3893
2.03705,0.38907
2.0379,0.38485
2.03876,0.38652
2.03962,0.38746
2.04048,0.38974
2.04134,0.38738
2.0422,0.38549
2.04306,0.38692
2.04391,0.38858
2.04477,0.38724
2.04563,0.38535
2.04649,0.38666
2.04735,0.3863
2.04821,0.38661
2.04907,0.38685
2.04992,0.38461
2.05078,0.38411
2.05164,0.38683
2.0525,0.3856
2.05336,0.38553
2.05422,0.38365
2.05508,0.38382
2.05593,0.38478
2.05679,0.38408
2.05765,0.38668
2.05851,0.38586
2.05937,0.38581
2.06023,0.38349
2.06109,0.38553
2.06194,0.38292
2.0628,0.38428
2.06366,0.38411
2.06452,0.38106
2.06538,0.38655
2.06624,0.38383
2.0671,0.38173
2.06795,0.38375
2.06881,0.38332
2.06967,0.38432
2.07053,0.38157
2.07139,0.38427
2.07225,0.38465
2.07311,0.38374
2.07396,0.38447
2.07482,0.38503
2.07568,0.38286
2.07654,0.38278
2.0774,0.38047
2.07826,0.38305
2.07912,0.38185
2.07997,0.37962
2.08083,0.38185
2.08169,0.38422
2.08255,0.38279
2.08341,0.38429
2.08427,0.38064
2.08513,0.38146
2.08598,0.38245
2.08684,0.38228
2.0877,0.38058
2.08856,0.38017
2.08942,0.37989
2.09028,0.38202
2.09114,0.38459
2.09199,0.38183
2.09285,0.38055
2.09371,0.37921
2.09457,0.37955
2.09543,0.38145
2.09629,0.3803
2.09715,0.37781
2.098,0.37759
2.09886,0.38083
2.09972,0.37826
2.10058,0.38004
2.10144,0.37886
2.1023,0.37985
2.10316,0.37865
2.10401,0.37829
2.10487,0.3788
2.10573,0.37837
2.10659,0.37837
2.10745,0.37793
2.10831,0.37858
2.10917,0.38019
2.11002,0.37884
2.11088,0.37681
2.11174,0.3783
2.1126,0.37436
2.11346,0.37689
2.11432,0.37675
2.11518,0.37548
2.11603,0.376
2.11689,0.37537
2.11775,0.37492
2.11861,0.37631
2.11947,0.37732
2.12033,0.37415
2.12119,0.37641
2.12204,0.37811
2.1229,0.37143
2.12376,0.37604
2.12462,0.37709
2.12548,0.37522
2.12634,0.37558
2.1272,0.37407
2.12805,0.37729
2.12891,0.37641
2.12977,0.37473
2.13063,0.37555
2.13149,0.37273
2.13235,0.37361
2.13321,0.37444
2.13406,0.37283
2.13492,0.37103
2.13578,0.37535
2.13664,0.37537
2.1375,0.37194
2.13836,0.37454
2.13922,0.37395
2.14007,0.37359
2.14093,0.37436
2.14179,0.3733
2.14265,0.37189
2.14351,0.37273
2.14437,0.37208
2.14523,0.37318
2.14608,0.37339
2.14694,0.37467
2.1478,0.37208
2.14866,0.37224
2.14952,0.37159
2.15038,0.37352
2.15124,0.37191
2.15209,0.37597
2.15295,0.37025
2.15381,0.36956
2.15467,0.3736
2.15553,0.37165
2.15639,0.36942
2.15725,0.37115
2.1581,0.36952
2.15896,0.37032
2.15982,0.37143
2.16068,0.3709
2.16154,0.36804
2.1624,0.37186
2.16326,0.37023
2.16411,0.36904
2.16497,0.3724
2.16583,0.36716
2.16669,0.3692
2.16755,0.36951
2.16841,0.37044
2.16927,0.3689
2.17012,0.36745
2.17098,0.36827
2.17184,0.36836
2.1727,0.36673
2.17356,0.36864
2.17442,0.36896
2.17528,0.37024
2.17613,0.36935
2.17699,0.36977
2.17785,0.36713
2.17871,0.36688
2.17957,0.36801
2.18043,0.36783
2.18129,0.36966
2.18214,0.37172
2.183,0.36709
2.18386,0.36675
2.18472,0.3644
2.18558,0.36765
2.18644,0.36811
2.1873,0.36741
2.18815,0.36698
2.18901,0.36706
2.18987,0.36612
2.19073,0.36736
2.19159,0.36677
2.19245,0.36669
2.19331,0.3662
2.19416,0.3655
2.19502,0.36724
2.19588,0.36222
2.19674,0.36644
2.1976,0.3666
2.19846,0.36467
2.19932,0.3647
2.20018,0.36739
2.20103,0.36319
2.20189,0.36491
2.20275,0.36571
2.20361,0.36591
2.20447,0.36272
2.20533,0.36317
2.20619,0.36283
2.20704,0.36514
2.2079,0.365
2.20876,0.36297
2.20962,0.36066
2.21048,0.36501
2.21134,0.36112
2.2122,0.36488
2.21305,0.36213
2.21391,0.36115
2.21477,0.3624
2.21563,0.36438
2.21649,0.36379
2.21735,0.36293
2.21821,0.36202
2.21906,0.36488
2.21992,0.36296
2.22078,0.36402
2.22164,0.36113
2.2225,0.35997
2.22336,0.36205
2.22422,0.36207
2.22507,0.36221
2.22593,0.36442
2.22679,0.36166
2.22765,0.36168
2.22851,0.3601
2.22937,0.36336
2.23023,0.36006
2.23108,0.35972
2.23194,0.36262
2.2328,0.36205
2.23366,0.36024
2.23452,0.35921
2.23538,0.35984
2.23624,0.36057
2.23709,0.36242
2.23795,0.36058
2.23881,0.35913
2.23967,0.36068
2.24053,0.36052
2.24139,0.36172
2.24225,0.35783
2.2431,0.35892
2.24396,0.35941
2.24482,0.36087
2.24568,0.35985
2.24654,0.35973
2.2474,0.35979
2.24826,0.36048
2.24911,0.35915
2.24997,0.35921
2.25083,0.35831
2.25169,0.35735
2.25255,0.36016
2.25341,0.35763
2.25427,0.35751
2.25512,0.35587
2.25598,0.35841
2.25684,0.35807
2.2577,0.35837
2.25856,0.35639
2.25942,0.35354
2.26028,0.35724
2.26113,0.35647
2.26199,0.35763
2.26285,0.35465
2.26371,0.35643
2.26457,0.35809
2.26543,0.35391
2.26629,0.35668
2.26714,0.35589
2.268,0.35643
2.26886,0.35656
2.26972,0.35634
2.27058,0.35908
2.27144,0.35539
2.2723,0.35445
2.27315,0.35663
2.27401,0.35512
2.27487,0.35524
2.27573,0.35647
2.27659,0.35295
2.27745,0.35735
2.27831,0.35285
2.27916,0.35472
2.28002,0.35464
2.28088,0.35355
2.28174,0.35007
2.2826,0.35205
2.28346,0.35408
2.28432,0.35448
2.28517,0.35393
2.28603,0.35498
2.28689,0.3535
2.28775,0.3527
2.28861,0.35548
2.28947,0.35426
2.29033,0.34996
2.29118,0.35528
2.29204,0.35207
2.2929,0.35421
2.29376,0.35244
2.29462,0.3517
2.29548,0.35169
2.29634,0.3515
2.29719,0.35114
2.29805,0.35008
2.29891,0.35392
2.29977,0.35104
2.30063,0.35066
2.30149,0.35328
2.30235,0.3516
2.3032,0.35155
2.30406,0.35132
2.30492,0.34892
2.30578,0.35189
2.30664,0.3513
2.3075,0.34763
2.30836,0.34934
2.30921,0.35453
2.31007,0.35255
2.31093,0.35154
2.31179,0.35093
2.31265,0.34868
2.31351,0.34969
2.31437,0.35094
2.31522,0.35067
2.31608,0.35058
2.31694,0.34871
2.3178,0.34959
2.31866,0.34891
2.31952,0.34999
2.32038,0.34811
2.32123,0.34732
2.32209,0.34875
2.32295,0.34914
2.32381,0.35225
2.32467,0.34963
2.32553,0.34975
2.32639,0.35042
2.32724,0.3498
2.3281,0.34816
2.32896,0.35101
2.32982,0.34958
2.33068,0.34717
2.33154,0.34908
2.3324,0.34671
2.33325,0.3501
2.33411,0.34703
2.33497,0.3465
2.33583,0.3457
2.33669,0.34978
2.33755,0.34669
2.33841,0.34904
2.33926,0.34655
2.34012,0.34765
2.34098,0.34642
2.34184,0.34624
2.3427,0.34683
2.34356,0.3471
2.34442,0.3489
2.34527,0.34607
2.34613,0.34694
2.34699,0.34557
2.34785,0.34607
2.34871,0.34638
2.34957,0.34835
2.35043,0.34821
2.35128,0.34505
2.35214,0.3459
2.353,0.34586
2.35386,0.34812
2.35472,0.34443
2.35558,0.34562
2.35644,0.3445
2.35729,0.34786
2.35815,0.3445
2.35901,0.34517
2.35987,0.34532
2.36073,0.34173
2.36159,0.34293
2.36245,0.34373
2.3633,0.34383
2.36416,0.34273
2.36502,0.34341
2.36588,0.3442
2.36674,0.34619
2.3676,0.34274
2.36846,0.34341
2.36932,0.3443
2.37017,0.34312
2.37103,0.34422
2.37189,0.34202
2.37275,0.34245
2.37361,0.34486
2.37447,0.34426
2.37533,0.34143
2.37618,0.34308
2.37704,0.34246
2.3779,0.34413
2.37876,0.33983
2.37962,0.34344
2.38048,0.34381
2.38134,0.34097
2.38219,0.33932
2.38305,0.3415
2.38391,0.34419
2.38477,0.34103
2.38563,0.34544
2.38649,0.34062
2.38735,0.34328
2.3882,0.33878
2.38906,0.34093
2.38992,0.34125
2.39078,0.34169
2.39164,0.3405
2.3925,0.33963
2.39336,0.34405
2.39421,0.33892
2.39507,0.34107
2.39593,0.33874
2.39679,0.33944
2.39765,0.34189
2.39851,0.34063
2.39937,0.34278
2.40022,0.33722
2.40108,0.33994
2.40194,0.34013
2.4028,0.34204
2.40366,0.34099
2.40452,0.33854
2.40538,0.3375
2.40623,0.33915
2.40709,0.33805
2.40795,0.33888
2.40881,0.34118
2.40967,0.33907
2.41053,0.33948
2.41139,0.34005
2.41224,0.34057
2.4131,0.33903
2.41396,0.33696
2.41482,0.34014
2.41568,0.33898
2.41654,0.33794
2.4174,0.33641
2.41825,0.33701
2.41911,0.33981
2.41997,0.33867
2.42083,0.33753
2.42169,0.3366
2.42255,0.33563
2.42341,0.33689
2.42426,0.33669
2.42512,0.33833
2.42598,0.33717
2.42684,0.33618
2.4277,0.336
2.42856,0.33796
2.42942,0.33742
2.43027,0.33646
2.43113,0.33772
2.43199,0.33749
2.43285,0.33647
2.43371,0.33699
2.43457,0.33506
2.43543,0.33797
2.43628,0.33794
2.43714,0.33663
2.438,0.33587
2.43886,0.33415
2.43972,0.33628
2.44058,0.33535
2.44144,0.33541
2.44229,0.33476
2.44315,0.33859
2.44401,0.33581
2.44487,0.33184
2.44573,0.33396
2.44659,0.33386
2.44745,0.33673
2.4483,0.33404
2.44916,0.33573
2.45002,0.33461
2.45088,0.3324
2.45174,0.33444
2.4526,0.33331
2.45346,0.33208
2.45431,0.33151
2.45517,0.33494
2.45603,0.3357
2.45689,0.33153
2.45775,0.33331
2.45861,0.33427
2.45947,0.33344
2.46032,0.33152
2.46118,0.33115
2.46204,0.33103
2.4629,0.33068
2.46376,0.33192
2.46462,0.3297
2.46548,0.33218
2.46633,0.32884
2.46719,0.33397
2.46805,0.32983
2.46891,0.33144
2.46977,0.32912
2.47063,0.33163
2.47149,0.3351
2.47234,0.33213
2.4732,0.33235
2.47406,0.33267
2.47492,0.32814
2.47578,0.3312
2.47664,0.33191
2.4775,0.33159
2.47835,0.32995
2.47921,0.32893
2.48007,0.32879
2.48093,0.33043
2.48179,0.3298
2.48265,0.33206
2.48351,0.33036
2.48436,0.32952
2.48522,0.33481
2.48608,0.33019
2.48694,0.32806
2.4878,0.32681
2.48866,0.32843
2.48952,0.32879
2.49037,0.33092
2.49123,0.33057
2.49209,0.33039
2.49295,0.32761
2.49381,0.32961
2.49467,0.32754
2.49553,0.32828
2.49638,0.33128
2.49724,0.3289
2.4981,0.32883
2.49896,0.32947
2.49982,0.32967
2.50068,0.32951
2.50154,0.32656
2.50239,0.32918
2.50325,0.32574
2.50411,0.33004
2.50497,0.33081
2.50583,0.32642
2.50669,0.32654
2.50755,0.32737
2.5084,0.32703
2.50926,0.32606
2.51012,0.33125
2.51098,0.32528
2.51184,0.33043
2.5127,0.32828
2.51356,0.32838
2.51441,0.32441
2.51527,0.32451
2.51613,0.32663
2.51699,0.32625
2.51785,0.32399
2.51871,0.32817
2.51957,0.32229
2.52042,0.32901
2.52128,0.32588
2.52214,0.32549
2.523,0.32531
2.52386,0.3262
2.52472,0.32504
2.52558,0.32614
2.52643,0.32562
2.52729,0.32439
2.52815,0.32468
2.52901,0.32426
2.52987,0.32676
2.53073,0.32371
2.53159,0.32426
2.53244,0.32336
2.5333,0.32537
2.53416,0.32605
2.53502,0.32306
2.53588,0.32458
2.53674,0.3228
2.5376,0.32192
2.53846,0.32405
2.53931,0.32552
2.54017,0.32277
2.54103,0.32422
2.54189,0.32239
2.54275,0.32441
2.54361,0.32246
2.54447,0.32221
2.54532,0.32494
2.54618,0.32227
2.54704,0.32522
2.5479,0.32535
2.54876,0.31951
2.54962,0.32256
2.55048,0.32099
2.55133,0.32315
2.55219,0.32184
2.55305,0.32126
2.55391,0.32034
2.55477,0.32345
2.55563,0.32237
2.55649,0.32079
2.55734,0.32373
2.5582,0.32264
2.55906,0.3212
2.55992,0.323
2.56078,0.31983
2.56164,0.32301
2.5625,0.32208
2.56335,0.32206
2.56421,0.32363
2.56507,0.32224
2.56593,0.32077
2.56679,0.3236
2.56765,0.32158
2.56851,0.31882
2.56936,0.31997
2.57022,0.32263
2.57108,0.32148
2.57194,0.31972
2.5728,0.32268
2.57366,0.31892
2.57452,0.32015
2.57537,0.32041
2.57623,0.32112
2.57709,0.31928
2.57795,0.32098
2.57881,0.31925
2.57967,0.3201
2.58053,0.31712
2.58138,0.32075
2.58224,0.319
2.5831,0.3179
2.58396,0.32027
2.58482,0.32136
2.58568,0.31952
2.58654,0.31678
2.58739,0.31854
2.58825,0.32031
2.58911,0.31931
2.58997,0.31821
2.59083,0.31746
2.59169,0.31943
2.59255,0.31921
2.5934,0.31682
2.59426,0.31658
2.59512,0.31928
2.59598,0.31509
2.59684,0.31706
2.5977,0.31537
2.59856,0.31902
2.59941,0.31644
2.60027,0.31527
2.60113,0.31671
2.60199,0.31655
2.60285,0.31766
2.60371,0.31572
2.60457,0.31553
2.60542,0.31701
2.60628,0.31763
2.60714,0.31483
2.608,0.31632
2.60886,0.3166
2.60972,0.31559
2.61058,0.3186
2.61143,0.31664
2.61229,0.31584
2.61315,0.31821
2.61401,0.3146
2.61487,0.3157
2.61573,0.31774
2.61659,0.31403
2.61744,0.31549
2.6183,0.31415
2.61916,0.31585
2.62002,0.31665
2.62088,0.31374
2.62174,0.3145
2.6226,0.31357
2.62345,0.31657
2.62431,0.31781
2.62517,0.3156
2.62603,0.31424
2.62689,0.31323
2.62775,0.31498
2.62861,0.31583
2.62946,0.31194
2.63032,0.31366
2.63118,0.31487
2.63204,0.31331
2.6329,0.3135
2.63376,0.31435
2.63462,0.31227
2.63547,0.31542
2.63633,0.31415
2.63719,0.31535
2.63805,0.31302
2.63891,0.31017
2.63977,0.30845
2.64063,0.31141
2.64148,0.31549
2.64234,0.31408
2.6432,0.31266
2.64406,0.31235
2.64492,0.31353
2.64578,0.31381
2.64664,0.31216
2.64749,0.31189
2.64835,0.31522
2.64921,0.31019
2.65007,0.31341
2.65093,0.30996
2.65179,0.30911
2.65265,0.31227
2.6535,0.31208
2.65436,0.31113
2.65522,0.31021
2.65608,0.31185
2.65694,0.30937
2.6578,0.31044
2.65866,0.31268
2.65951,0.30954
2.66037,0.31018
2.66123,0.30953
2.66209,0.30851
2.66295,0.31125
2.66381,0.30815
2.66467,0.31095
2.66552,0.31249
2.66638,0.31027
2.66724,0.31039
2.6681,0.30846
2.66896,0.3089
2.66982,0.3095
2.67068,0.31031
2.67153,0.30948
2.67239,0.3095
2.67325,0.30987
2.67411,0.31024
2.67497,0.30979
2.67583,0.30743
2.67669,0.3103
2.67754,0.30749
2.6784,0.30817
2.67926,0.30914
2.68012,0.31051
2.68098,0.31025
2.68184,0.30932
2.6827,0.30901
2.68355,0.30805
2.68441,0.30971
2.68527,0.31018
2.68613,0.30674
2.68699,0.30844
2.68785,0.3068
2.68871,0.30851
2.68956,0.30651
2.69042,0.3071
2.69128,0.30918
2.69214,0.30849
2.693,0.30709
2.69386,0.30727
2.69472,0.30626
2.69557,0.30541
2.69643,0.30546
2.69729,0.30899
2.69815,0.30964
2.69901,0.30558
2.69987,0.30909
2.70073,0.30749
2.70158,0.3069
2.70244,0.30702
2.7033,0.3076
2.70416,0.30549
2.70502,0.30686
2.70588,0.30628
2.70674,0.30724
2.7076,0.30609
2.70845,0.30523
2.70931,0.30524
2.71017,0.30571
2.71103,0.30421
2.71189,0.3055
2.71275,0.30604
2.71361,0.30687
2.71446,0.30593
2.71532,0.30204
2.71618,0.30773
2.71704,0.30486
2.7179,0.30399
2.71876,0.30698
2.71962,0.30464
2.72047,0.3052
2.72133,0.30381
2.72219,0.30624
2.72305,0.30566
2.72391,0.30381
2.72477,0.30427
2.72563,0.30691
2.72648,0.30321
2.72734,0.30488
2.7282,0.30287
2.72906,0.30438
2.72992,0.30501
2.73078,0.30709
2.73164,0.30313
2.73249,0.30179
2.73335,0.30472
2.73421,0.30046
2.73507,0.30613
2.73593,0.30366
2.73679,0.3024
2.73765,0.30467
2.7385,0.30405
2.73936,0.3046
2.74022,0.30233
2.74108,0.30144
2.74194,0.30449
2.7428,0.3029
2.74366,0.30247
2.74451,0.30351
2.74537,0.30248
2.74623,0.30427
2.74709,0.30424
2.74795,0.30284
2.74881,0.30052
2.74967,0.30355
2.75052,0.301
2.75138,0.30173
2.75224,0.29962
2.7531,0.30325
2.75396,0.30333
2.75482,0.30108
2.75568,0.30074
2.75653,0.29935
2.75739,0.3026
2.75825,0.30331
2.75911,0.30212
2.75997,0.30005
2.76083,0.30008
2.76169,0.30252
2.76254,0.30024
2.7634,0.30389
2.76426,0.30065
2.76512,0.30142
2.76598,0.30242
2.76684,0.29843
2.7677,0.30177
2.76855,0.30071
2.76941,0.30186
2.77027,0.30024
2.77113,0.30236
2.77199,0.30059
2.77285,0.2981
2.77371,0.29941
2.77456,0.30019
2.77542,0.2995
2.77628,0.29462
2.77714,0.29962
2.778,0.3016
2.77886,0.2957
2.77972,0.30115
2.78057,0.30065
2.78143,0.2999
2.78229,0.29884
2.78315,0.29703
2.78401,0.30075
2.78487,0.30025
2.78573,0.29824
2.78658,0.30066
2.78744,0.29607
2.7883,0.30065
2.78916,0.29832
2.79002,0.30112
2.79088,0.29554
2.79174,0.301
2.79259,0.29754
2.79345,0.29833
2.79431,0.29789
2.79517,0.2996
2.79603,0.30008
2.79689,0.29803
2.79775,0.29881
2.7986,0.29584
2.79946,0.29602
2.80032,0.29775
2.80118,0.29683
2.80204,0.29839
2.8029,0.29908
2.80376,0.29732
2.80461,0.29614
2.80547,0.29557
2.80633,0.29587
2.80719,0.29768
2.80805,0.29947
2.80891,0.29569
2.80977,0.29599
2.81062,0.29664
2.81148,0.29783
2.81234,0.29783
2.8132,0.29668
2.81406,0.29601
2.81492,0.29543
2.81578,0.29526
2.81663,0.29631
2.81749,0.29665
2.81835,0.29333
2.81921,0.29327
2.82007,0.29599
2.82093,0.29609
2.82179,0.29664
2.82264,0.29322
2.8235,0.29434
2.82436,0.29458
2.82522,0.29614
2.82608,0.29529
2.82694,0.29375
2.8278,0.29342
2.82865,0.29727
2.82951,0.29556
2.83037,0.29501
2.83123,0.29558
2.83209,0.29417
2.83295,0.2962
2.83381,0.29521
2.83466,0.29532
2.83552,0.29489
2.83638,0.2947
2.83724,0.2941
2.8381,0.29428
2.83896,0.29417
2.83982,0.29189
2.84067,0.29388
2.84153,0.2917
2.84239,0.29302
2.84325,0.29524
2.84411,0.29376
2.84497,0.29349
2.84583,0.29292
2.84668,0.2923
2.84754,0.29331
2.8484,0.29279
2.84926,0.29433
2.85012,0.29265
2.85098,0.29271
2.85184,0.29237
2.85269,0.29363
2.85355,0.29099
2.85441,0.29132
2.85527,0.29217
2.85613,0.292
2.85699,0.29263
2.85785,0.29302
2.8587,0.29252
2.85956,0.29332
2.86042,0.29414
2.86128,0.29179
2.86214,0.29093
2.863,0.29232
2.86386,0.29268
2.86471,0.29204
2.86557,0.2923
2.86643,0.29274
2.86729,0.29234
2.86815,0.28955
2.86901,0.29148
2.86987,0.29087
2.87072,0.29107
2.87158,0.29008
2.87244,0.29215
2.8733,0.29225
2.87416,0.28931
2.87502,0.29368
2.87588,0.29028
2.87674,0.29055
2.87759,0.29113
2.87845,0.29137
2.87931,0.28904
2.88017,0.29092
2.88103,0.29172
2.88189,0.28718
2.88275,0.29051
2.8836,0.28939
2.88446,0.29169
2.88532,0.28976
2.88618,0.29017
2.88704,0.28882
2.8879,0.28941
2.88876,0.29087
2.88961,0.28991
2.89047,0.28967
2.89133,0.2895
2.89219,0.2887
2.89305,0.29167
2.89391,0.28843
2.89477,0.28611
2.89562,0.2887
2.89648,0.28988
2.89734,0.28828
2.8982,0.28837
2.89906,0.28726
2.89992,0.29018
2.90078,0.29143
2.90163,0.29057
2.90249,0.28688
2.90335,0.28831
2.90421,0.28762
2.90507,0.29113
2.90593,0.2885
2.90679,0.29099
2.90764,0.28476
2.9085,0.28709
2.90936,0.28894
2.91022,0.28806
2.91108,0.2849
2.91194,0.28811
2.9128,0.2859
2.91365,0.28855
2.91451,0.28565
2.91537,0.28484
2.91623,0.28645
2.91709,0.28617
2.91795,0.28709
2.91881,0.28749
2.91966,0.28983
2.92052,0.28612
2.92138,0.28757
2.92224,0.2872
2.9231,0.28696
2.92396,0.28658
2.92482,0.28655
2.92567,0.28647
2.92653,0.28515
2.92739,0.28584
2.92825,0.28462
2.92911,0.28542
2.92997,0.28763
2.93083,0.2881
2.93168,0.28735
2.93254,0.28379
2.9334,0.28701
2.93426,0.28361
2.93512,0.28637
2.93598,0.28542
2.93684,0.28548
2.93769,0.2843
2.93855,0.28519
2.93941,0.28666
2.94027,0.28242
2.94113,0.28338
2.94199,0.28289
2.94285,0.28513
2.9437,0.28686
2.94456,0.28376
2.94542,0.28742
2.94628,0.28593
2.94714,0.28314
2.948,0.28196
2.94886,0.28323
2.94971,0.28376
2.95057,0.2856
2.95143,0.28252
2.95229,0.2838
2.95315,0.2819
2.95401,0.2815
2.95487,0.28607
2.95572,0.28442
2.95658,0.28361
2.95744,0.28143
2.9583,0.28359
2.95916,0.2837
2.96002,0.28457
2.96088,0.28314
2.96173,0.28091
2.96259,0.28067
2.96345,0.28397
2.96431,0.28291
2.96517,0.2831
2.96603,0.28159
2.96689,0.28407
2.96774,0.28115
2.9686,0.28266
2.96946,0.28301
2.97032,0.28222
2.97118,0.28443
2.97204,0.28311
2.9729,0.28167
2.97375,0.28474
2.97461,0.28351
2.97547,0.28176
2.97633,0.28235
2.97719,0.28041
2.97805,0.28019
2.97891,0.28161
2.97976,0.2785
2.98062,0.28279
2.98148,0.27954
2.98234,0.2798
2.9832,0.28002
2.98406,0.283
2.98492,0.28374
2.98577,0.28068
2.98663,0.28289
2.98749,0.28102
2.98835,0.2797
2.98921,0.28006
2.99007,0.28204
2.99093,0.27787
2.99178,0.27994
2.99264,0.28074
2.9935,0.28033
2.99436,0.27838
2.99522,0.28225
2.99608,0.27731
2.99694,0.28105
2.99779,0.28225
2.99865,0.27943
2.99951,0.27667
3.00037,0.27941
3.00123,0.27959
3.00209,0.2789
3.00295,0.28207
3.0038,0.28145
3.00466,0.27742
3.00552,0.28026
3.00638,0.27956
3.00724,0.28038
3.0081,0.27972
3.00896,0.2787
3.00981,0.27953
3.01067,0.27848
3.01153,0.2813
3.01239,0.2808
3.01325,0.27915
3.01411,0.27748
3.01497,0.27831
3.01582,0.2769
3.01668,0.27663
3.01754,0.27878
3.0184,0.27576
3.01926,0.28203
3.02012,0.27619
3.02098,0.27722
3.02183,0.27688
3.02269,0.27713
3.02355,0.27714
3.02441,0.27857
3.02527,0.27831
3.02613,0.27835
3.02699,0.2788
3.02784,0.27824
3.0287,0.27827
3.02956,0.27874
3.03042,0.279
3.03128,0.2792
3.03214,0.27617
3.033,0.27524
3.03385,0.27906
3.03471,0.27557
3.03557,0.27381
3.03643,0.27805
3.03729,0.27651
3.03815,0.27363
3.03901,0.27432
3.03986,0.27693
3.04072,0.27275
3.04158,0.2778
3.04244,0.2755
3.0433,0.27458
3.04416,0.27844
3.04502,0.27536
3.04588,0.27439
3.04673,0.27624
3.04759,0.27915
3.04845,0.27598
3.04931,0.27501
3.05017,0.27612
3.05103,0.27544
3.05189,0.27628
3.05274,0.27604
3.0536,0.27689
3.05446,0.27569
3.05532,0.27485
3.05618,0.27419
3.05704,0.27393
3.0579,0.27639
3.05875,0.2754
3.05961,0.27456
3.06047,0.27323
3.06133,0.27643
3.06219,0.27506
3.06305,0.27393
3.06391,0.27388
3.06476,0.27459
3.06562,0.27538
3.06648,0.27422
3.06734,0.2738
3.0682,0.27361
3.06906,0.27453
3.06992,0.27309
3.07077,0.27399
3.07163,0.27362
3.07249,0.27208
3.07335,0.27446
3.07421,0.27328
3.07507,0.27433
3.07593,0.27315
3.07678,0.27194
3.07764,0.27207
3.0785,0.2734
3.07936,0.27146
3.08022,0.27177
3.08108,0.2751
3.08194,0.27296
3.08279,0.27098
3.08365,0.27073
3.08451,0.27301
3.08537,0.27135
3.08623,0.27269
3.08709,0.27423
3.08795,0.27041
3.0888,0.27254
3.08966,0.27376
3.09052,0.27246
3.09138,0.27437
3.09224,0.27183
3.0931,0.27346
3.09396,0.27119
3.09481,0.26932
3.09567,0.27429
3.09653,0.27205
3.09739,0.27207
3.09825,0.27018
3.09911,0.27487
3.09997,0.26902
3.10082,0.27099
3.10168,0.27062
3.10254,0.27151
3.1034,0.27156
3.10426,0.2717
3.10512,0.27188
3.10598,0.27083
3.10683,0.27188
3.10769,0.27264
3.10855,0.26998
3.10941,0.27088
3.11027,0.27058
3.11113,0.27205
