p,acc
3.11199,0.27053
3.11284,0.27119
3.1137,0.27143
3.11456,0.27182
3.11542,0.26959
3.11628,0.27099
3.11714,0.27005
3.118,0.26796
3.11885,0.26715
3.11971,0.26971
3.12057,0.26947
3.12143,0.26905
3.12229,0.2694
3.12315,0.26988
3.12401,0.26888
3.12486,0.26824
3.12572,0.26841
3.12658,0.26872
3.12744,0.26952
3.1283,0.27077
3.12916,0.27049
3.13002,0.26806
3.13087,0.26888
3.13173,0.27001
3.13259,0.2685
3.13345,0.27121
3.13431,0.26917
3.13517,0.2697
3.13603,0.26882
3.13688,0.26888
3.13774,0.26534
3.1386,0.26752
3.13946,0.26718
3.14032,0.2695
3.14118,0.26989
3.14204,0.26992
3.14289,0.27088
3.14375,0.26674
3.14461,0.26843
3.14547,0.26736
3.14633,0.26841
3.14719,0.26874
3.14805,0.26589
3.1489,0.26907
3.14976,0.26796
3.15062,0.2682
3.15148,0.26614
3.15234,0.26862
3.1532,0.26859
3.15406,0.26769
3.15491,0.26808
3.15577,0.26596
3.15663,0.26788
3.15749,0.2657
3.15835,0.26869
3.15921,0.26582
3.16007,0.26599
3.16092,0.26721
3.16178,0.26762
3.16264,0.26723
3.1635,0.26617
3.16436,0.26706
3.16522,0.26768
3.16608,0.2679
3.16693,0.26756
3.16779,0.26732
3.16865,0.26648
3.16951,0.26582
3.17037,0.26653
3.17123,0.26625
3.17209,0.26681
3.17294,0.26611
3.1738,0.26707
3.17466,0.2657
3.17552,0.26594
3.17638,0.26741
3.17724,0.26536
3.1781,0.26374
3.17895,0.26777
3.17981,0.26543
3.18067,0.26903
3.18153,0.26717
3.18239,0.26466
3.18325,0.26374
3.18411,0.26296
3.18496,0.26728
3.18582,0.26503
3.18668,0.26646
3.18754,0.26651
3.1884,0.26261
3.18926,0.26512
3.19012,0.26463
3.19097,0.26482
3.19183,0.26434
3.19269,0.26496
3.19355,0.26453
3.19441,0.26362
3.19527,0.26312
3.19613,0.26336
3.19698,0.26417
3.19784,0.26478
3.1987,0.26447
3.19956,0.26562
3.20042,0.26447
3.20128,0.26724
3.20214,0.26327
3.20299,0.26298
3.20385,0.26391
3.20471,0.26496
3.20557,0.26626
3.20643,0.26346
3.20729,0.26492
3.20815,0.2657
3.209,0.26316
3.20986,0.26422
3.21072,0.26271
3.21158,0.26362
3.21244,0.26476
3.2133,0.26448
3.21416,0.26382
3.21501,0.26114
3.21587,0.26476
3.21673,0.26347
3.21759,0.26216
3.21845,0.26288
3.21931,0.26316
3.22017,0.26049
3.22103,0.26262
3.22188,0.2622
3.22274,0.26181
3.2236,0.26108
3.22446,0.26232
3.22532,0.26141
3.22618,0.26183
3.22704,0.26028
3.22789,0.26239
3.22875,0.26332
3.22961,0.26182
3.23047,0.26472
3.23133,0.26291
3.23219,0.26235
3.23305,0.26123
3.2339,0.26262
3.23476,0.26143
3.23562,0.26193
3.23648,0.26109
3.23734,0.26166
3.2382,0.2601
3.23906,0.26154
3.23991,0.26154
3.24077,0.26017
3.24163,0.26238
3.24249,0.26001
3.24335,0.26016
3.24421,0.26112
3.24507,0.26168
3.24592,0.26086
3.24678,0.26083
3.24764,0.25909
3.2485,0.2587
3.24936,0.26012
3.25022,0.25979
3.25108,0.26099
3.25193,0.26131
3.25279,0.26003
3.25365,0.26022
3.25451,0.25956
3.25537,0.25885
3.25623,0.25788
3.25709,0.26035
3.25794,0.25886
3.2588,0.26068
3.25966,0.26148
3.26052,0.26036
3.26138,0.25791
3.26224,0.25772
3.2631,0.25765
3.26395,0.26296
3.26481,0.26098
3.26567,0.25815
3.26653,0.25827
3.26739,0.26119
3.26825,0.26027
3.26911,0.26082
3.26996,0.258
3.27082,0.25766
3.27168,0.26016
3.27254,0.25912
3.2734,0.26087
3.27426,0.2575
3.27512,0.25892
3.27597,0.25971
3.27683,0.25836
3.27769,0.25975
3.27855,0.25977
3.27941,0.25649
3.28027,0.25708
3.28113,0.26061
3.28198,0.26033
3.28284,0.25985
3.2837,0.25917
3.28456,0.25866
3.28542,0.25598
3.28628,0.25662
3.28714,0.25774
3.28799,0.2578
3.28885,0.25649
3.28971,0.2597
3.29057,0.25609
3.29143,0.26045
3.29229,0.25725
3.29315,0.25718
3.294,0.25527
3.29486,0.25522
3.29572,0.25671
3.29658,0.25558
3.29744,0.25719
3.2983,0.25837
3.29916,0.25502
3.30001,0.25527
3.30087,0.2572
3.30173,0.2565
3.30259,0.25722
3.30345,0.25435
3.30431,0.2556
3.30517,0.25762
3.30602,0.25483
3.30688,0.25585
3.30774,0.25779
3.3086,0.25638
3.30946,0.25576
3.31032,0.25796
3.31118,0.25415
3.31203,0.25439
3.31289,0.25644
3.31375,0.2549
3.31461,0.25437
3.31547,0.25741
3.31633,0.25892
3.31719,0.25691
3.31804,0.25435
3.3189,0.25621
3.31976,0.25555
3.32062,0.25581
3.32148,0.25791
3.32234,0.25589
3.3232,0.25503
3.32405,0.25361
3.32491,0.25585
3.32577,0.25526
3.32663,0.25542
3.32749,0.25245
3.32835,0.25557
3.32921,0.25625
3.33006,0.2535
3.33092,0.25402
3.33178,0.25376
3.33264,0.25449
3.3335,0.25224
3.33436,0.25306
3.33522,0.25528
3.33607,0.25261
3.33693,0.25515
3.33779,0.25159
3.33865,0.25211
3.33951,0.25311
3.34037,0.2525
3.34123,0.25217
3.34208,0.25419
3.34294,0.25401
3.3438,0.25337
3.34466,0.25511
3.34552,0.25204
3.34638,0.25432
3.34724,0.25154
3.34809,0.25223
3.34895,0.2535
3.34981,0.25287
3.35067,0.25493
3.35153,0.25363
3.35239,0.25307
3.35325,0.25236
3.3541,0.25127
3.35496,0.25481
3.35582,0.2541
3.35668,0.252
3.35754,0.25377
3.3584,0.25198
3.35926,0.25281
3.36011,0.25277
3.36097,0.25084
3.36183,0.25398
3.36269,0.25603
3.36355,0.25346
3.36441,0.252
3.36527,0.25272
3.36612,0.24785
3.36698,0.25059
3.36784,0.25151
3.3687,0.25116
3.36956,0.25229
3.37042,0.25167
3.37128,0.25196
3.37213,0.25293
3.37299,0.25115
3.37385,0.25136
3.37471,0.24986
3.37557,0.25177
3.37643,0.25535
3.37729,0.25156
3.37814,0.25328
3.379,0.25093
3.37986,0.25328
3.38072,0.25215
3.38158,0.2481
3.38244,0.25576
3.3833,0.25162
3.38415,0.25143
3.38501,0.25042
3.38587,0.25045
3.38673,0.2521
3.38759,0.2525
3.38845,0.24941
3.38931,0.25252
3.39017,0.25009
3.39102,0.24941
3.39188,0.24919
3.39274,0.25074
3.3936,0.25076
3.39446,0.24981
3.39532,0.2492
3.39618,0.25137
3.39703,0.25077
3.39789,0.25
3.39875,0.25207
3.39961,0.24877
3.40047,0.24885
3.40133,0.24995
3.40219,0.24967
3.40304,0.24861
3.4039,0.24927
3.40476,0.24876
3.40562,0.2498
3.40648,0.2475
3.40734,0.25071
3.4082,0.24884
3.40905,0.25032
3.40991,0.24829
3.41077,0.25169
3.41163,0.2498
3.41249,0.25246
3.41335,0.25042
3.41421,0.25184
3.41506,0.24913
3.41592,0.24772
3.41678,0.24803
3.41764,0.24955
3.4185,0.24723
3.41936,0.24773
3.42022,0.24791
3.42107,0.24823
3.42193,0.2498
3.42279,0.24803
3.42365,0.25005
3.42451,0.24927
3.42537,0.24869
3.42623,0.24928
3.42708,0.2477
3.42794,0.24918
3.4288,0.2497
3.42966,0.24853
3.43052,0.24859
3.43138,0.24785
3.43224,0.24725
3.43309,0.24793
3.43395,0.247
3.43481,0.2449
3.43567,0.24827
3.43653,0.24964
3.43739,0.24418
3.43825,0.24688
3.4391,0.24648
3.43996,0.24749
3.44082,0.24801
3.44168,0.24664
3.44254,0.24701
3.4434,0.24627
3.44426,0.24642
3.44511,0.24915
3.44597,0.24568
3.44683,0.24383
3.44769,0.24805
3.44855,0.24482
3.44941,0.24708
3.45027,0.247
3.45112,0.24652
3.45198,0.24432
3.45284,0.24468
3.4537,0.24528
3.45456,0.24627
3.45542,0.24548
3.45628,0.24677
3.45713,0.24478
3.45799,0.24508
3.45885,0.24448
3.45971,0.24709
3.46057,0.24741
3.46143,0.24519
3.46229,0.24622
3.46314,0.24642
3.464,0.24611
3.46486,0.24472
3.46572,0.24322
3.46658,0.24612
3.46744,0.24978
3.4683,0.2452
3.46915,0.24315
3.47001,0.24867
3.47087,0.24262
3.47173,0.2452
3.47259,0.24593
3.47345,0.24489
3.47431,0.24536
3.47516,0.24542
3.47602,0.24737
3.47688,0.24426
3.47774,0.24615
3.4786,0.24218
3.47946,0.246
3.48032,0.2436
3.48117,0.24636
3.48203,0.24359
3.48289,0.24386
3.48375,0.24519
3.48461,0.24516
3.48547,0.24415
3.48633,0.24564
3.48718,0.24354
3.48804,0.24337
3.4889,0.24471
3.48976,0.24463
3.49062,0.24225
3.49148,0.24148
3.49234,0.24441
3.49319,0.24129
3.49405,0.24421
3.49491,0.24239
3.49577,0.2448
3.49663,0.24306
3.49749,0.24366
3.49835,0.24387
3.4992,0.2417
3.50006,0.24371
3.50092,0.2431
3.50178,0.24306
3.50264,0.24377
3.5035,0.2435
3.50436,0.24287
3.50521,0.245
3.50607,0.24347
3.50693,0.24224
3.50779,0.2441
3.50865,0.24204
3.50951,0.24051
3.51037,0.24392
3.51122,0.23912
3.51208,0.24269
3.51294,0.24231
3.5138,0.24365
3.51466,0.24367
3.51552,0.2423
3.51638,0.24302
3.51723,0.241
3.51809,0.24218
3.51895,0.24346
3.51981,0.24348
3.52067,0.23927
3.52153,0.24211
3.52239,0.24338
3.52324,0.24201
3.5241,0.2401
3.52496,0.23974
3.52582,0.24177
3.52668,0.24049
3.52754,0.24354
3.5284,0.2426
3.52925,0.24112
3.53011,0.24139
3.53097,0.24134
3.53183,0.24267
3.53269,0.24028
3.53355,0.23996
3.53441,0.24059
3.53526,0.24093
3.53612,0.23991
3.53698,0.2416
3.53784,0.24285
3.5387,0.24103
3.53956,0.23892
3.54042,0.24301
3.54127,0.24116
3.54213,0.24273
3.54299,0.23962
3.54385,0.23884
3.54471,0.23933
3.54557,0.24316
3.54643,0.24052
3.54728,0.24123
3.54814,0.23901
3.549,0.24035
3.54986,0.2412
3.55072,0.24213
3.55158,0.24052
3.55244,0.2422
3.55329,0.23881
3.55415,0.23843
3.55501,0.24305
3.55587,0.23862
3.55673,0.23979
3.55759,0.23636
3.55845,0.24097
3.55931,0.24095
3.56016,0.23867
3.56102,0.24053
3.56188,0.23991
3.56274,0.23845
3.5636,0.23779
3.56446,0.23948
3.56532,0.24093
3.56617,0.23981
3.56703,0.23947
3.56789,0.24055
3.56875,0.24154
3.56961,0.2429
3.57047,0.23996
3.57133,0.23839
3.57218,0.23993
3.57304,0.23702
3.5739,0.23992
3.57476,0.23815
3.57562,0.24143
3.57648,0.23803
3.57734,0.23823
3.57819,0.23764
3.57905,0.23687
3.57991,0.2382
3.58077,0.23777
3.58163,0.23862
3.58249,0.24012
3.58335,0.24178
3.5842,0.23937
3.58506,0.23831
3.58592,0.23832
3.58678,0.23625
3.58764,0.2394
3.5885,0.23745
3.58936,0.2381
3.59021,0.23986
3.59107,0.23711
3.59193,0.23687
3.59279,0.23842
3.59365,0.24036
3.59451,0.23802
3.59537,0.23829
3.59622,0.23589
3.59708,0.23695
3.59794,0.23575
3.5988,0.23774
3.59966,0.23519
3.60052,0.23674
3.60138,0.23931
3.60223,0.23627
3.60309,0.23637
3.60395,0.2357
3.60481,0.23643
3.60567,0.23762
3.60653,0.23589
3.60739,0.23754
3.60824,0.23828
3.6091,0.23615
3.60996,0.23694
3.61082,0.23692
3.61168,0.23574
3.61254,0.23456
3.6134,0.23495
3.61425,0.23451
3.61511,0.23696
3.61597,0.23604
3.61683,0.23631
3.61769,0.23625
3.61855,0.23672
3.61941,0.23593
3.62026,0.23559
3.62112,0.23486
3.62198,0.23649
3.62284,0.23552
3.6237,0.23237
3.62456,0.23604
3.62542,0.23843
3.62627,0.23504
3.62713,0.23437
3.62799,0.23312
3.62885,0.2371
3.62971,0.23628
3.63057,0.23728
3.63143,0.23564
3.63228,0.23553
3.63314,0.23633
3.634,0.23459
3.63486,0.2346
3.63572,0.23228
3.63658,0.23616
3.63744,0.23606
3.63829,0.23422
3.63915,0.23442
3.64001,0.23378
3.64087,0.2357
3.64173,0.23443
3.64259,0.23408
3.64345,0.23551
3.6443,0.23314
3.64516,0.23316
3.64602,0.23396
3.64688,0.23274
3.64774,0.23364
3.6486,0.23568
3.64946,0.23404
3.65031,0.23556
3.65117,0.23004
3.65203,0.23403
3.65289,0.23323
3.65375,0.23511
3.65461,0.23192
3.65547,0.23398
3.65632,0.23011
3.65718,0.23275
3.65804,0.23486
3.6589,0.23386
3.65976,0.2329
3.66062,0.23164
3.66148,0.2327
3.66233,0.23431
3.66319,0.23614
3.66405,0.232
3.66491,0.23177
3.66577,0.23265
3.66663,0.23295
3.66749,0.23215
3.66834,0.23202
3.6692,0.23142
3.67006,0.23305
3.67092,0.2324
3.67178,0.231
3.67264,0.23205
3.6735,0.23368
3.67435,0.23146
3.67521,0.23362
3.67607,0.23213
3.67693,0.23404
3.67779,0.23282
3.67865,0.23266
3.67951,0.2338
3.68036,0.23379
3.68122,0.23157
3.68208,0.22971
3.68294,0.23185
3.6838,0.23151
3.68466,0.23385
3.68552,0.22893
3.68637,0.23108
3.68723,0.23132
3.68809,0.23277
3.68895,0.23049
3.68981,0.22959
3.69067,0.23362
3.69153,0.23195
3.69238,0.23464
3.69324,0.23108
3.6941,0.23104
3.69496,0.23
3.69582,0.23259
3.69668,0.23082
3.69754,0.23334
3.69839,0.23342
3.69925,0.23087
3.70011,0.23276
3.70097,0.23219
3.70183,0.23206
3.70269,0.23111
3.70355,0.22962
3.7044,0.23006
3.70526,0.22974
3.70612,0.23055
3.70698,0.22789
3.70784,0.23034
3.7087,0.23169
3.70956,0.2314
3.71041,0.2303
3.71127,0.23028
3.71213,0.2314
3.71299,0.22893
3.71385,0.22857
3.71471,0.23078
3.71557,0.23218
3.71642,0.2306
3.71728,0.23063
3.71814,0.22839
3.719,0.23179
3.71986,0.2294
3.72072,0.22894
3.72158,0.23053
3.72243,0.23034
3.72329,0.22748
3.72415,0.22731
3.72501,0.22951
3.72587,0.23144
3.72673,0.22783
3.72759,0.23041
3.72845,0.2292
3.7293,0.22701
3.73016,0.23121
3.73102,0.22681
3.73188,0.2307
3.73274,0.22923
3.7336,0.22879
3.73446,0.22748
3.73531,0.22841
3.73617,0.2263
3.73703,0.22879
3.73789,0.22898
3.73875,0.22945
3.73961,0.23104
3.74047,0.23233
3.74132,0.22915
3.74218,0.22811
3.74304,0.22791
3.7439,0.22808
3.74476,0.2261
3.74562,0.22664
3.74648,0.22789
3.74733,0.22672
3.74819,0.22893
3.74905,0.22834
3.74991,0.22659
3.75077,0.22886
3.75163,0.22556
3.75249,0.22768
3.75334,0.22902
3.7542,0.22815
3.75506,0.22759
3.75592,0.22953
3.75678,0.22608
3.75764,0.22639
3.7585,0.22722
3.75935,0.2274
3.76021,0.22811
3.76107,0.22787
3.76193,0.22537
3.76279,0.22809
3.76365,0.22622
3.76451,0.2265
3.76536,0.22738
3.76622,0.22661
3.76708,0.22845
3.76794,0.22722
3.7688,0.22774
3.76966,0.22881
3.77052,0.2272
3.77137,0.22674
3.77223,0.22812
3.77309,0.22598
3.77395,0.22855
3.77481,0.22954
3.77567,0.22531
3.77653,0.22905
3.77738,0.22689
3.77824,0.22531
3.7791,0.22726
3.77996,0.22564
3.78082,0.22599
3.78168,0.22515
3.78254,0.22645
3.78339,0.22746
3.78425,0.22646
3.78511,0.22756
3.78597,0.22795
3.78683,0.22923
3.78769,0.22466
3.78855,0.22409
3.7894,0.22863
3.79026,0.22438
3.79112,0.22739
3.79198,0.22671
3.79284,0.22514
3.7937,0.22606
3.79456,0.22763
3.79541,0.22686
3.79627,0.22872
3.79713,0.2229
3.79799,0.22447
3.79885,0.22625
3.79971,0.22721
3.80057,0.22493
3.80142,0.22614
3.80228,0.22568
3.80314,0.22533
3.804,0.22787
3.80486,0.22458
3.80572,0.22529
3.80658,0.22431
3.80743,0.22517
3.80829,0.22525
3.80915,0.22407
3.81001,0.22525
3.81087,0.22456
3.81173,0.22347
3.81259,0.2249
3.81344,0.22528
3.8143,0.22497
3.81516,0.22419
3.81602,0.22477
3.81688,0.22336
3.81774,0.22667
3.8186,0.22322
3.81945,0.22559
3.82031,0.22108
3.82117,0.22606
3.82203,0.22435
3.82289,0.22345
3.82375,0.22584
3.82461,0.22665
3.82546,0.22306
3.82632,0.22491
3.82718,0.2256
3.82804,0.22336
3.8289,0.22379
3.82976,0.22288
3.83062,0.22552
3.83147,0.22239
3.83233,0.22363
3.83319,0.22425
3.83405,0.2237
3.83491,0.22159
3.83577,0.22232
3.83663,0.22452
3.83748,0.22269
3.83834,0.22561
3.8392,0.22508
3.84006,0.22305
3.84092,0.22231
3.84178,0.22219
3.84264,0.22426
3.84349,0.22187
3.84435,0.22277
3.84521,0.22214
3.84607,0.22242
3.84693,0.22139
3.84779,0.22401
3.84865,0.22318
3.8495,0.22246
3.85036,0.22342
3.85122,0.22346
3.85208,0.22241
3.85294,0.22086
3.8538,0.22378
3.85466,0.22068
3.85551,0.22258
3.85637,0.22269
3.85723,0.22254
3.85809,0.22085
3.85895,0.22355
3.85981,0.22283
3.86067,0.22249
3.86152,0.22161
3.86238,0.22375
3.86324,0.222
3.8641,0.22315
3.86496,0.22331
3.86582,0.22065
3.86668,0.21945
3.86753,0.22169
3.86839,0.22054
3.86925,0.22192
3.87011,0.22188
3.87097,0.22078
3.87183,0.22118
3.87269,0.22171
3.87354,0.22274
3.8744,0.22166
3.87526,0.2208
3.87612,0.22152
3.87698,0.22173
3.87784,0.2207
3.8787,0.22051
3.87955,0.22059
3.88041,0.2203
3.88127,0.22062
3.88213,0.22034
3.88299,0.2238
3.88385,0.22242
3.88471,0.22208
3.88556,0.22222
3.88642,0.22003
3.88728,0.22163
3.88814,0.22399
3.889,0.22206
3.88986,0.22153
3.89072,0.22146
3.89157,0.2211
3.89243,0.21944
3.89329,0.22013
3.89415,0.22246
3.89501,0.22004
3.89587,0.22069
3.89673,0.2223
3.89759,0.21816
3.89844,0.22053
3.8993,0.2215
3.90016,0.22269
3.90102,0.2197
3.90188,0.21962
3.90274,0.21905
3.9036,0.22327
3.90445,0.22024
3.90531,0.21845
3.90617,0.2181
3.90703,0.22025
3.90789,0.21921
3.90875,0.22103
3.90961,0.22086
3.91046,0.21993
3.91132,0.21955
3.91218,0.21856
3.91304,0.21856
3.9139,0.21923
3.91476,0.21976
3.91562,0.22178
3.91647,0.21978
3.91733,0.21999
3.91819,0.22026
3.91905,0.22137
3.91991,0.22015
3.92077,0.22076
3.92163,0.22029
3.92248,0.21993
3.92334,0.22184
3.9242,0.21617
3.92506,0.21805
3.92592,0.21803
3.92678,0.21987
3.92764,0.21691
3.92849,0.22118
3.92935,0.219
3.93021,0.21787
3.93107,0.21685
3.93193,0.21884
3.93279,0.21619
3.93365,0.21739
3.9345,0.2192
3.93536,0.21902
3.93622,0.21979
3.93708,0.21846
3.93794,0.21609
3.9388,0.21723
3.93966,0.21753
3.94051,0.21477
3.94137,0.21656
3.94223,0.2189
3.94309,0.21752
3.94395,0.21629
3.94481,0.21566
3.94567,0.21722
3.94652,0.21737
3.94738,0.21598
3.94824,0.21746
3.9491,0.2184
3.94996,0.21742
3.95082,0.21914
3.95168,0.21685
3.95253,0.21765
3.95339,0.21582
3.95425,0.21893
3.95511,0.21942
3.95597,0.2175
3.95683,0.21818
3.95769,0.21701
3.95854,0.21783
3.9594,0.21772
3.96026,0.2173
3.96112,0.21556
3.96198,0.21572
3.96284,0.21779
3.9637,0.21467
3.96455,0.21681
3.96541,0.21618
3.96627,0.21653
3.96713,0.21717
3.96799,0.21717
3.96885,0.217
3.96971,0.21403
3.97056,0.21507
3.97142,0.21578
3.97228,0.21778
3.97314,0.21637
3.974,0.21623
3.97486,0.21634
3.97572,0.21535
3.97657,0.21405
3.97743,0.21491
3.97829,0.21551
3.97915,0.21739
3.98001,0.21609
3.98087,0.21462
3.98173,0.21695
3.98258,0.21354
3.98344,0.21493
3.9843,0.21699
3.98516,0.21402
3.98602,0.21393
3.98688,0.21649
3.98774,0.2157
3.98859,0.21639
3.98945,0.2158
3.99031,0.21536
3.99117,0.21467
3.99203,0.21674
3.99289,0.21524
3.99375,0.21422
3.9946,0.21457
3.99546,0.21511
3.99632,0.21655
3.99718,0.21504
3.99804,0.21669
3.9989,0.21652
3.99976,0.21435
4.00061,0.2173
4.00147,0.21112
4.00233,0.21246
4.00319,0.21447
4.00405,0.21711
4.00491,0.21448
4.00577,0.21522
4.00662,0.21658
4.00748,0.21487
4.00834,0.21432
4.0092,0.21414
4.01006,0.21652
4.01092,0.21414
4.01178,0.21468
4.01263,0.21591
4.01349,0.21524
4.01435,0.21324
4.01521,0.214
4.01607,0.21434
4.01693,0.21621
4.01779,0.21314
4.01864,0.21437
4.0195,0.21198
4.02036,0.21359
4.02122,0.21398
4.02208,0.21419
4.02294,0.21181
4.0238,0.21372
4.02465,0.21523
4.02551,0.21427
4.02637,0.21321
4.02723,0.21428
4.02809,0.21567
4.02895,0.21439
4.02981,0.21416
4.03066,0.2135
4.03152,0.21403
4.03238,0.21384
4.03324,0.21359
4.0341,0.21196
4.03496,0.21111
4.03582,0.21389
4.03667,0.21293
4.03753,0.21248
4.03839,0.21121
4.03925,0.21192
4.04011,0.21403
4.04097,0.21403
4.04183,0.21237
4.04268,0.21016
4.04354,0.21334
4.0444,0.21331
4.04526,0.21232
4.04612,0.21104
4.04698,0.21274
4.04784,0.21212
4.04869,0.21199
4.04955,0.21261
4.05041,0.21159
4.05127,0.21461
4.05213,0.21271
4.05299,0.21293
4.05385,0.21125
4.0547,0.21191
4.05556,0.2112
4.05642,0.21079
4.05728,0.21217
4.05814,0.21183
4.059,0.21148
4.05986,0.20999
4.06071,0.21049
4.06157,0.21265
4.06243,0.20998
4.06329,0.21173
4.06415,0.21316
4.06501,0.20913
4.06587,0.21024
4.06673,0.21425
4.06758,0.21179
4.06844,0.20918
4.0693,0.21103
4.07016,0.21284
4.07102,0.21205
4.07188,0.21239
4.07274,0.21149
4.07359,0.209
4.07445,0.2149
4.07531,0.21023
4.07617,0.20985
4.07703,0.21019
4.07789,0.21163
4.07875,0.21284
4.0796,0.21026
4.08046,0.21076
4.08132,0.21337
4.08218,0.21018
4.08304,0.2113
4.0839,0.21069
4.08476,0.21174
4.08561,0.21268
4.08647,0.20918
4.08733,0.21025
4.08819,0.21075
4.08905,0.2078
4.08991,0.21004
4.09077,0.21075
4.09162,0.20936
4.09248,0.20856
4.09334,0.21005
4.0942,0.20906
4.09506,0.20839
4.09592,0.2094
4.09678,0.21016
4.09763,0.20975
4.09849,0.20822
4.09935,0.20803
4.10021,0.21127
4.10107,0.20767
4.10193,0.20965
4.10279,0.20794
4.10364,0.20746
4.1045,0.21102
4.10536,0.20784
4.10622,0.20963
4.10708,0.20838
4.10794,0.20807
4.1088,0.20859
4.10965,0.21009
4.11051,0.21018
4.11137,0.2096
4.11223,0.20979
4.11309,0.21061
4.11395,0.20979
4.11481,0.20838
4.11566,0.2075
4.11652,0.20797
4.11738,0.21017
4.11824,0.20697
4.1191,0.20796
4.11996,0.20928
4.12082,0.20966
4.12167,0.20755
4.12253,0.20744
4.12339,0.21073
4.12425,0.20941
4.12511,0.20665
4.12597,0.20757
4.12683,0.20963
4.12768,0.21056
4.12854,0.20935
4.1294,0.2081
4.13026,0.20689
4.13112,0.20765
4.13198,0.20983
4.13284,0.2103
4.13369,0.20608
4.13455,0.20877
4.13541,0.20934
4.13627,0.2077
4.13713,0.20992
4.13799,0.20692
4.13885,0.20975
4.1397,0.20491
4.14056,0.20715
4.14142,0.20903
4.14228,0.20712
4.14314,0.20853
4.144,0.20652
4.14486,0.20807
4.14571,0.20701
4.14657,0.20901
4.14743,0.20978
4.14829,0.20601
4.14915,0.20883
4.15001,0.20681
4.15087,0.20658
4.15172,0.20729
4.15258,0.20798
4.15344,0.20522
4.1543,0.20605
4.15516,0.20894
4.15602,0.20603
4.15688,0.20797
4.15773,0.20622
4.15859,0.20632
4.15945,0.20709
4.16031,0.20557
4.16117,0.20652
4.16203,0.20772
4.16289,0.208
4.16374,0.20439
4.1646,0.20645
4.16546,0.20565
4.16632,0.20476
4.16718,0.20654
4.16804,0.20599
4.1689,0.20525
4.16975,0.20732
4.17061,0.20593
4.17147,0.20523
4.17233,0.20622
4.17319,0.20867
4.17405,0.20776
4.17491,0.20802
4.17576,0.20526
4.17662,0.20717
4.17748,0.20613
4.17834,0.20515
4.1792,0.20628
4.18006,0.20471
4.18092,0.20716
4.18177,0.20666
4.18263,0.20666
4.18349,0.2045
4.18435,0.20532
4.18521,0.20338
4.18607,0.20715
4.18693,0.20817
4.18778,0.20738
4.18864,0.2064
4.1895,0.20397
4.19036,0.20603
4.19122,0.20391
4.19208,0.20717
4.19294,0.2064
4.19379,0.20594
4.19465,0.2058
4.19551,0.20509
4.19637,0.20492
4.19723,0.20395
4.19809,0.20518
4.19895,0.20447
4.1998,0.20518
4.20066,0.20511
4.20152,0.20355
4.20238,0.20572
4.20324,0.20571
4.2041,0.20604
4.20496,0.20484
4.20581,0.20616
4.20667,0.20491
4.20753,0.2045
4.20839,0.20382
4.20925,0.20546
4.21011,0.20358
4.21097,0.20297
4.21182,0.20419
4.21268,0.2035
4.21354,0.20461
4.2144,0.20616
4.21526,0.20402
4.21612,0.20551
4.21698,0.20188
4.21783,0.20479
4.21869,0.20593
4.21955,0.20365
4.22041,0.20189
4.22127,0.20422
4.22213,0.20373
4.22299,0.20361
4.22384,0.20493
4.2247,0.20113
4.22556,0.20455
4.22642,0.20433
4.22728,0.20476
4.22814,0.20449
4.229,0.20487
4.22985,0.20073
4.23071,0.20396
4.23157,0.20284
4.23243,0.20466
4.23329,0.20438
4.23415,0.20317
4.23501,0.20208
4.23587,0.20555
4.23672,0.20415
4.23758,0.20371
4.23844,0.20101
4.2393,0.20421
4.24016,0.20221
4.24102,0.20305
4.24188,0.2038
4.24273,0.20182
4.24359,0.20298
4.24445,0.20152
4.24531,0.20355
4.24617,0.20075
4.24703,0.2041
4.24789,0.20285
4.24874,0.20504
4.2496,0.20371
4.25046,0.20093
4.25132,0.2017
4.25218,0.20043
4.25304,0.20315
4.2539,0.20297
4.25475,0.20322
4.25561,0.20162
4.25647,0.20158
4.25733,0.20332
4.25819,0.20343
4.25905,0.20291
4.25991,0.20257
4.26076,0.20239
4.26162,0.20173
4.26248,0.20206
4.26334,0.20324
4.2642,0.20348
4.26506,0.19996
4.26592,0.20137
4.26677,0.20136
4.26763,0.20193
4.26849,0.20171
4.26935,0.20276
4.27021,0.20238
4.27107,0.19956
4.27193,0.20048
4.27278,0.20303
4.27364,0.20014
4.2745,0.2032
4.27536,0.20331
4.27622,0.20227
4.27708,0.20297
4.27794,0.20281
4.27879,0.20054
4.27965,0.20212
4.28051,0.20287
4.28137,0.20012
4.28223,0.19998
4.28309,0.19997
4.28395,0.20127
4.2848,0.20187
4.28566,0.2007
4.28652,0.20001
4.28738,0.1987
4.28824,0.2001
4.2891,0.19869
4.28996,0.20033
4.29081,0.20092
4.29167,0.19859
4.29253,0.20243
4.29339,0.19998
4.29425,0.20037
4.29511,0.20099
4.29597,0.19848
4.29682,0.20033
4.29768,0.20177
4.29854,0.19897
4.2994,0.19863
4.30026,0.20018
4.30112,0.20268
4.30198,0.20095
4.30283,0.19916
4.30369,0.20017
4.30455,0.20407
4.30541,0.20061
4.30627,0.19898
4.30713,0.20093
4.30799,0.20254
4.30884,0.20065
4.3097,0.20139
4.31056,0.20149
4.31142,0.19869
4.31228,0.1991
4.31314,0.20238
4.314,0.19996
4.31485,0.19903
