realization,acc_ratio,energy
1,0.61,-14000
1,0.62,-24000
1,0.56,-35000
1,0.54,-42000
1,0.45,-52000
1,0.43,-60000
1,0.56,-65000
1,0.42,-66000
1,0.53,-69000
1,0.52,-70000
1,0.53,-74000
1,0.45,-75000
1,0.43,-77000
1,0.53,-79000
1,0.45,-82000
1,0.46,-83000
1,0.49,-83000
1,0.52,-83000
1,0.49,-83000
1,0.41,-83000
1,0.5,-84000
1,0.54,-85000
1,0.51,-85000
1,0.45,-85000
1,0.43,-85000
1,0.59,-85000
1,0.51,-85000
1,0.42,-85000
1,0.56,-85000
1,0.59,-85000
1,0.5,-85000
1,0.47,-85000
1,0.53,-85000
1,0.61,-85000
1,0.52,-85000
1,0.51,-85000
1,0.63,-86000
1,0.53,-86000
1,0.51,-87000
1,0.51,-87000
1,0.46,-87000
1,0.53,-87000
1,0.62,-87000
1,0.54,-87000
1,0.56,-87000
1,0.51,-87000
1,0.57,-87000
1,0.54,-87000
1,0.48,-87000
1,0.46,-87000
1,0.49,-87000
1,0.54,-87000
1,0.56,-87000
1,0.43,-87000
1,0.6,-87000
1,0.5,-87000
1,0.56,-87000
1,0.54,-87000
1,0.53,-87000
1,0.55,-87000
1,0.61,-87000
1,0.57,-87000
1,0.59,-87000
1,0.53,-87000
1,0.54,-87000
1,0.59,-87000
1,0.55,-87000
1,0.6,-87000
1,0.58,-87000
1,0.62,-87000
1,0.52,-87000
1,0.43,-87000
1,0.48,-87000
1,0.54,-87000
1,0.56,-87000
1,0.57,-87000
1,0.49,-87000
1,0.56,-87000
1,0.5,-87000
1,0.51,-87000
1,0.58,-87000
1,0.53,-87000
1,0.42,-87000
1,0.61,-87000
1,0.42,-87000
1,0.56,-87000
1,0.6,-87000
1,0.53,-87000
1,0.5,-87000
1,0.5,-87000
1,0.53,-87000
1,0.5,-87000
1,0.5,-87000
1,0.47,-87000
1,0.59,-87000
1,0.48,-87000
1,0.44,-87000
1,0.45,-87000
1,0.55,-87000
1,0.55,-87000
1,0.58,-87000
1,0.48,-87000
1,0.54,-87000
1,0.49,-87000
1,0.53,-87000
1,0.56,-87000
1,0.49,-87000
1,0.59,-87000
1,0.49,-87000
1,0.5,-87000
1,0.55,-87000
1,0.56,-87000
1,0.45,-87000
1,0.56,-87000
1,0.6,-87000
1,0.54,-87000
1,0.48,-87000
1,0.6,-87000
1,0.48,-87000
1,0.58,-87000
1,0.52,-87000
1,0.5,-87000
1,0.55,-87000
1,0.62,-87000
1,0.66,-87000
1,0.61,-87000
1,0.49,-87000
1,0.59,-87000
1,0.54,-87000
1,0.52,-87000
1,0.55,-87000
1,0.44,-87000
1,0.58,-87000
1,0.51,-87000
1,0.45,-87000
1,0.45,-87000
1,0.49,-87000
1,0.49,-87000
1,0.51,-87000
1,0.5,-87000
1,0.57,-87000
1,0.46,-87000
1,0.51,-87000
1,0.55,-87000
1,0.55,-87000
1,0.47,-87000
1,0.5,-87000
1,0.41,-87000
1,0.56,-87000
1,0.51,-87000
1,0.53,-87000
1,0.54,-87000
1,0.45,-87000
1,0.57,-87000
1,0.56,-87000
1,0.5,-87000
1,0.52,-87000
1,0.48,-87000
1,0.54,-87000
1,0.63,-87000
1,0.57,-87000
1,0.53,-87000
1,0.63,-87000
1,0.39,-87000
1,0.57,-87000
1,0.52,-87000
1,0.54,-87000
1,0.51,-87000
1,0.58,-87000
1,0.6,-87000
1,0.56,-87000
1,0.51,-87000
1,0.51,-87000
