realization,energy,pressure,acc_ratio
1,-238.329098,3.197341,0.060000
1,-241.286110,3.064938,0.050000
1,-243.903993,2.910080,0.070000
1,-247.231153,2.670693,0.140000
1,-248.313841,2.577319,0.130000
1,-253.098212,2.373023,0.170000
1,-256.950629,2.250224,0.110000
1,-258.303919,2.129381,0.180000
1,-263.836145,1.881270,0.130000
1,-267.636470,1.740667,0.160000
1,-263.032164,1.689880,0.180000
1,-269.229665,1.536715,0.230000
1,-280.157511,1.346358,0.200000
1,-283.690282,1.270626,0.180000
1,-282.943628,1.233973,0.160000
1,-284.314438,1.129437,0.170000
1,-282.428717,1.110715,0.250000
1,-293.616980,0.802782,0.200000
1,-298.424475,0.741726,0.200000
1,-301.363134,0.683558,0.220000
1,-298.574611,0.674226,0.210000
1,-298.220822,0.614105,0.140000
1,-300.986547,0.562262,0.160000
1,-301.182706,0.434227,0.250000
1,-306.760990,0.385416,0.210000
1,-307.276701,0.302942,0.300000
1,-295.733114,0.391157,0.300000
1,-295.000194,0.406767,0.270000
1,-295.182501,0.374579,0.280000
1,-294.752281,0.384496,0.230000
1,-296.295807,0.318935,0.210000
1,-293.100233,0.336694,0.320000
1,-290.596967,0.348622,0.290000
1,-290.667512,0.329856,0.260000
1,-284.262592,0.385931,0.280000
1,-290.249299,0.354866,0.300000
1,-294.689830,0.161556,0.300000
1,-294.294897,0.155708,0.260000
1,-283.788350,0.246309,0.330000
1,-283.313802,0.259410,0.240000
1,-284.944161,0.246592,0.340000
1,-288.030216,0.187097,0.310000
1,-288.871338,0.202247,0.280000
1,-281.347048,0.228113,0.230000
1,-286.176984,0.166028,0.370000
1,-277.581038,0.188577,0.240000
1,-281.981216,0.093136,0.340000
1,-280.797980,0.093194,0.330000
1,-275.220665,0.125130,0.380000
1,-275.947698,0.112143,0.280000
1,-279.608496,0.184221,0.330000
1,-279.706267,0.100984,0.380000
1,-276.388320,0.172002,0.320000
1,-273.893682,0.217308,0.340000
1,-273.817148,0.113739,0.210000
1,-272.531207,0.165650,0.340000
1,-270.557853,0.232503,0.460000
1,-265.139236,0.272030,0.350000
1,-264.868373,0.202010,0.330000
1,-255.951246,0.335532,0.380000
1,-264.855205,0.232577,0.390000
1,-261.531298,0.158620,0.380000
1,-263.318881,0.186525,0.260000
1,-262.486356,0.191694,0.300000
1,-262.196395,0.194752,0.370000
1,-270.124188,0.126003,0.400000
1,-266.476259,0.095220,0.330000
1,-271.106832,-0.003918,0.390000
1,-270.342024,-0.049456,0.410000
1,-263.324791,0.079834,0.370000
1,-264.043007,0.082604,0.360000
1,-264.447725,0.045759,0.330000
1,-266.909983,-0.014783,0.430000
1,-269.116732,0.038861,0.340000
1,-274.322758,-0.019366,0.350000
1,-273.814702,0.024241,0.400000
1,-272.730347,0.050560,0.290000
1,-260.990509,0.096395,0.410000
1,-262.478006,0.127991,0.320000
1,-265.026743,0.096228,0.410000
1,-267.351488,0.049851,0.350000
1,-268.045188,0.043595,0.330000
1,-272.332919,-0.007946,0.340000
1,-276.893793,-0.047077,0.460000
1,-275.845744,0.024622,0.390000
1,-281.690278,-0.034667,0.400000
1,-281.643546,-0.120135,0.360000
1,-271.652177,-0.055616,0.440000
