energy,magnet
-4688,46
-7372,76
-8768,232
-9708,612
-10344,590
-10900,706
-11104,652
-11260,918
-11376,834
-11616,1166
-11624,1172
-11728,1408
-11976,1432
-11768,1368
-12032,1316
-12048,1430
-12128,1450
-12220,1608
-12164,1702
-12240,1938
-12364,1916
-12372,2136
-12268,2150
-12344,2258
-12356,2370
-12436,2532
-12476,2550
-12672,2486
-12852,2584
-12652,2524
-12664,2404
-12860,2324
-12684,2302
-12792,2330
-12928,2216
-12884,2316
-13156,2290
-13112,2232
-12912,2140
-12996,2218
-13224,2320
-12996,2158
-12996,2082
-13128,2066
-13052,2226
-12980,2148
-13012,2200
-12760,2292
-13064,2444
-12956,2604
-12992,2700
-13228,2822
-13156,2874
-13052,2972
-13020,3014
-13004,3050
-13036,2948
-13144,2920
-13168,2902
-13044,2866
-13024,2778
-12908,2900
-13096,2916
-13180,3010
-13184,3010
-13116,3156
-13128,3140
-13016,3084
-13116,2984
-13084,2974
-13264,2990
-13240,2946
-13444,2894
-13136,2820
-13192,2868
-13232,2802
-13040,2854
-13064,2860
-13108,2776
-13220,2946
-13288,3046
-13276,3116
-13228,3020
-13516,3054
-13568,2986
-13292,2952
-13196,2736
-12956,2662
-12964,2862
-13332,3064
-13444,3092
-13336,3108
-13196,3080
-13276,3084
-13000,3118
-13348,3274
-13296,3268
-13328,3318
-13324,3344
-13408,3432
-13308,3332
-13184,3334
-13392,3142
-13308,3142
-13244,3112
-13172,2950
-12988,2840
-13052,2638
-13100,2716
-13176,2682
-13104,2582
-12948,2530
-13160,2374
-13208,2364
-13216,2430
-13260,2400
-12980,2358
-13200,2386
-13268,2566
-13400,2530
-13204,2506
-13152,2330
-13300,2464
-13468,2712
-13348,2602
-13300,2586
-13520,2662
-13224,2568
-13144,2786
-13088,2842
-13352,2838
-13096,2736
-13208,2896
-13300,2978
-13172,2904
-13324,2820
-13496,2862
-13496,2878
-13620,3042
-13284,2998
-13492,3100
-13540,3208
-13132,3352
-13156,3564
-13360,3606
-13620,3668
-13480,3748
-13280,3968
-13360,4004
-13416,3922
-13484,3904
-13496,3902
-13496,3882
-13420,3932
-13332,3890
-13416,3916
-13208,3890
-13236,4056
-13556,4218
-13416,4100
-13348,3976
-13212,3968
-13452,4046
-13744,4302
-13620,4212
-13604,4194
-13580,4136
-13424,4078
-13268,4088
-13312,4290
-13584,4464
-13580,4420
-13140,4402
-13548,4512
-13388,4356
-13312,4356
-13328,4406
-13436,4458
-13192,4362
-13000,4350
-13400,4580
-13272,4502
-13172,4436
-13420,4586
-13284,4504
-13224,4530
-13260,4440
-13548,4528
-13300,4374
-13300,4450
-13432,4472
-13488,4386
-13352,4454
-13456,4486
-13552,4550
-13704,4718
-13432,4586
-13372,4602
-13548,4548
-13336,4632
-13084,4578
-13292,4656
-13284,4726
-13352,4686
-13548,4788
-13428,4852
-13504,4852
-13656,4906
-13632,4878
-13840,4900
-13484,4928
-13312,4896
-13400,4880
-13584,4942
-13516,5078
-13412,5166
-13456,5102
-13568,5122
-13740,5224
-13544,5224
