time,X,Y
0.000000,2000,1000
0.000022,1999,1001
0.000024,2000,1000
0.000044,1999,1001
0.000065,1998,1001
0.000080,1997,1002
0.000082,1998,1001
0.000115,1997,1002
0.000153,1998,1002
0.000163,1997,1003
0.000253,1996,1004
0.000263,1997,1003
0.000338,1998,1002
0.000365,1997,1003
0.000374,1998,1003
0.000394,1999,1003
0.000427,1998,1004
0.000434,1997,1005
0.000446,1996,1006
0.000482,1995,1007
0.000503,1996,1006
0.000543,1997,1005
0.000617,1998,1004
0.000633,1997,1005
0.000658,1998,1004
0.000720,1999,1004
0.000800,2000,1003
0.000861,2001,1003
0.001046,2002,1003
0.001057,2001,1004
0.001071,2000,1005
0.001089,2001,1004
0.001091,2000,1005
0.001094,2001,1004
0.001113,2002,1004
0.001136,2001,1005
0.001150,2000,1006
0.001165,2001,1005
0.001270,2002,1004
0.001301,2001,1005
0.001303,2000,1006
0.001328,2001,1006
0.001334,2000,1007
0.001363,2001,1006
0.001363,2002,1005
0.001374,2003,1004
0.001385,2002,1005
0.001445,2001,1006
0.001586,2000,1007
0.001613,2001,1007
0.001636,2002,1006
0.001683,2003,1006
0.001733,2004,1005
0.001840,2003,1006
0.001876,2002,1007
0.001991,2001,1008
0.002007,2000,1009
0.002130,1999,1010
0.002216,2000,1009
0.002260,1999,1010
0.002271,1998,1011
0.002349,1999,1010
0.002488,1998,1011
0.002555,1999,1011
0.002659,2000,1010
0.002828,1999,1011
0.002829,1998,1011
0.002836,1997,1012
0.002868,1996,1013
0.003022,1997,1012
0.003028,1998,1011
0.003050,1997,1012
0.003089,1998,1011
0.003299,1999,1010
0.003301,1998,1011
0.003302,1997,1011
0.003340,1996,1012
0.003345,1995,1013
0.003434,1994,1014
0.003462,1995,1014
0.003474,1994,1015
0.003570,1993,1016
0.003575,1992,1017
0.003583,1993,1016
0.003601,1992,1016
0.003692,1993,1016
0.003841,1994,1015
0.003878,1993,1016
0.003954,1992,1017
0.004056,1993,1016
0.004234,1994,1015
0.004242,1993,1016
0.004259,1992,1017
0.004263,1991,1018
0.004276,1992,1018
0.004331,1993,1017
0.004406,1994,1016
0.004445,1995,1015
0.004503,1994,1016
0.004516,1995,1016
0.004532,1994,1017
0.004533,1993,1018
0.004643,1994,1018
0.004645,1995,1018
0.004668,1994,1019
0.004726,1993,1020
0.004783,1994,1020
0.004794,1993,1021
0.004853,1992,1022
0.004884,1993,1022
0.004940,1992,1022
0.004959,1991,1023
0.005024,1990,1024
0.005049,1989,1024
0.005091,1988,1024
0.005120,1987,1025
0.005145,1986,1026
0.005148,1985,1027
0.005192,1986,1026
0.005204,1987,1025
0.005234,1988,1025
0.005240,1987,1026
0.005322,1986,1027
0.005375,1987,1027
0.005416,1986,1028
0.005496,1985,1028
0.005626,1984,1028
0.005835,1983,1028
0.005879,1982,1029
0.005933,1981,1030
0.005970,1982,1029
0.005975,1983,1028
0.006000,1984,1027
0.006012,1985,1027
0.006123,1986,1026
0.006248,1985,1027
0.006371,1986,1026
0.006414,1985,1026
0.006491,1984,1026
0.006542,1985,1026
0.006615,1984,1027
0.006660,1983,1028
0.006797,1982,1029
0.006845,1983,1028
0.006874,1982,1029
0.006974,1981,1030
0.006977,1980,1031
0.006979,1979,1032
0.007040,1978,1033
0.007159,1979,1032
0.007179,1980,1031
0.007180,1981,1031
0.007207,1982,1031
0.007233,1983,1031
0.007303,1984,1030
0.007344,1983,1031
0.007362,1982,1032
0.007487,1983,1031
0.007510,1982,1032
0.007540,1983,1031
0.007837,1982,1032
0.007849,1981,1033
0.007867,1980,1034
0.007924,1981,1033
0.008031,1980,1034
0.008048,1981,1033
0.008059,1980,1034
0.008166,1979,1035
0.008196,1978,1036
0.008325,1977,1037
0.008396,1978,1036
0.008404,1979,1036
0.008445,1978,1037
0.008520,1979,1036
0.008546,1978,1037
0.008629,1977,1038
0.008689,1976,1039
0.008694,1975,1040
0.008731,1976,1039
0.008825,1977,1038
0.008863,1976,1039
0.008892,1975,1040
0.008958,1974,1041
0.009011,1973,1041
0.009019,1974,1041
0.009053,1975,1040
0.009108,1974,1040
0.009151,1975,1039
0.009186,1976,1038
0.009191,1977,1037
0.009195,1978,1036
0.009261,1977,1037
0.009265,1978,1036
0.009335,1977,1037
0.009370,1976,1038
0.009490,1977,1037
0.009507,1976,1038
0.009675,1977,1038
0.009796,1978,1037
0.009879,1977,1038
0.009904,1976,1039
0.009974,1975,1040
0.010007,1976,1040
0.010134,1975,1041
0.010139,1976,1041
0.010239,1977,1041
0.010240,1976,1042
0.010287,1975,1043
0.010320,1976,1043
0.010388,1975,1043
0.010415,1976,1043
0.010445,1977,1042
0.010772,1976,1043
0.010841,1975,1044
0.010885,1974,1045
0.010926,1973,1046
0.011133,1972,1047
0.011161,1971,1048
0.011282,1972,1047
0.011350,1973,1046
0.011389,1974,1045
0.011420,1973,1045
0.011449,1972,1046
0.011500,1971,1047
0.011651,1972,1047
0.011728,1971,1048
0.011902,1970,1049
0.012095,1971,1048
0.012098,1970,1049
0.012174,1971,1048
0.012238,1970,1049
0.012322,1969,1050
0.012468,1970,1050
0.012502,1971,1050
0.012514,1970,1051
0.012633,1971,1051
0.012670,1972,1050
0.012782,1971,1050
0.012804,1970,1050
0.012854,1969,1051
0.012892,1968,1052
0.012961,1967,1053
0.012970,1966,1054
0.012986,1965,1055
0.013039,1966,1054
0.013071,1967,1053
0.013082,1966,1054
0.013183,1967,1053
0.013500,1966,1054
0.013551,1965,1054
0.013660,1966,1054
0.013685,1965,1055
0.013731,1966,1054
0.013759,1965,1055
0.013788,1964,1055
0.013816,1963,1055
0.013829,1962,1056
0.013842,1961,1057
0.013873,1960,1057
0.013879,1959,1058
0.014080,1958,1058
0.014084,1959,1057
0.014089,1958,1058
0.014140,1957,1059
0.014350,1956,1060
0.014368,1957,1060
0.014466,1956,1061
0.014760,1957,1060
0.014779,1956,1061
0.014890,1955,1062
0.014897,1954,1063
0.014932,1953,1064
0.015042,1952,1065
0.015049,1951,1066
0.015051,1950,1067
0.015057,1949,1068
0.015185,1948,1069
0.015224,1947,1069
0.015249,1946,1069
0.015297,1945,1070
0.015308,1944,1071
0.015309,1943,1072
0.015379,1942,1073
0.015395,1941,1074
0.015403,1942,1074
0.015455,1943,1073
0.015538,1942,1074
0.015611,1941,1075
0.015626,1940,1076
0.015705,1939,1077
0.015759,1938,1078
0.015768,1939,1077
0.015783,1938,1078
0.015809,1937,1079
0.015838,1936,1080
0.015855,1937,1079
0.015866,1936,1080
0.015882,1937,1079
0.015956,1936,1080
0.016051,1935,1081
0.016081,1936,1080
0.016099,1935,1080
0.016103,1936,1080
0.016233,1935,1081
0.016254,1934,1082
0.016284,1935,1081
0.016337,1936,1080
0.016432,1935,1080
0.016566,1934,1081
0.016588,1935,1080
0.016761,1936,1080
0.016802,1935,1081
0.016928,1934,1082
0.016929,1935,1081
0.016967,1936,1081
0.016989,1935,1082
0.017228,1934,1082
0.017325,1933,1083
0.017593,1932,1084
0.017641,1931,1085
0.017688,1930,1086
0.017695,1929,1087
0.017968,1928,1088
0.018067,1927,1088
0.018100,1926,1089
0.018157,1925,1090
0.018163,1926,1089
0.018365,1927,1088
0.018491,1928,1088
0.018511,1929,1087
0.018539,1928,1088
0.018545,1927,1088
0.018551,1928,1087
0.018607,1927,1088
0.018646,1926,1089
0.018811,1925,1090
0.018847,1924,1090
0.018886,1923,1091
0.018966,1922,1092
0.018971,1921,1092
0.019017,1920,1093
0.019017,1919,1094
0.019031,1920,1094
0.019074,1921,1094
0.019152,1920,1095
0.019196,1919,1096
0.019199,1918,1097
0.019311,1917,1098
0.019380,1918,1098
0.019618,1917,1099
0.019648,1918,1099
0.019735,1919,1098
0.019757,1918,1099
0.019820,1919,1098
0.019826,1920,1097
0.020026,1921,1096
