n,crude,importance
1620,0.0268537,0.00581848
1620,0.137169,0.0682372
1620,0.0111358,0.035769
1620,0.0563648,0.0646848
1620,0.0633007,0.0176762
1620,0.0489069,0.0199496
1620,0.0208657,0.000296129
1620,0.0403888,0.0492351
1620,0.040021,0.0335946
1620,0.0179569,0.063676
1620,0.00883581,0.0528402
1620,0.0638191,0.00237533
1620,0.0641523,0.00220316
1620,0.0030586,0.0171719
1620,0.0238687,0.0564723
1620,0.0307374,0.0945239
1620,0.0318382,0.0465819
1620,0.0743133,0.0237383
1620,0.0890066,0.0397964
1620,0.086458,0.0183424
1620,0.0434842,0.0330586
1620,0.0340372,0.0221381
1620,0.0607608,0.0470391
1620,0.0421682,0.0128047
1620,0.062397,0.0447601
1620,0.133857,0.0547848
1620,0.0423699,0.0296291
1620,0.0631889,0.0252988
1620,0.0790286,0.00462356
1620,0.0881526,0.00374507
1620,0.127466,0.0804538
1620,0.0925651,0.0332294
1620,0.0049182,0.0233519
1620,0.0358282,0.000791647
1620,0.0811914,0.0095354
1620,0.00641889,0.0125105
1620,0.0539268,0.000551487
1620,0.0167174,0.0177107
1620,0.00662738,0.0199257
1620,0.0226047,0.0220167
1620,0.0512835,0.00743515
1620,0.00350068,0.012697
1620,0.000984398,0.0644929
1620,0.0640253,0.0155469
1620,0.0254941,0.0341412
1620,0.0566705,0.00854882
1620,0.0630518,0.033151
1700,0.159872,0.0560175
1700,0.0193416,0.0357691
1700,0.0580028,0.010926
1700,0.0189004,0.0163236
1700,0.028635,0.0109949
1700,0.0249789,0.0352103
1700,0.0339333,0.0841366
1700,0.0164781,0.0371481
1700,0.0200872,0.0221015
1700,0.069988,0.0146489
1700,0.0885934,0.0764207
1700,0.0351814,0.00199438
1700,0.0589812,0.00920822
1700,0.0681788,0.0161263
1700,0.0279105,0.0197349
1700,0.0398099,0.0301438
1700,0.029912,0.021034
1700,0.0553824,0.0188204
1700,0.197404,0.032198
1700,0.0561586,0.0238554
1700,0.0749075,0.0240958
1700,0.00849661,0.0129261
1700,0.0504209,0.0420693
1700,0.0213894,0.0159256
1700,0.00291386,0.0819268
1700,0.015172,0.00650341
1700,0.035126,0.0487746
1700,0.0599549,0.027562
1700,0.163691,0.0275663
1700,0.0644841,0.0311757
1700,0.104256,0.0124672
1700,0.067094,0.0621494
1700,0.03112,0.0204369
1700,0.0373232,0.0415253
1700,0.0666961,0.000443289
1700,0.101393,0.0530498
1700,0.0380022,0.0760218
1700,0.038083,0.0507305
1700,0.0747433,0.0193573
1700,0.0378709,0.0248148
1700,0.0263506,0.0405972
1700,0.0280451,0.0134298
1700,0.0559326,0.00392239
1700,0.109618,0.0265041
1700,0.120875,0.00852507
1700,0.0397241,0.00324336
1700,0.0355174,0.0428067
1700,0.0428708,0.0384644
1700,0.0568578,0.0234625
1700,0.0463402,0.0506352
1700,0.000387225,0.0513312
1700,0.0174373,0.0444017
1700,0.0142457,0.0353804
1700,0.0738087,0.0180853
1700,0.019929,0.0581269
1700,0.0155103,0.0501125
1700,0.120001,0.000641441
1700,0.00238591,0.0206765
1700,0.0134767,0.0298749
1700,0.0227555,0.0444619
1700,0.0978507,0.0537382
1700,0.0196157,0.0491189
1700,0.0262276,0.00305454
1700,0.0729457,0.0126342
1700,0.178592,0.0295792
1700,0.0466353,0.011546
1700,0.135568,0.0187101
1700,0.121445,0.00649023
1700,0.0149996,0.0746592
1700,0.0141358,0.00866601
1700,0.00766871,0.000581485
1700,0.0149348,0.00083483
1700,0.0189728,0.0279913
1700,0.0676821,0.0119309
1700,0.0750746,0.000441953
1700,0.0928328,5.61311e-05
1700,0.0380685,0.0259092
1700,0.00710933,0.0133104
1700,0.0965381,0.0291168
1700,0.0801234,0.00498452
1700,0.0177358,0.0135923
1700,0.0585526,0.0617041
1700,0.0104613,0.00385163
1700,0.033854,0.011493
1700,0.00531854,0.0571108
1700,0.00362045,0.0568556
1700,0.0142138,0.0379995
1700,0.0321323,0.0696078
1700,0.0472532,0.0287039
1700,0.0996311,0.0229174
1700,0.0156817,0.00793346
1700,0.0806525,0.025201
1700,0.0349559,0.0116481
1700,0.0206217,0.0164809
1700,0.0403683,0.00110648
1700,0.00317857,0.0494943
1700,0.0175957,0.0057672
1700,0.0219465,0.0060097
1700,0.0181338,0.015341
1700,0.0299586,0.0341914
1700,0.153587,0.0193709
1700,0.0150473,0.0555584
1700,0.0438875,0.0136807
1700,0.0191002,0.0156468
1700,0.0737357,0.00180965
1700,0.0317238,0.0220914
1700,0.126054,0.0197692
1700,0.00564615,0.0338306
1700,0.0107967,0.00348864
1700,0.0166039,0.0420041
1700,0.0321039,0.0192318
1700,0.027615,0.040918
1700,0.08897,0.02857
1700,0.125462,0.000773117
1700,0.0110662,0.00866794
1700,0.0725875,0.0440582
1700,0.0511001,0.00182733
1700,0.0228552,0.0134727
1700,0.000152927,0.0485113
1700,0.0300839,0.0512626
1700,0.0144709,0.0118438
1700,0.0297118,0.0582012
1700,0.00582627,0.0273027
1700,0.0125292,0.0147699
1700,0.0547688,0.00561868
1700,0.00293496,0.0429516
1700,0.139669,0.0105591
1700,0.067373,0.0388005
1700,0.0785075,0.0444218
1700,0.0137862,0.00294919
1700,0.0574124,0.00323704
1700,0.0451461,0.0108635
1700,0.0034594,0.0189162
1700,0.0733426,0.048324
1700,0.0579279,0.00894581
1700,0.0180285,0.0593427
1700,0.0281673,0.0537567
1700,0.0669334,0.0504619
1700,0.0114537,0.0954179
1700,0.00947473,0.0395108
1700,0.000148398,0.00403445
1700,0.00590107,0.0814521
1700,0.00879333,0.00365633
1700,0.0165452,0.0106375
1700,0.00249617,0.0309959
1700,0.162212,0.00891839
1700,0.00402392,0.00752958
1700,0.0431132,0.0257816
1700,0.0880454,0.00789487
1700,0.0261866,0.00408231
1700,0.00469029,0.0307813
1700,0.106079,0.0157603
1700,0.0218819,0.0206721
1700,0.0507564,0.0121432
1700,0.0814828,0.0304925
1700,0.0346196,0.0480209
1700,0.160715,0.0551786
1700,2.31357e-05,0.0457496
1700,0.00919308,0.0661818
1700,0.0156467,0.00447697
1700,0.0445211,0.0218287
1700,0.000539976,0.00900061
1700,0.0313191,0.00351424
1700,0.0260648,0.0376948
1700,0.0426106,0.0307338
1700,0.0757949,0.00915874
1700,0.110162,0.0128378
1700,0.0018964,0.0037345
1700,0.00318968,0.0114975
1700,0.0136529,0.0122336
1700,0.042113,0.0774624
1700,0.0806067,0.00259627
1700,0.111458,0.0687838
1700,0.0209462,0.00159585
1700,0.0367821,0.0531765
1700,0.0193406,0.0401884
1700,0.00909573,0.0299413
1700,0.106042,0.0166952
1700,0.0163129,0.00342625
1700,0.0634471,0.0142378
1700,0.0800493,0.0002457
1700,0.056431,0.0598122
1700,0.0195049,0.038017
1700,0.0702329,0.0010396
1700,0.00717505,0.00891168
1700,0.101605,0.0306984
1700,0.0425154,0.0510967
1700,0.00558315,0.027052
1700,0.00545544,0.0231499
1700,0.056246,0.00594171
1700,0.232823,0.0226447
1700,0.0331184,0.0234044
1700,0.155099,0.00697523
1700,0.0325326,0.0388835
1700,0.149816,0.0427455
1700,0.0865827,0.0204477
1700,0.093777,0.0205886
1700,0.0250711,0.0592023
1700,0.0575836,0.0476084
1700,0.0618881,0.0151689
1700,0.0476541,0.060556
1700,0.0733963,0.00305837
1700,0.0344047,0.00132923
1700,0.0712857,0.0205061
1700,0.0980267,0.00351697
1700,0.0139558,0.0382519
1700,0.00954665,0.0811191
1700,0.0331559,0.0259061
1700,0.0300471,0.017116
1700,0.116569,0.00747081
1700,0.0519047,0.023334
1700,0.0334699,0.0837386
1700,0.134967,0.00270644
1700,0.068794,0.0474202
1700,0.203266,0.0174666
1700,0.00942833,0.0170197
1700,0.0036762,0.0143032
1700,0.00665303,0.00085656
1700,0.0565432,0.0611825
1700,0.0116661,0.00883831
1700,0.0674815,0.0102111
1700,0.0824876,0.0251306
1700,0.0771869,0.0272996
1700,0.117446,0.0154809
1700,0.0853169,0.0339576
1700,0.0945969,0.0258217
1700,0.0470015,0.0244985
1700,0.0736739,0.0183711
1700,0.107383,0.0289006
1700,0.0248106,0.0362021
1700,0.0191241,0.0117522
1700,0.113279,0.0571414
1700,0.000455242,0.0319201
1700,0.017172,0.00304936
1700,0.0214404,0.00838433
1700,0.156573,0.0422215
1700,0.058064,0.0550162
1700,0.136923,0.0108964
1700,0.00170992,0.0479263
1700,0.0352194,0.000985925
1700,0.0465614,0.0115728
1700,0.101818,0.0394854
1700,0.0557636,0.0256035
1700,0.0205899,0.0213194
1700,0.00256538,0.0366838
1700,0.0616233,0.056939
1700,0.00793571,0.0596531
1700,0.100067,0.0411141
1700,0.00745724,0.0413494
1700,0.0452608,0.0143651
1700,0.130402,0.0378012
1700,0.0437423,0.034771
1700,0.00937135,0.078702
1700,0.0324375,0.00153642
1700,0.111185,0.033618
1700,0.023471,0.0220576
1700,0.0132651,0.00278867
1700,0.0425234,0.00879806
1700,0.0101749,0.0517581
1700,0.0098483,0.0258109
1700,0.0343069,0.0164247
1700,0.0367204,0.0846428
1700,0.0640553,0.0514314
1700,0.0437659,0.0437953
1700,0.071822,0.0464427
1700,0.14336,0.0280444
1700,0.0568119,0.0474723
1700,1.81779e-05,0.0338901
1700,0.00499757,0.0340707
1700,0.0337526,0.0350857
1700,0.0165311,0.0121799
1700,0.000172409,0.0334259
1700,0.00875665,0.0018934
1700,0.0234213,0.00930248
1700,0.00822569,0.025582
1700,0.0805179,0.0638307
1700,0.0307261,0.0213609
1700,0.0339525,0.0458219
1700,0.0356047,0.0154051
1700,0.0923514,0.0564024
1700,0.0263353,0.0310824
1700,0.079807,0.0178055
1700,0.0136982,0.0378924
1700,0.0649143,0.065206
1700,0.0348709,0.0243707
1700,0.0614939,0.0268638
1700,0.0179311,0.0469947
1700,0.0766854,0.0259247
1700,0.00694243,0.00710233
1700,0.0034616,0.0391727
1700,0.089954,0.0381777
1700,0.0710834,0.014169
1700,0.0360174,0.0143944
1700,0.0671721,0.0137615
1700,0.0739354,0.00712159
1700,0.0841314,0.054706
1700,0.049063,0.0128654
1700,0.0304196,0.00537645
1700,0.0516832,0.00512753
1700,0.0221668,0.0080178
1700,0.0657471,0.00187397
1700,0.00356038,0.0102514
1700,0.0344833,0.0592356
1700,0.0651672,0.01636
1700,0.0277181,0.000384353
1700,0.00784609,0.0796437
1700,0.111846,0.0245203
1700,0.0794628,0.00283475
1700,0.0375883,0.0454833
1700,0.0214048,0.0217456
1700,0.03077,0.0197514
1700,0.0721881,0.0621906
1700,0.0323649,0.0421524
1700,0.116629,0.0373427
1700,0.0135295,0.0239753
1700,0.047411,0.0322766
1700,0.0836054,0.0213978
1700,0.11636,0.0458469
1700,0.0245582,0.0145846
1700,0.0766074,0.000856719
1700,0.102958,0.0370449
1700,0.0752226,0.0155028
1700,0.0273451,0.00902839
1700,0.0313056,0.00210669
1700,0.0180371,0.00505595
1700,0.00625124,0.00837406
1700,0.0910699,0.0270537
1700,0.0512165,0.0613739
1700,0.00229671,0.0346173
1700,0.00473637,0.00871732
1700,0.0392519,0.0640036
1700,0.0610738,0.0636911
1700,0.134436,0.039806
1700,0.0669675,0.0146102
1700,0.0645322,0.0351594
1700,0.201099,0.0380945
1700,0.0732486,0.000694024
1700,0.0529711,0.00359954
1700,0.0408824,0.00645806
1700,0.0397571,0.023565
1700,0.0463794,0.0135324
1700,0.0708138,0.035134
1700,0.0150432,0.000848986
1700,7.67702e-05,0.0128998
1700,0.0427654,0.0408201
1700,0.0355019,0.0640692
1700,0.0202785,0.0345899
1700,0.0385838,0.0107556
1700,0.0379471,0.0376208
1700,0.0313323,0.0426415
1700,0.0337257,0.0145035
1700,0.0257279,0.00969554
1700,0.00519827,0.035386
1700,0.00329387,0.00389409
1700,0.0629828,0.0589725
1700,0.1111,0.0229736
1700,0.013818,0.0490444
1700,0.110437,0.0282586
1700,0.0280335,0.0386537
1700,0.0314525,0.035916
1700,0.055506,0.00276617
1700,0.0247243,0.00667835
1700,0.0546042,0.0049985
1700,0.0436408,0.00122094
1700,0.0799688,0.0021729
1700,0.0175982,0.0219864
1700,0.0387519,0.00343292
1700,0.0427336,0.0265579
1700,0.0118421,0.0171899
1700,0.0830116,0.0307989
1700,0.107353,0.00283161
1700,0.0637648,0.0270017
1700,0.169863,0.0598243
1700,0.0200362,0.0223722
1700,0.0810205,0.00827015
1700,0.0387801,0.0265789
1700,0.0354231,0.0792975
1700,0.0598225,0.0210642
1700,0.100207,0.00146016
1700,0.044448,0.025121
1700,0.00835566,0.00393495
1700,0.116005,0.0105046
1700,0.110872,0.0138521
1700,0.0268402,0.0830176
1700,0.0927074,0.00472848
1700,0.0117988,0.0169192
1700,0.114102,0.0181348
1700,0.026221,0.0861479
1700,0.00903967,0.0010338
1700,0.0469117,0.0485374
1700,0.112887,0.00636157
1700,0.0244271,0.0266424
1700,0.124565,0.00336391
1700,0.0909274,0.0278138
1700,0.0591045,0.0257986
1700,0.0162266,0.00650157
1700,0.0946302,0.0169438
1700,0.109044,0.0659983
1700,0.0564562,0.0200911
1700,0.00967941,0.0560612
1700,0.127689,0.0716231
1700,0.00835521,0.0467336
1700,0.0194924,0.00794732
1700,0.046319,0.0109165
1700,0.0206659,0.011866
1700,0.135919,0.0469017
1700,0.0158658,0.0171503
1700,0.0379226,0.0208377
1700,0.0123122,0.0316551
1700,0.00934492,0.0283692
1700,0.0358706,0.058361
1700,0.0316439,0.0295357
1700,0.064032,0.0265246
1700,0.0705897,0.0384278
1700,0.0742187,0.0517819
1700,0.0278708,0.0816229
1700,0.00307391,0.0168006
1700,0.106439,0.0211616
1700,0.0306445,0.0117577
1700,0.00144113,0.010259
1700,0.00144858,0.0535024
1700,0.0587406,0.024524
1700,0.0679343,0.0265419
1700,0.00948894,0.00862666
1700,0.0818229,0.00447465
1700,0.0562053,0.00245277
1700,0.0683538,0.0154951
1700,0.0270353,0.00134678
1700,0.0271799,0.0215408
1700,0.00284378,0.0157426
1700,0.0246369,0.0796247
1700,0.014679,0.00302829
1700,0.129251,0.0543482
1700,0.0109187,0.00230789
1700,0.0213644,0.00250351
1700,0.0157249,0.026315
1700,0.0331495,0.0509619
1700,0.0232226,0.016346
1700,0.0444882,0.0218799
1700,0.055068,0.0257013
1700,0.00915941,0.0131707
1700,0.0460315,0.0216291
1700,0.0540021,0.00338743
1700,0.0270079,0.00725561
1700,0.0502096,0.0265979
1700,0.0247137,0.0316954
1700,0.176202,0.0138395
1700,0.0377792,0.0322675
1700,0.119475,0.0227502
1700,0.138296,0.0297124
1700,0.0830314,0.0020091
1700,0.061469,0.028402
1700,0.0079965,0.030339
1700,0.00107501,0.0263112
1700,0.0214528,0.0124881
1700,0.0812068,0.00640583
1700,0.0835788,0.021574
1700,0.0385514,0.055253
1700,0.108622,0.0258743
1700,0.115143,0.00853248
1700,0.065722,0.0421387
1700,0.0307509,0.028836
1700,0.0481645,0.0259367
1700,0.0235148,0.0115919
1700,0.0382093,0.0392945
1700,0.0123105,0.0533936
1700,0.114446,0.044982
1700,0.000463461,0.00554951
1700,0.092069,0.000650459
1700,0.0965866,0.0140036
1700,0.00507427,0.036029
1700,0.00788828,0.0478162
1700,0.00280676,0.0180814
1700,0.00764272,0.0356822
1700,0.0199931,4.92831e-05
1700,0.00089956,0.0759237
1700,0.0656801,0.0236266
1700,0.0909583,0.00356094
1700,0.0661099,0.000274182
1700,0.0748799,0.0163997
1700,0.0855302,0.030374
1700,0.047786,0.0252718
1700,0.0671466,0.00109681
1700,0.0390335,0.0149687
1700,0.0412501,0.0583975
1700,0.0349796,0.00643635
1700,0.0451159,0.0337161
1700,0.0473589,0.0138948
1700,0.13977,0.0157496
1700,0.10954,0.0586951
1700,0.0757787,0.0793916
1700,0.0258327,0.0254013
1700,0.230444,0.0558104
1700,0.0623726,0.0655507
1700,0.10876,0.0500967
1700,0.0420882,0.0627699
1700,0.0612283,0.0112518
1700,0.0353242,0.0597853
1700,0.0318622,0.0326041
1700,0.0545542,0.0401494
1780,0.0389417,0.00734684
1780,0.0146142,0.0273209
1780,0.0646084,0.0179042
1780,0.0630723,0.0030167
1780,0.105214,0.0520463
1780,0.0266718,0.00865652
1780,0.213326,0.0115099
1780,0.054874,0.0897636
1780,0.0604749,0.0185417
1780,0.0133611,0.0517932
1780,0.0790301,0.00382619
1780,0.103038,0.00592911
1780,0.0424935,0.0296973
1780,0.0104212,0.0418702
1780,0.0912933,0.0286977
1780,0.0479454,0.0237926
1780,0.0696472,0.01341
1780,0.00135822,0.00492275
1780,0.0411256,0.0208058
1780,0.0979325,0.0118537
1780,0.0320717,0.0200148
1780,0.108376,0.00345714
1780,0.0087549,0.00538058
1780,0.109557,0.0363362
1780,0.00752531,0.00981242
1780,0.00845862,0.0558143
1780,0.0384651,0.0118143
1780,0.0611774,0.0361687
1780,0.0056367,0.0531756
1780,0.0877163,0.0753077
1780,0.135198,0.00754409
1780,0.0651734,0.00384655
1780,0.0203665,0.0789253
1780,0.134104,0.0470184
1780,0.0240812,0.0136954
1780,0.0487587,0.00270128
1780,0.0577427,0.0243238
1780,0.0808356,0.0213824
1780,0.0466372,0.0259475
1780,0.00515075,0.0258827
1780,0.0564622,0.000672345
1780,0.101346,0.0253341
1780,0.0160484,0.0417115
1780,0.112436,0.0222358
1780,0.0323754,0.0265628
1780,9.716e-05,0.0260488
1780,0.0417337,0.00101889
1780,0.00469678,0.0084273
1780,0.0260179,0.00840224
1780,0.135371,0.024316
1780,0.0658645,0.0629583
1780,0.102,0.0101858
1780,0.0592354,0.106057
1780,0.0238399,0.0316959
1780,0.0926017,0.00879828
1780,0.00545565,0.0456107
1780,0.0260478,0.0291255
1780,0.0507312,0.0149448
1780,0.00789501,0.0333239
1780,0.123357,0.0131057
1780,0.0376475,0.00788931
1780,0.0165373,0.00123832
1780,0.00771369,0.0117894
1780,0.0361545,0.000329925
1780,0.0221964,0.0643016
1780,0.0795245,0.0188121
1780,0.0193112,0.00777049
1780,0.0227667,0.00840523
1780,0.0766767,0.00521388
1780,0.059883,0.0297788
1780,0.0401856,0.0115341
1780,0.0410819,0.0117715
1780,0.0528411,0.0143546
1780,0.0355069,0.0221796
1780,0.116511,0.0106211
1780,0.0931056,0.0184371
1780,0.14764,0.0768066
1780,0.0675617,0.0234655
1780,0.0302612,0.0322859
1780,0.0523332,0.00774726
1780,0.0203951,0.00548157
1780,0.0629649,0.00489098
1780,0.0283573,0.00238917
1780,0.018743,0.0229685
1780,0.0408675,0.0217654
1780,0.00154167,0.000326414
1780,0.0258513,0.0627154
1780,0.0479314,0.0341102
1780,0.0678882,0.0364768
1780,0.0705616,0.0681083
1780,0.0616748,0.0444466
1780,0.103784,0.0256293
1780,0.0627661,0.00917915
1780,0.0714134,0.0269328
1780,0.086239,0.0147545
1780,0.028277,0.0212301
1780,0.10116,0.0243623
1780,0.0587886,0.0112641
1780,0.0844963,0.0387209
1780,0.0649568,0.00599565
1780,0.105251,0.0297985
1780,0.0316797,0.0340159
1780,0.0595124,0.0157396
1780,0.059561,0.000421192
1780,0.08782,0.0522308
1780,0.0246507,0.00171027
1780,0.101275,0.0461381
1780,0.03186,0.00729613
1780,0.0571348,0.00212415
1780,0.079186,0.00432626
1780,0.0272354,0.0228356
1780,0.00073199,0.0234888
1780,0.0841664,0.0430602
1780,0.0102777,0.0563165
1780,0.0295809,0.00458701
1780,0.0707392,0.0172183
1780,0.0445902,0.0495201
1780,0.106592,0.00238387
1780,0.0400064,0.0425313
1780,0.0329081,0.0151511
1780,0.0876218,0.00708274
1780,0.0164336,0.00441756
1780,0.0344092,0.0336393
1780,0.0541859,0.0477075
1780,0.0426565,0.0547632
1780,0.0025452,0.0427056
1780,0.000352592,0.0175856
1780,0.0463044,0.0280619
1780,0.0560919,0.0266622
1780,0.0662827,0.00282576
1780,0.0194374,0.0148107
1780,0.0470805,0.116864
1780,0.00457895,0.00225284
1780,0.012778,0.00248374
1780,0.0629273,0.00670387
1780,0.000489975,0.0264692
1780,0.0287462,0.00714529
1780,0.110411,0.0185713
1780,0.0384586,0.00918439
1780,0.0211068,0.0130343
1780,0.0254004,0.0540209
1780,0.032686,0.0105037
1780,0.0374101,0.00501424
1780,0.0417187,0.0202513
1780,0.0486337,0.0288269
1780,0.125427,0.00216331
1780,0.111363,0.0334413
1780,0.0315045,0.0124304
1780,0.04306,0.027975
1780,0.0684229,0.00428866
1780,0.0318889,0.0527639
1780,0.0285012,0.0424964
1780,0.0267317,0.0166284
1780,0.0436642,0.0421701
1780,0.0798749,0.0111619
1780,0.0782096,0.0218443
1780,0.0320231,0.0220481
1780,0.00150837,0.00862003
1780,0.0559131,0.0232809
1780,0.0647529,0.0257296
1780,0.117873,0.0346293
1780,0.00635039,0.00639445
1780,0.018134,0.00638403
1780,0.0442554,0.0341368
1780,0.00665774,0.0115218
1780,0.0397913,0.0292225
1780,0.0281577,0.0136511
1780,0.00809719,0.0581964
1780,0.162974,0.0117764
1780,0.020056,0.00152883
1780,0.0718572,0.0342489
1780,0.00567269,0.0185667
1780,0.0416246,0.0315521
1780,0.0181284,0.0191648
1780,0.0748415,0.0300901
1780,0.0845834,0.0349755
1780,0.122286,0.0257592
1780,0.0246733,0.0537312
1780,0.156866,0.0214887
1780,0.0408576,0.0181697
1780,0.0337219,0.00928459
1780,0.00543037,0.0372261
1780,0.0163776,0.0643551
1780,0.0164276,0.0300421
1780,0.03404,0.0253121
1780,0.0012454,0.020709
1780,0.0221468,0.0390718
1780,0.041516,0.0218532
1780,0.000808383,0.0139755
1780,0.0119228,0.00250544
1780,0.0643054,0.0505488
1780,0.113696,0.0236587
1780,0.208795,0.0401474
1780,0.0850977,0.0221299
1780,0.00317027,0.050481
1780,0.0184565,0.0499685
1780,0.0426231,0.028605
1780,0.141111,0.0106865
1780,0.0656505,0.091189
1780,0.0167806,0.0397192
1780,0.00741062,0.0308109
1780,0.0148692,0.0200358
1780,0.00369364,0.0241847
1780,0.0707108,0.0471881
1780,0.0378659,0.0486848
1780,0.0142483,0.0164813
1780,0.0888682,0.00354904
1780,0.000668158,0.00891354
1780,0.106353,0.0660765
1780,0.0941157,0.0281379
1780,0.0100477,0.00804456
1780,0.0433778,0.012197
1780,0.0672403,0.0187853
1780,0.102433,0.00767675
1780,0.0164286,0.0517594
1780,0.0935068,0.00946678
1780,0.0128696,0.0338828
1780,0.0167766,0.0174248
1780,0.131804,0.0248786
1780,0.0515505,0.00223451
1780,0.035655,0.00706532
1780,0.0243666,0.0717792
1780,0.0590273,0.0480284
1780,0.0518702,0.00732761
1780,0.0920293,0.0576555
1780,0.0355203,0.0562907
1780,0.0460472,0.0264739
1780,0.0180843,0.0193954
1780,0.0647523,0.00429639
1780,0.0401169,0.0505648
1780,0.0405348,0.00191374
1780,0.0693312,0.00613215
1780,0.0754762,0.0219219
1780,0.0753133,0.0145625
1780,0.0402528,0.00471805
1780,0.025103,0.00294364
1780,0.0331212,0.0364978
1780,0.0201643,0.0267913
1780,0.0398714,0.0150005
1780,0.0431038,0.00763228
1780,0.00722602,0.0243731
1780,0.0752838,0.00685035
1780,0.0226663,0.00443837
1780,0.015235,0.0519299
1780,0.0531697,0.00421313
1780,0.00607431,0.0624047
1780,0.0816555,0.0630424
1780,0.00105655,0.0436916
1780,0.0494079,0.067485
1780,0.0117787,0.0103131
1780,0.00125761,0.00534173
1780,0.0381751,0.0311278
1780,0.00827135,0.0251911
1780,0.0737799,0.00759135
1780,0.114493,0.0411294
1780,0.0234503,0.0322603
1780,0.0229018,0.0817154
1780,0.0593869,0.00851793
1780,0.0176335,0.0418434
1780,0.109754,0.0898557
1780,0.0220271,0.0678418
1780,0.0286549,0.0288821
1780,0.0965806,0.0128762
1780,0.0182225,0.00483323
1780,0.0811024,0.0282252
1780,0.00383883,0.0275653
1780,0.00371487,0.017077
1780,0.0553386,0.00623216
1780,0.0171949,0.0518122
1780,0.00650843,0.0275616
1780,0.0711593,0.023675
1780,0.00419984,0.0294619
1780,0.0812253,0.0179458
1780,0.0971532,0.0398193
1780,0.0260037,0.0175092
1780,0.0268725,0.0198359
1780,0.0476274,0.0104832
1780,0.0676184,0.0104939
1780,0.0310577,0.00269968
1780,0.0409604,0.0270533
1780,0.0626153,0.0111299
1780,0.013386,0.0255928
1780,0.0165859,0.0441751
1780,0.0732559,0.00233704
1780,0.108336,0.0209054
1780,0.027738,0.013526
1780,0.108875,0.0157887
1780,0.12147,0.0397253
1780,0.0752656,0.0178566
1780,0.0255657,0.0245432
1780,0.103317,0.0145013
1780,0.00158978,0.00710382
1780,0.0481938,0.0400778
1780,0.026041,0.0981496
1780,0.0576134,0.0678349
1780,0.0275878,0.0132767
1780,0.1266,0.0353336
1780,0.0365847,0.046644
1780,0.0375479,0.012091
1780,0.00411683,0.029056
1780,0.0276166,0.0607969
1780,0.0456516,0.0513054
1780,0.0094087,0.0442789
1780,0.0430583,0.0402674
1780,0.0054871,0.0198847
1780,0.0661222,0.000195255
1780,0.0100483,0.017357
1780,0.074476,0.0615983
1780,0.040091,0.0268198
1780,0.0616246,0.0490399
1780,0.0347247,0.0424042
1780,0.029195,0.0453989
1780,0.011918,0.049037
1780,0.0524416,0.00739807
1780,0.0282098,0.023187
1780,0.0292584,0.0041614
1780,0.00294214,0.0233461
1780,0.0503694,0.0496537
1780,0.128561,0.0264674
1780,0.0459801,0.0279553
1780,0.0571512,0.0139546
1780,0.061835,0.0082849
1780,0.0216711,0.00390189
1780,0.0342395,0.0142803
1780,0.121564,0.0305496
1780,0.0657605,0.0305414
1780,0.0490202,0.0511678
1780,0.0212394,0.0378642
1780,0.0384315,0.0127039
1780,0.0363418,0.023848
1780,0.00481091,0.0443485
1780,0.0144819,0.0433959
1780,0.0730184,0.01961
1780,0.14976,0.0277618
1780,0.0569313,0.0531337
1780,0.00910491,0.065791
1780,0.0183933,0.00257441
1780,0.12546,0.0114556
1780,0.0190656,0.0670854
1780,0.0082527,0.0250675
1780,0.030923,0.0537093
1780,0.0137969,0.0317958
1780,0.000284107,0.00685038
1780,0.043313,0.0805001
1780,0.01529,0.0446324
1780,0.113267,0.000126225
1780,0.0518586,0.0199494
1780,0.171597,0.0119378
1780,0.0368859,0.0135566
1780,0.014447,0.00143495
1780,0.0649437,0.00970288
1780,0.0139951,0.0811558
1780,0.0261375,0.0609596
1780,0.046211,0.000923727
1780,0.059406,0.000298927
1780,0.021688,0.0225711
1780,0.153597,0.0270744
1780,0.0599665,0.0145091
1780,0.131834,0.0567243
1780,0.00878655,0.0288224
1780,0.000659679,0.0401544
1780,0.0183606,0.0141619
1780,0.0778883,0.0254554
1780,0.0292649,0.00976108
1780,0.0189516,0.0181083
1780,0.0292664,0.0159007
1780,0.00246732,0.014812
1780,0.069405,0.0381302
1780,0.0866432,0.02632
1780,0.0867365,0.00999132
1780,0.042056,0.0201776
1780,0.00794163,0.0343044
1780,0.0687916,0.0112257
1780,0.0565048,0.0147942
1780,0.13176,0.0268479
1780,0.00898727,0.0248201
1780,0.0414429,0.0291877
1780,0.0133078,0.0184431
1780,0.000595837,0.0296294
1780,0.051606,0.0695462
1780,0.0726323,0.013767
1780,0.00850467,0.0250858
1780,0.0148425,0.0179577
1780,0.0240097,0.00272621
1780,0.0537828,0.0410767
1780,0.0604695,0.0277413
1780,0.0575554,0.0759109
1780,0.00928094,0.0218835
1780,0.0375729,0.0181141
1780,0.0329116,0.0341417
1780,0.0420787,0.00192075
1780,0.0463574,0.0130078
1780,0.0184347,0.0163539
1780,0.112556,0.00300051
1780,0.083928,0.00150127
1780,0.110737,0.0525369
1780,0.0180687,0.013012
1780,0.0578522,0.0146428
1780,0.046691,0.0200565
1780,0.0273969,0.00688391
1780,0.0640889,0.0319775
1780,0.0423914,0.0640746
1780,0.0220933,0.034043
