n,crude,importance
5300,0.0526192,0.00800255
5300,0.066437,0.0342621
5300,0.000767441,0.0188522
5300,0.0235824,0.0174458
5300,0.0494783,0.00849527
5300,0.0430449,0.0195566
5300,0.0391215,0.0138123
5300,0.0116708,0.0253454
5300,0.00281079,0.00391148
5300,0.0302367,0.00387523
5300,0.02596,0.0220263
5300,0.0753036,0.0255356
5300,0.0231364,0.00145663
5300,3.11248e-05,0.00669701
5300,0.0542693,0.0314456
5300,0.00877093,0.00265917
5300,0.0331665,0.0221474
5300,0.052086,0.0181531
5300,0.0158777,0.0022109
5300,0.0494443,0.0295174
5300,0.0109319,0.033149
5300,0.0107189,0.00746537
5300,0.0108047,0.0184579
5300,0.0092704,0.0236751
5300,0.0293499,0.00401206
5300,0.0286136,0.0272308
5300,0.0573714,0.0180477
5300,0.00827683,0.00910299
5300,0.0212855,0.0203387
5300,0.0442806,0.000963328
5300,0.0155352,0.0155492
5300,0.0592302,0.000124068
5300,0.0226057,0.0049353
5300,0.0125293,0.00864135
5300,0.00939701,0.00185505
5300,0.0291063,0.00993629
5300,0.0122703,0.00155194
5300,0.0357027,0.0133708
5300,0.0196048,0.0283285
5300,0.0248002,0.0367021
5300,0.00589207,0.0013428
5300,0.0174306,0.0142829
5300,0.0574518,0.000843133
5300,0.0413131,0.000932425
5300,0.037728,0.00894991
5300,0.00826501,0.0118858
5300,0.00142787,0.0195142
5300,0.00162453,0.00161218
5300,0.00649788,0.0216881
5300,0.00719159,0.0036649
5300,0.00780472,0.0104645
5300,0.0133264,0.00291787
5300,0.0301648,0.0101111
5300,0.0241091,0.0267111
5300,0.00674298,0.00474503
5300,0.0185425,0.0118886
5300,0.00506934,0.0174147
5300,0.0110417,0.00179919
5300,0.0295618,0.0387552
5300,0.0348489,0.0296211
5300,0.0372477,0.00385122
5300,0.0218086,0.00383177
5300,0.0362592,0.00840048
5300,0.0239465,0.0143932
5300,0.0686874,0.0136458
5300,0.108284,0.00703834
5300,0.000126888,0.0161972
5300,0.0447855,0.0119332
5300,0.0478621,0.0261163
5300,0.0406205,0.00230778
5300,0.0193745,0.0308744
5300,0.046574,0.0310038
5300,0.0137125,0.00253325
5300,0.0189405,0.0133189
5300,0.00569537,0.00822315
5300,0.0332663,0.00897473
5300,0.0457498,0.0252319
5300,0.00974942,0.0623115
5300,0.0327393,0.0230785
5300,0.0582779,0.0289874
5300,0.00942611,0.0357683
5300,0.0300424,0.0266578
5300,0.0410822,0.00614339
5300,0.0282473,0.0037633
5300,0.0252479,0.00427755
5300,0.0360368,0.0049688
5300,0.014669,0.00795323
5300,0.0369977,0.000236519
5300,0.0381076,0.0474894
5300,0.00465957,0.0207523
5300,0.0269197,0.0189847
5300,0.0183163,0.0292004
5300,0.0402036,0.0208134
5300,0.0175006,0.0207867
5300,4.94831e-07,0.0294022
5300,0.00325823,0.00158705
5300,0.0158148,0.00105389
5300,0.0671401,0.016877
5300,0.00344922,0.00864865
5300,0.0160489,0.00186669
5300,0.0239382,0.0180018
5300,0.0276256,0.033475
5300,0.0194304,0.00754416
5300,0.0253528,0.00980079
5300,0.0254661,0.00815784
5300,0.000179636,0.0079093
5300,0.00648853,0.0038189
5300,0.0283238,0.00799384
5300,0.013616,0.0239558
5300,0.0724854,0.0249214
5300,0.0230981,0.020773
5300,0.0408215,0.0336151
5300,0.0839928,0.00169583
5300,0.0179307,0.0180564
5300,0.00399385,0.00555351
5300,0.0425873,0.0328066
5300,0.0076875,0.0123428
5300,0.00865195,0.00743443
5300,0.011033,0.00974881
5300,0.0255148,0.0109368
5300,0.00483948,0.00900648
5300,0.0202004,0.00691873
5300,0.0357841,0.00172765
5300,0.0142742,0.00313142
5300,0.0328165,0.0210325
5300,0.0389105,0.0142346
5300,0.0072155,0.0151721
5300,0.0528646,0.0312676
5300,0.0240225,0.0211176
5300,0.0765898,0.0061265
5300,0.0276278,0.000805346
5300,0.0185741,0.00645183
5300,0.0264613,0.00554681
5300,0.0345652,0.0246417
5300,0.00862235,0.00756038
5300,0.0487482,0.0212236
5300,0.0228629,0.0207068
5300,0.0213492,0.0189413
5300,0.0182621,0.00662536
5300,0.00699706,0.00381945
5300,0.0803207,0.00699355
5300,0.0239617,0.0678746
5300,0.000130269,0.0292445
5300,0.0501603,0.00605755
5300,0.00930522,0.00567368
5300,0.0404704,0.00654946
5300,0.00845677,0.0189639
5300,0.0114306,0.00987824
5300,0.00648595,0.0274177
5300,0.00684851,0.0189093
5300,0.0390865,0.0108481
5300,0.0265157,0.0075842
5300,0.0390044,0.0521119
5300,0.0474515,0.0127307
5300,0.0168534,0.0298727
5300,0.0104805,0.0105876
5300,0.00446001,0.0201094
5300,0.102253,0.0172196
5300,0.0668331,0.0313954
5300,0.00479932,0.0187032
5300,0.0305181,0.00443147
5300,0.00579716,0.0117898
5300,0.0154855,0.0146965
5300,0.0233814,0.0445295
5300,0.0416143,0.00786341
5300,0.0139241,0.0418544
5300,0.0197536,0.0069934
5300,0.0446344,0.0139917
5300,0.00708129,0.000341434
5300,0.0583642,0.0365464
5300,0.0074814,0.00892616
5300,0.0134561,0.0160221
5300,0.0123554,0.0260225
5300,0.00366401,0.00234897
5300,0.0073324,0.00618155
5300,0.0980729,0.0078142
5300,0.0122033,0.00409981
5300,0.0145253,0.038641
5300,0.0201781,0.00413922
5300,0.0651457,0.0099908
5300,0.033947,0.0105928
5300,0.00915995,3.60443e-05
5300,0.0394985,0.00282668
5300,0.0551037,0.010112
5300,0.110452,0.00236211
5300,0.0428412,0.015054
5300,0.0453117,0.0266663
5300,0.0194629,0.0237365
5300,0.00706175,0.00164052
5300,0.032349,0.0267478
5300,0.0119728,0.0119017
5300,0.0261508,0.0105556
5300,0.0469895,0.00182449
5300,0.0156242,0.00421248
5300,0.0106233,0.00415769
5300,0.0293078,0.0166165
5300,0.013918,0.00572958
5300,0.063328,0.000445594
5300,0.0823663,0.0215302
5300,0.0106197,0.0132712
5300,0.0127531,0.00415341
5300,0.00250669,0.0255875
5300,0.0195498,0.0124875
5300,0.00343894,0.00752818
5300,0.0110017,0.00703868
5300,0.0316064,0.00402423
5300,0.0478714,0.0551752
5300,0.0210851,0.0122525
5300,0.0289433,0.00546215
5300,0.0497872,0.0190855
5300,0.0471585,0.0137962
5300,0.0429672,0.0077907
5300,0.0068026,0.026044
5300,0.0291728,0.0663198
5300,0.0498487,0.00772921
5300,0.0252471,0.0496795
5300,0.0549021,0.0340303
5300,0.0252769,0.00999569
5300,0.0300601,0.0296744
5300,0.000363327,0.0150554
5300,0.00431962,0.00540542
5300,0.0296341,0.0281255
5300,0.0212596,0.0250005
5300,0.0326113,0.0179096
5300,0.0181845,0.00771767
5300,0.027212,0.00090155
5300,0.0436088,0.042079
5300,0.0757181,0.0263379
5300,0.0296243,0.000980134
5300,0.0229805,0.00333234
5300,0.0581724,0.0474003
5300,0.0918577,0.00358847
5300,0.011544,0.0121175
5300,0.00177057,0.050893
5300,0.0289539,0.0177545
5300,0.0530117,0.0130158
5300,0.0155009,0.0142232
5300,0.0584855,0.0190894
5300,0.0391282,0.00962326
5300,0.0410185,0.0153032
5300,0.0175405,0.0209226
5300,0.0595449,0.0115658
5300,0.0267767,0.00902443
5300,0.0171055,0.00137918
5300,0.00954041,0.00150298
5300,0.036307,0.00733206
5300,0.036569,0.0337663
5300,0.00664481,0.0247558
5300,0.0468718,0.0135553
5300,0.0360457,0.00145771
5300,0.020824,0.0208851
5300,0.0147047,0.00215381
5300,0.0245527,0.0279946
5300,0.00302325,0.00713317
5300,0.0649002,0.00298952
5300,0.0217322,0.0425122
5300,0.0253228,0.00790564
5300,0.032777,0.0252819
5300,0.0364516,0.0117237
5300,0.0626853,0.000836954
5300,0.0467342,0.0208284
5300,0.0187686,0.00393503
5300,0.0168346,0.0151845
5300,0.00529059,0.0112867
5300,0.0203374,0.0112186
5300,0.0154746,0.00735999
5300,0.0257752,0.0173928
5300,0.0260548,0.0370165
5300,0.0480101,0.0112811
5300,0.0577222,0.00796143
5300,0.0235374,0.0228536
5300,0.0447471,0.00796284
5300,0.0033925,0.00468046
5300,0.0350417,0.00968484
5300,0.00425535,0.0150471
5300,0.0634247,0.00652648
5300,0.0289588,0.0111259
5300,0.0335445,0.00607505
5300,0.00716601,0.018508
5300,0.039463,0.0230801
5300,0.00923698,0.0152817
5300,0.0145752,0.000282456
5300,0.0561582,0.0490813
5300,0.00384524,0.0246341
5300,0.0967739,0.014949
5300,0.014068,0.000527344
5300,0.0183092,0.0066052
5300,0.0420001,0.0233777
5300,0.065403,0.0169491
5300,0.0625429,0.0180383
5300,0.00464157,0.0283103
5300,0.0852339,0.0132361
5300,0.0118694,0.0158946
5300,0.000482431,0.0148819
5300,0.0429993,0.00880681
5300,0.0332555,0.00461871
5300,0.013055,0.0102708
5300,0.00542498,0.00162019
5300,0.0558052,0.0609348
5300,0.0310448,0.0379506
5300,0.0524972,0.0302477
5300,0.00910202,0.00698512
5300,0.0201633,0.0239339
5300,0.0215082,0.00676297
5300,0.0323278,0.00547037
5300,0.0316014,0.0299773
5300,0.011002,0.0274298
5300,0.000718601,0.00181084
5300,0.0252519,0.0117844
5300,0.000166171,0.0218433
5300,0.00736002,0.00352327
5300,0.0262028,0.00753446
5300,0.0181893,0.0022946
5300,0.0288329,0.0208829
5300,0.00507388,0.0109754
5300,0.00790296,0.0389091
5300,0.030732,0.00302415
5300,0.00626474,0.0298267
5300,0.0508221,0.0221912
5300,0.0231518,0.00169496
5300,0.0220534,0.00584131
5300,0.00154217,0.0174116
5300,0.00929335,0.014982
5300,0.0270693,0.0068543
5300,0.0232163,0.0138472
5300,0.0369473,0.00091295
5300,0.0133846,0.00909487
5300,0.0347569,0.0128549
5300,0.00677955,0.0130763
5300,0.0220969,0.0113432
5300,0.00650524,0.00248471
5300,0.0487135,0.000634256
5300,0.00932843,0.00949562
5300,0.0501383,0.0287257
5300,0.0709574,0.00348318
5300,0.0196571,0.0111938
5300,0.047047,0.00608761
5300,0.0745076,0.0177154
5300,0.0440743,0.00548102
5300,0.0120837,0.0313915
5300,0.0104089,0.0293444
5300,0.0533896,0.00349946
5300,0.0350283,0.0232236
5300,0.0365111,0.0352365
5300,0.00496567,0.000292099
5300,0.0246918,0.00428339
5300,0.0445955,0.00436912
5300,0.0098701,0.0138926
5300,0.0121032,0.00448172
5300,0.0527911,0.000157433
5300,0.0759763,0.0109714
5300,0.0327681,0.0252226
5300,0.0310301,0.0235218
5300,0.0330923,0.0117104
5300,0.0166273,0.0170762
5300,0.00671652,0.0516128
5300,0.0422036,0.0257468
5300,0.0387812,0.000735289
5300,0.0114099,0.0134697
5300,0.0221041,0.00445672
5300,0.044963,0.00969316
5300,0.00992504,0.0014146
5300,0.0036229,0.0172836
5300,0.00560107,0.0166711
5300,0.00858962,0.00250831
5300,0.011638,0.00500015
5300,0.0285899,0.0320502
5300,0.0269591,0.00938635
5300,0.0198896,0.0102889
5300,0.0250305,0.012759
5300,0.0267833,0.0105978
5300,0.0158085,0.0190717
5300,0.0378212,0.0348418
5300,0.0274707,0.0178732
5300,0.0625921,0.0201881
5300,0.011897,0.00355606
5300,0.0154178,0.0167618
5300,0.00218031,0.0298504
5300,0.0253037,0.0146454
5300,0.0607081,0.00154094
5300,0.034035,0.0058071
5300,0.0177501,0.0191096
5300,0.0614067,0.0220502
5300,0.0325326,0.0169303
5300,0.0161113,0.018907
5300,0.00527314,0.0121845
5300,0.00575892,0.00339604
5300,0.0565054,0.0220069
5300,0.00216645,0.011784
5300,0.0232491,0.0139534
5300,0.0210265,0.00708096
5300,0.0116815,0.00047554
5300,0.00628135,0.00220619
5300,0.0294172,0.0194067
5300,0.0957782,0.009776
5300,0.0230297,0.0119867
5300,0.0439363,0.0126546
5300,0.0197673,0.0101543
5300,0.00768722,0.00773061
5300,0.0308797,0.0098846
5300,0.0338897,0.00869745
5300,0.0139664,0.0185786
5300,0.0338284,0.0113177
5300,0.039724,0.0235746
5300,0.0585553,0.00897427
5300,0.00051996,0.0117457
5300,0.00831685,0.00126624
5300,0.0370256,0.0208495
5300,0.0287143,0.00294848
5300,0.0431557,0.0360239
5300,0.0115128,0.0112405
5300,0.0374411,0.00522525
5300,0.00106332,0.00244707
5300,0.0520026,0.000345975
5300,0.0316332,0.00572484
5300,0.062255,0.0268187
5300,0.00289512,0.00154029
5300,0.0460362,0.0292585
5300,0.0303137,0.00402837
5300,0.0425012,0.0289757
5300,0.0698188,0.0171744
5300,0.0257863,0.0143341
5300,0.0578936,0.0173858
5300,0.0269662,0.0030621
5300,0.0374039,0.00357325
5300,0.00487818,0.0130233
5300,0.00334743,0.0105511
5300,0.0192446,0.00336501
5300,0.0445709,0.000406465
5300,0.0870674,0.0252038
5300,0.0370286,0.0138797
5300,0.0128891,0.0231177
5300,0.0239965,0.0126837
5300,0.0358956,0.00721931
5300,0.000517541,0.0287461
5300,0.106227,0.00864922
5300,0.0916422,0.0102429
5300,0.021018,0.0217114
5300,0.0369843,0.0652844
5300,0.0182506,0.0106332
5300,0.0710224,0.0064494
5300,0.0192116,0.00568105
5300,0.0405748,0.0168313
5300,0.0457784,0.00443641
5300,0.0494586,0.0124692
5300,0.042027,0.0121379
5300,0.0130105,0.012168
5300,0.0204373,0.0522558
5300,0.0159682,0.00411474
5300,0.032618,0.0452852
5300,0.0098037,0.0523819
5300,0.00567249,0.0116725
5300,0.00594777,0.0213872
5300,0.0274242,0.031517
5300,0.033327,0.0177871
5300,0.0217523,0.00584448
5300,0.0304366,0.019298
5300,0.0446991,0.00403217
5300,0.0168615,0.00914974
5300,0.00353339,0.0208768
5300,0.0389148,0.0124054
5300,0.0139622,0.044819
5300,0.0384035,0.0254054
5300,0.0413101,0.00911218
5300,0.0163407,0.0117444
5300,0.0227722,0.00735068
5300,0.0116003,0.0108061
5300,0.0324281,0.00773634
5300,0.0361183,0.0282174
5300,0.00360617,0.0256369
5300,0.0508497,0.0142728
5300,0.0181836,0.00443695
5300,0.0297972,0.0281116
5300,0.0289051,0.00509041
5300,0.0497585,0.0101742
5300,0.0327254,0.0201066
5300,0.0434276,0.0455201
5300,0.0516262,0.0156934
5300,0.0114941,0.008679
5300,0.00792308,0.0208512
5380,0.0317965,0.0047307
5380,0.04499,0.0122645
5380,0.045798,0.0133774
5380,0.0121518,0.014744
5380,0.0274409,0.00443002
5380,0.100093,0.0154172
5380,0.0104629,0.0149553
5380,0.011536,0.00923956
5380,0.0487754,0.0237461
5380,0.015132,0.00387945
5380,0.0235051,0.0141085
5380,0.00393565,0.00363227
5380,0.00777837,0.0333904
5380,0.00322588,0.0182198
5380,0.00116829,0.00977453
5380,0.00379285,0.0165971
5380,0.0386387,0.0205446
5380,0.0216199,0.0320081
5380,0.109273,0.00376921
5380,0.0154845,0.0013156
5380,0.0253072,0.00938721
5380,0.000879921,0.0162784
5380,0.00954942,0.0239778
5380,0.00447754,0.0143852
5380,0.0267093,0.00622272
5380,0.0157107,0.0133815
5380,0.0195518,0.00928175
5380,0.0123411,0.0457836
5380,0.0701993,0.023188
5380,0.0375707,0.00172181
5380,0.0039593,0.00234362
5380,0.00216769,0.0293764
5380,0.016635,0.000517335
5380,0.0139682,0.0213769
5380,0.0306415,0.0455656
5380,0.00284315,0.0275874
5380,0.0161738,0.0097506
5380,0.0264193,0.0232526
5380,0.0463735,0.00251
5380,0.00942647,0.0162863
5380,0.00519621,0.000718854
5380,0.0114898,0.0104256
5380,0.0156711,0.00592985
5380,0.0411433,0.0244811
5380,0.0133747,0.0242431
5380,0.00734897,0.014673
5380,0.0232989,0.0505157
5380,0.0128641,0.00110766
5380,0.0119837,0.0172414
5380,0.0290554,0.0303905
5380,0.0513776,0.0327201
5380,0.08028,0.0281516
5380,0.0367702,0.0124741
5380,0.00198257,0.0227331
5380,0.020351,0.0177176
5380,0.0232117,0.0170423
5380,0.0140092,0.00903066
5380,0.0101996,0.0224244
5380,0.038074,0.0218663
5380,0.00371771,0.0409768
5380,0.021834,0.00319417
5380,0.0446508,0.0125098
5380,0.0130247,3.66892e-05
5380,0.0100653,0.0203636
5380,0.00186105,0.0232453
5380,0.0162784,0.0295844
5380,0.0101462,0.000665728
5380,0.00811532,0.0153392
5380,0.0433848,0.00413083
5380,0.00327521,0.029134
5380,0.00585829,0.00656067
5380,0.0097155,0.0234824
5380,0.043602,0.0327526
5380,0.0325682,0.0119225
5380,0.0880484,0.0188522
5380,0.00176799,0.0517578
5380,0.00649632,0.000554538
5380,0.0509262,0.00184524
5380,0.0334611,0.0176561
5380,0.00727677,0.00217378
5380,0.0226483,0.00371816
5380,0.0285809,0.00195748
5380,0.00706162,0.00435676
5380,0.0234881,0.0120147
5380,0.0173857,0.0226722
5380,0.0165297,0.0195704
5380,0.0455007,0.0103332
5380,0.0250343,0.031471
5380,0.0343576,0.000647681
5380,0.0170476,0.0216975
5380,0.0244077,0.0244909
5380,0.0527896,0.0111889
5380,0.0102267,0.0257396
5380,0.0490195,0.00228805
5380,0.0413616,0.0245143
5380,0.0283202,0.00453524
5380,0.000493778,0.0145128
5380,0.00770935,0.0139427
5380,0.0514534,0.0135317
5380,0.0182468,0.00819899
5380,0.0832145,0.0109222
5380,0.0107494,0.00745574
5380,0.0427792,0.0139719
5380,0.00102361,0.0111719
5380,0.0123781,0.0221651
5380,0.0132079,0.00460117
5380,0.040688,0.0208474
5380,0.013996,0.0216096
5380,0.0236479,0.0229395
5380,0.0128107,0.0156905
5380,0.0297448,0.0031463
5380,0.0144379,0.0339719
5380,0.0246448,0.0189833
5380,0.0436287,0.00911523
5380,0.0218752,0.0217879
5380,0.0267783,0.0173725
5380,0.0256846,0.0193913
5380,0.0361257,0.0103958
5380,0.0230461,0.004442
5380,0.00860927,0.014731
5380,0.0242088,0.0168716
5380,0.0372995,0.0163182
5380,0.0102471,0.0368746
5380,0.00153024,0.000455048
5380,0.0318753,0.0123227
5380,0.0958309,0.00215034
5380,0.0428736,0.0338822
5380,0.0143946,0.00653569
5380,0.017477,0.00612997
5380,0.0278634,0.0348263
5380,0.0265886,0.0157466
5380,0.0220125,0.0288238
5380,0.00794833,0.0415038
5380,0.00665334,0.0027039
5380,0.00107783,0.0120212
5380,0.0316207,0.0146727
5380,0.0381321,0.0352327
5380,0.0505435,0.0106331
5380,0.0245355,0.000792901
5380,0.0534324,0.000823218
5380,0.00551252,0.0511896
5380,0.0363181,0.00190745
5380,0.0342643,0.0166057
5380,0.0777275,0.0129393
5380,0.0339358,0.0386746
5380,0.054392,0.0182209
5380,0.0209932,0.0106618
5380,0.0310542,0.0246654
5380,0.0640465,0.0429465
5380,0.000385882,0.0268304
5380,0.0288969,0.0107593
5380,0.0381255,0.00274366
5380,0.0145943,0.00827901
5380,0.0117576,0.0549526
5380,0.0189883,0.0132995
5380,0.0110389,0.00742024
5380,0.0403978,0.0330377
5380,0.0583165,0.0211429
5380,0.00565725,0.0410443
5380,0.00444143,0.00122778
5380,0.0476704,0.00694447
5380,0.00449344,0.0082555
5380,0.0370857,0.0167354
5380,0.0596076,0.0271494
5380,0.00555138,0.0136289
5380,0.0356384,0.011855
5380,0.0279375,0.011786
5380,0.0151871,0.0133843
5380,0.0296817,0.00618958
5380,0.0483429,0.0216381
5380,0.0181983,0.00284008
5380,0.0384302,0.00624425
5380,0.0309555,0.0136279
5380,0.018674,0.0174114
5380,0.106208,0.011039
5380,0.0109473,0.0098241
5380,0.00203894,0.00955666
5380,0.0344419,0.00273216
5380,0.0124438,0.00847649
5380,0.037169,0.0287347
5380,0.0582728,0.00810812
5380,0.0823699,0.00088835
5380,0.0296192,0.0117411
5380,0.101114,0.0150658
5380,0.021982,0.0303633
5380,0.0355949,0.0140526
5380,0.0363873,0.00565692
5380,0.0292669,0.0100812
5380,0.0181909,0.0065904
5380,0.035652,0.0177081
5380,0.0592525,0.005498
5380,0.0158869,0.0236992
5380,0.00206277,0.00604319
5380,0.0632696,0.0111502
5380,0.0522658,0.0330297
5380,0.00483509,0.027959
5380,0.013078,0.0231652
5380,0.0790472,0.0179699
5380,0.117395,0.0132725
5380,0.017095,0.0197188
5380,0.0334981,0.00837934
5380,0.0124015,0.0390286
5380,0.0246893,0.00164636
5380,0.0812921,0.0144243
5380,0.00107026,0.00381534
5380,0.0544681,0.0276108
5380,0.0272978,0.019669
5380,0.00118843,0.00331243
5380,0.0533326,0.0143619
5380,0.00617285,0.0208071
5380,0.0145993,0.00306822
5380,0.00326257,0.0163704
5380,0.0279045,0.036942
5380,0.0233131,0.0302194
5380,0.0498825,0.000371467
5380,0.00782345,0.0107463
5380,0.0591174,0.0461034
5380,0.0178429,0.0137083
5380,0.0806585,0.000276409
5380,0.0188039,0.0128155
5380,0.0566351,0.00643188
5380,0.0178989,0.0558746
5380,0.0173567,0.0203569
5380,0.0543596,9.62531e-05
5380,0.0060885,0.0238493
5380,0.027383,0.02047
5380,0.0143189,0.0294676
5380,0.00253351,0.0114263
5380,0.0333423,0.0065684
5380,0.014594,0.0333655
5380,0.00100359,0.0300106
5380,0.0307725,0.0298006
5380,0.000205093,0.0081511
5380,0.00632223,0.0245521
5380,0.0335746,0.0017797
5380,0.067201,0.0245183
5380,0.00973688,0.0475096
5380,0.0294832,0.00908442
5380,0.00552171,0.0115739
5380,0.0736139,0.00706986
5380,0.00917481,0.017473
5380,0.0166392,0.0210271
5380,0.0425273,0.00326919
5380,0.00570411,0.024256
5380,0.0236381,0.00597004
5380,0.0173279,0.0297887
5380,0.0667288,0.0242889
5380,0.0604612,0.033352
5380,0.034947,0.0255583
5380,0.0299284,0.000701571
5380,0.00963643,0.00480512
5380,0.0319237,0.00626542
5380,0.00221813,0.00264185
5380,0.00724873,0.0266406
5380,0.019735,0.0188193
5380,0.0374246,0.00864506
5380,0.0142843,0.00679111
5380,0.0527009,0.0238249
5380,0.0312553,0.0150972
5380,0.0615093,0.00297933
5380,0.00472042,0.028258
5380,0.070282,0.0115188
5380,0.00097943,0.00422908
5380,0.0796256,0.00907531
5380,0.0120047,0.00779967
5380,0.0231525,0.00905878
5380,0.02076,0.0155571
5380,0.0507288,0.0495394
5380,0.0154257,0.0152336
5380,0.0323617,0.00134989
5380,0.0141524,0.00230705
5380,0.0187668,0.00601995
5380,0.0547964,0.0147004
5380,0.000824381,0.00986332
5380,0.0270119,0.000491028
5380,0.0261265,0.000538412
5380,0.0158022,0.00528827
5380,0.0402674,0.0195985
5380,0.0116204,0.056527
5380,0.0163068,0.0479421
5380,0.0284378,0.0106754
5380,0.0569339,0.00247846
5380,0.00985771,0.000632381
5380,0.0271805,0.00279526
5380,0.0263387,0.0178142
5380,0.0566072,0.0121415
5380,0.0220864,0.00832616
5380,0.029837,0.0241181
5380,0.0433231,0.00362507
5380,0.00724039,0.0291566
5380,0.0316005,0.00323233
5380,0.0288581,0.0105482
5380,0.0165472,0.0199391
5380,0.00757897,0.0111523
5380,0.000915584,0.0108305
5380,0.0329004,0.00178197
5380,0.0161195,6.18143e-05
5380,0.034339,0.0253506
5380,0.0361602,0.0402212
5380,0.00454467,0.00633522
5380,0.074652,0.0105874
5380,0.0124786,0.0138305
5380,0.0123644,0.0331911
5380,0.00822592,0.0295352
5380,0.00439735,0.0127131
5380,0.0280112,0.0239321
5380,0.0477296,0.0206254
5380,0.0751647,0.0102504
5380,0.0486346,0.0236684
5380,0.0335214,0.00943995
5380,0.0279603,0.0104244
5380,0.0359808,0.019144
5380,0.0350886,0.00915811
5380,0.0205159,0.0171426
5380,0.0569557,0.0202154
5380,0.00383199,0.00103456
5380,0.0175998,0.0013807
5380,0.00230241,0.0391814
5380,0.0109935,0.00070711
5380,0.0636632,0.00477137
5380,0.0251554,0.0191792
5380,0.0389699,0.000470331
5380,0.0146882,0.0250336
5380,0.0366603,0.0376316
5380,0.0234184,0.02317
5380,0.00785719,0.0618122
5380,0.031337,0.00405983
5380,0.0214059,0.00626763
5380,0.00995212,0.0123439
5380,0.0115203,0.0102499
5380,0.0805732,0.0276029
5380,0.0380439,0.0219766
5380,0.00721144,0.0221016
5380,0.000355821,0.0150849
5380,0.0528365,0.00115283
5380,0.0199611,0.000543783
5380,0.0261091,0.0241204
5380,0.0465765,0.0225847
5380,0.0286405,0.0206919
5380,0.0374726,0.0356219
5380,0.0123828,0.0384196
5380,0.0318118,0.0156945
5380,0.00876956,0.0286368
5380,0.0090103,0.00257239
5380,0.0077156,0.000393711
5380,0.0396865,0.00493616
5380,0.0130188,0.00058511
5380,0.0380834,0.0698279
5380,0.0272196,0.00760042
5380,9.55265e-06,0.000656485
5380,0.0471634,0.00728032
5380,0.0494352,0.0451586
5380,0.0286034,0.00864135
5380,0.0148068,0.00589297
5380,0.0382035,0.0335509
5380,0.00390987,0.0331036
5380,0.00709891,0.0271631
5380,0.0134364,0.0259195
5380,0.0695446,0.0372446
5380,0.0366134,0.0285177
5380,0.0236246,0.00745105
5380,0.0101695,0.0534625
5380,0.0136816,0.0152297
5380,0.0437426,0.0135603
5380,0.00143205,0.00231772
5380,0.0342858,0.0194426
5380,0.0389413,0.0177636
5380,0.0370005,0.00238234
5380,0.0158395,0.0244131
5380,0.0100774,0.020428
5380,0.035739,0.00281246
5380,0.0726856,0.0119911
5380,0.0674236,0.00318248
5380,0.022092,0.0186855
5380,0.0393193,0.0100193
5380,0.0153491,0.00769383
5380,0.00591919,0.000273487
5380,0.012087,0.00640447
5380,0.00628042,0.0282189
5380,0.0463041,0.0276514
5380,0.0133578,0.0169969
5380,0.0769813,0.0165475
5380,0.023845,0.00860287
5380,0.021128,0.0335298
5380,0.0134863,0.011129
5380,0.0233695,0.00344889
5380,0.0403503,0.0352004
5380,0.0341636,0.0247665
5380,0.00726337,0.0190807
5380,0.0854115,0.0180493
5380,0.00602976,0.00146526
5380,0.0203945,0.0256812
5380,0.0267094,0.013042
5380,0.00687986,0.0348962
5380,0.0436109,0.0131874
5380,0.0612795,0.000455557
5380,0.0478823,0.0133878
5380,0.0185933,0.00944375
5380,0.00732286,0.0153214
5380,0.0532888,0.0162289
5380,0.028873,0.00557461
5380,0.012831,0.0295854
5380,0.0169246,0.0236837
5380,0.0550219,0.0123706
5380,0.000230097,0.0127846
5380,0.0182346,0.0208835
5380,0.0537859,0.00331687
5380,0.0225061,0.00817017
5380,0.00302009,0.00702869
5380,0.00328121,0.00200131
5380,0.0669844,0.000536574
5380,0.0404867,0.00630587
5380,0.0404168,0.0106628
5380,0.00533464,0.0194154
5380,0.018792,0.00571239
5380,0.0236282,0.00814027
5380,0.0489813,0.0358932
5380,0.0245366,0.0235816
5380,0.1016,0.0320619
5380,0.0766684,0.00848747
5380,0.0484379,0.00194694
5380,0.0210312,0.0116349
5380,0.050966,0.038494
5380,0.0634205,0.0119004
5380,0.069902,0.00459646
5380,0.0256446,0.0265756
5380,0.0250864,0.0332097
5380,0.0544255,0.0189155
5380,0.0431246,0.0275769
5380,0.0729838,0.00811494
5380,0.000171725,0.0274883
5380,0.0060908,0.00606875
5380,0.0269408,0.0126823
5380,0.0250362,0.033146
5380,0.0241479,0.0209798
5380,0.0540445,0.0234816
5380,0.0231641,0.000974243
5380,0.0582574,0.0309614
5380,0.0411851,0.0292427
5380,0.0364066,0.0107709
5380,0.0231968,0.0743041
5380,0.00682599,0.0151722
5380,0.0436249,0.00376077
5380,5.66601e-05,0.0103176
5380,0.058319,0.0104031
5380,0.0112386,0.00621118
5380,0.00453444,0.00516235
5380,0.00630915,0.023692
5380,0.0470792,0.0035262
5380,0.0107633,0.0126306
5380,0.0224917,0.019282
5380,0.0131503,0.0093453
5380,0.0634448,0.0078624
5380,0.0412039,0.0100733
5380,0.0384587,0.00215363
5380,0.00747396,0.00324759
5380,0.00292062,0.0470746
5380,0.00606515,0.0345803
5380,0.0313248,0.0080745
5380,0.00659047,0.0260968
5380,0.0263112,0.0139752
