realization,energy,pressure,acc_ratio
1,-357.995966,10.410303,0.080000
1,-354.965541,10.195592,0.060000
1,-343.112320,10.456917,0.090000
1,-343.700985,10.361679,0.100000
1,-330.779198,10.472635,0.130000
1,-330.569933,10.161946,0.110000
1,-339.396406,9.636145,0.060000
1,-333.410425,9.798275,0.080000
1,-342.106886,9.240292,0.120000
1,-351.494567,8.466099,0.160000
1,-351.900831,8.683078,0.140000
1,-353.080243,8.410435,0.150000
1,-347.431234,8.594540,0.130000
1,-354.129941,8.344081,0.180000
1,-363.440940,7.704160,0.200000
1,-366.066667,7.402489,0.100000
1,-370.604097,7.125758,0.180000
1,-376.806518,6.979039,0.180000
1,-371.437080,7.156200,0.210000
1,-367.086299,7.152581,0.160000
1,-380.198772,6.610483,0.180000
1,-381.162240,6.632681,0.110000
1,-387.125599,6.499864,0.220000
1,-391.203251,6.205854,0.190000
1,-398.736255,5.835521,0.180000
1,-388.930995,6.098707,0.170000
1,-380.194229,6.312604,0.200000
1,-385.940914,6.201892,0.200000
1,-398.477780,5.584917,0.170000
1,-405.006234,5.338052,0.180000
1,-406.271074,5.361290,0.180000
1,-421.925438,4.867912,0.240000
1,-437.268685,4.313284,0.130000
1,-446.082224,3.989713,0.160000
1,-453.130825,3.879403,0.200000
1,-452.071409,3.753416,0.190000
1,-457.877634,3.631998,0.130000
1,-442.568722,4.192471,0.250000
1,-437.296476,4.342967,0.130000
1,-415.710467,4.838665,0.230000
1,-432.622210,4.194428,0.230000
1,-420.168692,4.633275,0.160000
1,-431.089151,4.215925,0.220000
1,-430.415120,4.491483,0.270000
1,-418.835930,4.739952,0.220000
1,-419.127200,4.652938,0.130000
1,-408.609754,5.110041,0.180000
1,-404.624375,5.432227,0.190000
1,-411.485210,5.365087,0.170000
1,-419.409424,4.894426,0.180000
1,-410.745182,5.144686,0.200000
1,-413.666501,5.004494,0.220000
1,-425.686146,4.568266,0.250000
1,-413.919767,5.033179,0.230000
1,-406.752336,5.184781,0.230000
1,-410.973769,5.071316,0.130000
1,-399.080238,5.503415,0.190000
1,-422.452195,4.638239,0.180000
1,-427.964443,4.310219,0.210000
1,-432.472222,4.164394,0.160000
1,-434.362504,4.142056,0.160000
1,-433.709104,4.251583,0.280000
1,-445.150558,3.865050,0.210000
1,-463.066020,3.039509,0.200000
1,-461.682837,2.939836,0.220000
1,-459.682020,2.972968,0.200000
1,-466.877546,2.551866,0.210000
1,-459.712157,2.926739,0.280000
1,-465.021802,2.678491,0.080000
1,-460.052850,3.074413,0.150000
1,-462.019505,3.123155,0.120000
1,-453.797548,3.326992,0.180000
1,-458.876572,3.094468,0.200000
1,-463.384225,3.026832,0.260000
1,-466.535440,2.872675,0.230000
1,-467.486471,2.827670,0.240000
1,-448.784434,3.642262,0.290000
1,-440.606979,4.066155,0.280000
1,-442.037999,3.977789,0.170000
1,-441.846744,3.886621,0.210000
1,-416.044659,4.913787,0.220000
1,-422.569387,4.789235,0.180000
1,-428.950933,4.346310,0.270000
1,-427.787101,4.375442,0.210000
1,-417.116608,4.565456,0.250000
1,-422.214241,4.500736,0.180000
1,-412.511954,4.898301,0.200000
1,-401.510138,5.348787,0.170000
1,-423.165888,4.637653,0.210000
1,-414.313432,5.087851,0.180000
1,-417.500128,5.074344,0.190000
1,-415.622484,4.865523,0.230000
1,-414.703122,5.104472,0.240000
1,-433.121568,4.245768,0.170000
1,-410.345661,4.965560,0.160000
1,-407.334532,4.983394,0.240000
1,-417.923955,4.441431,0.210000
1,-421.065880,4.338656,0.140000
1,-426.473595,4.087004,0.240000
1,-433.160296,3.895111,0.240000
1,-436.879060,3.757091,0.220000
1,-443.833703,3.508031,0.200000
1,-449.292910,3.219749,0.230000
1,-454.340815,3.046247,0.130000
1,-459.847681,2.884645,0.200000
1,-441.993444,3.494828,0.210000
1,-437.673502,3.761473,0.130000
1,-439.947631,3.649518,0.180000
1,-447.464504,3.434115,0.250000
1,-448.002251,3.530111,0.200000
1,-453.576119,3.337634,0.220000
1,-453.392293,3.256177,0.160000
1,-447.478987,3.419332,0.130000
1,-444.073713,3.707318,0.250000
1,-451.334444,3.241654,0.250000
1,-453.882635,3.135854,0.180000
1,-458.158162,3.102693,0.230000
1,-457.385893,3.117848,0.230000
1,-454.672432,3.033906,0.300000
1,-456.989378,3.088240,0.190000
1,-453.088397,3.253843,0.210000
1,-449.292470,3.358290,0.170000
1,-454.670518,3.074430,0.230000
1,-444.476410,3.595220,0.270000
1,-442.825586,3.644406,0.180000
1,-442.266912,3.687655,0.150000
1,-456.991080,3.041871,0.160000
1,-453.800299,3.217284,0.280000
1,-465.669296,2.785358,0.190000
1,-462.012145,2.777193,0.220000
1,-475.552941,2.189268,0.140000
1,-469.802589,2.236313,0.190000
1,-460.618379,2.681576,0.210000
1,-454.242771,2.791550,0.200000
1,-457.963878,2.588532,0.200000
1,-464.813734,2.391857,0.240000
1,-466.160572,2.403173,0.270000
1,-452.452162,2.944997,0.180000
1,-453.219683,2.919177,0.180000
1,-453.647704,2.951555,0.250000
1,-453.673224,3.047095,0.150000
1,-449.248260,3.188099,0.190000
1,-440.917546,3.594497,0.260000
1,-445.095570,3.425266,0.290000
1,-430.509376,3.905587,0.240000
1,-455.363989,2.964818,0.190000
1,-463.417089,2.702028,0.200000
1,-460.476503,2.913058,0.170000
1,-447.796546,3.447325,0.170000
1,-448.324563,3.380200,0.180000
1,-443.051940,3.651617,0.160000
1,-446.189644,3.518446,0.190000
1,-440.927391,3.714941,0.250000
1,-447.691180,3.469019,0.150000
1,-451.607678,3.275156,0.170000
1,-447.053410,3.349098,0.190000
1,-454.817824,3.000776,0.230000
1,-463.434369,2.566328,0.170000
1,-459.889186,2.808168,0.180000
1,-453.541739,2.933190,0.300000
1,-453.152173,3.001771,0.260000
1,-447.701820,3.141646,0.130000
1,-438.034948,3.623824,0.270000
1,-447.997902,3.194541,0.160000
1,-454.537602,2.953207,0.150000
1,-447.345230,3.192452,0.190000
1,-455.444452,2.992009,0.150000
1,-446.060082,3.451951,0.210000
1,-454.221981,3.217881,0.140000
1,-447.099514,3.369052,0.150000
1,-445.127338,3.426494,0.230000
1,-449.122576,3.205513,0.200000
1,-441.907308,3.520406,0.170000
1,-438.408863,3.612712,0.300000
1,-443.711924,3.338806,0.180000
1,-426.207155,4.095632,0.260000
1,-440.517742,3.438637,0.270000
1,-438.443667,3.486470,0.270000
1,-436.405703,3.577265,0.250000
1,-437.710174,3.683286,0.260000
1,-431.401841,3.976913,0.180000
1,-447.343396,3.412466,0.210000
1,-444.122773,3.549625,0.200000
1,-446.922978,3.564835,0.200000
1,-459.268099,3.094041,0.210000
1,-452.517341,3.428222,0.200000
1,-451.724857,3.733749,0.220000
1,-451.837238,3.707194,0.160000
1,-455.766302,3.420493,0.170000
1,-448.403558,3.970409,0.220000
1,-441.141396,4.122243,0.220000
1,-451.186583,3.611362,0.170000
1,-438.593235,4.330444,0.280000
1,-425.069089,4.856663,0.260000
1,-442.151546,4.202982,0.160000
1,-455.746393,3.597745,0.230000
1,-449.671379,3.843382,0.170000
1,-437.092815,4.213252,0.220000
1,-430.994594,4.177989,0.200000
1,-457.720311,3.208165,0.230000
1,-457.016772,3.272362,0.250000
1,-457.406769,3.212361,0.140000
1,-469.395111,2.595520,0.230000
1,-456.681770,3.182474,0.180000
1,-447.569657,3.502153,0.300000
1,-447.291156,3.568392,0.190000
1,-449.701785,3.606300,0.180000
1,-450.809643,3.444197,0.180000
1,-435.354568,4.000650,0.270000
1,-444.640880,3.602110,0.200000
1,-456.976048,3.095363,0.310000
1,-453.745254,3.224502,0.180000
1,-453.006008,3.384294,0.210000
1,-439.767283,3.939850,0.200000
1,-436.512453,3.996095,0.170000
1,-430.865284,4.279065,0.240000
1,-437.463591,4.071109,0.210000
1,-429.201757,4.356662,0.130000
1,-419.671715,4.699550,0.150000
1,-426.630488,4.394703,0.240000
1,-432.350383,4.016332,0.170000
1,-422.891949,4.346335,0.230000
1,-437.640206,3.927383,0.160000
1,-433.071209,4.073652,0.190000
1,-409.842394,4.774470,0.180000
1,-428.742704,4.096116,0.210000
1,-419.041220,4.467583,0.160000
1,-413.796139,4.563610,0.200000
1,-429.371686,3.877946,0.170000
1,-436.264624,3.672758,0.160000
1,-452.845131,3.220014,0.290000
1,-458.383252,2.852361,0.220000
1,-478.296169,2.097044,0.200000
1,-473.237895,2.230733,0.220000
1,-463.574170,2.798936,0.180000
1,-455.442553,3.131500,0.210000
1,-457.539714,3.045251,0.180000
1,-456.394535,3.127314,0.120000
1,-468.135826,2.689232,0.250000
1,-451.919540,3.308560,0.120000
1,-453.752706,3.150995,0.190000
1,-459.547129,2.870053,0.250000
1,-452.382417,3.140803,0.240000
1,-446.154036,3.407265,0.180000
1,-434.599201,3.943511,0.200000
1,-437.818172,3.722213,0.280000
1,-432.473454,3.990993,0.190000
1,-443.150357,3.494162,0.160000
1,-453.319924,3.184953,0.310000
1,-459.733883,2.869610,0.240000
1,-443.517817,3.623517,0.220000
1,-449.619383,3.441209,0.190000
1,-465.175158,2.649615,0.270000
1,-473.087778,2.388219,0.160000
1,-476.154286,2.126707,0.220000
1,-473.558355,2.329938,0.230000
1,-463.584835,2.650044,0.250000
1,-454.023996,3.095060,0.330000
1,-449.511664,3.100026,0.250000
1,-450.920999,3.051063,0.240000
