realization,energy,pressure,acc_ratio
1,-361.435933,9.815488,0.020000
1,-359.179715,9.711025,0.040000
1,-360.170556,9.604585,0.030000
1,-360.771719,9.465366,0.040000
1,-359.468394,9.387163,0.040000
1,-359.049474,9.335186,0.030000
1,-358.214198,9.254138,0.060000
1,-363.904834,8.820949,0.050000
1,-367.596381,8.584431,0.060000
1,-364.797617,8.705080,0.030000
1,-373.267523,8.138696,0.080000
1,-375.334102,7.791640,0.080000
1,-381.268170,7.470120,0.090000
1,-379.527964,7.524665,0.040000
1,-375.910939,7.631184,0.080000
1,-377.416190,7.287880,0.100000
1,-384.796901,7.011264,0.080000
1,-388.838680,6.637562,0.070000
1,-392.604777,6.264850,0.100000
1,-392.493957,6.196557,0.030000
1,-397.899723,5.861655,0.100000
1,-401.438482,5.719649,0.080000
1,-403.993679,5.538470,0.130000
1,-402.589110,5.580076,0.050000
1,-412.688379,5.157584,0.100000
1,-411.951107,4.954929,0.120000
1,-408.753230,5.074377,0.120000
1,-414.257403,4.789324,0.120000
1,-417.067145,4.664476,0.040000
1,-422.755721,4.454641,0.160000
1,-424.121033,4.421570,0.080000
1,-430.496399,4.125757,0.150000
1,-430.423107,4.211973,0.150000
1,-430.595067,4.093189,0.210000
1,-433.196829,3.932307,0.120000
1,-432.973700,3.943390,0.080000
1,-435.975171,3.598106,0.130000
1,-440.237173,3.379806,0.170000
1,-443.917477,3.377580,0.140000
1,-449.129158,3.196224,0.060000
1,-449.742085,3.337289,0.100000
1,-450.082948,3.206367,0.110000
1,-455.058487,2.924700,0.130000
1,-461.803262,2.585381,0.140000
1,-458.646046,2.539870,0.100000
1,-466.291727,2.207465,0.140000
1,-466.268679,2.225950,0.140000
1,-468.268564,2.031858,0.130000
1,-471.588993,1.801197,0.170000
1,-475.770488,1.694893,0.160000
1,-475.011750,1.586712,0.140000
1,-477.449799,1.466770,0.050000
1,-476.491838,1.563880,0.140000
1,-476.704972,1.629314,0.060000
1,-479.658905,1.349796,0.150000
1,-480.578908,1.301730,0.090000
1,-482.346827,1.287442,0.090000
1,-482.587705,1.149776,0.140000
1,-480.001612,1.265174,0.090000
1,-485.083601,1.052902,0.110000
1,-491.355765,0.846907,0.170000
1,-490.038492,0.913812,0.090000
1,-489.760742,0.847953,0.090000
1,-490.040447,0.852133,0.110000
1,-500.310808,0.450816,0.180000
1,-501.342078,0.333630,0.110000
1,-496.441182,0.479843,0.140000
