energy,magnet
-2142,91
-3174,125
-3846,-7
-4402,183
-4542,251
-4714,573
-4878,709
-4974,963
-4994,1025
-5158,1051
-5078,1061
-5130,1027
-5366,935
-5090,847
-5262,881
-5354,869
-5210,1085
-5194,1205
-5334,1597
-5306,1515
-5318,1513
-5234,1501
-5138,1533
-5270,1609
-5286,1589
-5430,1593
-5226,1483
-5302,1479
-5250,1533
-5506,1579
-5450,1681
-5418,1731
-5398,1769
-5402,1767
-5430,1741
-5506,1893
-5486,1827
-5730,2039
-5598,1883
-5530,1873
-5470,1885
-5626,2023
-5530,2023
-5582,1947
-5546,1947
-5514,1969
-5438,1853
-5550,1929
-5482,1845
-5366,1827
-5338,1887
-5386,1899
-5330,2041
-5638,2205
-5642,2305
-5498,2189
-5690,2175
-5786,2215
-5642,2127
-5622,1997
-5502,1931
-5422,1937
-5410,1895
-5430,1879
-5514,1861
-5526,1871
-5546,1833
-5306,1709
-5386,1675
-5342,1561
-5530,1547
-5486,1489
-5534,1527
-5534,1561
-5554,1699
-5690,1723
-5702,1739
-5646,1801
-5646,1709
-5634,1555
-5542,1535
-5474,1523
-5482,1547
-5666,1629
-5658,1665
-5578,1615
-5598,1635
-5702,1465
-5594,1391
-5502,1215
-5474,1255
-5546,1275
-5682,1399
-5686,1499
-5766,1459
-5634,1467
-5430,1607
-5486,1687
-5582,1707
-5706,1801
-5414,1631
-5282,1613
-5354,1583
-5406,1553
-5506,1667
-5622,1859
-5698,1839
-5782,1767
-5718,1621
-5674,1691
-5370,1673
-5370,1763
-5406,1765
-5706,1665
-5546,1695
-5586,1813
-5606,1747
-5646,1869
-5726,1703
-5582,1527
-5574,1383
-5618,1379
-5646,1327
-5654,1445
-5530,1455
-5534,1371
-5626,1425
-5506,1417
-5502,1315
-5450,1445
-5586,1595
-5614,1527
-5514,1485
-5454,1503
-5674,1653
-5666,1497
-5474,1475
-5418,1555
-5566,1669
-5586,1641
-5454,1719
-5650,1775
-5694,1851
-5662,1967
-5558,2017
-5470,1991
-5362,1891
-5226,1745
-5250,1687
-5338,1787
-5326,1785
-5470,1759
-5358,1691
-5518,1833
-5718,1819
-5610,1673
-5382,1577
-5102,1369
-5250,1403
-5322,1425
-5382,1411
-5350,1359
-5446,1227
-5330,1289
-5386,1145
-5454,1115
-5470,955
-5254,1037
-5162,1055
-5334,1243
-5258,1129
-5366,1063
-5270,1037
-5470,1007
-5478,1133
-5366,1161
-5682,1195
-5558,1143
-5446,1217
-5518,1303
-5562,1165
-5510,1259
-5702,1199
-5638,1229
-5370,1287
-5270,1235
-5350,1191
-5470,1277
-5646,1311
-5542,1269
-5594,1215
-5474,1185
-5514,1067
-5386,1021
-5450,1183
-5518,1325
-5522,1255
-5458,1253
-5542,1265
-5558,1523
-5838,1619
-5734,1549
-5550,1473
-5678,1631
-5706,1523
-5558,1441
-5494,1563
-5582,1643
