n,integral
300,1.000017
300,1.002977
300,1.004320
300,0.998310
300,1.003957
300,1.003793
300,1.001353
300,1.001442
300,0.998888
300,0.997189
300,0.999974
300,1.000951
300,0.995257
300,0.999621
300,1.002359
300,0.999450
300,0.997770
300,0.998736
300,0.996484
300,1.001137
300,1.000469
300,0.995838
300,1.004047
300,0.996293
300,0.999937
300,0.999926
300,0.999289
300,0.998891
300,0.997541
300,1.003373
300,0.999685
300,1.001878
300,0.998928
300,0.999504
300,1.004398
300,1.003391
300,0.993992
300,1.001106
300,0.999033
300,0.998739
300,0.996193
300,1.004248
300,0.998231
300,1.004637
300,1.003370
300,1.000834
300,1.002835
300,1.000491
300,1.003483
300,0.996765
300,0.997445
300,0.997878
300,1.002412
300,0.998388
300,1.002777
300,0.999552
300,0.999026
300,1.004399
300,0.998962
300,0.995521
300,0.999388
300,0.997258
300,1.000919
300,0.999971
300,1.002119
300,0.995737
300,1.005568
300,0.997312
300,0.999598
300,0.998574
300,1.001017
300,0.997499
300,1.001140
300,1.002755
300,0.998701
300,1.001207
300,1.002243
300,1.000981
300,0.995890
300,0.999793
300,1.002423
300,1.004849
300,0.998338
300,0.998841
300,0.997229
300,1.007657
300,1.001321
300,0.992985
300,0.998568
300,1.005418
300,1.003203
300,0.991487
300,0.996201
300,1.004547
300,1.005779
300,0.998002
300,0.994034
300,0.996847
300,1.003798
300,1.001757
300,1.002812
300,1.004275
300,0.997044
300,1.005640
300,0.997737
300,1.002864
300,1.001341
300,0.998725
300,0.999232
300,1.001265
300,0.999027
300,0.996212
300,1.002307
300,1.003094
300,1.000774
300,0.994396
300,0.996303
300,0.999070
300,1.003162
300,0.999437
300,1.002941
300,0.998988
300,1.000644
300,0.996386
300,0.998598
300,0.999343
300,1.002148
300,0.998861
300,0.997024
300,1.001262
300,1.002233
300,1.001886
300,1.000186
300,0.998416
300,0.996459
300,1.001108
300,0.996316
300,0.999346
300,0.997527
300,1.000966
300,1.004771
300,0.999970
300,0.999873
300,1.003609
300,1.005301
300,1.000779
300,1.000734
300,1.000031
300,1.000939
300,1.006809
300,1.003609
300,0.998516
300,0.996934
300,0.998033
300,1.007844
300,0.997219
300,0.999116
300,1.002363
300,1.004122
300,1.004579
300,1.004600
300,1.001268
300,1.004307
300,1.001412
300,1.002362
300,0.997759
300,1.001534
300,1.002616
300,0.995535
300,1.001338
300,1.002267
300,1.000672
300,1.002540
300,1.000428
300,1.003545
300,0.999603
300,0.995262
300,0.999018
300,1.000174
300,1.002601
300,1.000802
300,0.997371
300,1.001376
300,0.997403
300,1.003155
300,1.000487
300,0.999112
300,0.996140
300,0.991861
300,1.001247
300,0.997673
300,1.008817
300,1.001012
300,1.001334
300,1.000829
300,1.000062
300,1.003347
300,1.004581
300,1.000512
300,0.997743
300,1.003575
300,0.996446
300,1.001057
300,1.006113
300,0.999429
300,0.997658
300,0.994498
300,1.000849
300,1.000265
300,1.002803
300,0.997620
300,0.998715
300,0.997789
300,0.998439
300,1.002538
300,0.995585
300,1.002450
300,1.003307
300,0.999007
300,0.996777
300,0.999272
300,0.999408
300,1.000992
300,1.001250
300,1.003118
300,0.999856
300,0.995579
300,0.998690
300,1.000296
310,0.994674
310,1.001205
310,0.994622
310,1.000703
310,1.004376
310,1.005421
310,1.003298
310,0.998320
310,1.002073
310,1.003249
310,0.998871
310,1.002042
310,0.999617
310,0.994925
310,0.998167
310,0.996116
310,1.002364
310,1.001200
310,0.998406
310,0.999752
310,0.998089
310,0.997717
310,1.001625
310,0.994077
310,0.998915
310,0.999588
310,0.998460
310,0.997551
310,0.994609
310,1.001492
310,1.000737
310,0.997464
310,1.000846
310,1.000413
310,0.997986
310,1.001183
310,0.999199
310,0.998733
310,1.000348
310,1.001936
310,1.002036
310,1.000604
310,0.998990
310,0.996178
310,1.003740
310,0.998505
310,0.996560
310,1.002168
310,0.996681
310,1.002547
310,0.997038
310,1.001047
310,0.998138
310,1.001680
310,0.999681
310,1.001978
310,0.999578
310,0.995329
310,0.999793
310,1.001326
310,1.000246
310,0.996781
310,1.001444
310,1.001302
310,1.000144
310,0.999658
310,0.993470
310,0.999196
310,1.003840
310,0.996646
310,0.998730
310,0.998243
310,1.002606
310,1.001691
310,1.000020
310,1.000569
310,0.998634
310,0.998891
310,1.003211
310,0.997856
310,1.004833
310,0.998407
310,1.001914
310,0.999295
310,0.993947
310,0.999723
310,1.001894
310,0.999881
310,1.002240
310,0.997646
310,0.999072
310,1.001975
310,0.997645
310,1.001381
310,1.000243
310,1.003060
310,1.000286
310,0.998204
310,0.996972
310,0.993811
310,1.001341
310,0.998719
310,1.000754
310,1.000459
310,0.999204
310,0.998853
310,1.001934
310,1.003816
310,1.002005
310,0.997627
310,0.999767
310,0.998674
310,0.998578
310,0.999007
310,0.999024
310,0.993078
310,0.999475
310,1.000715
310,1.003699
310,0.997937
310,0.997383
310,1.001514
310,0.999613
310,1.004894
310,1.002007
310,0.998393
310,0.999500
310,0.999086
310,1.000879
310,1.001720
310,0.994615
310,1.001788
310,0.996331
310,1.000856
310,0.995177
310,1.001313
310,1.004018
310,0.997205
310,0.998721
310,0.999105
310,1.004300
310,0.998876
310,0.998509
310,0.997937
310,0.999942
310,0.994088
310,0.997870
310,0.999621
310,0.999413
310,1.002518
310,0.998547
310,1.001677
310,0.998787
310,0.992763
310,0.999093
310,1.002133
310,0.998820
310,0.995319
310,0.996997
310,1.000291
310,1.001827
310,0.999688
310,1.002549
310,1.002827
310,1.001225
310,1.000623
310,1.003479
310,0.997662
310,1.002852
310,0.999897
310,1.004430
310,0.999454
310,0.999532
310,1.002663
310,0.998820
310,0.997578
310,0.996443
310,0.999948
310,1.000582
310,0.998989
310,0.997929
310,1.003147
310,0.997243
310,0.995836
310,0.999746
310,1.001363
310,1.000391
310,0.998023
310,0.995928
310,0.996441
310,0.994488
310,1.003699
310,1.000472
310,1.000387
310,1.000729
310,1.003651
310,1.003252
310,0.999757
310,0.998144
310,0.995601
310,0.998870
310,1.001242
310,1.001986
310,1.003033
310,1.001766
310,1.000172
310,0.996821
310,1.000297
310,0.994474
310,1.005252
310,1.001735
310,0.993344
310,1.002227
310,1.000429
310,0.998794
310,0.993801
310,1.000351
310,1.002321
310,0.999480
310,1.001730
310,1.000798
310,0.994126
310,1.001898
310,0.999635
310,1.002089
310,1.000322
310,1.002489
310,0.996720
310,1.000833
310,1.003178
310,0.997814
310,0.997840
310,1.004407
310,0.997983
310,1.000516
310,0.998212
310,0.999127
310,0.999946
310,1.000617
310,0.999404
310,0.998675
310,0.997966
310,1.000784
310,0.996155
310,0.999600
310,1.002533
310,0.998307
310,1.000355
310,0.998234
310,0.998951
310,0.999927
310,1.001869
310,1.001323
310,0.999945
310,0.998882
310,0.999455
310,1.001230
310,1.005154
310,1.001905
310,0.995919
310,1.003263
310,0.996857
310,1.000975
310,0.997740
310,0.998452
310,0.995051
310,0.995782
310,1.003396
310,0.998339
310,0.996572
310,1.001513
310,1.004005
310,1.007627
310,1.003587
310,0.998254
310,1.001922
310,1.002462
310,0.997073
310,1.003340
310,1.004084
310,1.000010
310,1.001569
310,0.997030
310,0.999009
310,0.999174
310,1.000631
310,1.001083
310,1.002347
310,0.999306
310,0.995605
310,0.998711
310,1.000578
310,0.999743
310,0.998583
310,1.000083
310,1.002151
310,1.001623
310,1.000092
310,1.001175
310,1.000398
310,1.003705
310,1.001852
310,0.997207
310,1.000859
310,1.000882
310,0.995546
310,0.999928
310,0.996253
310,0.998248
310,1.000685
310,0.997574
310,1.000834
310,1.000574
310,0.999991
310,0.997789
310,0.997835
310,1.000890
310,0.999676
310,0.998220
310,1.002579
310,1.001734
310,0.998765
310,1.002387
310,0.997642
310,0.996611
310,0.999500
310,0.995543
310,0.997064
310,1.002134
310,1.000948
310,1.003883
310,0.999573
310,1.001083
310,0.999567
310,1.000808
310,0.998253
310,1.000192
310,1.001486
310,1.003655
310,0.999562
310,1.000333
310,1.001004
310,0.999232
310,1.003420
310,0.994450
310,0.995496
310,0.995138
310,0.995652
310,1.001714
310,1.002322
310,0.993882
310,0.994742
310,0.997467
310,1.003490
310,1.002686
310,1.000512
310,1.007972
310,0.999112
310,1.000994
310,0.998061
310,1.001246
310,1.000616
310,0.996503
310,0.996593
310,0.990193
310,1.000676
310,0.997952
310,1.003086
310,1.001252
310,1.004016
310,0.999504
310,0.995198
310,1.002339
310,0.995899
310,0.999484
310,0.999770
310,0.999323
310,0.996401
310,0.999058
310,0.997808
310,1.002122
310,0.999560
310,1.002566
310,0.999083
310,1.004043
310,0.999386
310,1.001477
310,0.997476
310,1.001142
310,0.994032
310,0.997941
310,0.997091
310,0.998684
310,0.998637
310,1.000313
310,0.997391
310,1.002599
310,0.999172
310,0.998996
310,1.003040
310,0.997021
310,0.997863
310,1.003285
310,0.997314
310,0.998460
310,0.997506
310,1.000511
310,0.999811
310,0.997326
310,1.010197
310,0.994431
310,0.997657
310,1.001777
310,1.002878
310,0.999526
310,0.997929
310,1.000541
310,1.002755
310,0.998726
310,1.003574
310,1.003476
310,0.996064
310,0.999541
310,1.000933
310,0.997050
310,1.000513
310,1.001119
310,0.999849
310,1.002206
310,0.999547
310,0.997746
310,1.003686
310,0.998710
310,1.002123
310,0.998140
310,1.005139
310,0.996910
310,0.996013
310,1.002024
310,0.998069
310,1.004564
310,0.995849
310,0.998925
310,0.997143
310,1.001906
310,1.001606
310,0.994155
310,0.999099
310,0.998775
310,0.999491
310,1.003511
310,1.002255
310,1.000251
310,1.000546
310,0.998546
310,0.999788
310,1.000661
310,0.998914
310,0.998608
310,1.001081
310,0.999541
310,1.000668
310,1.001461
310,1.001361
310,1.001032
310,1.002141
310,0.996023
310,0.999697
310,1.004652
310,1.001517
310,0.998339
310,1.000028
310,0.993627
310,1.007833
310,1.007207
310,0.999344
310,1.007420
310,1.000437
310,1.002643
310,0.995170
310,1.001893
310,1.002047
310,0.999137
310,0.998626
310,1.005849
310,0.999367
310,1.006244
310,1.000690
310,0.998851
310,0.997875
310,1.001433
310,0.999681
310,0.997255
310,1.003808
310,1.000897
310,0.998303
310,1.000796
310,0.995201
310,1.002576
310,1.003124
320,0.997833
320,1.000603
320,1.003635
320,0.999621
320,1.000121
320,0.996888
320,1.003393
320,0.998862
320,1.001469
320,0.999768
320,0.997406
320,1.002867
320,1.005347
320,1.006870
320,0.996250
320,0.998170
320,1.003996
320,1.000902
320,0.998185
320,0.999870
320,1.000472
320,0.998723
320,1.005560
320,0.998665
320,0.999486
320,0.995812
320,0.998328
320,1.001323
320,1.006508
320,0.998325
320,0.996851
320,0.998319
320,1.000161
320,1.002493
320,0.999015
320,1.002314
320,0.998626
320,1.000947
320,0.996541
320,0.998782
320,0.997467
320,1.003339
320,0.994770
320,1.004932
320,0.994109
320,0.997238
320,1.001503
320,1.003829
320,0.998404
320,0.993483
320,1.001114
320,0.994317
320,1.003626
320,1.000616
320,1.004459
320,0.997631
320,0.996545
320,0.999073
320,1.004376
320,1.000230
320,0.997412
320,1.002898
320,1.001818
320,0.999347
320,1.001458
320,0.998261
320,0.999062
320,1.000182
320,0.998797
320,1.002093
320,1.004469
320,0.997432
320,0.999290
320,1.008250
320,1.001538
320,0.999807
320,0.998666
320,0.999549
320,0.999767
320,0.998270
320,1.006041
320,1.000297
320,0.997464
320,0.996268
320,0.999657
320,0.997102
320,1.002808
320,1.003760
320,1.000751
320,1.000303
320,0.998070
320,0.998122
320,1.003930
320,0.998446
320,1.001055
320,0.999004
320,1.000361
320,1.003977
320,1.002508
320,1.002166
320,1.000066
320,0.998865
320,1.001335
320,0.997565
320,1.001238
320,1.001609
320,0.999352
320,1.003450
320,0.999212
320,0.997480
320,1.006746
320,0.997045
320,1.000091
320,1.000672
320,0.999974
320,0.996324
320,0.998679
320,0.998792
320,1.000206
320,1.002466
320,1.000713
320,1.003603
320,1.001027
320,1.000042
320,1.004217
320,1.000750
320,1.001782
320,0.996111
320,1.003250
320,0.994931
320,0.996692
320,1.001468
320,0.993308
320,0.999254
320,1.001255
320,0.996522
320,0.998245
320,0.996358
320,1.000216
320,1.001603
320,0.999676
320,1.000000
320,1.001761
320,1.002431
320,1.000482
320,0.998445
320,0.996860
320,0.998789
320,0.997568
320,0.993092
320,0.997316
320,0.999463
320,0.997869
320,1.000901
320,0.999854
320,1.000549
320,0.997029
320,1.000403
320,0.994904
320,0.998715
320,0.999770
320,0.999162
320,1.002297
320,0.996778
320,1.002547
320,1.005943
320,1.000758
320,0.999236
320,0.999962
320,0.996627
320,1.001159
320,1.001754
320,0.996980
320,1.002770
320,1.003069
320,1.003719
320,0.998910
320,1.003585
320,1.005164
320,1.002168
320,1.000896
320,1.001785
320,0.996704
320,1.000636
320,0.999262
320,1.000512
320,0.998637
320,0.997440
320,0.998523
320,1.002437
320,1.003882
320,0.998226
320,1.001677
320,1.000600
320,1.003716
320,0.997517
320,1.000846
320,1.001775
320,1.002216
320,0.994788
320,1.001749
320,0.997463
320,1.001054
320,1.002599
320,1.002058
320,0.996695
320,0.999423
320,1.001885
320,0.998564
320,0.998806
320,1.004466
320,0.999336
320,1.001800
320,0.997410
320,1.002320
320,1.003066
320,0.997014
320,0.997196
320,1.001325
320,1.003604
320,1.002166
320,1.002472
320,0.999665
320,0.997139
320,1.001410
320,0.999910
320,1.003615
320,1.000198
320,1.001302
320,0.997892
320,0.998127
320,1.003519
320,0.998924
320,0.996140
320,1.003735
320,0.998064
320,0.999509
320,1.003140
320,0.998260
320,0.996941
320,0.999116
320,0.995066
320,1.000923
320,0.997714
320,1.000772
320,1.004545
320,1.001953
320,0.998079
320,0.997211
320,1.000625
320,0.999023
320,0.995508
320,0.996604
320,1.002520
320,0.999009
320,1.003365
320,0.999222
320,0.996483
320,0.997050
320,1.004207
320,1.001536
320,0.994662
320,0.999050
320,1.000429
320,1.007200
320,0.994760
320,0.999370
320,0.998060
320,0.994365
320,1.000235
320,1.000259
320,1.003754
320,1.000636
320,1.002638
320,0.999878
320,1.001369
320,1.000704
320,1.003113
320,0.997075
320,1.003664
320,0.999541
320,1.001091
320,1.002380
320,1.002949
320,0.999765
320,1.005494
320,1.000383
320,1.003527
320,0.991674
320,0.996272
320,0.998131
320,1.005182
320,0.997603
320,1.005007
320,0.997446
320,1.002615
320,1.002539
320,0.999515
320,0.998065
320,1.001212
320,1.002721
320,1.000830
320,0.999867
320,1.005135
320,0.997409
320,0.998076
320,0.998623
320,0.998444
320,0.997722
320,0.999649
320,1.001668
320,0.997707
320,0.999557
320,1.001397
320,1.002304
320,1.002812
320,0.997737
320,0.996006
320,1.005599
320,0.999592
320,0.999221
320,1.001363
320,0.999556
320,1.007795
320,1.000608
320,0.997244
320,1.001562
320,1.002062
320,0.996219
320,1.000741
320,1.001011
320,0.998682
320,1.001670
320,1.002716
320,0.998839
320,1.001042
320,1.000974
320,0.999963
320,0.999052
320,0.998083
320,0.996859
320,0.997885
320,0.999001
320,1.001624
320,0.999744
320,0.999686
320,1.002677
320,0.996505
320,1.001801
320,1.000991
320,0.994655
320,0.995454
320,0.995140
320,1.000060
320,0.998502
320,1.001397
320,1.003247
320,1.004500
320,0.997801
320,1.003512
320,1.000855
320,0.999964
320,1.001722
320,1.002664
320,1.000069
320,0.999640
320,1.003010
320,1.001217
320,0.997173
320,0.997459
320,0.998500
320,1.000344
320,1.002803
320,1.002032
320,0.998180
320,0.997167
320,0.997935
320,1.005533
320,0.998944
320,0.994777
320,0.998687
320,0.998083
320,0.996488
320,0.998279
320,0.995917
320,1.002535
320,0.999534
320,1.000277
320,1.006710
320,0.999582
320,0.999826
320,0.998375
320,0.996727
320,1.001499
320,0.999818
320,1.001924
320,0.999427
320,1.005288
320,1.000517
320,0.997322
320,1.000577
320,0.998440
320,0.998354
320,0.999613
320,1.000032
320,0.999739
320,1.000479
320,1.002666
320,0.998950
320,0.999424
320,0.999598
320,1.003965
320,0.999342
320,0.999161
320,0.998154
320,0.995784
320,1.005272
320,0.997626
320,1.001986
320,1.002375
320,0.999627
320,0.999602
320,0.997927
320,0.997743
320,1.003795
320,1.002331
320,0.998679
320,0.997631
320,0.997083
320,1.002186
320,0.997627
320,1.003796
320,1.001528
320,1.002203
320,0.997980
320,1.001270
320,0.994193
320,1.001440
320,1.002068
320,0.996235
320,1.006669
320,0.996895
320,1.004869
320,1.002217
320,0.999320
320,0.997712
320,1.000938
320,1.003759
320,1.004259
320,1.002953
320,0.999413
320,1.005744
320,1.002541
320,0.998422
320,0.995768
320,0.996540
320,0.998951
320,0.997171
320,1.004951
320,1.004651
320,0.999263
320,0.999076
320,0.999937
320,1.003064
320,0.997886
320,1.000552
320,0.995107
320,0.998515
320,0.995295
320,0.999365
320,1.002298
320,0.994195
320,1.000627
320,1.004116
320,0.997467
320,0.999263
320,0.998223
320,1.002811
320,1.001848
320,1.005717
320,1.001644
320,1.000333
320,1.000038
320,1.001902
320,1.002910
320,1.000839
320,1.000338
320,0.996620
320,0.995822
320,0.999437
320,0.998571
320,1.002322
320,1.003729
320,0.999176
320,0.999095
320,0.997799
320,0.998941
320,1.000587
320,0.998140
320,0.999873
330,1.001503
330,0.997760
330,0.998178
330,1.003464
330,1.001901
330,0.999336
330,1.000320
330,1.003462
330,0.995397
330,0.999088
330,0.997863
330,0.996420
330,0.998109
330,0.998602
330,1.001775
330,0.998318
330,1.000646
330,0.998827
330,0.995871
330,1.001495
330,1.002586
330,0.994916
330,0.996822
330,0.996830
330,1.000400
330,0.999154
330,1.004300
330,1.000229
330,1.000484
330,0.998811
330,0.997473
330,1.002511
330,1.001818
330,1.003853
330,1.000222
330,1.002755
330,1.004365
330,1.005579
330,0.999464
330,0.996282
330,1.000453
330,0.999874
330,1.000334
330,1.003063
330,1.000750
330,1.001622
330,1.002419
330,0.999812
330,1.000067
330,1.004714
330,1.004833
330,1.000931
330,1.001928
330,0.997079
330,1.000919
330,0.999770
330,1.003205
330,1.001339
330,0.994371
330,1.002426
330,0.995659
330,1.001579
330,0.999522
330,1.004985
330,0.999604
330,1.000259
330,0.998395
330,1.002724
330,1.000936
330,1.000375
330,0.997576
330,1.003074
330,0.992523
330,1.001190
330,0.999017
330,0.998995
330,0.999519
330,0.998355
330,1.000015
330,1.002214
330,1.000069
330,1.002704
330,0.999072
330,1.004147
330,0.996658
330,0.999612
330,0.998644
330,0.996231
330,0.999674
330,0.996179
330,1.002068
330,0.999655
330,0.995040
330,0.997712
330,0.997215
330,0.999568
330,0.998645
330,1.001285
330,0.999799
330,0.997827
330,1.002923
330,1.000342
330,0.997882
330,1.001364
330,1.001777
330,1.005694
330,1.001124
330,1.004482
330,1.000823
330,1.002388
330,0.998813
330,1.000575
330,0.999409
330,1.000285
330,1.002159
330,1.000531
330,1.002918
330,1.000678
330,1.004024
330,0.994767
330,0.999611
330,0.997707
330,0.995419
330,1.003227
330,1.003515
330,1.002179
330,0.992020
330,1.005587
330,0.998528
330,0.996140
330,1.002392
330,1.001906
330,0.998337
330,1.000510
330,0.999218
330,0.998967
330,1.002780
330,1.003561
330,1.001517
330,0.997646
330,0.999224
330,0.996358
330,0.998599
330,0.997603
330,0.996111
330,0.996587
330,1.005553
330,1.002357
330,0.998391
330,1.003442
330,0.999286
330,1.000865
330,1.000493
330,1.003095
330,1.000349
330,0.995488
330,0.997137
330,0.996166
330,0.998493
330,1.003519
330,1.000616
330,1.000879
330,0.999616
330,0.992895
330,0.997336
330,1.004897
330,0.998783
330,1.004463
330,0.999001
330,1.001446
330,0.996160
330,0.997377
330,0.999553
330,1.002726
330,0.999148
330,1.001097
330,0.994722
330,1.000092
330,1.001454
330,1.004355
330,1.004161
330,1.002274
330,1.001693
330,0.998460
330,1.001876
330,0.995810
330,1.001678
330,1.004061
330,0.997542
330,0.999789
330,0.997215
330,0.997259
330,1.004531
330,1.001324
330,1.004865
330,0.999067
330,0.998511
330,0.999429
330,0.999421
330,1.002653
330,0.998418
330,0.999980
330,0.999872
330,1.003823
330,1.001313
330,0.998928
330,1.001174
330,0.998621
330,1.003333
330,1.001642
330,1.003326
330,0.999661
330,0.997042
330,1.001081
330,0.999733
330,1.005303
330,1.005768
330,0.996771
330,0.999013
330,0.992781
330,0.993645
330,0.997296
330,0.997000
330,1.002134
330,0.997677
330,1.003165
330,0.996698
330,1.001613
330,0.999512
330,0.996197
330,0.993076
330,0.995324
330,0.999252
330,1.003080
330,0.994592
330,1.000419
330,0.994739
330,0.998286
330,0.995138
330,1.001288
330,1.001416
330,1.000503
330,0.994004
330,1.001021
330,1.004420
330,0.998293
330,0.999188
330,0.999534
330,0.996661
330,0.999912
330,1.002475
330,0.995853
330,0.993884
330,0.998065
330,1.002032
330,1.002789
330,1.002811
330,1.000047
330,1.001312
330,0.999677
330,0.998303
330,0.996247
330,1.000732
330,0.993996
330,1.002211
330,0.996394
330,1.000567
330,0.997413
330,0.996563
330,1.001253
330,1.003679
330,1.001720
330,0.999683
330,1.001549
330,1.002395
330,1.000743
330,1.000696
330,0.996946
330,1.001898
330,0.999297
330,0.995072
330,1.003301
330,1.001387
330,0.996047
330,1.001018
330,1.000851
330,0.993896
330,1.000310
330,0.992937
330,1.001777
330,1.000248
330,1.003996
330,1.002416
330,0.999132
330,1.002570
330,0.998020
330,0.998201
330,0.998362
330,0.998410
330,1.006765
330,0.999566
330,1.000079
330,0.995984
330,0.997473
330,0.998448
330,0.996599
330,0.993771
330,1.003161
330,1.001660
330,1.005914
330,1.001408
330,1.001281
330,1.000055
330,0.995716
330,0.999475
330,0.994464
330,1.004300
330,1.008062
330,1.001212
330,1.001981
330,1.003652
330,0.992646
330,0.999536
330,1.001316
330,0.996961
330,0.997101
330,1.002460
330,1.005322
330,1.003006
330,0.999849
330,1.002261
330,0.998507
330,1.003045
330,1.000252
330,1.001937
330,0.997825
330,0.998303
330,1.002018
330,0.998205
330,1.003536
330,0.992836
330,0.999726
330,0.999388
330,1.001587
330,1.001953
330,1.002305
330,0.999604
330,1.002329
330,1.001170
330,1.002573
330,0.998927
330,0.993676
330,1.003653
330,1.000746
330,1.000327
330,1.000049
330,0.998571
330,0.997369
330,1.002451
330,1.000762
330,1.002028
330,0.996568
330,0.998636
330,1.003985
330,1.003574
330,0.996008
330,1.001525
330,0.999709
330,1.002621
330,0.999541
330,0.999160
330,0.999253
330,1.007370
330,0.996816
330,0.996386
330,1.002606
330,0.999686
330,0.992917
330,1.001671
330,0.998645
330,0.998384
330,0.997475
330,0.998579
330,1.000305
330,1.002344
330,1.001796
330,0.998599
330,1.004437
330,1.003240
330,1.001788
330,0.995659
330,0.996001
330,0.998598
330,1.000343
330,1.000928
330,0.997901
330,1.003538
330,1.005000
330,1.002011
330,0.999531
330,1.003981
330,1.002878
330,1.001767
330,1.000067
330,1.003826
330,0.997271
330,0.998096
330,1.001063
330,1.000412
330,1.002430
330,0.999702
330,1.000224
330,1.000148
330,0.999378
330,1.000151
330,1.004358
330,1.003511
330,1.001412
330,0.998786
330,0.999375
330,1.002978
330,0.997221
330,0.996526
330,0.999724
330,1.001366
330,0.997637
330,1.000085
330,0.997465
330,0.993999
330,0.996943
330,0.999301
330,1.002217
330,0.997966
330,1.001887
330,0.999011
330,1.000115
330,0.999014
330,1.002721
330,0.995592
330,0.999754
330,0.999310
330,0.999597
330,0.998496
330,1.001791
330,0.996986
330,1.001719
330,0.999078
330,0.998244
330,1.000789
330,1.000077
330,1.004171
330,0.997425
330,1.006550
330,1.002141
330,1.001546
330,1.002726
330,1.000255
330,0.997431
330,0.999772
330,1.002744
330,0.996595
330,0.998554
330,0.995052
330,0.998413
330,1.000465
330,0.998562
330,0.998306
330,1.000167
330,1.002716
330,1.000066
330,1.000204
330,0.997099
330,0.996683
330,0.998615
330,1.001916
330,0.993502
330,1.001475
330,0.999884
330,0.998143
330,1.002026
330,0.998492
330,1.000758
330,0.999024
330,0.992142
330,0.996328
330,1.000024
330,0.997234
330,1.001637
330,1.001011
330,1.003182
330,0.999737
330,1.000229
330,1.001411
330,1.000266
330,0.994719
330,0.999079
330,0.995641
330,0.997158
330,0.996720
330,1.001392
340,0.998600
340,1.001470
340,1.000533
340,0.999938
340,0.996760
340,1.000566
340,0.997753
340,1.002081
340,1.002061
340,1.000539
340,0.999364
340,1.001524
340,0.997833
340,1.001227
340,0.995669
340,1.002932
340,1.004239
340,0.998722
340,1.000552
340,0.998755
340,1.001636
340,1.001567
340,1.001685
340,1.000864
340,1.004499
340,1.000509
340,0.999714
340,1.000471
340,1.000184
340,0.999920
340,0.998321
340,1.003085
340,1.001107
340,1.000705
340,0.999000
340,1.006417
340,1.001206
340,1.000417
340,1.000117
340,0.997638
340,0.998802
340,0.998279
340,1.002318
340,0.998160
340,1.003731
340,1.005048
340,1.001010
340,1.000211
340,0.999529
340,1.001240
340,1.000695
340,0.999839
340,1.001575
340,1.000701
340,0.996880
340,1.000518
340,1.003311
340,0.999702
340,1.000214
340,1.003296
340,1.000299
340,0.999712
340,1.000911
340,0.998329
340,1.000872
340,0.995056
340,0.996958
340,0.998246
340,1.003298
340,0.999558
340,1.000539
340,0.996720
340,0.996732
340,0.997793
340,1.001457
340,0.999478
340,1.003627
340,0.998953
340,0.998826
340,0.998742
340,0.997051
340,0.998887
340,0.997145
340,0.998571
340,1.000410
340,1.000652
340,0.997750
340,0.999710
340,0.997985
340,0.994398
340,1.000275
340,0.998327
340,1.001647
340,0.993541
340,1.000445
340,1.002134
340,1.002058
340,0.999529
340,0.998605
340,0.999639
340,0.999603
340,1.001330
340,0.997331
340,0.997781
340,0.995963
340,1.001095
340,1.000041
340,0.998547
340,0.994525
340,1.003075
340,1.001692
340,0.997317
340,1.001954
340,1.000463
340,1.003309
340,0.995983
340,1.001291
340,1.004189
340,1.002101
340,0.997529
340,0.999519
340,1.002341
340,1.001614
340,0.997983
340,1.003231
340,0.998480
340,1.000537
340,0.997747
340,0.996608
340,1.000022
340,1.001963
340,0.997261
340,1.000749
340,1.005951
340,0.998697
340,1.003454
340,1.000829
340,0.999678
340,1.000827
340,0.998589
340,1.001451
340,1.002988
340,0.997659
340,1.002567
340,0.996276
340,1.001003
340,0.998415
340,0.999237
340,1.001139
340,1.002291
340,1.002259
340,0.999490
340,1.002849
340,1.000221
340,0.998203
340,0.999598
340,0.999478
340,0.995405
340,1.002204
340,1.003444
340,1.001641
340,0.999247
340,0.996081
340,1.001213
340,1.002332
340,1.000234
340,1.002916
340,0.995528
340,1.003064
340,0.999731
340,1.002594
340,0.999020
340,0.998023
340,1.001019
340,0.998583
340,0.999071
340,0.999114
340,0.999177
340,0.999168
340,1.000422
340,1.003657
340,1.002290
340,0.998086
340,1.001759
340,1.000347
340,0.993288
340,0.997084
340,1.002216
340,0.998218
340,0.999101
340,1.001310
340,0.998057
340,0.999837
340,0.998806
340,0.994243
340,0.997689
340,1.002749
340,0.997920
340,1.001512
340,1.005028
340,1.001501
340,1.001191
340,0.999508
340,1.002445
340,1.001315
340,1.006278
340,1.000598
340,0.995548
340,0.999836
340,0.992903
340,0.999826
340,1.004178
340,1.001651
340,1.003796
340,1.000122
340,1.004559
340,0.999819
340,0.997302
340,0.999326
340,0.997536
340,1.002983
340,0.998911
340,0.998262
340,0.992691
340,1.001606
340,1.002023
340,1.000789
340,0.998387
340,1.000082
340,0.997931
340,0.999006
340,1.003064
340,0.999026
340,1.001962
340,1.003185
340,1.004833
340,0.997868
340,1.001575
340,0.996485
340,1.000270
340,0.999079
340,1.000652
340,1.002932
340,1.004677
340,1.002884
340,0.999457
340,0.997883
340,0.999730
340,1.002060
340,0.996171
340,1.003215
340,1.006122
340,1.001854
340,1.000063
340,1.001228
340,0.999883
340,1.002130
340,1.000293
340,0.994774
340,1.000946
340,0.999163
340,1.001087
340,0.998729
340,1.005871
340,1.001779
340,0.999390
340,0.999149
340,0.999652
340,0.996758
340,1.000429
