time,prey,pred
0.000000,500,600
0.000348,500,599
0.000811,500,598
0.000915,501,598
0.001081,500,599
0.001762,501,599
0.001769,501,598
0.001782,501,597
0.001896,501,596
0.002213,500,597
0.002366,500,596
0.002400,499,597
0.002779,499,596
0.002954,499,595
0.003123,499,594
0.003144,499,593
0.003252,499,592
0.003275,498,593
0.003482,497,594
0.003486,498,594
0.003499,498,593
0.003740,497,594
0.003767,498,594
0.003810,498,593
0.003826,499,593
0.003889,498,594
0.003957,497,595
0.004014,498,595
0.004217,497,596
0.004286,496,597
0.004503,496,596
0.004709,495,597
0.004714,495,596
0.004776,495,595
0.004862,495,594
0.004934,495,593
0.005077,495,592
0.005125,495,591
0.005341,495,590
0.005390,494,591
0.005654,493,592
0.005806,494,592
0.006068,493,593
0.006131,494,593
0.006147,493,594
0.006152,493,593
0.006169,494,593
0.006314,495,593
0.006339,495,592
0.006678,495,591
0.006718,494,592
0.006863,494,591
0.006909,493,592
0.006966,494,592
0.007058,495,592
0.007118,495,591
0.007123,494,592
0.007214,493,593
0.007434,492,594
0.007466,492,593
0.007561,493,593
0.007741,492,594
0.007921,492,593
0.008078,491,594
0.008108,490,595
0.008235,490,594
0.008291,490,593
0.008645,489,594
0.008843,490,594
0.009776,491,594
0.009811,492,594
0.009958,491,595
0.009965,491,594
0.010039,491,593
0.010416,491,592
0.010444,490,593
0.010491,489,594
0.010615,488,595
0.010633,489,595
0.010794,490,595
0.010809,489,596
0.010820,490,596
0.010929,489,597
0.010980,488,598
0.010988,487,599
0.011010,488,599
0.011149,489,599
0.011164,488,600
0.011293,488,599
0.011415,489,599
0.011643,488,600
0.011731,488,599
0.012106,488,598
0.012141,487,599
0.012230,488,599
0.012455,488,598
0.012569,487,599
0.012590,486,600
0.012636,486,599
0.012788,485,600
0.012845,485,599
0.012902,484,600
0.013340,483,601
0.013528,482,602
0.013969,482,601
0.014033,482,600
0.014327,483,600
0.014378,483,599
0.014485,483,598
0.014575,482,599
0.014626,482,598
0.014924,483,598
0.014959,484,598
0.015059,484,597
0.015278,484,596
0.015306,484,595
0.015361,485,595
0.015382,486,595
0.015545,486,594
0.015669,485,595
0.015761,484,596
0.015860,485,596
0.015931,484,597
0.016232,485,597
0.016255,484,598
0.016307,485,598
0.016529,486,598
0.016584,486,597
0.016594,486,596
0.016803,485,597
0.016812,486,597
0.016992,487,597
0.017011,488,597
0.017053,489,597
0.017284,489,596
0.017373,488,597
0.017655,489,597
0.017823,488,598
0.017933,487,599
0.017978,486,600
0.018014,485,601
0.018070,485,600
0.018237,486,600
0.018464,487,600
0.018497,487,599
0.018592,487,598
0.018930,488,598
0.018993,487,599
0.019085,486,600
0.019352,487,600
0.019366,487,599
0.019372,487,598
0.019585,486,599
0.019622,486,598
0.019653,485,599
0.019952,485,598
0.020001,484,599
0.020147,484,598
0.020173,483,599
0.020205,484,599
0.020270,483,600
0.020513,483,599
0.020802,482,600
0.020848,482,599
0.021038,481,600
0.021077,481,599
0.021238,480,600
0.021313,479,601
0.021344,479,600
0.021459,479,599
0.021718,478,600
0.021737,479,600
0.021742,478,601
0.021951,477,602
0.022006,476,603
0.022180,476,602
0.022235,476,601
0.022249,476,600
0.022336,476,599
0.022383,477,599
0.022386,476,600
0.022526,476,599
0.022838,476,598
0.022884,477,598
0.022896,476,599
0.023145,475,600
0.023188,474,601
0.023397,473,602
0.023680,473,601
0.023883,474,601
0.023889,475,601
0.024495,475,600
0.024496,474,601
0.024613,474,600
0.024690,475,600
0.024719,474,601
0.024736,473,602
0.025124,473,601
0.025288,473,600
0.025339,474,600
0.025528,474,599
0.025676,474,598
0.025949,474,597
0.026143,474,596
0.026248,473,597
0.026905,473,596
0.026905,472,597
0.027063,473,597
0.027087,472,598
0.027280,471,599
0.027584,472,599
0.027610,471,600
0.027610,471,599
0.027734,470,600
0.027793,470,599
0.028021,469,600
0.028203,468,601
0.028217,468,600
0.028352,468,599
0.028720,467,600
0.029060,466,601
0.029085,467,601
0.029162,467,600
0.029576,468,600
0.029622,467,601
0.029669,466,602
0.029803,465,603
0.029878,465,602
0.029925,464,603
0.030059,463,604
0.030145,462,605
0.030176,462,604
0.030293,462,603
0.030399,463,603
0.030414,462,604
0.030442,462,603
0.030518,462,602
0.030522,461,603
0.030565,461,602
0.030619,461,601
0.031240,461,600
0.031510,461,599
0.031604,461,598
0.031786,461,597
0.031958,461,596
0.031982,460,597
0.032064,459,598
0.032179,459,597
0.032239,458,598
0.032244,458,597
0.032391,458,596
0.032626,459,596
0.032875,458,597
0.032920,459,597
0.033170,458,598
0.033201,459,598
0.033202,459,597
0.033210,460,597
0.033666,460,596
0.033974,460,595
0.034150,460,594
0.034181,460,593
0.034278,459,594
0.034308,458,595
0.034332,457,596
0.034440,458,596
0.034985,457,597
0.035050,456,598
0.035231,455,599
0.035304,455,598
0.035342,454,599
0.035794,454,598
0.035833,453,599
0.035918,453,598
0.036287,453,597
0.036957,453,596
0.037140,453,595
0.037145,453,594
0.037293,453,593
0.038144,452,594
0.038523,452,593
0.038564,453,593
0.038567,452,594
0.038720,452,593
0.038780,453,593
0.038784,452,594
0.038922,452,593
0.038941,452,592
0.039007,452,591
0.039160,451,592
0.039188,451,591
0.039992,450,592
0.040214,450,591
0.040498,450,590
0.041201,450,589
0.041228,451,589
0.041242,450,590
0.041399,449,591
0.041408,449,590
0.041568,449,589
0.041611,448,590
0.041611,449,590
0.041894,448,591
0.042023,447,592
0.042124,447,591
0.042301,447,590
0.042407,446,591
0.042555,446,590
0.042575,445,591
0.042655,446,591
0.042836,446,590
0.042876,446,589
0.043163,446,588
0.043183,446,587
0.043453,446,586
0.043568,445,587
0.043607,445,586
0.043668,446,586
0.043749,446,585
0.043806,445,586
0.043898,445,585
0.044062,445,584
0.044269,445,583
0.044300,445,582
0.044390,445,581
0.044468,444,582
0.044473,444,581
0.044535,443,582
0.044561,443,581
0.044713,443,580
0.044757,442,581
0.044871,441,582
0.045552,441,581
0.045702,441,580
0.045880,440,581
0.046102,440,580
0.046158,440,579
0.046173,440,578
0.046182,439,579
0.046404,439,578
0.046474,439,577
0.046560,438,578
0.047010,439,578
0.047246,439,577
0.047266,440,577
0.047457,440,576
0.047473,439,577
0.047497,438,578
0.047544,438,577
0.047656,437,578
0.047772,436,579
0.047929,435,580
0.048032,436,580
0.048053,437,580
0.048087,436,581
0.048174,437,581
0.048374,436,582
0.048442,436,581
0.048952,437,581
0.049131,437,580
0.049292,438,580
0.049552,437,581
0.049594,436,582
0.049658,436,581
0.049661,436,580
0.049708,436,579
0.049870,437,579
0.049886,437,578
0.049925,437,577
0.050036,437,576
0.050171,436,577
0.050206,436,576
0.050401,436,575
0.050542,436,574
0.050610,436,573
0.050727,435,574
0.050822,435,573
0.050959,435,572
0.051307,436,572
0.051307,436,571
0.051352,436,570
0.051454,435,571
0.051598,435,570
0.051617,434,571
0.051791,434,570
0.052246,434,569
0.052268,434,568
0.053477,434,567
0.053760,435,567
0.053989,435,566
0.054174,436,566
0.054210,437,566
0.054259,437,565
0.054405,436,566
0.054549,437,566
0.054572,437,565
0.054592,438,565
0.054893,437,566
0.055135,436,567
0.055391,436,566
0.055888,437,566
0.055941,437,565
0.055952,436,566
0.056565,436,565
0.056861,436,564
0.056867,435,565
0.057052,436,565
0.057167,435,566
0.057288,435,565
0.057345,435,564
0.057410,436,564
0.057489,435,565
0.057709,434,566
0.057951,433,567
0.058064,432,568
0.058463,431,569
0.058548,430,570
0.058677,431,570
0.058774,431,569
0.059179,431,568
0.059471,430,569
0.059580,430,568
0.059767,429,569
0.059840,428,570
0.060028,427,571
0.060212,427,570
0.060230,427,569
0.060389,427,568
0.060448,428,568
0.060478,428,567
0.060591,428,566
0.060703,429,566
0.060733,429,565
0.060929,429,564
0.060992,430,564
0.061112,430,563
0.061209,430,562
0.061566,429,563
0.061744,430,563
0.061914,430,562
0.062126,430,561
0.062219,429,562
0.062296,428,563
0.062310,427,564
0.062602,427,563
0.062603,426,564
0.062700,427,564
0.062841,426,565
0.062861,427,565
0.062973,428,565
0.063030,428,564
0.063033,427,565
0.064689,427,564
0.065184,426,565
0.065710,425,566
0.065721,426,566
0.065922,427,566
0.066025,427,565
0.066559,427,564
0.066596,427,563
0.066697,427,562
0.066762,426,563
0.066875,425,564
0.067030,426,564
0.067049,425,565
0.067221,425,564
0.067246,425,563
0.067285,424,564
0.067372,424,563
0.067487,423,564
0.067863,422,565
0.067962,421,566
0.067993,422,566
0.068001,422,565
0.068228,421,566
0.068261,420,567
0.068363,421,567
0.068505,421,566
0.068528,420,567
0.068697,419,568
0.068911,419,567
0.069275,418,568
0.069366,417,569
0.069482,417,568
0.069521,416,569
0.069523,415,570
0.069531,414,571
0.069807,414,570
0.069814,414,569
0.070206,413,570
0.070350,413,569
0.070559,412,570
0.070635,412,569
0.070710,413,569
0.070947,412,570
0.071043,413,570
0.071101,412,571
0.071109,413,571
0.071300,412,572
0.071454,413,572
0.071485,414,572
0.071590,413,573
0.071752,412,574
0.072278,411,575
0.072478,410,576
0.072759,409,577
0.072922,409,576
0.073047,409,575
0.073091,409,574
0.073094,409,573
0.073114,408,574
0.073167,407,575
0.074005,407,574
0.074042,406,575
0.074157,407,575
0.074418,406,576
0.074878,405,577
0.075011,406,577
0.075031,405,578
0.075186,406,578
0.075195,406,577
0.075257,405,578
0.075290,404,579
0.075329,404,578
0.075359,403,579
0.075423,402,580
0.075439,402,579
0.075663,402,578
0.075695,401,579
0.075837,400,580
0.076042,400,579
0.076054,399,580
0.076355,400,580
0.076361,401,580
0.076382,401,579
0.076634,400,580
0.076722,400,579
0.076781,401,579
0.076880,402,579
0.076892,403,579
0.077071,403,578
0.077313,403,577
0.077412,403,576
0.077427,404,576
0.078096,404,575
0.078203,405,575
0.078264,405,574
0.078278,405,573
0.078406,406,573
0.078571,405,574
0.078681,405,573
0.079052,406,573
0.079608,406,572
0.079716,405,573
0.079764,404,574
0.079786,404,573
0.080155,404,572
0.080289,405,572
0.080317,406,572
