throws,error
4700,0.0289362
4700,0.00765957
4700,0.0544681
4700,0.0153191
4700,0.0323404
4700,0.0340426
4700,0.00765957
4700,0.0178723
4700,0.00680851
4800,0.0341667
4800,0.005
4800,0.0275
4800,0.0266667
4800,0.04
4800,0.00583333
4800,0.0433333
4800,0.00333333
4800,0.0141667
4800,0.0225
4900,0.00326531
4900,0.0489796
4900,0.0138776
4900,0.0187755
4900,0.00408163
4900,0.0302041
4900,0.0342857
4900,0.00816327
4900,0.0269388
4900,0.0163265
5000,0.0328
5000,0.0064
5000,0.0184
5000,0.004
5000,0.0272
5000,0.0224
5000,0.06
5000,0.04
5000,0.0144
5000,0.04
5100,0.0258824
5100,0.0509804
5100,0.0407843
5100,0.04
5100,0.0141176
5100,0.000784314
5100,0.0133333
5100,0.00470588
5100,0.00156863
5100,0.0054902
5200,0.00384615
5200,0.0184615
5200,0.000769231
5200,0.00692308
5200,0.0176923
5200,0.00307692
5200,0.0307692
5200,0.0176923
5200,0.0261538
5200,0.0184615
5300,0.00679245
5300,0.00830189
5300,0.0430189
5300,0.0150943
5300,0.0113208
5300,0.0369811
5300,0.00226415
5300,0.00981132
5300,0.0211321
5300,0.00754717
5400,0.00962963
5400,0.00814815
5400,0.0177778
5400,0.00518519
5400,0.00666667
5400,0.00592593
5400,0.0155556
5400,0.0481481
5400,0.037037
5400,0.0274074
5500,0.00145455
5500,0.00363636
5500,0.0254545
5500,0.0181818
5500,0.00436364
5500,0.000727273
5500,0.016
5500,0.0174545
5500,0.04
5500,0.0334545
5600,0.0328571
5600,0.0514286
5600,0.0221429
5600,0.0107143
5600,0.00857143
5600,0.00142857
5600,0.0135714
5600,0.00357143
5600,0.0278571
5600,0.00785714
5700,0.0154386
5700,0.0133333
5700,0.0168421
5700,0.0105263
5700,0.0077193
5700,0.037193
5700,0.0378947
5700,0.000701754
5700,0.0147368
5700,0.0133333
5800,0.00137931
5800,0.017931
5800,0.0317241
5800,0.037931
5800,0.0110345
5800,0.0634483
5800,0.0289655
5800,0.0062069
5800,0.0317241
5800,0.0241379
5900,0.00271186
5900,0.0183051
5900,0.0020339
5900,0.0223729
5900,0.0332203
5900,0.00135593
5900,0.0433898
5900,0.0155932
5900,0.00745763
5900,0.0223729
6000,0.0213333
6000,0.014
6000,0.022
6000,0.016
6000,0.00133333
6000,0.072
6000,0.01
6000,0.0206667
6000,0.00933333
6000,0.012
6100,0.00262295
6100,0.00393443
6100,0.0216393
6100,0.0203279
6100,0.00327869
6100,0.0295082
6100,0.00852459
6100,0.015082
6100,0.000655738
6100,0.0295082
6200,0.0135484
6200,0.00451613
6200,0.02
6200,0.0206452
6200,0.0425806
6200,0.056129
6200,0.000645161
6200,0.0167742
6200,0.0154839
6200,0.0116129
6300,0.0298413
6300,0.0190476
6300,0.048254
6300,0.0285714
6300,0.00698413
6300,0.0431746
6300,0.0107937
6300,0.0253968
6300,0.0152381
6300,0.0031746
6400,0
6400,0.006875
6400,0.03
6400,0.03375
6400,0.020625
6400,0.03125
6400,0.015625
6400,0.015
6400,0.03375
6400,0.03375
6500,0.0276923
6500,0.0356923
6500,0.0203077
6500,0.0418462
6500,0.00246154
6500,0.000615385
6500,0.00615385
6500,0.0215385
6500,0.00615385
6500,0.0135385
6600,0.0109091
6600,0.030303
6600,0.0272727
6600,0.00848485
6600,0.0163636
6600,0.0212121
6600,0.00424242
6600,0.00424242
6600,0.0218182
6600,0.00181818
6700,0.0226866
6700,0.0495522
6700,0.0167164
6700,0.00716418
6700,0.0340299
6700,0.0191045
6700,0.00298507
6700,0.00597015
6700,0.00119403
6700,0.0119403
6800,0.0564706
6800,0.0194118
6800,0.03
6800,0.0105882
6800,0.00882353
6800,0.00705882
6800,0.00705882
6800,0.00176471
6800,0.0258824
6800,0.000588235
6900,0.00521739
6900,0.00463768
6900,0.0110145
6900,0.0313043
6900,0.00463768
6900,0.0226087
6900,0.00985507
6900,0.0243478
6900,0.00289855
6900,0.0272464
7000,0.00971429
7000,0.00971429
7000,0.000571429
7000,0.00228571
7000,0.000571429
7000,0.0108571
7000,0.00457143
7000,0.0274286
7000,0.00571429
7000,0.0142857
7100,0.0101408
7100,0.0140845
7100,0.00901408
7100,0.0056338
7100,0.0180282
7100,0.0101408
7100,0.00394366
7100,0.0135211
7100,0.0146479
7100,0.00732394
7200,0.00111111
7200,0.000555556
7200,0.0322222
7200,0.00777778
7200,0.00611111
7200,0.0172222
7200,0.0222222
7200,0.0161111
7200,0.0227778
7200,0.00222222
7300,0.0246575
7300,0.00383562
7300,0.00821918
7300,0.00657534
7300,0.00767123
7300,0.0208219
7300,0.00164384
7300,0.0213699
7300,0.00273973
7300,0.00876712
7400,0.0151351
7400,0.0124324
7400,0.0237838
7400,0.0140541
7400,0.00162162
7400,0.0324324
7400,0.0216216
7400,0.0254054
7400,0.0254054
7400,0.0167568
7500,0.0293333
7500,0.0208
7500,0.0106667
7500,0.0197333
7500,0
7500,0.0298667
7500,0.0416
7500,0.0229333
7500,0.0165333
7500,0.00106667
7600,0.0321053
7600,0.00105263
7600,0.0294737
7600,0.0115789
7600,0.0342105
7600,0.00157895
7600,0.0236842
7600,0.02
7600,0.00947368
7600,0.00263158
7700,0.00155844
7700,0.0155844
7700,0.027013
7700,0.00103896
7700,0.00883117
7700,0.0119481
7700,0.0597403
7700,0.0264935
7700,0.0280519
7700,0.0114286
7800,0.00153846
7800,0.0102564
7800,0.00820513
7800,0.0128205
7800,0.0194872
7800,0.0548718
7800,0.00153846
7800,0.00153846
7800,0.0112821
7800,0.00871795
7900,0.0293671
7900,0.00708861
7900,0.0455696
7900,0.0162025
7900,0.0035443
7900,0.00810127
7900,0.0101266
7900,0.0237975
7900,0.00405063
7900,0.0207595
8000,0.0145
8000,0.0425
8000,0.014
8000,0.011
8000,0.0025
8000,0.0395
8000,0.022
8000,0.0035
8000,0.0055
8000,0.0055
8100,0.00641975
8100,0.0217284
8100,0.04
8100,0.0118519
8100,0.000493827
8100,0.00296296
8100,0
8100,0.000493827
8100,0.0192593
8100,0.014321
8200,0.0102439
8200,0.000487805
8200,0.0131707
8200,0
8200,0.00829268
8200,0.0112195
8200,0.0112195
8200,0.00731707
8200,0.00097561
8200,0.0195122
8300,0.0115663
8300,0.0298795
8300,0.0086747
8300,0.00915663
8300,0.0457831
8300,0.00240964
8300,0.0250602
8300,0.013012
8300,0.013012
8300,0.00963855
8400,0.00714286
8400,0.0142857
8400,0.00190476
8400,0.0109524
8400,0.0133333
8400,0.00857143
8400,0.00571429
8400,0.0290476
8400,0.0195238
8400,0.00333333
8500,0.0352941
8500,0.0249412
8500,0.00470588
8500,0
8500,0.0202353
8500,0.0145882
8500,0.00705882
8500,0.0207059
8500,0.00611765
8500,0.0136471
8600,0.00465116
8600,0.0055814
8600,0.0339535
8600,0.0134884
8600,0.0260465
8600,0.0302326
8600,0.00744186
8600,0.00186047
8600,0.0297674
8600,0.0162791
8700,0.0243678
8700,0.011954
8700,0.0257471
8700,0.0128736
8700,0.00965517
8700,0.00689655
8700,0.00321839
8700,0.00275862
8700,0.00873563
8700,0.0174713
8800,0.00227273
8800,0.0190909
8800,0.0118182
8800,0.00545455
8800,0.00590909
8800,0.0295455
8800,0.0136364
8800,0.0122727
8800,0.0304545
8800,0.0204545
8900,0.00539326
8900,0.00853933
8900,0.0107865
8900,0.0134831
8900,0.0152809
8900,0.0292135
8900,0.00539326
8900,0.0094382
8900,0.0296629
8900,0.0206742
9000,0.0204444
9000,0.0271111
9000,0.0293333
9000,0.0124444
9000,0.0173333
9000,0.0315556
9000,0.00266667
9000,0
9000,0.0186667
9000,0.0142222
9100,0.00395604
9100,0.0189011
9100,0.0145055
9100,0.00571429
9100,0.00175824
9100,0.0114286
9100,0.00571429
9100,0.0162637
9100,0.0549451
9100,0.0298901
9200,0.00347826
9200,0.00565217
9200,0.00652174
9200,0.0265217
9200,0.0217391
9200,0.000434783
9200,0.0204348
9200,0.0108696
9200,0.00913043
9200,0.0265217
9300,0.00430108
9300,0.0150538
9300,0.0154839
9300,0.0107527
9300,0.00817204
9300,0.00774194
9300,0.00129032
9300,0
9300,0.00903226
9300,0.0369892
9400,0.0217021
9400,0.0251064
9400,0.000851064
9400,0.0268085
9400,0.00170213
9400,0.0234043
9400,0.00553191
9400,0.0314894
9400,0.0255319
9400,0.00382979
9500,0.0345263
9500,0.0130526
9500,0.00631579
9500,0.0265263
9500,0.00926316
9500,0.00631579
9500,0.016
9500,0.024
9500,0.0324211
9500,0.008
9600,0.0191667
9600,0.00333333
9600,0.01375
9600,0.0183333
9600,0.0208333
9600,0.0170833
9600,0.00208333
9600,0.0025
9600,0.0170833
9600,0.01375
9700,0.0346392
9700,0.0057732
9700,0.0119588
9700,0.014433
9700,0.0181443
9700,0.0214433
9700,0.017732
9700,0.00907216
9700,0.0169072
9700,0.00123711
9800,0.0163265
9800,0.00693878
9800,0.00367347
9800,0.0297959
9800,0.0044898
9800,0.00530612
9800,0.0302041
9800,0.00408163
9800,0.0240816
9800,0.00326531
9900,0.0157576
9900,0.0351515
9900,0.0105051
9900,0.0230303
9900,0.00484848
9900,0.00767677
9900,0.0137374
9900,0.00323232
9900,0.0145455
9900,0.0129293
10000,0.0168
10000,0.01
10000,0.0232
10000,0.0212
10000,0.0084
10000,0.0308
10000,0.0068
10000,0.0276
10000,0.028
10000,0.024
10100,0.00792079
10100,0.030495
10100,0.00277228
10100,0.00871287
10100,0.00039604
10100,0.0324752
10100,0.0118812
10100,0.0138614
10100,0.00633663
10100,0.00039604
10200,0.0137255
10200,0.0121569
10200,0.00431373
10200,0.0172549
10200,0.0286275
10200,0.0321569
10200,0.00431373
10200,0.0156863
10200,0.0105882
10200,0.00823529
10300,0.00271845
10300,0.00038835
10300,0.00582524
10300,0.016699
10300,0.0031068
10300,0.016699
10300,0.0372816
10300,0.0120388
10300,0.0349515
10300,0.0271845
10400,0.00653846
10400,0.015
10400,0.0307692
10400,0.00961538
10400,0.0115385
10400,0.00346154
10400,0.0123077
10400,0.00192308
10400,0.0138462
10400,0.00961538
10500,0.000761905
10500,0.0205714
10500,0.0167619
10500,0.00838095
10500,0.0278095
10500,0.00228571
10500,0.0137143
10500,0.0072381
10500,0.0281905
10500,0.00609524
10600,0.00415094
10600,0.0143396
10600,0.00113208
10600,0.00981132
10600,0.00113208
10600,0.0128302
10600,0.0256604
10600,0.0113208
10600,0.0158491
10600,0.00792453
10700,0.0134579
10700,0.0224299
10700,0
10700,0.0201869
10700,0.035514
10700,0.0082243
10700,0.00785047
10700,0.0149533
10700,0.0295327
10700,0.0198131
10800,0.00037037
10800,0.00148148
10800,0.00037037
10800,0.01
10800,0.017037
10800,0.0174074
10800,0.0203704
10800,0.0118519
10800,0.00666667
10800,0.00592593
10900,0.00697248
10900,0.00807339
10900,0.0344954
10900,0.0308257
10900,0.00293578
10900,0.0146789
10900,0.00366972
10900,0.000733945
10900,0.0110092
10900,0.0194495
11000,0
11000,0.0243636
11000,0.0105455
11000,0.0138182
11000,0.00472727
11000,0.00145455
11000,0.012
11000,0.00290909
11000,0.0269091
11000,0.0152727
11100,0.0313514
11100,0.0172973
11100,0.00972973
11100,0.0154955
11100,0.0374775
11100,0.0169369
11100,0.00576577
11100,0.0468468
11100,0.0036036
11100,0.0223423
11200,0.0107143
11200,0.0257143
11200,0.0235714
11200,0.0103571
11200,0.00357143
11200,0.000357143
11200,0.0117857
11200,0.0125
11200,0.00321429
11200,0.0132143
11300,0.00884956
11300,0.0148673
11300,0.0258407
11300,0.00389381
11300,0.0145133
11300,0.00743363
11300,0.00106195
11300,0.000707965
11300,0.0099115
11300,0.019823
11400,0.00877193
11400,0.00596491
11400,0.0245614
11400,0.0101754
11400,0.0238596
11400,0.0126316
11400,0.0108772
11400,0.0291228
11400,0.0224561
11400,0.0119298
11500,0.00904348
11500,0.000347826
11500,0.0271304
11500,0.0184348
11500,0.0121739
11500,0
11500,0.018087
11500,0
11500,0.0149565
11500,0.0222609
11600,0.0110345
11600,0.02
11600,0.0124138
11600,0.0293103
11600,0.0134483
11600,0.00137931
11600,0.0127586
11600,0.0362069
11600,0.00827586
11600,0.00172414
11700,0.000683761
11700,0.00034188
11700,0.00547009
11700,0.00512821
11700,0.00136752
11700,0.0242735
11700,0.0205128
11700,0.0300855
11700,0.00923077
11700,0.00102564
11800,0.0169492
11800,0.00813559
11800,0.0223729
11800,0.00779661
11800,0.0122034
11800,0.039661
11800,0.0152542
11800,0.0155932
11800,0.0115254
11800,0.019661
11900,0.0110924
11900,0.0194958
11900,0.0157983
11900,0.00840336
11900,0.00268908
11900,0.0087395
11900,0.0312605
11900,0.000336134
11900,0.0141176
11900,0.00739496
12000,0.013
12000,0.007
12000,0.023
12000,0.012
12000,0.0203333
12000,0.00433333
12000,0.005
12000,0.014
12000,0.00233333
12000,0.0153333
12100,0.000991736
12100,0.00561983
12100,0.018843
12100,0.00892562
12100,0.0267769
12100,0.0168595
12100,0.0046281
12100,0.00198347
12100,0.00363636
12100,0.00859504
12200,0.000655738
12200,0.0295082
12200,0.0193443
12200,0.0101639
12200,0.000983607
12200,0.0186885
12200,0.0154098
12200,0.00295082
12200,0.0042623
12200,0.00295082
12300,0.0130081
12300,0.00227642
12300,0.00162602
12300,0.0126829
12300,0.0104065
12300,0.00097561
12300,0.0104065
12300,0.00130081
12300,0.00422764
12300,0.00715447
12400,0.0167742
12400,0.0154839
12400,0.00806452
12400,0.00129032
12400,0.0254839
12400,0.00129032
12400,0.0112903
12400,0.0129032
12400,0.00322581
12400,0.000645161
12500,0.01312
12500,0.00928
12500,0.01632
12500,0.00256
12500,0.00736
12500,0.01856
12500,0.01728
12500,0.00672
12500,0.00032
12500,0.00576
12600,0.0219048
12600,0.015873
12600,0.0203175
12600,0.0111111
12600,0.00666667
12600,0.0111111
12600,0.0365079
12600,0.00634921
12600,0.0380952
12600,0.000634921
12700,0.00314961
12700,0.0258268
12700,0.00188976
12700,0.0135433
12700,0.00629921
12700,0.00755906
12700,0.0170079
12700,0.00944882
12700,0.0182677
12700,0.000944882
12800,0.016875
12800,0.009375
12800,0.0171875
12800,0.0046875
12800,0.0171875
12800,0.005
12800,0.0128125
12800,0.0021875
12800,0.015625
12800,0.00125
12900,0.0328682
12900,0.00527132
12900,0.0133333
12900,0.00837209
12900,0.0316279
12900,0.00651163
12900,0.00496124
12900,0.0111628
12900,0.0027907
12900,0.000620155
13000,0.00830769
13000,0.0203077
13000,0.0116923
13000,0.0249231
13000,0.0126154
13000,0.00307692
13000,0.000307692
13000,0.00123077
13000,0.00676923
13000,0.0249231
13100,0.00885496
13100,0.0116031
13100,0.0259542
13100,0.00152672
13100,0.0119084
13100,0.0134351
13100,0.00977099
13100,0.030229
13100,0.0119084
13100,0.00885496
13200,0.0030303
13200,0.000909091
13200,0.00363636
13200,0.0148485
13200,0.0218182
13200,0.0121212
13200,0.00575758
13200,0.0190909
13200,0.00363636
13200,0.000606061
13300,0.0075188
13300,0.00631579
13300,0.0111278
13300,0.00330827
13300,0.000902256
13300,0.00481203
13300,0.00210526
13300,0.0192481
13300,0.00150376
13300,0.00240602
13400,0.0134328
13400,0.0113433
13400,0.0220896
13400,0.0101493
13400,0.000298507
13400,0.0337313
13400,0.000895522
13400,0.00179104
13400,0.00537313
13400,0.00686567
13500,0.013037
13500,0.0112593
13500,0.0186667
13500,0.00296296
13500,0.00474074
13500,0.0216296
13500,0.0082963
13500,0.00533333
13500,0.00237037
13500,0.00977778
13600,0.0217647
13600,0.00882353
13600,0.005
13600,0.0158824
13600,0.00941176
13600,0.00764706
13600,0.00205882
13600,0.000588235
13600,0.0111765
13600,0.0108824
13700,0.029781
13700,0.00875912
13700,0.0151825
13700,0.0306569
13700,0.020438
13700,0.0145985
13700,0.00291971
13700,0.0105109
13700,0.0131387
13700,0.000291971
13800,0.0176812
13800,0.0084058
13800,0.00550725
13800,0.00550725
13800,0.0156522
13800,0.0188406
13800,0.00637681
13800,0
13800,0.0284058
13800,0.0385507
13900,0.00892086
13900,0.0120863
13900,0.0109353
13900,0.00201439
13900,0.00661871
13900,0.0141007
13900,0.0411511
13900,0.0192806
13900,0.0235971
13900,0.00892086
14000,0.00971429
14000,0.0268571
14000,0.00457143
14000,0.0325714
14000,0.0145714
14000,0.00171429
14000,0.0274286
14000,0.0128571
14000,0.000285714
14000,0.00914286
14100,0.0209929
14100,0.0048227
14100,0.00340426
14100,0.00992908
14100,0.00879433
14100,0.00283688
14100,0.00879433
14100,0.0102128
14100,0.0184397
14100,0.00539007
14200,0.011831
14200,0.0112676
14200,0.0242254
14200,0.00253521
14200,0.0194366
14200,0.0197183
14200,0.0112676
14200,0.00591549
14200,0.0230986
14200,0.0129577
14300,0.0106294
14300,0.000559441
14300,0.00447552
14300,0.00167832
14300,0.0193007
14300,0.0237762
14300,0.00783217
14300,0.00895105
14300,0
14300,0.0176224
14400,0.0075
14400,0.00555556
14400,0.0241667
14400,0.00305556
14400,0.00361111
14400,0.0263889
14400,0.00222222
14400,0.00444444
14400,0.0111111
14400,0.0161111
14500,0.0209655
14500,0.0143448
14500,0.0102069
14500,0.0022069
14500,0.00551724
14500,0.0129655
14500,0.00358621
14500,0.00606897
14500,0.0113103
14500,0.0209655
14600,0.0115068
14600,0.00191781
14600,0
14600,0.00246575
14600,0.00712329
14600,0.00246575
14600,0.00575342
14600,0.00520548
14600,0.00657534
14600,0.0323288
14700,0.022585
14700,0.0334694
14700,0.0179592
14700,0.000544218
14700,0.012517
14700,0.00517007
14700,0.0231293
14700,0.00843537
14700,0.00326531
14700,0.0231293
14800,0.0181081
14800,0.0113514
14800,0.00945946
14800,0.0027027
14800,0.0148649
14800,0.0105405
14800,0.0072973
14800,0.0286486
14800,0.00837838
14800,0.00648649
14900,0.000536913
14900,0.0161074
14900,0.0134228
14900,0.012349
14900,0.00724832
14900,0.0238926
14900,0.00912752
14900,0.00644295
14900,0.0212081
14900,0.00590604
15000,0.0186667
15000,0.0112
15000,0.0016
15000,0.00266667
15000,0.0245333
15000,0.00133333
15000,0.008
15000,0.0168
15000,0.0088
15000,0.0338667
15100,0.0203974
15100,0.00556291
15100,0.0013245
15100,0.00503311
15100,0.024106
15100,0.0203974
15100,0.00317881
15100,0.0135099
15100,0.000529801
15100,0.0156291
15200,0.0165789
15200,0.0142105
15200,0.0176316
15200,0.00421053
15200,0.0157895
15200,0.000789474
15200,0.00315789
15200,0.00421053
15200,0.000263158
15200,0.00973684
15300,0.00993464
15300,0.0198693
15300,0.00993464
15300,0.00287582
15300,0.00313725
15300,0.000261438
15300,0.00705882
15300,0.025098
15300,0.00784314
15300,0.0159477
15400,0.00571429
15400,0.0155844
15400,0.0272727
15400,0.034026
15400,0.00285714
15400,0.00571429
15400,0.0103896
15400,0.0153247
15400,0.0212987
15400,0.00701299
15500,0.0172903
15500,0.0260645
15500,0.00877419
15500,0.00929032
15500,0.00258065
15500,0.027871
15500,0.00619355
15500,0.0100645
15500,0.00748387
15500,0.00980645
15600,0.00871795
15600,0.0535897
15600,0.0233333
15600,0.0110256
15600,0.0151282
15600,0.000769231
15600,0.00102564
15600,0.0115385
15600,0.00564103
15600,0.0110256
15700,0.0173248
15700,0.00433121
15700,0.011465
15700,0.00866242
15700,0.0124841
15700,0.0183439
15700,0.0211465
15700,0.00101911
15700,0.0292994
15700,0.0191083
15800,0.00329114
15800,0.000759494
15800,0.0035443
15800,0.00227848
15800,0.00658228
15800,0.0182278
15800,0.00835443
15800,0.021519
15800,0.0141772
15800,0.036962
15900,0.0100629
15900,0.000251572
15900,0
15900,0.0166038
15900,0.0125786
15900,0.0223899
15900,0.0216352
15900,0.0148428
15900,0.00654088
15900,0.0045283
16000,0.026
16000,0.022
16000,0.00875
16000,0.003
16000,0.01725
16000,0.00675
16000,0.018
16000,0.02775
16000,0.012
16000,0.007
16100,0.00372671
16100,0.0223602
16100,0.00248447
16100,0.0104348
16100,0.0121739
16100,0.0106832
16100,0.0183851
16100,0.044472
16100,0.00223602
16100,0.0047205
16200,0.00246914
16200,0.0237037
16200,0.0204938
16200,0.022716
16200,0.000493827
16200,0.017284
16200,0.0177778
16200,0.0187654
16200,0.0108642
16200,0.017037
16300,0.00515337
16300,0.00220859
16300,0.00368098
16300,0.0103067
16300,0.000245399
16300,0.0115337
16300,0.00785276
16300,0.00834356
16300,0.0188957
