throws,error
5000,0.00330808
5000,0.00102093
5000,0.00330808
5000,0.00993361
5000,0.000252309
5100,0.00712281
5100,0.00961936
5100,0.00211442
5100,0.00088144
5100,0.00635855
5100,0.00286338
5100,0.00462626
5100,0.00512557
5100,0.00412695
5100,0.00436131
5200,0.000717311
5200,0.0166328
5200,0.000962165
5200,0.00295549
5200,0.00855263
5200,0.00932169
5200,0.0034452
5200,0.0119806
5200,0.00417976
5200,0.0034107
5300,0.0099962
5300,0.00759386
5300,0.00826158
5300,0.00609947
5300,0.00350988
5300,0.000146607
5300,0.00369714
5300,0.00297643
5300,0.0041776
5300,0.00874205
5400,0.00262902
5400,0.000907753
5400,0.000436183
5400,0.0014501
5400,0.00121431
5400,0.00168588
5400,0.0106457
5400,0.00286481
5400,0.0145833
5400,0.00468031
5500,0.000303286
5500,0.0112716
5500,0.00331276
5500,0.00817422
5500,0.00377576
5500,0.00687316
5500,0.00594716
5500,0.0111837
5500,0.00455817
5500,0.0109522
5600,0.00209851
5600,0.00687316
5600,0.000734322
5600,0.00313087
5600,0.00937416
5600,0.0106339
5600,0.00290351
5600,0.00517715
5600,0.00131196
5600,0.00108459
5700,0.0153614
5700,0.000618645
5700,0.0135744
5700,0.00228523
5700,0.00843678
5700,0.00719949
5700,0.00496574
5700,0.0117874
5700,0.00407224
5700,0.00352252
5800,0.00102971
5800,0.00432257
5800,0.00410305
5800,0.0018241
5800,0.0131035
5800,0.00476162
5800,0.000371139
5800,0.0106888
5800,0.0027022
5800,0.014337
5900,0.00780147
5900,0.0139947
5900,0.000614859
5900,0.00175898
5900,0.0097437
5900,0.00585924
5900,0.011405
5900,0.000895764
5900,0.0032045
5900,0.00665735
6000,0.00857081
6000,0.00347785
6000,0.00543483
6000,0.000294751
6000,0.0113295
6000,0.00920743
6000,0.00729757
6000,0.00708536
6000,0.00161511
6000,0.00203952
6100,0.00165496
6100,0.000611321
6100,0.0125088
6100,0.000402593
6100,0.00415969
6100,0.0012375
6100,0.00523306
6100,0.000611321
6100,0.000820049
6100,0.00272832
6200,0.00297129
6200,0.000930571
6200,0.00605171
6200,0.00707852
6200,0.0050249
6200,0.00072521
6200,0.00072521
6200,0.00625707
6200,0.00379274
6200,0.00996646
6300,0.00201931
6300,0.00444794
6300,0.0149538
6300,0.00464663
6300,0.00626344
6300,0.00282772
6300,0.00202272
6300,0.000806702
6300,0.00141301
6300,0.00283112
6400,0.000686705
6400,0.00168142
6400,0.0056603
6400,0.00229745
6400,0.00108459
6400,0.0112307
6400,0.0070529
6400,0.0156075
6400,0.00269534
6400,0.00349111
6500,0.00154981
6500,0.00922375
6500,0.00295549
6500,0.00605512
6500,0.00820984
6500,0.00370453
6500,0.00154981
6500,0.00687316
6500,0.00491433
6500,0.0074608
6600,0.0178693
6600,0.00489466
6600,0.00224319
6600,0.00142219
6600,0.00373717
6600,0.00282194
6600,0.000314042
6600,0.00340068
6600,0.00238677
6600,7.17879e-05
6700,0.0192255
6700,0.00611301
6700,0.00915358
6700,0.00756956
6700,0.00452899
6700,0.0182753
6700,0.00205853
6700,0.0030087
6700,0.00376885
6700,0.00383258
6800,0.00443902
6800,0.00275385
6800,0.00810613
6800,0.0115542
6800,0.00088144
6800,0.00237937
6800,0.00294109
6800,0.00443902
6800,0.00593695
6800,0.00724764
6900,0.00124605
6900,0.00807357
6900,0.00272227
6900,0.00567471
6900,0.00143058
6900,0.00705768
6900,0.0113018
6900,0.00484335
6900,0.00881168
6900,0.00973432
7000,0.00523613
7000,0.00087074
7000,0.00749626
7000,0.000766282
7000,0.00185763
7000,0.0059637
7000,0.0141488
7000,0.00658681
7000,0.00487235
7000,0.00749626
7100,0.00723181
7100,0.00633517
7100,0.00256925
7100,0.00185193
7100,0.000479355
7100,0.00741114
7100,0.00406595
7100,0.0047212
7100,0.00669383
7100,0.00848712
7200,0.00373717
7200,0.0084647
7200,0.000200398
7200,0.0125791
7200,0.00121431
7200,0.00126143
7200,0.0024993
7200,0.00369006
7200,0.00439741
7200,0.0056824
7300,0.00289416
7300,0.00129183
7300,0.0019895
7300,0.000452333
7300,0.0121382
7300,0.00390808
7300,0.000594166
7300,0.00460574
7300,0.00722199
7300,0.00286158
7400,0.00549668
7400,0.00413865
7400,0.00377609
7400,0.0108305
7400,0.00809601
7400,0.00241805
7400,0.00740777
7400,0.00893787
7400,0.0118629
7400,0.00035334
7500,0.00551971
7500,0.0111173
7500,0.0182474
7500,0.00382206
7500,0.00942431
7500,0.00347785
7500,0.000596517
7500,0.00959408
7500,0.0095894
7500,0.00636386
7600,0.00335499
7600,0.0028524
7600,0.00569171
7600,0.00183848
7600,0.00100083
7600,0.00133589
7600,0.00267614
7600,0.00402512
7600,0.00368133
7600,0.00334627
7700,0.000589635
7700,0.00453639
7700,0.00439282
7700,0.00668602
7700,0.00569388
7700,0.00736922
7700,0.00869207
7700,0.00139463
7700,0.0025739
7700,0.0100149
7800,0.00928719
7800,0.00899522
7800,0.000309222
7800,0.00279226
7800,0.00210482
7800,0.00781807
7800,0.00128864
7800,0.00377167
7800,0.00899522
7800,0.00360844
7900,0.00199117
7900,0.00392521
7900,0.0186385
7900,0.00376404
7900,0.00445561
7900,0.00574497
7900,0.00284392
7900,0.00429444
7900,0.000909881
7900,0.00800134
8000,0.00856487
8000,0.00512245
8000,0.00687316
8000,0.0049633
8000,0.000188647
8000,0.0035309
8000,0.00554093
8000,0.00321259
8000,0.0028353
8000,0.00315361
8100,0.000514778
8100,0.00247183
8100,0.00813068
8100,0.00114354
8100,0.0013715
8100,0.00790271
8100,0.00868866
8100,0.00318701
8100,0.00711676
8100,0.00350139
8200,0.00244323
8200,0.000890501
8200,0.00104577
8200,0.00943052
8200,0.00353014
8200,0.00446178
8200,0.00461706
8200,0.000269408
8200,0.000890501
8200,0.000735228
8300,0.0108616
8300,0.00426532
8300,0.00273129
8300,0.00288469
8300,0.00625955
8300,0.00171738
8300,0.00441872
8300,0.00509223
8300,0.0031915
8300,0.000336756
8400,0.0027806
8400,0.00126484
8400,0.00763104
8400,0.00661712
8400,0.0107097
8400,0.00904234
8400,0.00854049
8400,0.000658534
8400,0.00601082
8400,0.0141488
8500,0.00316297
8500,0.00297854
8500,0.0016304
8500,0.00511028
8500,0.00810613
8500,0.00702295
8500,0.00436131
8500,0.0046609
8500,0.0109522
8500,0.00312833
8600,0.00408263
8600,0.00793196
8600,0.000210855
8600,0.00731731
8600,0.00524459
8600,0.000825503
8600,0.00941247
8600,0.00509654
8600,0.00304627
8600,0.00198747
8700,0.000287433
8700,0.00116553
8700,0.0115669
8700,0.00672681
8700,0.00834718
8700,0.00614141
8700,0.00980014
8700,0.00688369
8700,0.00761543
8700,0.00218998
8800,0.00397943
8800,0.00716253
8800,0.00253257
8800,0.00976577
8800,0.00253257
8800,0.000216474
8800,7.17879e-05
8800,0.00528161
8800,0.00238677
8800,0.00296662
8900,0.00757597
8900,0.00701622
8900,0.00315358
8900,0.00515643
8900,0.00371333
8900,0.00800515
8900,0.00515643
8900,0.00472725
8900,0.00630091
8900,0.00315358
9000,0.00430306
9000,0.00614218
9000,0.00121431
9000,0.00741542
9000,0.00501041
9000,0.0017802
9000,0.00317129
9000,0.00104922
9000,0.0111173
9000,0.004586
9100,0.00841224
9100,0.00715299
9100,0.00110208
9100,0.0147085
9100,0.00953157
9100,0.000436999
9100,0.00851765
9100,0.00463449
9100,0.001242
9100,0.00641891
9200,0.00950267
9200,0.00544405
9200,0.00313647
9200,0.00659636
9200,0.000922144
9200,0.0039217
9200,0.00410524
9200,0.00212256
9200,0.0132394
9200,0.000876999
9300,0.00303975
9300,0.012157
9300,0.000519849
9300,0.0059148
9300,0.00161511
9300,0.0051747
9300,0.00509336
9300,0.00531161
9300,0.00550408
9300,0.00509336
9400,0.0070783
9400,0.000170298
9400,0.00477563
9400,0.00301477
9400,0.00572379
9400,0.00362233
9400,0.00152481
9400,0.00558834
9400,0.00321598
9400,0.000305749
9500,0.00459473
9500,0.000632257
9500,0.00451899
9500,0.00526485
9500,0.011564
9500,0.00358081
9500,0.00666339
9500,0.00572522
9500,9.61561e-05
9500,3.78691e-05
9600,0.00170062
9600,0.00254351
9600,0.00638976
9600,0.00408794
9600,0.00121722
9600,0.00594475
9600,0.0115152
9600,0.00183325
9600,0.00103747
9600,0.00214563
9700,0.0112048
9700,0.0025777
9700,0.0129112
9700,0.003234
9700,0.00139634
9700,0.00310274
9700,0.000572588
9700,0.00349653
9700,0.00979709
9700,0.00480915
9800,0.00170172
9800,0.00167626
9800,0.000402499
9800,0.00115657
9800,0.0110561
9800,0.00115657
9800,0.000662344
9800,0.00702854
9800,0.00196157
9800,0.00456002
9900,0.00727395
9900,0.00442956
9900,0.000457618
9900,0.00238677
9900,0.00442956
9900,0.00302982
9900,0.00470175
9900,0.00352929
9900,0.000843448
9900,0.00404373
10000,0.00484065
10000,0.0014029
10000,0.000761605
10000,0.00152555
10000,0.000888929
10000,2.33843e-06
10000,0.0049633
10000,0.00675051
10000,0.00254882
10000,0.00866037
10100,0.000443926
10100,0.00371616
10100,0.000564581
10100,6.03276e-05
10100,0.000443926
10100,0.00346945
10100,0.00838591
10100,0.00321732
10100,0.00435189
10100,0.000822116
10200,0.00225454
10200,0.00361235
10200,0.000616489
10200,0.00375247
10200,0.0104779
10200,0.000366834
10200,0.000990971
10200,0.00125592
10200,0.00735717
10200,0.00211442
10300,0.00684816
10300,0.00662592
10300,0.00922185
10300,0.00239801
10300,0.0016813
10300,0.00625508
10300,0.00304107
10300,0.00375778
10300,0.00452446
10300,0.00687316
10400,0.000874238
10400,0.00757322
10400,0.0047919
10400,0.000384531
10400,0.00295549
10400,0.00279857
10400,0.00328828
10400,0.000262104
10400,0.012103
10400,0.00919927
10500,0.00282772
10500,0.00561672
10500,0.00784324
10500,0.0081632
10500,0.00323533
10500,0.00440411
10500,0.00695059
10500,0.00246393
10500,0.00202272
10500,0.00561672
10600,0.0048983
10600,0.00531163
10600,0.00453795
10600,0.000747191
10600,0.000213744
10600,0.00375011
10600,0.00994322
10600,0.00333678
10600,0.00657994
10600,0.00369714
10700,0.00425528
10700,0.00211338
10700,0.0016374
10700,0.00288438
10700,0.00282735
10700,0.0003855
10700,0.00639718
10700,0.00585924
10700,0.00342232
10700,0.00217042
10800,0.0049161
10800,0.000978528
10800,0.00302982
10800,0.00156799
10800,0.00574135
10800,0.00550556
10800,0.000860635
10800,0.000789861
10800,0.000860635
10800,0.0049161
10900,0.00336883
10900,0.00901314
10900,0.0119334
10900,0.005392
10900,0.00165405
10900,0.00290158
10900,0.000565363
10900,0.00142042
10900,0.00406969
10900,0.00617229
11000,0.00710465
11000,0.0015487
11000,0.0130357
11000,0.00143295
11000,0.00609074
11000,0.0052805
11000,0.0013172
11000,0.00316919
11000,0.00363218
11000,0.00319701
11100,0.00562983
11100,0.00528571
11100,0.00631807
11100,0.00113784
11100,0.000679017
11100,0.00136725
11100,0.0058408
11100,0.00125255
11100,0.00310629
11100,0.00207393
11200,0.00494978
11200,0.00244878
11200,0.00141641
11200,0.00835102
11200,0.00290351
11200,0.0023351
11200,0.0023351
11200,0.000506957
11200,0.00335823
11200,0.000393275
11300,0.00225344
11300,0.00439428
11300,0.00642245
11300,0.00292949
11300,0.00169023
11300,0.00822544
11300,0.00484516
11300,0.000450619
11300,0.00405642
11300,0.00236611
11400,0.00687316
11400,0.00341084
11400,0.000171894
11400,0.00295536
11400,0.00207058
11400,0.00140046
11400,0.000730333
11400,0.00451899
11400,0.00519784
11400,0.0127839
11500,0.00255521
11500,0.00353419
11500,0.00310879
11500,0.00918073
11500,0.00133733
11500,0.00742674
11500,0.0017802
11500,0.00687316
11500,0.00465883
11500,0.00211235
11600,0.00168828
11600,0.0027022
11600,0.00640805
11600,0.000810187
11600,0.00193386
11600,0.00179805
11600,0.000151615
11600,0.000151615
11600,0.0018241
11600,0.00314125
11700,0.00730845
11700,0.00458785
11700,0.004771
11700,0.00328197
11700,0.00132314
11700,0.00426138
11700,0.0102467
11700,0.00110549
11700,0.000853341
11700,0.00107099
11800,0.00650665
11800,0.00531973
11800,0.00395981
11800,0.000399056
11800,0.000140453
11800,0.00391701
11800,0.00460722
11800,0.0034203
11800,0.00460722
11800,0.00165108
11900,0.00222141
11900,0.00248636
11900,0.00109543
11900,0.00543126
11900,0.00623119
11900,0.00125846
11900,2.54802e-05
11900,0.000402499
11900,0.00382634
11900,0.00398429
12000,0.000978489
12000,0.00246393
12000,0.00405548
12000,0.00602433
12000,0.00320666
12000,0.0108461
12000,0.00150901
12000,0.00124968
12000,0.00156799
12000,0.00390226
12100,0.000387467
12100,0.00670105
12100,0.00897768
12100,0.00985784
12100,0.0046634
12100,0.00403204
12100,0.000454344
12100,0.0013345
12100,0.00287455
12100,0.00371636
12200,0.00199778
12200,0.00342915
12200,0.00491997
12200,0.00415969
12200,0.00178905
12200,0.00930325
12200,0.00551642
12200,0.00833425
12200,0.00241523
12200,0.000715685
12300,0.0031466
12300,0.00668736
12300,0.00368542
12300,0.007619
12300,0.000994016
12300,0.00730846
12300,0.00171862
12300,0.000269408
12300,0.00128332
12300,0.00171862
12400,0.00214985
12400,0.00760481
12400,0.00123861
12400,0.00257346
12400,0.000622529
12400,0.0109804
12400,0.00134129
12400,0.0123152
12400,0.00472975
12400,0.0034847
12500,0.00330808
12500,0.00300718
12500,0.00748431
12500,0.00758617
12500,0.000252309
12500,0.00198859
12500,0.0116652
12500,0.0040211
12500,0.00137744
12500,0.00371552
12600,0.00667105
12600,0.000907753
12600,0.00505083
12600,0.00727736
12600,0.00353848
12600,0.00201931
12600,0.00222482
12600,0.00606134
12600,0.0100023
12600,0.00980022
12700,0.00646077
12700,0.000958105
12700,0.00144802
12700,0.00145938
12700,0.00355337
12700,0.00385414
12700,0.0076752
12700,0.0047678
12700,0.000958105
12700,0.00575899
12800,0.00239692
12800,0.00098512
12800,0.00466558
12800,0.00197984
12800,0.0031735
12800,0.00227825
12800,0.00100432
12800,0.00239692
12800,0.00816629
12800,0.00120326
12900,0.00418133
12900,0.00368782
12900,0.00398393
12900,0.00566184
12900,0.00894587
12900,0.00546444
12900,0.00223422
12900,0.00440564
12900,0.000753709
12900,0.00171381
13000,0.00546747
13000,0.00252923
13000,0.00266167
13000,0.000276575
13000,0.0103645
13000,0.00213746
13000,0.00439012
13000,0.0116723
13000,0.00168226
13000,0.00429218
13100,0.00197149
13100,0.00580402
13100,0.00780312
13100,0.00031919
13100,0.00984419
13100,0.00663679
13100,0.00615082
13100,0.00522086
13100,0.000555554
13100,0.00508169
13200,0.00928459
13200,0.00696961
13200,0.000168245
13200,0.0020974
13200,0.00397943
13200,0.00176091
13200,0.00286906
13200,0.00788485
13200,0.004123
13200,0.00253257
13300,0.00668169
13300,0.00758242
13300,0.00375313
13300,0.00557204
13300,0.00471045
13300,0.00514997
13300,0.000746288
13300,0.00179934
13300,0.00231715
13300,0.0113726
13400,0.00592298
13400,0.00174219
13400,0.00680942
13400,0.0106101
13400,0.00791835
13400,0.00250233
13400,0.00224856
13400,0.00386386
13400,0.00424394
13400,0.00433895
13500,0.00095491
13500,0.00819355
13500,0.00432668
13500,0.0071561
13500,0.000106084
13500,0.00413805
13500,0.000365486
13500,0.00501041
13500,0.00621296
13500,0.00140294
13600,0.00314424
13600,0.000413337
13600,0.00144316
13600,0.000413337
13600,0.00996263
13600,0.00782527
13600,0.00528161
13600,0.0043454
13600,0.00518799
13600,0.00426769
13700,0.00417798
13700,0.00352742
13700,0.00176161
13700,0.000553426
13700,0.0057663
13700,0.00353581
13700,0.00242056
13700,0.00204042
13700,0.0047356
13700,0.0040005
13800,0.00419849
13800,0.00401397
13800,0.00401397
13800,4.6625e-05
13800,0.00512014
13800,0.00668961
13800,0.000231152
13800,0.00281355
13800,0.0065041
13800,0.00650509
13900,0.00769124
13900,0.00861355
13900,0.00274484
13900,0.00165196
13900,0.0108972
13900,0.00164564
13900,0.000186357
13900,0.00228684
13900,0.00247004
13900,0.00256164
14000,0.00205303
14000,0.00722343
14000,0.00232587
14000,0.00087074
14000,0.00422222
14000,0.00105263
14000,0.00313087
14000,0.00159831
14000,0.0059637
14000,0.00532708
14100,0.00549804
14100,0.00524774
14100,0.00757495
14100,0.00262902
14100,0.00280962
14100,0.00224721
14100,0.00956157
14100,0.00506714
14100,0.00082301
14100,0.00567864
14200,0.00705248
14200,0.00272097
14200,0.001645
14200,0.00292791
14200,0.00436254
14200,0.00496259
14200,0.0016726
14200,0.001645
14200,0.00343829
14200,0.00478326
14300,0.00327715
14300,0.00674962
14300,0.000284363
14300,0.00229773
14300,0.000284363
14300,0.00354426
14300,0.000106288
14300,0.00532501
14300,0.00799615
14300,0.00544855
14400,0.00766893
14400,0.0034248
14400,0.000772216
14400,0.00391401
14400,0.00377848
14400,0.00333638
14400,0.00448583
14400,0.0052403
14400,0.00262902
14400,0.00130273
14500,0.00375181
14500,0.00296152
14500,0.000590663
14500,0.00608287
14500,0.000327234
14500,0.00538039
14500,0.00467791
14500,0.00564382
14500,0.00287371
14500,0.00480552
14600,0.00146625
14600,0.00373366
14600,0.00661153
14600,0.00708015
14600,0.000768582
14600,0.00830107
14600,0.000332541
14600,0.00237091
14600,0.00254533
14600,0.0073092
14700,0.0030621
14700,0.00063688
14700,0.00412694
14700,0.00135526
14700,0.00436132
14700,0.000896725
14700,0.000550265
14700,0.00196157
14700,0.00297548
14700,0.00594586
14800,0.0017974
14800,0.00162534
14800,0.00396659
14800,0.00627095
14800,0.00104158
14800,0.00128122
14800,0.000439369
14800,0.003518
14800,0.00542909
14800,0.00781948
14900,0.00610408
14900,0.000988458
14900,0.00114785
14900,0.00030484
14900,0.0026975
14900,0.00133027
14900,4.84827e-05
14900,0.000475744
14900,0.00396778
14900,0.0010624
15000,0.00237438
15000,0.00178487
15000,0.000167427
15000,0.000426752
15000,0.000506957
15000,0.0021244
15000,0.00390226
15000,0.00254882
15000,0.00271858
15000,0.00670807
15100,4.31946e-05
15100,0.00156096
15100,0.00172754
15100,0.000294087
15100,0.00425922
15100,0.00847318
15100,0.00518675
15100,0.00181186
15100,0.00999301
15100,0.000631369
15200,7.94029e-05
15200,0.00745079
15200,0.000665763
15200,0.00134461
15200,0.00084202
15200,0.00183848
15200,0.00151215
15200,0.0037651
15200,0.00250861
15200,0.00402512
15300,0.000631785
15300,0.00612419
15300,0.00352913
15300,0.00502706
15300,0.00304511
15300,0.00544315
15300,0.00161511
15300,0.00710751
15300,0.000450053
15300,0.00088144
15400,0.00844404
15400,0.00902278
15400,0.00370962
15400,0.0033789
15400,0.00362694
15400,0.00346158
15400,0.000754991
15400,0.00238677
15400,0.00461907
15400,0.00249123
15500,0.00175202
15500,0.00366952
15500,0.00355919
15500,0.00659854
15500,0.00709141
15500,2.69818e-05
15500,0.000191271
15500,0.00235521
15500,0.00290204
15500,0.00449096
15600,0.000425339
15600,0.000262104
15600,0.00230255
15600,0.00156799
15600,0.00145187
15600,0.0052408
15600,0.00463497
15600,0.005696
15600,0.000751811
15600,0.00426138
15700,0.0034263
15700,0.00103409
15700,0.00614327
15700,0.00180434
