realization,energy,pressure,acc_ratio
1,-226.277919,2.133668,0.140000
1,-206.887513,2.203695,0.100000
1,-218.402464,1.996499,0.140000
1,-223.285476,1.856830,0.160000
1,-213.570404,1.821107,0.180000
1,-217.399091,1.679626,0.210000
1,-210.623113,1.524441,0.230000
1,-216.627048,1.431745,0.200000
1,-218.868806,1.406678,0.260000
1,-216.114742,1.326014,0.330000
1,-227.270567,1.244523,0.210000
1,-219.038597,1.200419,0.380000
1,-208.515579,1.171403,0.320000
1,-210.740879,1.101642,0.350000
1,-223.757131,0.954905,0.330000
1,-221.297149,0.921848,0.360000
1,-220.419451,0.792799,0.460000
1,-233.864214,0.655846,0.390000
1,-230.069950,0.558327,0.440000
1,-220.477829,0.559497,0.540000
1,-210.736238,0.603481,0.500000
1,-213.515491,0.504352,0.510000
1,-212.511117,0.520361,0.420000
1,-230.868757,0.380259,0.490000
1,-226.635301,0.407281,0.490000
1,-226.597764,0.416342,0.460000
1,-221.160703,0.446909,0.480000
1,-223.212102,0.468669,0.450000
1,-218.378951,0.526733,0.470000
1,-222.636149,0.436787,0.500000
1,-205.954305,0.476010,0.430000
1,-218.853354,0.364503,0.550000
1,-209.046720,0.421518,0.550000
1,-216.977841,0.381518,0.600000
1,-218.017018,0.355944,0.550000
1,-205.626097,0.461471,0.540000
1,-211.157484,0.402116,0.490000
1,-205.911854,0.396233,0.620000
1,-201.132114,0.431471,0.520000
1,-204.551876,0.419796,0.550000
1,-203.937256,0.393200,0.500000
1,-206.163728,0.420864,0.550000
1,-205.213724,0.359984,0.540000
1,-203.815043,0.323923,0.610000
1,-201.671474,0.238606,0.550000
1,-202.957293,0.259304,0.640000
1,-196.200527,0.240212,0.540000
1,-189.486711,0.251626,0.530000
1,-184.631886,0.342780,0.720000
1,-189.418671,0.345601,0.610000
1,-191.042259,0.401487,0.540000
1,-192.036574,0.359839,0.520000
1,-191.021250,0.341249,0.580000
1,-187.896086,0.323672,0.580000
1,-184.728837,0.302501,0.580000
1,-169.320238,0.351202,0.570000
1,-170.774343,0.371634,0.670000
1,-167.467872,0.436934,0.620000
1,-171.965249,0.372804,0.670000
1,-183.339807,0.251748,0.590000
1,-181.188195,0.231109,0.580000
1,-174.111607,0.293577,0.550000
1,-168.908783,0.326291,0.550000
1,-175.934111,0.260145,0.600000
1,-178.208978,0.217375,0.550000
1,-163.460893,0.282557,0.640000
1,-165.671338,0.269004,0.620000
1,-180.685906,0.161177,0.680000
1,-160.585423,0.286820,0.650000
1,-168.374480,0.255887,0.640000
1,-164.400039,0.252133,0.580000
1,-163.216435,0.272767,0.550000
1,-175.642946,0.151013,0.620000
1,-173.290251,0.180940,0.630000
1,-174.312676,0.166346,0.660000
1,-167.621603,0.234566,0.620000
1,-167.169781,0.198532,0.690000
1,-154.500342,0.291265,0.660000
1,-156.224633,0.269478,0.650000
1,-154.284625,0.314283,0.690000
1,-154.444530,0.291941,0.630000
1,-159.998839,0.210826,0.580000
1,-161.043474,0.189952,0.640000
1,-153.387819,0.218359,0.680000
1,-160.241455,0.142836,0.730000
1,-158.751229,0.143528,0.620000
1,-160.240447,0.144610,0.700000
1,-159.126108,0.089476,0.640000
1,-152.147260,0.149927,0.750000
1,-143.238091,0.228955,0.650000
1,-130.915288,0.357561,0.760000
1,-132.785725,0.344462,0.550000
1,-140.852012,0.299962,0.620000
1,-141.554319,0.278465,0.680000
1,-128.173414,0.381834,0.620000
1,-135.337645,0.339800,0.740000
1,-137.068171,0.370390,0.740000
1,-143.018383,0.285203,0.590000
1,-145.924605,0.211687,0.700000
1,-148.110548,0.170628,0.700000
1,-142.851780,0.200971,0.680000
1,-141.006871,0.227181,0.640000
1,-144.313192,0.204403,0.700000
1,-151.821853,0.146522,0.690000
1,-144.476001,0.168917,0.700000
1,-145.745873,0.175452,0.710000
1,-141.769026,0.200210,0.680000
1,-141.701166,0.210752,0.680000
1,-142.708647,0.206430,0.710000
1,-138.858787,0.174842,0.620000
1,-143.438996,0.140556,0.710000
1,-134.680475,0.170390,0.760000
1,-124.557935,0.261949,0.710000
1,-118.621608,0.291528,0.720000
1,-126.324513,0.222923,0.640000
1,-141.103784,0.150486,0.740000
1,-136.686680,0.170232,0.740000
1,-130.931314,0.195497,0.660000
1,-124.977979,0.212007,0.620000
1,-121.938273,0.243531,0.740000
1,-118.154959,0.299185,0.740000
1,-121.260695,0.290299,0.690000
1,-125.658180,0.210979,0.730000
1,-122.234353,0.182535,0.790000
1,-120.799517,0.189363,0.790000
1,-116.616399,0.218325,0.840000
1,-123.141270,0.168879,0.750000
1,-133.069212,0.139839,0.710000
1,-124.184437,0.198825,0.690000
1,-121.938443,0.247830,0.790000
1,-126.529784,0.216335,0.740000
1,-122.622509,0.215151,0.740000
1,-125.560720,0.197015,0.740000
1,-127.958740,0.200566,0.660000
1,-130.549385,0.164003,0.650000
1,-127.950634,0.157839,0.730000
1,-116.121502,0.272374,0.730000
1,-114.562132,0.302578,0.730000
1,-114.920390,0.345525,0.710000
1,-109.665472,0.396548,0.570000
1,-108.981449,0.372575,0.690000
1,-115.676569,0.303340,0.620000
1,-120.652160,0.267939,0.690000
1,-130.857992,0.213640,0.830000
1,-114.849072,0.317204,0.690000
1,-118.872896,0.282958,0.720000
1,-120.882647,0.239395,0.710000
1,-118.987298,0.246003,0.660000
1,-126.353761,0.219759,0.770000
1,-124.457550,0.184096,0.700000
1,-126.033755,0.176755,0.770000
1,-125.097887,0.219436,0.770000
1,-131.400879,0.213352,0.730000
1,-125.297283,0.258080,0.730000
1,-120.764741,0.336377,0.640000
1,-120.442614,0.295218,0.720000
1,-124.710692,0.239096,0.700000
1,-118.434904,0.288785,0.700000
1,-117.781352,0.301509,0.690000
1,-115.648758,0.296035,0.670000
1,-128.916708,0.195586,0.680000
1,-131.566836,0.196360,0.710000
1,-131.833328,0.200699,0.710000
1,-121.188107,0.246418,0.770000
1,-124.777024,0.241703,0.690000
1,-124.706932,0.260542,0.780000
1,-125.100665,0.252150,0.670000
1,-115.023646,0.253323,0.740000
1,-117.522138,0.279079,0.640000
1,-119.805315,0.242970,0.720000
1,-114.621249,0.230242,0.740000
1,-110.524400,0.302571,0.790000
1,-112.293292,0.303649,0.620000
1,-111.117470,0.330468,0.730000
1,-117.951016,0.260082,0.630000
1,-119.145281,0.215844,0.760000
1,-109.008363,0.277011,0.700000
1,-120.638130,0.160973,0.780000
1,-121.930827,0.153213,0.730000
1,-112.884090,0.213021,0.740000
1,-114.145557,0.204454,0.770000
1,-115.684340,0.228008,0.800000
1,-117.440404,0.199611,0.700000
1,-115.116973,0.266454,0.690000
1,-108.343736,0.297675,0.730000
1,-99.382833,0.329042,0.680000
1,-112.094179,0.279345,0.800000
1,-113.989376,0.239226,0.740000
1,-105.740169,0.308560,0.690000
1,-106.011770,0.292822,0.740000
1,-104.888585,0.292334,0.630000
1,-111.744193,0.267367,0.600000
1,-116.235298,0.246681,0.740000
1,-120.699589,0.213067,0.740000
1,-119.027095,0.157734,0.660000
1,-116.440005,0.232362,0.750000
1,-105.376224,0.305278,0.710000
1,-116.190531,0.236520,0.710000
1,-119.054393,0.185812,0.790000
1,-106.748203,0.259118,0.850000
1,-94.101374,0.410464,0.750000
1,-107.520667,0.333732,0.650000
1,-107.903145,0.351967,0.760000
1,-118.619617,0.243644,0.720000
1,-115.068057,0.291435,0.730000
1,-115.867432,0.276747,0.740000
1,-113.081924,0.302841,0.690000
1,-110.831925,0.303522,0.700000
1,-110.681410,0.338012,0.580000
1,-122.321316,0.216669,0.730000
1,-124.472688,0.234644,0.690000
1,-123.212521,0.246998,0.710000
1,-121.216503,0.227852,0.760000
1,-116.054906,0.272626,0.630000
1,-117.727496,0.279992,0.680000
1,-125.890477,0.219236,0.650000
1,-121.751103,0.214130,0.750000
1,-112.396593,0.274210,0.670000
1,-119.142025,0.204608,0.730000
1,-110.627764,0.249119,0.800000
1,-111.483857,0.229145,0.780000
1,-119.378032,0.144587,0.800000
1,-116.619544,0.194536,0.820000
1,-116.570430,0.219867,0.680000
1,-116.028597,0.216814,0.710000
1,-112.594481,0.245746,0.780000
1,-119.407883,0.220557,0.730000
1,-123.821992,0.164582,0.750000
1,-111.743161,0.225162,0.760000
1,-102.575849,0.286254,0.780000
1,-103.970203,0.289736,0.800000
1,-107.822286,0.310349,0.720000
1,-103.556034,0.335356,0.700000
1,-106.834798,0.293989,0.750000
1,-117.871392,0.186554,0.800000
1,-122.137926,0.222567,0.780000
1,-120.567658,0.184173,0.810000
1,-118.934897,0.211732,0.620000
1,-108.725824,0.238850,0.720000
1,-112.447111,0.262878,0.800000
1,-111.197824,0.275647,0.700000
1,-111.205563,0.308711,0.780000
1,-104.260339,0.369446,0.690000
1,-108.946948,0.324346,0.710000
1,-102.914233,0.323113,0.790000
1,-113.233996,0.256514,0.740000
1,-119.347782,0.199623,0.780000
1,-121.298515,0.166055,0.780000
1,-121.520482,0.207535,0.740000
1,-125.050854,0.213288,0.680000
1,-113.827293,0.330126,0.670000
1,-119.113315,0.262858,0.760000
1,-116.400447,0.289937,0.720000
1,-106.195749,0.336525,0.650000
1,-107.640558,0.321025,0.740000
1,-114.843987,0.265960,0.840000
1,-105.487383,0.317302,0.700000
1,-109.910727,0.248101,0.780000
1,-120.000200,0.183870,0.830000
1,-104.487077,0.330058,0.690000
1,-103.691021,0.333829,0.760000
1,-99.822980,0.335880,0.700000
1,-105.160935,0.253446,0.710000
1,-100.541488,0.335560,0.750000
1,-105.244676,0.292418,0.740000
1,-102.234838,0.339211,0.660000
1,-102.175850,0.330372,0.790000
1,-115.787060,0.221929,0.770000
1,-122.278964,0.195618,0.680000
1,-110.586802,0.276253,0.770000
1,-109.343233,0.342568,0.700000
1,-100.866245,0.400049,0.710000
1,-101.896777,0.325310,0.790000
1,-112.497724,0.240819,0.750000
1,-100.866039,0.387675,0.700000
1,-95.559389,0.389934,0.680000
1,-116.002883,0.231189,0.700000
1,-118.095231,0.215689,0.700000
1,-108.073208,0.272140,0.750000
1,-105.462592,0.247153,0.710000
1,-105.615423,0.234998,0.790000
1,-105.427484,0.245978,0.770000
1,-111.778585,0.224113,0.770000
1,-115.548280,0.184362,0.760000
1,-116.546237,0.181861,0.840000
1,-118.933666,0.195198,0.680000
1,-116.117792,0.213708,0.680000
1,-109.677294,0.304873,0.700000
1,-112.677773,0.307470,0.670000
1,-106.144154,0.335509,0.630000
1,-108.899425,0.263640,0.740000
1,-120.074830,0.215527,0.750000
1,-114.399149,0.230393,0.790000
1,-114.848432,0.218160,0.730000
1,-102.511485,0.303221,0.720000
1,-105.777534,0.312908,0.690000
1,-97.122655,0.354165,0.750000
1,-97.635742,0.359911,0.720000
1,-101.366720,0.309625,0.710000
1,-100.691139,0.351843,0.780000
1,-97.166981,0.364178,0.720000
1,-106.960205,0.282854,0.750000
1,-113.832663,0.216284,0.740000
1,-114.773059,0.201296,0.770000
1,-110.123403,0.177242,0.760000
1,-112.983736,0.169431,0.760000
1,-103.948432,0.213566,0.820000
1,-100.979285,0.235030,0.780000
1,-107.820742,0.255128,0.730000
1,-104.420661,0.276618,0.760000
1,-110.454506,0.247670,0.720000
1,-108.685682,0.221087,0.760000
1,-107.499649,0.248791,0.770000
1,-90.389994,0.384916,0.740000
1,-93.110713,0.333920,0.700000
1,-103.056974,0.284985,0.720000
1,-104.686758,0.259560,0.760000
1,-102.301301,0.190652,0.790000
1,-100.802757,0.193139,0.770000
1,-89.665260,0.288878,0.790000
1,-97.749914,0.233717,0.760000
1,-103.009164,0.183773,0.800000
1,-100.935005,0.157156,0.810000
1,-100.125570,0.148960,0.770000
1,-97.633139,0.143259,0.860000
1,-92.456897,0.192421,0.820000
1,-92.590603,0.192597,0.800000
1,-92.678329,0.209235,0.750000
1,-100.201692,0.190830,0.800000
1,-98.960306,0.236599,0.740000
1,-95.400802,0.240554,0.820000
1,-97.027192,0.211180,0.770000
1,-98.442997,0.260773,0.730000
1,-107.471633,0.196628,0.780000
1,-97.777804,0.256975,0.770000
1,-107.091971,0.202855,0.780000
1,-94.563333,0.275266,0.800000
1,-98.144837,0.223417,0.670000
1,-89.789420,0.224643,0.800000
1,-85.909242,0.268843,0.870000
1,-97.763171,0.191582,0.820000
1,-97.822332,0.169160,0.780000
1,-94.717457,0.209361,0.820000
1,-98.968835,0.207543,0.800000
1,-91.034111,0.267127,0.770000
1,-95.646509,0.187449,0.710000
1,-81.215174,0.262308,0.820000
1,-80.046190,0.299989,0.780000
