100	0.0185916
200	0.000506957
300	0.031324
400	0.0323379
500	0.0145126
600	0.0101034
700	0.00869207
800	0.0249578
900	0.0157622
1000	0.00967896
1100	0.0104892
1200	0.00585924
1300	0.0117702
1400	0.00232587
1500	0.0304752
1600	0.0193874
1700	0.0181076
1800	0.00475109
1900	0.0182653
2000	0.00750977
2100	0.0147551
2200	0.00803065
2300	0.0108415
2400	0.0143004
2500	0.0160405
2600	0.0102666
2700	0.00404373
2800	0.0176822
2900	0.00336077
3000	0.00416159
3100	0.0126233
3200	0.00267614
3300	0.00508758
3400	0.00462626
3500	0.00294898
3600	0.00550556
3700	0.000679017
3800	0.00116836
3900	0.00230255
4000	0.0113295
4100	0.00469933
4200	0.00585924
4300	0.00467483
4400	0.00687316
4500	0.00970258
4600	0.00327487
4700	0.00524774
4800	0.000772216
4900	0.000377035
5000	0.00254414
5100	0.00212971
5200	0.00932169
5300	0.0184044
5400	0.00427952
5500	0.000622706
5600	0.00619106
5700	0.00183848
5800	0.0073122
5900	0.0172968
6000	0.00416159
6100	0.00228114
6200	0.0105697
6300	0.00424243
6400	0.0132202
6500	0.000178633
6600	0.00455817
6700	0.00338878
6800	0.0129744
6900	0.00549019
7000	0.00276709
7100	0.001376
7200	0.000683796
7300	0.00115
7400	0.00239961
7500	0.00891034
7600	0.00318746
7700	0.0156152
7800	0.00536953
7900	0.00703432
8000	0.00585924
8100	0.00743114
8200	0.00384069
8300	0.00846708
8400	0.00555609
8500	0.00585924
8600	0.00331993
8700	0.00585924
8800	0.000795219
8900	0.000721548
9000	0.00390226
9100	0.000297083
9200	0.00964107
9300	0.00509336
9400	0.00206661
9500	0.0130966
9600	2.35591e-05
9700	0.00480915
9800	0.00011719
9900	0.00457314
10000	0.00280347
10100	0.00422042
10200	0.0038773
10300	0.00365915
10400	0.000227604
10500	0.00857081
10600	0.0043507
10700	0.0068112
10800	0.00503399
10900	0.000331741
11000	0.00120145
11100	0.00102314
11200	0.00631397
11300	0.00777456
11400	0.00184721
11500	0.00288736
11600	0.00434863
11700	9.1574e-05
11800	0.00622575
11900	0.00318437
12000	0.000978489
12100	0.0049122
12200	0.000506957
12300	0.00834361
12400	0.0018547
12500	0.00310437
12600	0.00494978
12700	0.00135913
12800	0.00138301
12900	0.0010229
13000	0.00566336
13100	0.00395734
13200	0.0020974
13300	0.00208654
13400	0.0050991
13500	0.0045153
13600	0.00219213
13700	0.00632393
13800	0.00198318
13900	0.00247004
14000	0.00241682
14100	0.00242781
14200	0.00675589
14300	0.000873127
14400	0.00280586
14500	0.00204363
14600	0.000801165
14700	0.0038671
14800	0.00162534
14900	0.00601863
15000	0.00781154
15100	0.00687316
15200	0.00436018
15300	0.000283616
15400	0.00100302
15500	0.0039981
15600	0.00230255
15700	0.00164214
15800	0.00389152
15900	6.65286e-05
16000	0.0017802
16100	0.00111425
16200	3.53872e-05
16300	0.00070224
16400	0.00213733
16500	0.000931371
16600	0.00831368
16700	0.00181842
16800	0.00078144
16900	0.00340753
17000	0.00698269
17100	0.00332765
17200	0.00297224
17300	0.00716755
17400	0.00255585
17500	0.00178487
17600	0.00144742
17700	0.00543447
17800	0.000506957
17900	0.00132496
18000	0.00708536
18100	0.00262338
18200	0.00554395
18300	0.0045373
18400	0.00239935
18500	0.000628635
18600	0.00345047
18700	0.00203893
18800	0.000506957
18900	0.00417847
19000	0.000766282
19100	0.000859609
19200	0.00678764
19300	0.00430029
19400	0.00284022
19500	0.00259452
19600	0.000312074
19700	0.00223988
19800	0.00547341
19900	0.00341813
20000	0.00190752
20100	0.00281867
20200	0.0023925
20300	0.00398798
20400	0.00113109
20500	0.000413794
20600	0.00221258
20700	0.000291675
20800	0.00142516
20900	0.0052283
21000	0.00123452
21100	0.0030112
21200	0.00333678
21300	0.00263131
21400	0.0037198
21500	0.00320149
21600	0.00198061
21700	0.00388075
21800	0.00295999
21900	0.00309413
22000	0.000650533
22100	0.00148068
22200	0.003221
22300	0.00247677
22400	0.00101853
22500	0.00195464
22600	0.006986
22700	0.00620008
22800	0.00340211
22900	0.00163364
23000	0.00249985
23100	0.00318021
