energy,magnet
-48,4
-100,16
-120,10
-116,28
-128,62
-108,40
-104,48
-124,62
-112,44
-128,60
-116,48
-116,58
-152,76
-164,72
-132,62
-144,80
-164,88
-192,98
-160,90
-144,82
-176,94
-180,94
-152,72
-156,74
-120,62
-140,82
-136,78
-144,84
-136,72
-104,54
-96,62
-124,66
-132,64
-172,88
-152,84
-176,94
-164,86
-192,98
-180,94
-184,92
-164,80
-148,82
-168,92
-160,88
-132,80
-104,62
-68,42
-124,56
-128,56
-128,68
-172,92
-176,94
-168,88
-160,88
-184,92
-164,84
-164,84
-168,90
-168,86
-124,64
-160,86
-148,82
-168,90
-156,88
-172,92
-168,90
-180,94
-160,86
-144,78
-164,80
-128,54
-140,78
-164,88
-132,64
-120,60
-112,30
-104,12
-136,0
-116,12
-128,-4
-108,14
-100,-6
-104,6
-100,28
-96,34
-116,44
-116,70
-168,86
-148,72
-128,62
-124,68
-104,66
-100,54
-112,60
-124,76
-152,86
-160,84
-124,74
-128,60
-140,76
-144,80
-152,72
-140,56
-116,58
-156,78
-152,76
-152,84
-136,78
-120,62
-148,84
-164,90
-156,86
-156,88
-160,86
-164,90
-156,88
-168,90
-120,70
-140,82
-172,92
-140,84
-148,84
-136,76
-116,62
-132,62
-132,72
-136,72
-172,92
-160,86
-184,96
-160,86
-176,92
-184,96
-156,88
-156,86
-184,96
-168,90
-140,74
-152,82
-132,68
-152,80
-160,84
-164,90
-152,78
-144,82
-132,70
-156,82
-180,94
-184,96
-184,96
-148,78
-148,82
-116,62
-148,82
-184,96
-160,88
-156,88
-144,82
-136,80
-144,86
-148,86
-168,90
-168,92
-152,84
-148,82
-144,80
-152,86
-172,92
-168,90
-152,86
-168,90
-128,74
-160,82
-168,90
-176,94
-136,64
-128,52
-104,40
-104,26
-96,16
-100,42
-136,66
-112,62
-128,64
-112,64
-140,78
-124,64
-116,48
-100,54
-108,48
-116,38
-124,38
-112,22
-92,24
-116,36
-100,24
-116,58
-128,70
-140,82
-172,92
-148,76
-128,58
-120,54
-168,90
-148,74
-140,82
-152,80
-168,92
-156,84
-152,82
-176,92
-164,88
-164,90
-160,88
-156,86
-156,88
-160,90
-176,94
-168,92
-172,92
-124,76
-112,56
-108,16
-116,38
-120,52
-144,74
-176,94
-160,84
-184,96
-180,90
-168,90
-124,68
-160,88
-168,92
-152,88
-148,84
-116,66
-140,76
-136,70
-172,92
-180,94
-168,90
-160,86
-128,76
-148,80
-152,80
-172,92
-200,100
-172,92
-164,86
-180,94
-168,90
-156,82
-160,86
-192,98
-176,92
-180,94
-180,94
-180,94
-140,80
-152,86
-144,80
-132,80
-152,80
-144,80
-168,86
-116,66
-136,78
-128,76
-136,68
-152,80
-176,94
-176,94
-192,98
-144,82
-164,90
-192,98
-156,86
-176,92
-140,76
-132,68
-120,64
-156,80
-168,92
-176,94
-168,90
-144,62
-148,82
-140,64
-128,66
-156,88
-144,82
-168,92
-140,76
-148,84
-152,84
-124,52
-128,64
-128,76
-164,86
-176,94
-172,92
-128,66
-128,60
-120,20
-128,20
-112,-20
-104,-16
-112,-48
-108,-46
-120,-56
-132,-68
-140,-74
-144,-70
-136,-70
-132,-62
-144,-74
-152,-80
-112,-58
-128,-58
-144,-82
-136,-74
-176,-94
-136,-76
-96,-36
-92,6
-88,30
-88,12
-80,4
-72,2
-100,12
-112,6
-112,54
-160,86
-124,72
-144,80
-148,84
-120,72
-136,70
-120,70
-128,72
-108,54
-96,54
-92,44
-124,68
-156,80
-120,62
-124,68
-148,82
-176,94
-140,72
-144,66
-160,84
-148,80
-156,84
-164,84
-132,62
-120,60
-148,80
-164,86
-172,92
-184,96
-168,90
-140,78
-120,72
-124,54
-148,64
-132,64
-112,68
-168,90
-164,90
-160,88
-184,96
-188,96
-164,86
-172,88
-160,86
-156,86
-140,76
-152,80
-176,90
-156,88
-180,94
-128,66
-140,70
-140,36
-140,26
-140,50
-132,62
-112,48
-116,46
-132,54
-168,84
-160,88
-160,88
-132,74
-152,76
-156,72
-152,68
-152,72
-136,68
-148,76
-180,92
-172,92
-152,86
-164,86
-152,82
-132,72
-124,72
-136,80
-144,82
-184,94
-136,78
-144,68
-136,64
-148,80
-144,78
-144,84
-180,94
-160,86
-116,62
-156,86
-152,84
-176,94
-164,88
-148,72
-128,52
-124,22
-96,56
-128,76
-116,68
-164,90
-192,98
-168,92
-156,84
-168,80
-188,96
-160,88
-144,84
-164,88
-140,78
-160,90
-172,92
-152,82
-164,88
-148,80
-156,88
-164,88
-140,80
-160,86
-160,90
-128,74
-160,86
-172,90
-172,92
-156,78
-160,84
-172,90
-164,88
-144,84
-164,86
-140,66
-148,82
-172,92
-156,84
-144,78
-144,80
-148,86
-184,96
-176,92
-156,86
-184,96
-180,94
-152,80
-116,66
-152,86
-148,86
-144,80
-136,78
-144,76
-152,80
-152,76
-140,70
-164,88
-144,84
-112,60
-144,80
-136,80
-164,90
-152,82
-132,78
-176,94
-164,90
-172,92
-156,84
-172,92
-172,92
-192,98
-180,94
-160,88
-152,80
-132,74
-136,70
-152,76
-172,86
-120,68
-124,62
-136,70
-132,68
-104,52
-128,70
-172,92
-144,76
-148,78
-160,88
-140,80
-140,80
-148,76
-140,76
-176,94
-164,88
-148,82
-124,74
-104,58
-120,66
-128,60
-136,64
-140,78
-164,90
-180,94
-176,94
-184,96
-176,94
-148,86
-188,96
-160,84
-192,98
-192,98
-152,86
-156,82
-152,82
-172,90
-184,96
-168,90
-180,94
-160,88
-160,86
-152,76
-152,82
-176,94
