energy,magnet
-1164,227
-1640,229
-1908,255
-2112,217
-2252,327
-2428,257
-2444,151
-2456,143
-2576,95
-2520,77
-2460,11
-2468,23
-2460,-43
-2596,-75
-2620,-157
-2544,-107
-2504,-265
-2616,-281
-2540,-283
-2540,-257
-2484,-199
-2536,-155
-2480,-151
-2456,-211
-2508,-271
-2508,-265
-2520,-401
-2552,-505
-2532,-407
-2656,-343
-2584,-431
-2652,-495
-2604,-511
-2616,-527
-2644,-497
-2708,-599
-2760,-411
-2676,-511
-2668,-401
-2652,-411
-2736,-427
-2892,-415
-2832,-497
-2776,-563
-2776,-531
-2788,-651
-2872,-679
-2844,-719
-2728,-617
-2632,-603
-2624,-595
-2516,-493
-2580,-543
-2596,-545
-2652,-573
-2692,-671
-2680,-689
-2788,-821
-2892,-867
-2848,-821
-2708,-779
-2708,-717
-2704,-821
-2628,-709
-2572,-665
-2668,-631
-2580,-631
-2636,-691
-2728,-657
-2736,-625
-2732,-553
-2636,-629
-2696,-681
-2736,-645
-2584,-679
-2664,-685
-2672,-659
-2516,-593
-2496,-545
-2584,-483
-2644,-447
-2536,-415
-2688,-331
-2532,-401
-2708,-511
-2660,-403
-2656,-443
-2668,-531
-2568,-501
-2540,-343
-2552,-401
-2496,-431
-2412,-449
-2584,-451
-2572,-513
-2640,-503
-2636,-491
-2628,-413
-2756,-493
-2716,-553
-2456,-457
-2484,-345
-2588,-409
-2624,-411
-2612,-361
-2648,-235
-2500,-381
-2508,-413
-2676,-473
-2644,-619
-2544,-635
-2528,-665
-2676,-487
-2588,-441
-2620,-371
-2620,-377
-2628,-289
-2676,-381
-2796,-411
-2880,-387
-2792,-573
-2576,-621
-2468,-469
-2564,-579
-2616,-695
-2736,-709
-2752,-755
-2744,-791
-2732,-851
-2756,-829
-2600,-803
-2652,-885
-2712,-853
-2744,-883
-2700,-837
-2632,-877
-2684,-899
-2784,-931
-2600,-879
-2484,-745
-2580,-801
-2652,-841
-2648,-843
-2644,-713
-2676,-739
-2572,-607
-2488,-477
-2408,-387
-2340,-341
-2408,-417
-2516,-409
-2540,-445
-2588,-515
-2588,-579
-2708,-611
-2820,-709
-2752,-703
-2692,-825
-2616,-853
-2656,-711
-2704,-825
-2808,-839
-2708,-931
-2780,-1035
-2688,-1011
-2584,-893
-2764,-1047
-2732,-1073
-2748,-1037
-2632,-935
-2660,-895
-2732,-875
-2780,-901
-2724,-913
-2632,-745
-2576,-789
-2624,-711
-2616,-873
-2732,-919
-2716,-901
-2744,-837
-2648,-871
-2696,-747
-2684,-781
-2612,-765
-2684,-591
-2632,-497
-2652,-517
-2624,-571
-2628,-647
-2592,-579
-2644,-531
-2676,-547
-2708,-559
-2704,-551
-2660,-587
-2804,-719
-2556,-725
-2672,-727
-2516,-733
-2600,-771
-2488,-749
-2448,-787
-2516,-777
-2540,-789
-2452,-835
-2472,-669
-2492,-747
-2592,-931
-2524,-927
-2532,-977
-2496,-995
-2680,-989
-2632,-901
-2736,-949
-2752,-1037
-2776,-1063
-2788,-1107
-2800,-1067
-2724,-1079
-2628,-1107
-2560,-1053
-2500,-1055
-2624,-1077
-2708,-1029
-2656,-949
-2760,-1015
-2796,-965
-2676,-981
-2656,-919
-2580,-943
-2664,-991
-2848,-1071
-2704,-993
-2540,-873
-2512,-827
-2600,-801
-2640,-859
-2748,-845
-2688,-797
-2664,-809
-2632,-791
-2572,-873
-2560,-909
-2632,-879
-2568,-911
-2528,-947
-2564,-913
-2608,-945
-2692,-1027
-2812,-1059
-2632,-1065
-2732,-1035
-2524,-991
-2576,-995
-2624,-1021
-2676,-1103
-2752,-1127
-2652,-1123
-2588,-1165
-2732,-1235
-2724,-1235
-2828,-1307
-2704,-1299
-2732,-1367
-2716,-1325
-2788,-1369
-2696,-1409
-2900,-1525
-2944,-1559
-3092,-1603
-2984,-1567
-2968,-1523
-2900,-1519
-2936,-1525
-3016,-1495
-2960,-1457
-2852,-1421
-2940,-1489
-2948,-1515
-2952,-1471
-2900,-1493
-2844,-1503
-2828,-1453
-2812,-1421
-2752,-1323
-2904,-1443
-2948,-1447
-2896,-1393
-2748,-1389
-2768,-1413
-2664,-1305
-2660,-1259
-2704,-1309
-2732,-1391
-2780,-1371
-2788,-1333
-2912,-1439
-2876,-1429
-2936,-1455
-2820,-1389
-2828,-1411
-2972,-1501
-3088,-1545
-3020,-1531
-2888,-1511
-2932,-1537
-2844,-1479
-2820,-1437
-2832,-1445
-2720,-1357
-2964,-1461
-2788,-1429
-2836,-1513
-2840,-1457
-2720,-1377
-2672,-1357
-2828,-1415
-2844,-1423
-2900,-1463
-2964,-1475
-3032,-1487
-2880,-1415
-2804,-1385
-2960,-1485
-2856,-1421
-2816,-1333
-2996,-1331
-2876,-1305
-2872,-1259
-2752,-1123
-2712,-1059
-2816,-1085
-2792,-1135
-2776,-1209
-2680,-1115
-2568,-1071
-2740,-1029
-2764,-1031
-2828,-1133
-2784,-1093
-2616,-1035
-2724,-1007
-2624,-923
-2696,-941
-2696,-939
-2648,-929
-2568,-851
-2592,-889
-2824,-957
-2744,-917
-2856,-939
-2836,-1013
-2828,-1021
-2688,-959
-2804,-1029
-2824,-1113
-2768,-1217
-2768,-1293
-2816,-1281
-2788,-1291
-2744,-1247
-2808,-1327
-2624,-1197
-2640,-1223
