realization,energy,pressure,acc_ratio
1,-22.110521,0.023624,1.000000
1,-25.042880,0.023302,0.940000
1,-28.512858,0.022252,0.980000
1,-33.940389,0.024628,0.880000
1,-35.541809,0.017825,0.920000
1,-37.367507,0.019861,0.950000
1,-43.500522,0.015637,0.930000
1,-46.052857,0.031138,0.930000
1,-47.898902,0.022526,0.880000
1,-51.241277,0.026609,0.770000
1,-47.629808,0.032546,0.780000
1,-50.916647,0.032735,0.810000
1,-53.522599,0.019670,0.790000
1,-56.535607,0.021256,0.810000
1,-54.273994,0.039977,0.780000
1,-54.780191,0.033889,0.810000
1,-54.093954,0.033104,0.720000
1,-54.912564,0.021692,0.800000
1,-54.594175,0.022489,0.800000
1,-57.082426,0.017020,0.820000
1,-58.454658,0.019220,0.800000
1,-60.439165,0.017886,0.790000
1,-55.717114,0.038572,0.800000
1,-55.178630,0.032595,0.750000
1,-53.878962,0.039583,0.730000
1,-54.744689,0.042087,0.790000
1,-53.797303,0.034524,0.790000
1,-55.770696,0.030304,0.790000
1,-56.812053,0.030901,0.780000
1,-55.819001,0.030572,0.770000
1,-57.689777,0.020095,0.800000
1,-62.312391,0.017402,0.680000
1,-63.772377,0.015670,0.720000
1,-62.055936,0.008287,0.770000
1,-61.100319,0.019325,0.760000
1,-60.276749,0.035380,0.800000
1,-62.126684,0.019181,0.810000
1,-61.099346,0.016344,0.770000
1,-58.373792,0.027699,0.750000
1,-57.518458,0.025997,0.870000
1,-64.021253,0.015519,0.750000
1,-64.832402,0.020293,0.800000
1,-66.235208,0.036473,0.680000
1,-64.197735,0.033891,0.740000
1,-65.019552,0.021347,0.780000
1,-60.990170,0.030601,0.760000
1,-69.636727,0.029914,0.760000
1,-69.340151,0.030167,0.700000
1,-68.984110,0.028171,0.780000
1,-66.385765,0.025246,0.700000
1,-65.930621,0.019543,0.710000
1,-64.675810,0.018216,0.860000
1,-63.446026,0.016240,0.760000
1,-66.155657,0.022047,0.760000
1,-69.336966,0.022469,0.720000
1,-65.398715,0.032476,0.680000
1,-62.734318,0.041797,0.700000
1,-64.837074,0.029557,0.730000
1,-67.688157,0.030127,0.740000
1,-67.007785,0.034984,0.750000
1,-62.017419,0.041358,0.830000
1,-68.402240,0.034991,0.690000
1,-66.598471,0.027640,0.720000
1,-68.529852,0.018188,0.780000
1,-69.786834,0.015730,0.690000
1,-69.932066,0.013878,0.730000
1,-67.750690,0.025790,0.790000
1,-70.324646,0.018490,0.770000
1,-68.361425,0.038254,0.750000
1,-66.601670,0.031110,0.760000
1,-62.711941,0.044830,0.720000
1,-69.008518,0.050978,0.790000
1,-68.112643,0.039439,0.660000
1,-70.189975,0.021179,0.730000
1,-65.937440,0.021673,0.770000
1,-65.981006,0.027595,0.690000
1,-68.929271,0.018253,0.820000
1,-66.756160,0.027918,0.820000
1,-67.437841,0.022636,0.750000
1,-59.975186,0.024506,0.750000
1,-53.362007,0.053435,0.840000
1,-61.589299,0.026282,0.770000
1,-62.222439,0.015206,0.820000
1,-65.292663,0.015874,0.660000
1,-66.041844,0.018593,0.740000
1,-68.606286,0.021602,0.720000
1,-65.428951,0.031520,0.750000
1,-66.333050,0.031938,0.710000
1,-68.563085,0.013358,0.750000
1,-65.922451,0.009480,0.820000
1,-63.984290,0.014667,0.810000
1,-63.157563,0.027895,0.760000
1,-64.365830,0.015680,0.770000
1,-65.941804,0.028217,0.790000
1,-68.242408,0.027787,0.760000
