realization,energy,pressure,acc_ratio
1,-256.131261,6.819785,0.070000
1,-260.799316,6.510262,0.040000
1,-263.421403,6.179700,0.070000
1,-266.197387,5.987897,0.060000
1,-270.780751,5.763405,0.090000
1,-278.508184,5.122249,0.170000
1,-280.268686,4.949170,0.110000
1,-280.587122,4.678670,0.100000
1,-282.982921,4.365272,0.130000
1,-289.920509,3.988076,0.150000
1,-300.373729,3.397033,0.220000
1,-308.051578,2.910728,0.170000
1,-310.103854,2.622505,0.210000
1,-317.609580,2.331045,0.220000
1,-322.421151,2.044660,0.260000
1,-328.880095,1.892987,0.240000
1,-332.902485,1.629480,0.150000
1,-332.343420,1.562671,0.240000
1,-326.911374,1.685053,0.170000
1,-329.842666,1.624037,0.270000
1,-345.616690,1.109784,0.280000
1,-350.276201,1.032937,0.170000
1,-352.494657,0.593695,0.340000
1,-353.256183,0.610259,0.180000
1,-349.515585,0.669685,0.170000
1,-352.076273,0.801513,0.230000
1,-357.687535,0.667689,0.260000
1,-354.546567,0.730631,0.240000
1,-351.899470,0.778591,0.240000
1,-354.713082,0.660464,0.230000
1,-355.129989,0.687884,0.310000
1,-365.722478,0.391185,0.260000
1,-366.746267,0.232084,0.280000
1,-367.111104,0.213967,0.250000
1,-365.096300,0.161241,0.250000
1,-374.115337,-0.036375,0.240000
1,-378.050356,-0.155271,0.200000
1,-380.167788,-0.218889,0.290000
1,-388.427163,-0.369269,0.230000
1,-385.362608,-0.466436,0.300000
1,-387.344040,-0.523247,0.160000
1,-385.466481,-0.454668,0.330000
1,-381.653585,-0.516270,0.320000
1,-384.427083,-0.366531,0.270000
1,-387.939831,-0.478190,0.240000
1,-386.892911,-0.579932,0.310000
1,-383.599512,-0.408733,0.200000
1,-380.282166,-0.414322,0.300000
1,-381.471825,-0.358513,0.330000
1,-391.078969,-0.624595,0.290000
1,-392.622099,-0.589516,0.260000
1,-392.177423,-0.672790,0.260000
1,-393.251862,-0.441601,0.310000
1,-391.534292,-0.336698,0.210000
1,-396.467349,-0.480582,0.190000
1,-395.187663,-0.381929,0.270000
1,-394.748578,-0.510372,0.310000
1,-393.755746,-0.311489,0.270000
1,-393.333904,-0.247966,0.240000
1,-390.924552,-0.358180,0.280000
1,-386.879093,-0.277574,0.290000
1,-387.732097,-0.134383,0.240000
1,-393.638776,-0.386273,0.210000
1,-391.669316,-0.433760,0.280000
1,-387.258085,-0.161848,0.240000
1,-380.424814,0.007620,0.350000
1,-388.195300,-0.327162,0.300000
1,-386.559146,-0.405090,0.320000
1,-389.454349,-0.328578,0.300000
1,-390.946381,-0.272394,0.260000
1,-392.734897,-0.270084,0.210000
1,-394.191137,-0.170334,0.250000
1,-397.873954,-0.248086,0.180000
1,-392.110321,-0.170041,0.210000
1,-390.713250,-0.133683,0.200000
1,-382.526975,0.189088,0.280000
1,-384.540294,0.165788,0.370000
1,-381.924989,0.157031,0.270000
1,-383.172039,0.016901,0.230000
1,-380.210941,-0.012066,0.300000
1,-387.047944,-0.227485,0.330000
1,-392.780564,-0.177978,0.260000
1,-393.777075,-0.227789,0.290000
1,-396.328400,-0.215913,0.250000
1,-395.677719,-0.251481,0.210000
1,-395.812794,-0.325470,0.280000
1,-387.948352,-0.159855,0.240000
1,-392.963330,-0.214317,0.200000
1,-390.574341,-0.287956,0.230000
1,-394.456079,-0.287507,0.320000
1,-393.652972,-0.258884,0.260000
1,-395.573102,-0.298356,0.220000
1,-390.812684,-0.257428,0.280000
1,-392.612291,-0.425174,0.160000
1,-393.200399,-0.438308,0.260000
1,-387.740286,-0.311083,0.250000
1,-381.201763,-0.101503,0.320000
1,-379.877844,-0.039925,0.280000
1,-381.322255,-0.099477,0.180000
1,-382.000488,-0.053893,0.300000
1,-382.306436,-0.144279,0.330000
1,-386.364696,-0.170696,0.260000
