energy,magnet
-678,-127
-874,-59
-1038,163
-1238,-9
-1098,129
-1070,-35
-1194,-117
-1194,-199
-1194,-131
-1266,-77
-1254,101
-1170,1
-1194,-91
-1110,27
-1310,-79
-1214,-9
-1302,37
-1198,31
-1186,53
-1158,-43
-1158,-15
-1258,-143
-1222,-33
-1258,121
-1298,-143
-1198,27
-1278,-79
-1378,-19
-1390,-125
-1254,-5
-1186,69
-1218,-129
-1246,37
-1302,111
-1338,21
-1294,63
-1298,-65
-1214,337
-1218,51
-1214,129
-1186,51
-1254,59
-1330,189
-1266,51
-1274,-25
-1254,-81
-1230,117
-1274,51
-1342,-59
-1354,-29
-1438,-265
-1322,-127
-1234,-131
-1290,43
-1322,65
-1306,-73
-1054,29
-1198,-133
-1170,-1
-1142,-63
-1186,31
-1114,-17
-1214,149
-1230,83
-1258,89
-1198,-57
-1218,79
-1290,29
-1246,-23
-1182,53
-1102,87
-1258,-59
-1254,9
-1218,-49
-1350,153
-1230,165
-1310,11
-1234,53
-1194,-19
-1186,-17
-1162,-85
-1254,5
-1322,-57
-1222,133
-1298,83
-1286,-15
-1234,-23
-1286,-89
-1330,167
-1386,-123
-1170,-13
-1254,29
-1186,117
-1254,19
-1298,-9
-1262,45
-1218,-21
-1170,-113
-1282,-237
-1286,-251
-1198,93
-1150,153
-1114,67
-1194,139
-1198,-183
-1150,-155
-1238,83
-1218,119
-1262,27
-1194,79
-1210,23
-1210,21
-1246,-49
-1246,-173
-1198,-41
-1114,105
-1218,-75
-1186,11
-1178,95
-1166,147
-1230,-3
-1290,173
-1310,13
-1286,-35
-1206,101
-1174,21
-1210,123
-1286,-45
-1282,39
-1318,185
-1342,51
-1294,9
-1354,-81
-1214,-33
-1206,-13
-1246,77
-1134,163
-1310,111
-1342,53
-1306,-19
-1250,73
-1270,25
-1210,-63
-1178,35
-1242,213
-1118,-41
-1286,-13
-1282,-3
-1270,-41
-1262,-67
-1174,41
-1258,1
-1230,-99
-1250,33
-1162,109
-1322,99
-1134,-57
-1082,-1
-1298,79
-1246,-89
-1238,-13
-1158,45
-1154,125
-1222,147
-1166,153
-1342,131
-1082,-17
-1186,-51
-1182,15
-1166,-55
-1286,-3
-1262,155
-1290,3
-1266,45
-1266,-283
-1354,-107
-1110,1
-1130,-11
-1202,121
-1362,55
-1294,-15
-1182,-83
-1230,-69
-1258,49
-1354,165
-1174,23
-1222,71
-1282,225
-1206,-47
-1194,61
-1170,39
-1350,71
-1294,169
-1254,-27
-1226,-61
-1158,59
-1118,-83
-1142,79
-1202,61
-1214,-19
-1266,91
-1170,-109
-1210,-31
-1110,29
-1142,205
-1122,165
-1190,31
-1274,-15
-1290,49
-1286,-9
-1226,31
-1202,-33
-1238,-221
-1186,133
-1150,-47
-1166,-75
-1234,127
-1238,65
-1262,83
-1102,181
-1318,-19
-1214,137
-1310,-19
-1266,77
-1238,43
-1318,23
-1214,-29
-1282,73
-1294,109
-1350,-105
-1374,-45
-1262,-97
-1178,25
-1206,43
-1198,35
-1150,55
-1250,-209
-1206,81
-1370,111
-1242,27
-1162,15
-1266,-17
-1298,-95
-1322,-57
-1246,-111
-1258,-165
-1274,-105
-1118,-137
-1170,99
-1122,7
-1218,-87
-1154,21
-1298,41
-1186,-35
-1310,-49
-1226,-61
-1338,-91
-1338,101
-1446,-135
-1342,1
-1334,113
-1250,103
-1294,87
-1214,-89
-1266,-77
-1242,-127
-1282,31
-1326,-17
-1334,73
-1242,63
-1222,47
-1230,47
-1334,-195
-1258,-225
-1278,-187
-1162,-1
-1226,205
-1302,-57
-1162,27
-1138,-39
-1214,-109
-1170,-25
-1210,-13
-1270,-7
-1190,75
-1290,-35
-1206,-73
-1302,79
-1210,5
-1130,-47
-1162,45
-1214,-19
-1278,-173
-1214,9
-1194,-25
-1222,33
-1178,-29
-1150,-121
-1370,-29
-1410,-127
-1230,-25
-1218,-3
-1238,121
-1262,37
-1302,37
-1334,-105
-1286,9
-1282,61
-1306,-47
-1258,-21
-1326,57
-1266,-81
-1254,83
-1210,79
-1098,-47
-1182,155
-1218,5
-1202,1
-1230,-147
-1238,-11
-1250,41
-1054,17
-1230,-131
-1282,-21
-1154,-133
-1226,49
-1182,57
-1306,111
-1226,151
-1246,39
-1330,51
-1222,-67
-1330,23
-1358,-43
-1378,-71
-1350,-153
-1298,-57
-1194,-1
-1182,123
-1146,-59
-1230,-269
-1142,3
-1278,1
-1262,37
-1246,33
-1286,-125
-1146,35
-1290,-103
-1350,51
-1278,-43
-1318,-1
-1278,-171
-1218,143
-1334,11
-1238,75
-1278,47
-1162,115
-1218,37
