realization,energy,pressure,acc_ratio
1,-248.174915,5.468954,0.090000
1,-255.772694,5.080899,0.070000
1,-260.095783,4.790427,0.090000
1,-267.008718,4.498379,0.080000
1,-268.319482,4.310902,0.120000
1,-266.018064,4.009992,0.130000
1,-267.570275,3.810426,0.130000
1,-271.748319,3.596341,0.130000
1,-275.436311,3.475727,0.180000
1,-278.012323,3.320506,0.180000
1,-283.314494,3.145655,0.150000
1,-282.764223,2.925531,0.180000
1,-288.070529,2.653966,0.260000
1,-297.544002,2.321619,0.160000
1,-306.081942,1.738463,0.270000
1,-308.914006,1.478364,0.230000
1,-311.733414,1.341651,0.200000
1,-317.170610,1.242859,0.230000
1,-317.665341,1.159596,0.200000
1,-324.727757,1.025716,0.260000
1,-330.928957,0.870575,0.200000
1,-326.419799,1.026968,0.250000
1,-328.591586,0.836288,0.270000
1,-324.816733,0.693250,0.290000
1,-332.909237,0.485980,0.300000
1,-331.875495,0.383379,0.170000
1,-329.821924,0.369024,0.230000
1,-331.386203,0.452787,0.230000
1,-335.854058,0.271581,0.250000
1,-339.556187,0.150930,0.280000
1,-340.162961,0.122587,0.300000
1,-336.575233,0.211158,0.250000
1,-337.728304,0.178408,0.190000
1,-345.127264,0.027533,0.320000
1,-340.333549,0.112318,0.210000
1,-337.352268,0.183871,0.320000
1,-341.231197,0.031371,0.270000
1,-338.271725,0.105251,0.290000
1,-332.997762,0.172813,0.230000
1,-345.274637,-0.028812,0.300000
1,-355.037879,-0.177157,0.300000
1,-347.330006,-0.021834,0.300000
1,-349.386572,-0.015928,0.190000
1,-348.265622,-0.070622,0.320000
1,-347.275080,-0.016680,0.240000
1,-344.766893,-0.019681,0.270000
1,-340.036516,0.176813,0.330000
1,-341.444669,0.141339,0.320000
1,-334.147037,0.177801,0.340000
1,-337.339523,0.227784,0.270000
1,-350.109723,0.034096,0.250000
1,-351.057538,-0.021287,0.250000
1,-351.694218,-0.131125,0.240000
1,-352.630620,-0.002401,0.250000
1,-350.010710,0.033836,0.320000
1,-353.144290,0.003044,0.190000
1,-351.512568,-0.088050,0.260000
1,-351.938450,-0.003567,0.270000
1,-346.718193,0.076881,0.230000
1,-346.912159,0.119307,0.230000
1,-343.402965,0.155262,0.230000
1,-337.963135,0.183937,0.290000
1,-347.101254,-0.231641,0.310000
1,-349.187355,-0.330631,0.310000
1,-352.242155,-0.472259,0.360000
1,-345.438760,-0.160608,0.320000
1,-344.389796,-0.242995,0.400000
