realization,energy,pressure,acc_ratio
1,-278.303748,7.640161,0.080000
1,-291.534737,6.754512,0.150000
1,-293.823259,6.321271,0.080000
1,-300.724033,5.915520,0.070000
1,-310.313955,5.344660,0.120000
1,-316.025222,4.934736,0.150000
1,-323.708181,4.316169,0.170000
1,-335.199311,3.767014,0.130000
1,-338.560310,3.562365,0.200000
1,-336.669895,3.632388,0.220000
1,-335.853671,3.765033,0.170000
1,-342.603863,3.148036,0.200000
1,-347.227549,2.926513,0.190000
1,-353.990498,2.558199,0.190000
1,-356.141691,2.482512,0.210000
1,-360.506868,2.314205,0.180000
1,-363.754718,2.099614,0.220000
1,-364.296882,1.906776,0.200000
1,-364.716458,1.818592,0.180000
1,-371.236346,1.732740,0.180000
1,-367.238257,1.894471,0.260000
1,-368.091952,1.786108,0.210000
1,-371.412145,1.721384,0.150000
1,-373.457182,1.634032,0.190000
1,-372.249581,1.599295,0.150000
1,-376.331902,1.515943,0.190000
1,-379.216732,1.373075,0.240000
1,-385.946547,1.212640,0.170000
1,-387.805946,1.237015,0.170000
1,-388.859347,1.250979,0.140000
1,-395.459587,0.993399,0.210000
1,-401.391309,0.752372,0.160000
1,-409.114734,0.431602,0.250000
1,-407.456598,0.376495,0.170000
1,-406.514009,0.460047,0.200000
1,-414.002612,0.405778,0.200000
1,-406.956541,0.411696,0.240000
1,-414.594450,0.341575,0.220000
1,-405.382297,0.689163,0.210000
1,-410.435361,0.659625,0.230000
1,-413.708963,0.588162,0.230000
1,-411.873041,0.669985,0.230000
1,-414.300241,0.407398,0.200000
1,-420.262357,0.237783,0.170000
1,-420.200459,0.219704,0.200000
1,-423.691831,-0.120400,0.230000
1,-426.121175,-0.215213,0.190000
1,-430.411838,-0.371580,0.190000
1,-430.780679,-0.286346,0.270000
1,-431.920496,-0.237452,0.180000
1,-437.144593,-0.402355,0.150000
1,-437.128519,-0.353665,0.190000
1,-432.055237,-0.133798,0.190000
1,-432.569551,-0.077693,0.230000
1,-428.377168,-0.019274,0.240000
1,-436.176148,-0.298858,0.120000
1,-432.191595,-0.200839,0.170000
1,-433.931833,-0.017189,0.180000
1,-427.004175,0.340670,0.240000
1,-433.498110,0.236381,0.200000
1,-433.911292,0.181311,0.160000
1,-434.857704,0.064079,0.240000
1,-438.050466,0.003418,0.190000
1,-437.957474,-0.048697,0.210000
1,-435.134004,0.058730,0.210000
1,-434.835474,0.183499,0.200000
1,-424.348710,0.406962,0.180000
1,-430.202523,0.188443,0.240000
1,-428.609816,0.187416,0.180000
1,-426.608543,0.059115,0.240000
1,-429.130382,-0.078065,0.110000
1,-427.386781,-0.059991,0.230000
1,-425.345253,0.034219,0.160000
1,-427.990643,0.124054,0.180000
1,-432.271418,-0.119932,0.180000
1,-427.860885,0.007222,0.200000
1,-427.336511,0.052978,0.190000
1,-420.223275,0.257526,0.220000
1,-414.566954,0.194875,0.280000
1,-413.302129,0.265611,0.210000
1,-412.333658,0.435388,0.190000
1,-414.983318,0.289496,0.240000
1,-420.296423,0.120153,0.220000
1,-417.740950,0.273623,0.250000
1,-418.638057,0.344001,0.210000
