realization,energy,pressure,acc_ratio
1,-242.595864,4.462955,0.050000
1,-243.553016,4.281713,0.050000
1,-252.273155,3.902650,0.120000
1,-261.275581,3.451614,0.110000
1,-264.302317,3.184806,0.210000
1,-266.417827,3.060124,0.070000
1,-268.427859,2.872161,0.110000
1,-269.514334,2.876771,0.070000
1,-271.263140,2.775022,0.080000
1,-273.124874,2.720925,0.130000
1,-272.999785,2.644132,0.160000
1,-271.750787,2.494488,0.230000
1,-273.534795,2.208925,0.170000
1,-276.668683,2.177392,0.180000
1,-281.943608,2.069856,0.140000
1,-286.914570,1.817487,0.200000
1,-297.192394,1.527478,0.230000
1,-293.614060,1.501895,0.200000
1,-300.726856,1.215786,0.190000
1,-304.949585,1.096355,0.190000
1,-304.364780,1.095390,0.210000
1,-296.009795,1.164068,0.230000
1,-289.678397,1.134380,0.220000
1,-283.789530,1.232855,0.280000
1,-282.201234,1.280574,0.310000
1,-298.620278,0.934250,0.280000
1,-303.996359,0.771263,0.250000
1,-306.809437,0.666668,0.200000
1,-307.197224,0.697585,0.240000
1,-307.475470,0.629698,0.380000
1,-310.546364,0.578767,0.260000
1,-310.701277,0.559042,0.250000
1,-315.223010,0.507827,0.240000
1,-314.798189,0.388946,0.260000
1,-315.562470,0.314368,0.260000
1,-322.174855,0.013934,0.310000
1,-318.232497,0.024237,0.270000
1,-311.568602,0.096502,0.350000
1,-316.383783,0.044501,0.220000
1,-310.957500,0.145086,0.310000
1,-308.521964,0.143355,0.240000
1,-313.158165,-0.073562,0.300000
1,-311.528770,-0.043229,0.420000
1,-314.645641,-0.050920,0.330000
1,-319.126260,-0.195019,0.290000
1,-316.023182,-0.152864,0.280000
1,-312.383753,0.019506,0.370000
1,-312.916688,0.029398,0.320000
1,-313.825313,0.016322,0.300000
1,-308.897197,0.058317,0.360000
1,-307.190298,0.161851,0.260000
1,-312.291605,0.060816,0.350000
1,-314.919996,0.055450,0.230000
1,-315.391753,0.028553,0.280000
1,-309.427617,0.095914,0.340000
1,-305.355908,0.217252,0.310000
1,-304.690749,0.222796,0.280000
1,-305.953524,0.237330,0.250000
1,-310.250593,0.176944,0.250000
1,-314.553508,-0.034015,0.330000
1,-308.481956,0.030431,0.310000
