6000,0.004,0.00466667,0.01,0.00866667,0.0486667,0.00933333,0.00733333,0.00733333,0.0153333,0.0146667
6100,0.0216393,0.00655738,0.0229508,0.0242623,0.00393443,0.0432787,0.00327869,0.027541,0.0144262,0.0104918
6200,0.016129,0.0116129,0.0187097,0.0141935,0.0187097,0.0335484,0.0322581,0.000645161,0.00774194,0.0116129
6300,0.0152381,0.0190476,0.0126984,0.0101587,0.0361905,0.0298413,0.0120635,0.0107937,0.00253968,0.0209524
6400,0.01625,0.0125,0.009375,0.03625,0.001875,0.019375,0.014375,0.013125,0.00625,0.01125
6500,0.0104615,0.00738462,0.0123077,0.00553846,0.0104615,0.0276923,0.0369231,0.0449231,0.0141538,0.0172308
6600,0.0478788,0.0484848,0.00121212,0.0272727,0.00727273,0.0375758,0.0242424,0.0387879,0.0157576,0.0187879
6700,0.0370149,0.0238806,0,0.000597015,0.00119403,0.0167164,0.0483582,0.0131343,0.0149254,0.00477612
6800,0.00529412,0.0182353,0.0217647,0.0282353,0.00647059,0.00176471,0.00235294,0.00705882,0.0511765,0
6900,0.00289855,0.00869565,0.0127536,0.00637681,0.0434783,0.0162319,0.0469565,0.0289855,0.0289855,0.0197101
7000,0.0337143,0.00971429,0.00228571,0.0354286,0.0125714,0.0137143,0.0428571,0.0251429,0.0502857,0.0171429
7100,0.00901408,0.0416901,0.00901408,0.00394366,0.0185915,0.0129577,0.0056338,0.0112676,0.00338028,0.0169014
7200,0.00333333,0.0105556,0.00111111,0.00444444,0.0411111,0.0283333,0.0138889,0.0144444,0.00444444,0.0122222
7300,0.0224658,0.0213699,0.0158904,0.00219178,0.010411,0.0268493,0.00438356,0.00438356,0.0509589,0.0115068
7400,0.0189189,0.0464865,0.00324324,0.0189189,0.0178378,0.0124324,0.0318919,0.00486486,0.00972973,0.0145946
7500,0.0154667,0.0016,0.0288,0.000533333,0.0117333,0.00533333,0.000533333,0.0165333,0.0117333,0.0506667
7600,0.00315789,0.00473684,0.0126316,0.0363158,0.0157895,0.0105263,0.0126316,0.00368421,0.000526316,0.0105263
7700,0.0161039,0.0285714,0.0176623,0.0218182,0.0114286,0.00363636,0.0311688,0.0109091,0.00675325,0.0254545
7800,0.0164103,0.0261538,0.00615385,0.00820513,0.0282051,0.00820513,0.0174359,0.0251282,0.0128205,0.00153846
7900,0.036962,0.00455696,0.0035443,0.0268354,0.00303797,0.0192405,0.00607595,0.0182278,0.0263291,0.0298734
8000,0.0055,0.0175,0.029,0.027,0.0145,0.015,0.0345,0.005,0.0125,0.022
8100,0.0414815,0.0182716,0.00691358,0.0276543,0.0054321,0.00395062,0.00790123,0.0123457,0.0266667,0.00345679
8200,0.00292683,0.0107317,0.00878049,0.0131707,0.0146341,0.00243902,0.0307317,0.0102439,0.0160976,0.0365854
8300,0.00578313,0.00674699,0.0183133,0.00144578,0.019759,0.0236145,0.00144578,0.0173494,0.0375904,0.0173494
8400,0.00952381,0.00047619,0.0147619,0.0238095,0.0138095,0.00333333,0.0104762,0.0209524,0.0261905,0.0395238
8500,0.0254118,0.0211765,0.0150588,0.0249412,0.00188235,0.0315294,0.0202353,0.00894118,0.0164706,0.0169412
8600,0.0153488,0.0162791,0.0325581,0.00976744,0.0172093,0.00790698,0.015814,0.0376744,0.0134884,0.00372093
8700,0.0045977,0.0285057,0.0193103,0.00137931,0.00367816,0.0156322,0.0303448,0.00045977,0.0147126,0.00827586
8800,0.00772727,0.00863636,0.00363636,0.00227273,0.0413636,0.00954545,0.0122727,0.000454545,0.0277273,0.025
