energy,magnet
-338,94
-418,98
-442,-52
-498,48
-478,-90
-566,-134
-642,-44
-614,-74
-574,-52
-582,32
-586,50
-526,-10
-498,-58
-630,-22
-586,-88
-570,72
-574,58
-582,84
-570,76
-638,-28
-546,34
-462,16
-502,-6
-558,58
-538,-10
-554,24
-602,-20
-602,-92
-598,-100
-590,-62
-606,-14
-546,-86
-598,-70
-554,30
-554,22
-562,20
-618,-52
-578,30
-538,32
-554,58
-494,34
-510,98
-542,-54
-650,0
-570,-18
-518,-86
-546,-22
-502,-6
-518,20
-598,22
-654,20
-650,-70
-602,96
-526,22
-522,2
-518,-52
-590,-96
-582,-116
-546,-122
-550,-134
-558,34
-622,16
-590,-56
-546,-18
-566,-80
-558,-112
-662,40
-622,30
-530,14
-606,46
-538,62
-602,168
-514,-22
-578,-70
-682,124
-638,40
-498,-166
-618,16
-594,154
-578,50
-566,-76
-538,-30
-562,74
-570,-38
-630,66
-562,44
-586,-26
-482,2
-494,16
-458,-40
-562,18
-486,-26
-538,28
-558,46
-602,-80
-522,-18
-642,92
-638,-44
-626,-14
-690,-72
-698,-132
-570,70
-550,-46
-494,-14
-514,48
-582,54
-598,168
-570,96
-562,120
-642,40
-582,-62
-622,36
-598,60
-626,-102
-574,-52
-518,80
-430,38
-438,24
-506,104
-514,-16
-590,58
-538,76
-650,-82
-602,-2
-566,4
-534,-36
-566,-84
-482,68
-562,72
-630,80
-550,98
-618,20
-614,-56
-550,64
-574,176
-586,-134
-554,-94
-558,46
-530,6
-578,-4
-606,48
-574,186
-550,-102
-586,-100
-506,-20
-450,2
-530,-68
-546,110
-602,-10
-514,8
-606,-16
-674,-88
-646,40
-622,48
-526,28
-622,34
-646,80
-710,128
-610,-60
-518,-48
-558,64
-610,-80
-594,-138
-530,82
-566,-14
-626,44
-538,54
-606,-46
-590,14
-686,-12
-586,88
-578,56
-554,-114
-602,-4
-534,-4
-586,138
-666,40
-622,-14
-574,-56
-642,-6
-598,8
-530,30
-534,-60
-582,-68
-606,22
-614,-74
-546,10
-566,34
-582,54
-554,48
-522,26
-594,60
-578,-18
-622,2
-514,-104
-610,24
-594,-58
-598,16
-566,64
-498,14
-534,0
-610,-48
-554,98
-522,52
-470,-2
-518,-10
-590,34
-582,-20
-574,-10
-590,-42
-590,-12
-498,-66
-594,-78
-650,12
-490,-70
-602,118
-594,-68
