time,X,Y
0.000000,200,100
0.000222,199,101
0.000237,200,100
0.000444,199,101
0.000647,198,101
0.000800,197,102
0.000824,198,101
0.001158,197,102
0.001541,198,102
0.001645,197,103
0.002555,196,104
0.002652,197,103
0.003413,198,102
0.003677,197,103
0.003769,198,103
0.003970,199,103
0.004299,198,104
0.004378,197,105
0.004496,196,106
0.004861,197,105
0.005074,198,104
0.005473,199,103
0.006205,200,102
0.006373,199,103
0.006619,200,102
0.007241,201,102
0.008033,202,101
0.008628,203,101
0.010449,204,101
0.010563,203,102
0.010695,202,103
0.010875,203,102
0.010892,202,103
0.010926,203,102
0.011112,204,102
0.011335,203,103
0.011471,202,104
0.011622,203,103
0.012652,204,102
0.012950,203,103
0.012974,202,104
0.013215,203,104
0.013271,202,105
0.013560,203,104
0.013562,204,103
0.013664,205,102
0.013775,204,103
0.014358,203,104
0.015738,202,105
0.016004,203,105
0.016224,204,104
0.016687,205,104
0.017163,206,103
0.018204,205,104
0.018551,204,105
0.019662,203,106
0.019820,202,107
0.021023,201,108
0.021866,202,107
0.022295,201,108
0.022404,200,109
0.023168,201,108
0.024525,200,109
0.025188,201,109
0.026201,202,108
0.027856,201,109
0.027860,202,108
0.027934,201,109
0.028244,200,110
0.029754,201,109
0.029813,202,108
0.030026,201,109
0.030408,202,108
0.032451,203,107
0.032467,202,108
0.032478,201,108
0.032854,200,109
0.032904,199,110
0.033774,198,111
0.034058,199,111
0.034171,198,112
0.035119,197,113
0.035173,196,114
0.035249,197,113
0.035429,196,113
0.036333,197,113
0.037811,198,112
0.038172,197,113
0.038919,198,112
0.039925,199,111
0.041674,200,110
0.041758,199,111
0.041918,198,112
0.041963,197,113
0.042091,198,113
0.042632,199,112
0.043366,200,111
0.043744,201,110
0.044311,200,111
0.044439,201,111
0.044599,200,112
0.044605,199,113
0.045678,200,113
0.045699,201,113
0.045923,200,114
0.046485,199,115
0.047041,200,115
0.047148,199,116
0.047723,198,117
0.048024,199,117
0.048570,198,117
0.048756,197,118
0.049397,196,119
0.049640,195,119
0.050050,194,119
0.050345,193,120
0.050592,192,121
0.050618,191,122
0.051063,192,121
0.051178,193,120
0.051482,194,120
0.051542,193,121
0.052358,192,122
0.052889,193,122
0.053297,192,123
0.054095,191,123
0.055390,190,123
0.057498,189,123
0.057943,188,124
0.058488,187,125
0.058874,188,124
0.058920,189,123
0.059172,190,122
0.059297,191,122
0.060411,192,121
0.061657,191,122
0.062894,192,121
0.063321,191,121
0.064097,190,121
0.064610,191,121
0.065353,190,122
0.065805,189,123
0.067191,188,124
0.067679,189,123
0.067968,188,124
0.068991,187,125
0.069023,186,126
0.069035,185,127
0.069670,184,128
0.070896,185,127
0.071098,186,126
0.071106,187,126
0.071383,188,126
0.071650,189,126
0.072350,190,125
0.072767,189,126
0.072946,188,127
0.074210,189,126
0.074441,188,127
0.074749,189,126
0.077741,188,127
0.077863,187,128
0.078043,186,129
0.078623,187,128
0.079712,186,129
0.079882,187,128
0.079999,188,127
0.081079,187,128
0.081377,186,129
0.082693,185,130
0.083423,186,129
0.083499,187,129
0.083916,186,130
0.084680,187,129
0.084939,186,130
0.085782,185,131
0.086398,184,132
0.086453,183,133
0.086826,184,132
0.087792,185,131
0.088185,184,132
0.088476,185,131
0.089147,184,132
0.089693,183,132
0.089776,184,132
0.090125,185,131
0.090688,184,131
0.091130,185,130
0.091482,186,129
0.091530,187,128
0.091576,188,127
0.092240,187,128
0.092284,188,127
0.092991,187,128
0.093338,188,127
0.094551,189,126
0.094726,188,127
0.096421,189,127
0.097632,190,126
0.098467,189,127
0.098717,188,128
0.099421,187,129
0.099752,188,129
0.101030,187,130
0.101077,188,130
0.102086,189,130
0.102099,188,131
0.102566,187,132
0.102896,188,132
0.103577,187,132
0.103852,188,132
0.104152,189,131
0.107408,188,132
0.108097,187,133
0.108541,186,134
0.108949,185,135
0.111052,184,136
0.111331,183,137
0.112569,184,136
0.113263,185,135
0.113654,186,134
0.113967,187,133
0.114259,186,134
0.114769,185,135
0.116300,186,135
0.117073,185,136
0.118826,184,137
0.120786,185,136
0.120812,184,137
0.121584,185,136
0.122225,184,137
0.123081,183,138
0.124571,184,138
0.124913,185,138
0.125027,184,139
0.126228,185,139
0.126609,186,138
0.127726,185,138
0.127946,184,138
0.128447,183,139
0.128840,182,140
0.129543,181,141
0.129631,180,142
0.129802,179,143
0.130345,180,142
0.130679,181,141
0.130785,180,142
0.131826,181,141
0.135077,180,142
0.135600,179,142
0.136719,180,142
0.136980,179,143
0.137458,180,142
0.137742,179,143
0.138048,178,143
0.138335,177,143
0.138470,176,144
0.138611,175,145
0.138931,174,145
0.138995,173,146
0.141142,172,146
0.141176,173,145
0.141238,172,146
0.141780,171,147
0.144041,170,148
0.144230,171,148
0.145289,170,149
0.148462,171,148
0.148672,170,149
0.149869,169,150
0.149941,168,151
0.150322,167,152
0.151524,166,153
