time,x1,p1,x2,p2
2.290000,-0.666314,-0.761045,-0.662555,-0.752334
2.300000,-0.673924,-0.754382,-0.670012,-0.745708
2.310000,-0.681468,-0.747642,-0.677402,-0.739008
2.320000,-0.688944,-0.740828,-0.684724,-0.732234
2.330000,-0.696353,-0.733938,-0.691978,-0.725387
2.340000,-0.703692,-0.726975,-0.699163,-0.718467
2.350000,-0.710962,-0.719938,-0.706277,-0.711475
2.360000,-0.718161,-0.712828,-0.713322,-0.704413
2.370000,-0.725290,-0.705647,-0.720294,-0.697279
2.380000,-0.732346,-0.698394,-0.727195,-0.690076
2.390000,-0.739330,-0.691070,-0.734023,-0.682804
2.400000,-0.746241,-0.683677,-0.740778,-0.675464
2.410000,-0.753077,-0.676214,-0.747458,-0.668056
2.420000,-0.759840,-0.668684,-0.754064,-0.660582
2.430000,-0.766526,-0.661085,-0.760595,-0.653041
2.440000,-0.773137,-0.653420,-0.767049,-0.645435
2.450000,-0.779671,-0.645689,-0.773427,-0.637765
2.460000,-0.786128,-0.637892,-0.779727,-0.630031
2.470000,-0.792507,-0.630031,-0.785949,-0.622233
2.480000,-0.798808,-0.622106,-0.792093,-0.614374
2.490000,-0.805029,-0.614117,-0.798157,-0.606453
2.500000,-0.811170,-0.606067,-0.804142,-0.598471
2.510000,-0.817230,-0.597956,-0.810047,-0.590430
2.520000,-0.823210,-0.589783,-0.815870,-0.582329
2.530000,-0.829108,-0.581551,-0.821612,-0.574171
2.540000,-0.834923,-0.573260,-0.827271,-0.565955
2.550000,-0.840656,-0.564911,-0.832848,-0.557682
2.560000,-0.846305,-0.556504,-0.838341,-0.549353
2.570000,-0.851870,-0.548041,-0.843751,-0.540970
2.580000,-0.857350,-0.539522,-0.849076,-0.532532
2.590000,-0.862746,-0.530949,-0.854317,-0.524042
2.600000,-0.868055,-0.522322,-0.859472,-0.515499
2.610000,-0.873278,-0.513641,-0.864541,-0.506904
2.620000,-0.878415,-0.504908,-0.869523,-0.498258
2.630000,-0.883464,-0.496124,-0.874419,-0.489563
2.640000,-0.888425,-0.487289,-0.879227,-0.480819
2.650000,-0.893298,-0.478405,-0.883948,-0.472027
2.660000,-0.898082,-0.469472,-0.888579,-0.463187
2.670000,-0.902777,-0.460491,-0.893122,-0.454301
2.680000,-0.907382,-0.451464,-0.897576,-0.445370
2.690000,-0.911896,-0.442390,-0.901940,-0.436394
2.700000,-0.916320,-0.433271,-0.906214,-0.427375
2.710000,-0.920653,-0.424108,-0.910397,-0.418313
2.720000,-0.924894,-0.414901,-0.914489,-0.409209
2.730000,-0.929043,-0.405652,-0.918490,-0.400064
2.740000,-0.933100,-0.396362,-0.922398,-0.390879
2.750000,-0.937063,-0.387031,-0.926215,-0.381655
2.760000,-0.940934,-0.377660,-0.929939,-0.372393
2.770000,-0.944710,-0.368251,-0.933570,-0.363094
2.780000,-0.948393,-0.358804,-0.937107,-0.353758
2.790000,-0.951981,-0.349320,-0.940551,-0.344387
2.800000,-0.955474,-0.339800,-0.943901,-0.334981
2.810000,-0.958872,-0.330245,-0.947157,-0.325542
2.820000,-0.962174,-0.320656,-0.950317,-0.316071
2.830000,-0.965381,-0.311035,-0.953383,-0.306568
2.840000,-0.968491,-0.301381,-0.956353,-0.297034
2.850000,-0.971505,-0.291696,-0.959228,-0.287470
2.860000,-0.974422,-0.281981,-0.962007,-0.277878
2.870000,-0.977242,-0.272237,-0.964689,-0.268258
2.880000,-0.979964,-0.262464,-0.967275,-0.258611
2.890000,-0.982589,-0.252665,-0.969765,-0.248938
2.900000,-0.985115,-0.242839,-0.972157,-0.239241
2.910000,-0.987544,-0.232988,-0.974452,-0.229519
2.920000,-0.989874,-0.223112,-0.976650,-0.219774
2.930000,-0.992105,-0.213213,-0.978750,-0.210008
2.940000,-0.994237,-0.203292,-0.980752,-0.200220
2.950000,-0.996270,-0.193350,-0.982657,-0.190413
2.960000,-0.998203,-0.183387,-0.984462,-0.180586
2.970000,-1.000037,-0.173405,-0.986170,-0.170742
2.980000,-1.001771,-0.163405,-0.987779,-0.160880
2.990000,-1.003405,-0.153387,-0.989289,-0.151002
3.000000,-1.004939,-0.143353,-0.990700,-0.141109
3.010000,-1.006373,-0.133304,-0.992012,-0.131202
3.020000,-1.007706,-0.123240,-0.993225,-0.121282
3.030000,-1.008938,-0.113163,-0.994338,-0.111350
3.040000,-1.010070,-0.103074,-0.995352,-0.101407
3.050000,-1.011101,-0.092973,-0.996267,-0.091453
3.060000,-1.012030,-0.082862,-0.997082,-0.081490
3.070000,-1.012859,-0.072742,-0.997797,-0.071520
3.080000,-1.013586,-0.062613,-0.998412,-0.061542
3.090000,-1.014212,-0.052477,-0.998928,-0.051558
3.100000,-1.014737,-0.042335,-0.999344,-0.041568
3.110000,-1.015161,-0.032188,-0.999659,-0.031575
3.120000,-1.015482,-0.022036,-0.999875,-0.021578
3.130000,-1.015703,-0.011881,-0.999991,-0.011579
3.140000,-1.015822,-0.001724,-1.000007,-0.001580
3.150000,-1.015839,0.008434,-0.999922,0.008420
3.160000,-1.015755,0.018592,-0.999738,0.018420
3.170000,-1.015569,0.028750,-0.999454,0.028417
3.180000,-1.015281,0.038906,-0.999070,0.038412
3.190000,-1.014892,0.049058,-0.998586,0.048402
3.200000,-1.014401,0.059207,-0.998002,0.058388
3.210000,-1.013809,0.069351,-0.997318,0.068368
3.220000,-1.013116,0.079490,-0.996535,0.078341
3.230000,-1.012321,0.089621,-0.995652,0.088307
3.240000,-1.011425,0.099744,-0.994669,0.098263
3.250000,-1.010427,0.109858,-0.993587,0.108210
3.260000,-1.009329,0.119962,-0.992406,0.118146
3.270000,-1.008129,0.130056,-0.991125,0.128070
3.280000,-1.006829,0.140137,-0.989745,0.137981
3.290000,-1.005427,0.150205,-0.988266,0.147879
3.300000,-1.003925,0.160260,-0.986689,0.157761
3.310000,-1.002323,0.170299,-0.985013,0.167628
3.320000,-1.000620,0.180322,-0.983238,0.177478
3.330000,-0.998816,0.190328,-0.981365,0.187311
3.340000,-0.996913,0.200316,-0.979393,0.197124
3.350000,-0.994910,0.210286,-0.977324,0.206918
3.360000,-0.992807,0.220235,-0.975157,0.216691
3.370000,-0.990605,0.230163,-0.972893,0.226443
3.380000,-0.988303,0.240069,-0.970531,0.236172
3.390000,-0.985902,0.249952,-0.968072,0.245877
3.400000,-0.983403,0.259811,-0.965517,0.255558
3.410000,-0.980805,0.269645,-0.962865,0.265213
3.420000,-0.978108,0.279453,-0.960116,0.274842
3.430000,-0.975314,0.289234,-0.957272,0.284443
3.440000,-0.972421,0.298987,-0.954332,0.294016
3.450000,-0.969432,0.308711,-0.951296,0.303559
3.460000,-0.966344,0.318406,-0.948165,0.313072
3.470000,-0.963160,0.328069,-0.944940,0.322554
3.480000,-0.959880,0.337701,-0.941620,0.332003
3.490000,-0.956503,0.347299,-0.938206,0.341419
3.500000,-0.953030,0.356864,-0.934698,0.350801
3.510000,-0.949461,0.366395,-0.931096,0.360148
3.520000,-0.945797,0.375889,-0.927401,0.369459
3.530000,-0.942038,0.385347,-0.923614,0.378733
3.540000,-0.938185,0.394768,-0.919734,0.387969
3.550000,-0.934237,0.404150,-0.915763,0.397167
3.560000,-0.930196,0.413492,-0.911700,0.406324
3.570000,-0.926061,0.422794,-0.907545,0.415441
3.580000,-0.921833,0.432055,-0.903300,0.424517
3.590000,-0.917512,0.441273,-0.898964,0.433550
3.600000,-0.913099,0.450448,-0.894539,0.442539
3.610000,-0.908595,0.459579,-0.890024,0.451485
3.620000,-0.903999,0.468665,-0.885420,0.460385
3.630000,-0.899313,0.477705,-0.880728,0.469239
3.640000,-0.894535,0.486698,-0.875948,0.478047
3.650000,-0.889669,0.495643,-0.871079,0.486806
3.660000,-0.884712,0.504540,-0.866124,0.495517
3.670000,-0.879667,0.513387,-0.861083,0.504178
3.680000,-0.874533,0.522184,-0.855955,0.512789
3.690000,-0.869311,0.530929,-0.850741,0.521348
3.700000,-0.864002,0.539622,-0.845443,0.529856
3.710000,-0.858605,0.548262,-0.840059,0.538310
3.720000,-0.853123,0.556848,-0.834592,0.546711
3.730000,-0.847554,0.565380,-0.829042,0.555057
3.740000,-0.841901,0.573855,-0.823408,0.563347
3.750000,-0.836162,0.582274,-0.817693,0.571581
3.760000,-0.830339,0.590636,-0.811895,0.579758
3.770000,-0.824433,0.598939,-0.806016,0.587877
3.780000,-0.818444,0.607183,-0.800057,0.595937
3.790000,-0.812372,0.615368,-0.794017,0.603938
3.800000,-0.806218,0.623492,-0.787899,0.611878
3.810000,-0.799983,0.631554,-0.781701,0.619757
3.820000,-0.793668,0.639554,-0.775425,0.627574
3.830000,-0.787272,0.647490,-0.769072,0.635328
3.840000,-0.780797,0.655363,-0.762642,0.643019
3.850000,-0.774243,0.663171,-0.756135,0.650645
3.860000,-0.767612,0.670913,-0.749553,0.658207
3.870000,-0.760903,0.678590,-0.742896,0.665702
3.880000,-0.754117,0.686199,-0.736165,0.673131
3.890000,-0.747255,0.693740,-0.729360,0.680493
3.900000,-0.740317,0.701212,-0.722482,0.687787
3.910000,-0.733305,0.708615,-0.715532,0.695011
3.920000,-0.726219,0.715949,-0.708510,0.702167
3.930000,-0.719060,0.723211,-0.701418,0.709252
3.940000,-0.711827,0.730401,-0.694255,0.716266
3.950000,-0.704523,0.737520,-0.687023,0.723209
3.960000,-0.697148,0.744565,-0.679722,0.730079
3.970000,-0.689703,0.751536,-0.672354,0.736876
3.980000,-0.682187,0.758433,-0.664918,0.743600
3.990000,-0.674603,0.765255,-0.657415,0.750249
4.000000,-0.666950,0.772001,-0.649847,0.756823
4.010000,-0.659230,0.778671,-0.642214,0.763321
4.020000,-0.651444,0.785263,-0.634516,0.769743
4.030000,-0.643591,0.791777,-0.626755,0.776089
4.040000,-0.635673,0.798213,-0.618932,0.782356
4.050000,-0.627691,0.804570,-0.611046,0.788545
4.060000,-0.619645,0.810847,-0.603100,0.794656
4.070000,-0.611537,0.817043,-0.595093,0.800687
4.080000,-0.603366,0.823159,-0.587027,0.806638
4.090000,-0.595135,0.829193,-0.578901,0.812508
4.100000,-0.586843,0.835144,-0.570718,0.818297
4.110000,-0.578492,0.841012,-0.562478,0.824004
4.120000,-0.570081,0.846797,-0.554182,0.829629
4.130000,-0.561613,0.852498,-0.545830,0.835171
4.140000,-0.553088,0.858114,-0.537424,0.840629
4.150000,-0.544507,0.863645,-0.528964,0.846003
4.160000,-0.535871,0.869090,-0.520451,0.851293
4.170000,-0.527180,0.874449,-0.511886,0.856498
4.180000,-0.518435,0.879721,-0.503270,0.861617
4.190000,-0.509638,0.884905,-0.494604,0.866649
4.200000,-0.500789,0.890001,-0.485888,0.871595
4.210000,-0.491889,0.895009,-0.477123,0.876454
4.220000,-0.482939,0.899928,-0.468311,0.881225
4.230000,-0.473940,0.904758,-0.459452,0.885908
4.240000,-0.464892,0.909497,-0.450547,0.890503
4.250000,-0.455797,0.914146,-0.441597,0.895008
4.260000,-0.446656,0.918704,-0.432602,0.899424
4.270000,-0.437469,0.923170,-0.423565,0.903750
4.280000,-0.428237,0.927545,-0.414485,0.907986
4.290000,-0.418962,0.931827,-0.405364,0.912131
4.300000,-0.409643,0.936017,-0.396202,0.916185
4.310000,-0.400283,0.940114,-0.387000,0.920147
4.320000,-0.390882,0.944116,-0.377760,0.924017
4.330000,-0.381441,0.948025,-0.368482,0.927794
4.340000,-0.371961,0.951840,-0.359167,0.931479
4.350000,-0.362442,0.955559,-0.349817,0.935071
4.360000,-0.352887,0.959184,-0.340431,0.938569
4.370000,-0.343295,0.962712,-0.331011,0.941973
4.380000,-0.333668,0.966145,-0.321559,0.945283
4.390000,-0.324006,0.969482,-0.312074,0.948499
4.400000,-0.314311,0.972722,-0.302557,0.951620
4.410000,-0.304584,0.975865,-0.293011,0.954645
4.420000,-0.294826,0.978911,-0.283435,0.957575
4.430000,-0.285036,0.981859,-0.273831,0.960410
4.440000,-0.275218,0.984710,-0.264200,0.963148
4.450000,-0.265371,0.987462,-0.254542,0.965790
4.460000,-0.255496,0.990116,-0.244858,0.968335
4.470000,-0.245595,0.992671,-0.235150,0.970784
4.480000,-0.235668,0.995127,-0.225419,0.973135
4.490000,-0.225717,0.997483,-0.215665,0.975390
4.500000,-0.215742,0.999740,-0.205890,0.977546
4.510000,-0.205745,1.001898,-0.196094,0.979605
4.520000,-0.195726,1.003955,-0.186278,0.981566
4.530000,-0.185686,1.005913,-0.176444,0.983429
4.540000,-0.175627,1.007769,-0.166592,0.985193
4.550000,-0.165549,1.009526,-0.156723,0.986859
4.560000,-0.155454,1.011181,-0.146839,0.988426
4.570000,-0.145342,1.012736,-0.136940,0.989895
4.580000,-0.135215,1.014189,-0.127027,0.991264
4.590000,-0.125073,1.015541,-0.117102,0.992535
4.600000,-0.114918,1.016792,-0.107165,0.993706
4.610000,-0.104750,1.017941,-0.097217,0.994777
4.620000,-0.094570,1.018989,-0.087260,0.995749
4.630000,-0.084380,1.019934,-0.077293,0.996622
4.640000,-0.074181,1.020778,-0.067320,0.997395
4.650000,-0.063973,1.021520,-0.057339,0.998068
4.660000,-0.053758,1.022160,-0.047352,0.998642
4.670000,-0.043537,1.022697,-0.037361,0.999115
4.680000,-0.033310,1.023133,-0.027366,0.999489
4.690000,-0.023078,1.023466,-0.017369,0.999762
4.700000,-0.012844,1.023697,-0.007369,0.999936
4.710000,-0.002607,1.023825,0.002631,1.000010
4.720000,0.007632,1.023851,0.012631,0.999983
4.730000,0.017870,1.023775,0.022629,0.999857
4.740000,0.028108,1.023596,0.032625,0.999631
4.750000,0.038344,1.023315,0.042618,0.999305
4.760000,0.048577,1.022931,0.052607,0.998878
4.770000,0.058806,1.022446,0.062591,0.998352
4.780000,0.069031,1.021858,0.072568,0.997726
4.790000,0.079249,1.021167,0.082538,0.997001
4.800000,0.089461,1.020375,0.092500,0.996175
4.810000,0.099665,1.019480,0.102452,0.995250
4.820000,0.109860,1.018484,0.112395,0.994226
4.830000,0.120044,1.017385,0.122326,0.993102
4.840000,0.130218,1.016185,0.132244,0.991879
4.850000,0.140380,1.014882,0.142150,0.990556
4.860000,0.150529,1.013479,0.152041,0.989135
4.870000,0.160664,1.011973,0.161917,0.987614
4.880000,0.170783,1.010367,0.171777,0.985995
4.890000,0.180887,1.008659,0.181620,0.984277
4.900000,0.190974,1.006850,0.191445,0.982461
4.910000,0.201042,1.004940,0.201250,0.980547
4.920000,0.211092,1.002930,0.211036,0.978534
4.930000,0.221121,1.000819,0.220800,0.976424
4.940000,0.231129,0.998608,0.230542,0.974216
4.950000,0.241115,0.996296,0.240261,0.971910
4.960000,0.251078,0.993885,0.249956,0.969508
4.970000,0.261017,0.991374,0.259626,0.967008
4.980000,0.270931,0.988764,0.269270,0.964412
4.990000,0.280818,0.986055,0.278888,0.961719
5.000000,0.290679,0.983247,0.288477,0.958930
5.010000,0.300511,0.980340,0.298037,0.956046
5.020000,0.310315,0.977335,0.307568,0.953065
5.030000,0.320088,0.974232,0.317068,0.949990
5.040000,0.329830,0.971031,0.326536,0.946819
5.050000,0.339541,0.967733,0.335972,0.943553
5.060000,0.349218,0.964337,0.345373,0.940194
5.070000,0.358861,0.960845,0.354741,0.936740
