time,x1,p1,x2,p2
0,1.000000,0.000000,1.000000,0.000000
0.010000,1.000000,-0.010000,0.999900,-0.010000
0.020000,0.999900,-0.020000,0.999700,-0.019999
0.030000,0.999700,-0.029999,0.999400,-0.029996
0.040000,0.999400,-0.039996,0.999000,-0.039990
0.050000,0.999000,-0.049990,0.998500,-0.049980
0.060000,0.998500,-0.059980,0.997901,-0.059965
0.070000,0.997900,-0.069965,0.997201,-0.069944
0.080000,0.997201,-0.079944,0.996402,-0.079916
0.090000,0.996401,-0.089916,0.995503,-0.089880
0.100000,0.995502,-0.099880,0.994505,-0.099835
0.110000,0.994503,-0.109835,0.993407,-0.109780
0.120000,0.993405,-0.119780,0.992210,-0.119714
0.130000,0.992207,-0.129714,0.990914,-0.129636
0.140000,0.990910,-0.139636,0.989518,-0.139545
0.150000,0.989514,-0.149545,0.988024,-0.149441
0.160000,0.988018,-0.159440,0.986431,-0.159321
0.170000,0.986424,-0.169321,0.984739,-0.169185
0.180000,0.984731,-0.179185,0.982948,-0.179033
0.190000,0.982939,-0.189032,0.981060,-0.188862
0.200000,0.981048,-0.198862,0.979073,-0.198673
0.210000,0.979060,-0.208672,0.976988,-0.208463
0.220000,0.976973,-0.218463,0.974806,-0.218233
0.230000,0.974788,-0.228232,0.972526,-0.227981
0.240000,0.972506,-0.237980,0.970149,-0.237707
0.250000,0.970126,-0.247705,0.967675,-0.247408
0.260000,0.967649,-0.257407,0.965104,-0.257085
0.270000,0.965075,-0.267083,0.962437,-0.266736
0.280000,0.962404,-0.276734,0.959673,-0.276360
0.290000,0.959637,-0.286358,0.956814,-0.285957
0.300000,0.956773,-0.295954,0.953858,-0.295525
0.310000,0.953814,-0.305522,0.950808,-0.305064
0.320000,0.950759,-0.315060,0.947662,-0.314572
0.330000,0.947608,-0.324568,0.944422,-0.324048
0.340000,0.944362,-0.334044,0.941087,-0.333493
0.350000,0.941022,-0.343487,0.937658,-0.342903
0.360000,0.937587,-0.352898,0.934135,-0.352280
0.370000,0.934058,-0.362273,0.930519,-0.361621
0.380000,0.930435,-0.371614,0.926809,-0.370927
0.390000,0.926719,-0.380918,0.923007,-0.380195
0.400000,0.922910,-0.390186,0.919113,-0.389425
0.410000,0.919008,-0.399415,0.915127,-0.398616
0.420000,0.915014,-0.408605,0.911049,-0.407767
0.430000,0.910928,-0.417755,0.906881,-0.416878
0.440000,0.906750,-0.426864,0.902621,-0.425946
0.450000,0.902482,-0.435932,0.898271,-0.434973
0.460000,0.898123,-0.444957,0.893832,-0.443955
0.470000,0.893673,-0.453938,0.889303,-0.452894
0.480000,0.889134,-0.462874,0.884685,-0.461787
0.490000,0.884505,-0.471766,0.879979,-0.470634
0.500000,0.879787,-0.480611,0.875184,-0.479433
0.510000,0.874981,-0.489409,0.870303,-0.488185
0.520000,0.870087,-0.498159,0.865334,-0.496888
0.530000,0.865105,-0.506859,0.860278,-0.505542
0.540000,0.860037,-0.515510,0.855137,-0.514144
0.550000,0.854882,-0.524111,0.849910,-0.522696
0.560000,0.849641,-0.532660,0.844598,-0.531195
0.570000,0.844314,-0.541156,0.839201,-0.539641
0.580000,0.838902,-0.549599,0.833721,-0.548033
0.590000,0.833406,-0.557988,0.828157,-0.556370
0.600000,0.827827,-0.566322,0.822511,-0.564652
0.610000,0.822163,-0.574601,0.816782,-0.572877
0.620000,0.816417,-0.582822,0.810972,-0.581045
0.630000,0.810589,-0.590986,0.805080,-0.589154
0.640000,0.804679,-0.599092,0.799108,-0.597205
0.650000,0.798688,-0.607139,0.793056,-0.605196
0.660000,0.792617,-0.615126,0.786925,-0.613127
0.670000,0.786466,-0.623052,0.780715,-0.620996
0.680000,0.780235,-0.630917,0.774427,-0.628803
0.690000,0.773926,-0.638719,0.768061,-0.636547
0.700000,0.767539,-0.646458,0.761619,-0.644228
0.710000,0.761074,-0.654134,0.755101,-0.651844
0.720000,0.754533,-0.661745,0.748507,-0.659395
0.730000,0.747915,-0.669290,0.741838,-0.666880
0.740000,0.741223,-0.676769,0.735095,-0.674299
0.750000,0.734455,-0.684181,0.728278,-0.681650
0.760000,0.727613,-0.691526,0.721389,-0.688932
0.770000,0.720698,-0.698802,0.714428,-0.696146
0.780000,0.713710,-0.706009,0.707395,-0.703291
0.790000,0.706650,-0.713146,0.700291,-0.710364
0.800000,0.699518,-0.720212,0.693117,-0.717367
0.810000,0.692316,-0.727208,0.685874,-0.724299
0.820000,0.685044,-0.734131,0.678563,-0.731157
0.830000,0.677703,-0.740981,0.671183,-0.737943
0.840000,0.670293,-0.747758,0.663737,-0.744655
0.850000,0.662815,-0.754461,0.656224,-0.751292
0.860000,0.655271,-0.761089,0.648645,-0.757854
0.870000,0.647660,-0.767642,0.641002,-0.764341
0.880000,0.639983,-0.774119,0.633295,-0.770751
0.890000,0.632242,-0.780518,0.625524,-0.777084
0.900000,0.624437,-0.786841,0.617690,-0.783339
0.910000,0.616569,-0.793085,0.609795,-0.789516
0.920000,0.608638,-0.799251,0.601839,-0.795614
0.930000,0.600645,-0.805337,0.593823,-0.801632
0.940000,0.592592,-0.811344,0.585747,-0.807571
0.950000,0.584478,-0.817270,0.577613,-0.813428
0.960000,0.576306,-0.823115,0.569421,-0.819204
0.970000,0.568075,-0.828878,0.561172,-0.824898
0.980000,0.559786,-0.834558,0.552867,-0.830510
0.990000,0.551440,-0.840156,0.544506,-0.836039
1.000000,0.543039,-0.845671,0.536091,-0.841484
1.010000,0.534582,-0.851101,0.527623,-0.846845
1.020000,0.526071,-0.856447,0.519102,-0.852121
1.030000,0.517506,-0.861707,0.510529,-0.857312
1.040000,0.508889,-0.866883,0.501904,-0.862417
1.050000,0.500221,-0.871971,0.493230,-0.867436
1.060000,0.491501,-0.876974,0.484506,-0.872369
1.070000,0.482731,-0.881889,0.475734,-0.877214
1.080000,0.473912,-0.886716,0.466915,-0.881971
1.090000,0.465045,-0.891455,0.458048,-0.886640
1.100000,0.456131,-0.896106,0.449136,-0.891221
1.110000,0.447169,-0.900667,0.440179,-0.895712
1.120000,0.438163,-0.905139,0.431178,-0.900114
1.130000,0.429111,-0.909520,0.422133,-0.904426
1.140000,0.420016,-0.913811,0.413047,-0.908647
1.150000,0.410878,-0.918011,0.403919,-0.912777
1.160000,0.401698,-0.922120,0.394751,-0.916816
1.170000,0.392477,-0.926137,0.385543,-0.920764
1.180000,0.383215,-0.930062,0.376297,-0.924619
1.190000,0.373915,-0.933894,0.367013,-0.928382
1.200000,0.364576,-0.937633,0.357693,-0.932053
1.210000,0.355199,-0.941279,0.348337,-0.935629
1.220000,0.345787,-0.944831,0.338945,-0.939113
1.230000,0.336338,-0.948289,0.329520,-0.942502
1.240000,0.326856,-0.951652,0.320062,-0.945798
1.250000,0.317339,-0.954921,0.310572,-0.948998
1.260000,0.307790,-0.958094,0.301051,-0.952104
1.270000,0.298209,-0.961172,0.291500,-0.955114
1.280000,0.288597,-0.964154,0.281920,-0.958029
1.290000,0.278956,-0.967040,0.272311,-0.960849
1.300000,0.269285,-0.969830,0.262676,-0.963572
1.310000,0.259587,-0.972523,0.253014,-0.966198
1.320000,0.249862,-0.975118,0.243326,-0.968729
1.330000,0.240110,-0.977617,0.233615,-0.971162
1.340000,0.230334,-0.980018,0.223880,-0.973498
1.350000,0.220534,-0.982322,0.214123,-0.975737
1.360000,0.210711,-0.984527,0.204344,-0.977878
1.370000,0.200866,-0.986634,0.194545,-0.979921
1.380000,0.190999,-0.988643,0.184726,-0.981867
1.390000,0.181113,-0.990553,0.174889,-0.983714
1.400000,0.171207,-0.992364,0.165034,-0.985463
1.410000,0.161284,-0.994076,0.155163,-0.987113
1.420000,0.151343,-0.995689,0.145276,-0.988665
1.430000,0.141386,-0.997202,0.135375,-0.990118
1.440000,0.131414,-0.998616,0.125460,-0.991472
1.450000,0.121428,-0.999930,0.115533,-0.992726
1.460000,0.111429,-1.001144,0.105594,-0.993881
1.470000,0.101417,-1.002259,0.095645,-0.994937
1.480000,0.091395,-1.003273,0.085686,-0.995894
1.490000,0.081362,-1.004187,0.075719,-0.996751
1.500000,0.071320,-1.005000,0.065743,-0.997508
1.510000,0.061270,-1.005714,0.055762,-0.998165
1.520000,0.051213,-1.006326,0.045775,-0.998723
1.530000,0.041150,-1.006838,0.035783,-0.999181
1.540000,0.031081,-1.007250,0.025787,-0.999539
1.550000,0.021009,-1.007561,0.015789,-0.999796
1.560000,0.010933,-1.007771,0.005790,-0.999954
1.570000,0.000855,-1.007880,-0.004210,-1.000012
1.580000,-0.009223,-1.007889,-0.014210,-0.999970
1.590000,-0.019302,-1.007796,-0.024208,-0.999828
1.600000,-0.029380,-1.007603,-0.034204,-0.999586
1.610000,-0.039456,-1.007310,-0.044197,-0.999244
1.620000,-0.049529,-1.006915,-0.054185,-0.998802
1.630000,-0.059599,-1.006420,-0.064167,-0.998260
1.640000,-0.069663,-1.005824,-0.074143,-0.997618
1.650000,-0.079721,-1.005127,-0.084112,-0.996877
1.660000,-0.089772,-1.004330,-0.094072,-0.996036
1.670000,-0.099816,-1.003432,-0.104023,-0.995095
1.680000,-0.109850,-1.002434,-0.113964,-0.994055
1.690000,-0.119874,-1.001336,-0.123893,-0.992915
1.700000,-0.129888,-1.000137,-0.133810,-0.991676
1.710000,-0.139889,-0.998838,-0.143713,-0.990338
1.720000,-0.149877,-0.997439,-0.153602,-0.988901
1.730000,-0.159852,-0.995940,-0.163476,-0.987365
1.740000,-0.169811,-0.994342,-0.173333,-0.985730
1.750000,-0.179755,-0.992644,-0.183173,-0.983997
1.760000,-0.189681,-0.990846,-0.192995,-0.982165
1.770000,-0.199589,-0.988949,-0.202797,-0.980235
1.780000,-0.209479,-0.986953,-0.212579,-0.978207
1.790000,-0.219348,-0.984859,-0.222340,-0.976082
1.800000,-0.229197,-0.982665,-0.232079,-0.973858
1.810000,-0.239024,-0.980373,-0.241794,-0.971537
1.820000,-0.248827,-0.977983,-0.251485,-0.969119
1.830000,-0.258607,-0.975495,-0.261151,-0.966605
1.840000,-0.268362,-0.972909,-0.270791,-0.963993
1.850000,-0.278091,-0.970225,-0.280404,-0.961285
1.860000,-0.287794,-0.967444,-0.289989,-0.958481
1.870000,-0.297468,-0.964566,-0.299545,-0.955581
1.880000,-0.307114,-0.961591,-0.309071,-0.952586
1.890000,-0.316730,-0.958520,-0.318566,-0.949495
1.900000,-0.326315,-0.955353,-0.328029,-0.946309
1.910000,-0.335868,-0.952090,-0.337459,-0.943029
1.920000,-0.345389,-0.948731,-0.346855,-0.939654
1.930000,-0.354877,-0.945277,-0.356217,-0.936186
1.940000,-0.364329,-0.941729,-0.365544,-0.932624
1.950000,-0.373747,-0.938085,-0.374833,-0.928968
1.960000,-0.383127,-0.934348,-0.384085,-0.925220
1.970000,-0.392471,-0.930516,-0.393299,-0.921379
1.980000,-0.401776,-0.926592,-0.402474,-0.917446
1.990000,-0.411042,-0.922574,-0.411608,-0.913421
2.000000,-0.420268,-0.918464,-0.420701,-0.909305
2.010000,-0.429452,-0.914261,-0.429752,-0.905098
2.020000,-0.438595,-0.909966,-0.438760,-0.900801
2.030000,-0.447695,-0.905580,-0.447724,-0.896413
2.040000,-0.456750,-0.901103,-0.456643,-0.891936
2.050000,-0.465761,-0.896536,-0.465517,-0.887370
2.060000,-0.474727,-0.891878,-0.474344,-0.882714
2.070000,-0.483646,-0.887131,-0.483124,-0.877971
2.080000,-0.492517,-0.882295,-0.491855,-0.873140
2.090000,-0.501340,-0.877369,-0.500538,-0.868221
2.100000,-0.510114,-0.872356,-0.509170,-0.863216
2.110000,-0.518837,-0.867255,-0.517751,-0.858124
2.120000,-0.527510,-0.862067,-0.526280,-0.852947
2.130000,-0.536130,-0.856791,-0.534757,-0.847684
2.140000,-0.544698,-0.851430,-0.543181,-0.842336
2.150000,-0.553213,-0.845983,-0.551550,-0.836904
2.160000,-0.561672,-0.840451,-0.559864,-0.831389
2.170000,-0.570077,-0.834834,-0.568121,-0.825790
2.180000,-0.578425,-0.829134,-0.576323,-0.820109
2.190000,-0.586717,-0.823349,-0.584466,-0.814346
2.200000,-0.594950,-0.817482,-0.592551,-0.808501
2.210000,-0.603125,-0.811533,-0.600577,-0.802576
2.220000,-0.611240,-0.805501,-0.608542,-0.796570
2.230000,-0.619295,-0.799389,-0.616447,-0.790484
2.240000,-0.627289,-0.793196,-0.624291,-0.784320
2.250000,-0.635221,-0.786923,-0.632071,-0.778077
2.260000,-0.643090,-0.780571,-0.639789,-0.771756
2.270000,-0.650896,-0.774140,-0.647442,-0.765358
2.280000,-0.658637,-0.767631,-0.655031,-0.758884
