realization,energy,pressure,acc_ratio
1,-228.774128,3.644643,0.060000
1,-225.447436,3.555832,0.070000
1,-227.593351,3.367071,0.090000
1,-226.725286,3.258916,0.120000
1,-240.289943,2.946652,0.180000
1,-241.297203,2.795644,0.170000
1,-241.253409,2.681620,0.140000
1,-242.914291,2.493567,0.200000
1,-238.512138,2.336992,0.240000
1,-238.510449,2.166306,0.240000
1,-234.539923,2.165818,0.280000
1,-240.038671,2.000221,0.200000
1,-233.887829,1.958001,0.280000
1,-239.108031,1.725556,0.320000
1,-234.095116,1.747507,0.320000
1,-243.577253,1.571073,0.410000
1,-246.172786,1.513474,0.290000
1,-236.030268,1.523670,0.370000
1,-240.150066,1.509015,0.250000
1,-235.860808,1.446317,0.380000
1,-251.851614,1.222470,0.350000
1,-230.396043,1.394341,0.430000
1,-248.397259,1.163846,0.360000
1,-250.862193,0.961895,0.440000
1,-247.963221,0.931498,0.340000
1,-252.140434,0.862579,0.290000
1,-258.633547,0.835614,0.380000
1,-264.434557,0.701955,0.430000
1,-255.505625,0.791861,0.470000
1,-245.768129,0.812633,0.360000
1,-245.911669,0.820220,0.400000
1,-251.222668,0.612529,0.490000
1,-252.821956,0.429133,0.480000
1,-250.680685,0.344393,0.490000
1,-245.360694,0.366863,0.500000
1,-242.089954,0.339401,0.530000
1,-234.678130,0.317691,0.500000
1,-222.528864,0.520991,0.580000
1,-222.760213,0.413192,0.540000
1,-224.813694,0.434481,0.530000
1,-220.403596,0.481385,0.470000
1,-224.669717,0.319510,0.510000
1,-218.320151,0.268232,0.560000
1,-221.442553,0.204762,0.550000
1,-216.552250,0.191481,0.550000
1,-211.182058,0.174111,0.530000
1,-207.833090,0.293409,0.500000
1,-207.501079,0.354716,0.600000
1,-200.504118,0.400721,0.570000
1,-202.676005,0.474746,0.650000
1,-202.613913,0.499976,0.520000
1,-207.644086,0.425690,0.650000
1,-208.946531,0.416102,0.560000
1,-205.792659,0.443655,0.680000
1,-195.151365,0.630512,0.560000
1,-188.341833,0.601842,0.520000
1,-188.047136,0.554329,0.630000
1,-184.092654,0.557426,0.610000
1,-188.882553,0.453318,0.610000
1,-189.341023,0.358476,0.560000
1,-187.295074,0.392047,0.620000
1,-160.319545,0.649437,0.730000
1,-185.844086,0.376190,0.700000
1,-190.214170,0.344700,0.590000
1,-184.349860,0.402622,0.610000
1,-174.811160,0.438421,0.500000
1,-168.086885,0.520516,0.580000
1,-183.581973,0.379109,0.700000
1,-189.824649,0.331644,0.580000
1,-192.451159,0.284985,0.650000
1,-187.171358,0.333240,0.590000
1,-185.209817,0.292752,0.650000
1,-185.187302,0.295656,0.640000
1,-183.289097,0.353406,0.630000
1,-181.116984,0.340436,0.610000
1,-185.345984,0.311425,0.560000
1,-181.110771,0.264397,0.680000
1,-179.482930,0.222660,0.580000
1,-172.244219,0.295399,0.690000
1,-173.093140,0.307547,0.630000
1,-171.901115,0.390460,0.660000
1,-174.830540,0.321723,0.570000
1,-168.941686,0.315900,0.700000
1,-178.131662,0.240772,0.700000
1,-169.897464,0.314306,0.630000
1,-174.206794,0.306914,0.670000
1,-175.424103,0.289057,0.730000
1,-163.299544,0.413865,0.630000
1,-155.699397,0.492105,0.640000
1,-172.654789,0.240604,0.580000
1,-182.231820,0.127465,0.680000
1,-176.888943,0.213598,0.710000
1,-173.254127,0.317976,0.660000
1,-159.955513,0.499114,0.660000
1,-161.298599,0.411240,0.630000
1,-150.436078,0.544373,0.660000
1,-168.872411,0.331594,0.690000
1,-167.891800,0.399873,0.700000
1,-164.486729,0.419128,0.670000
1,-167.404985,0.359606,0.670000
1,-172.333515,0.241244,0.640000
1,-169.747304,0.284642,0.660000
1,-171.244340,0.314963,0.600000
1,-176.680797,0.216283,0.630000
1,-172.438679,0.279375,0.630000
1,-178.201443,0.258089,0.580000
1,-166.554051,0.302421,0.670000
1,-165.973559,0.324510,0.700000
1,-159.339313,0.374667,0.660000
1,-153.186758,0.429471,0.670000
1,-137.604335,0.530981,0.650000
1,-148.189332,0.411241,0.620000
1,-151.791332,0.410679,0.670000
1,-156.243512,0.337022,0.640000
1,-150.031488,0.392401,0.670000
1,-155.915266,0.366290,0.610000
1,-155.962285,0.342758,0.630000
1,-159.524250,0.312683,0.770000
1,-158.608616,0.217214,0.570000
