algorithm,variable,term,estimate,std.error,statistic,p.value
metro,energy,(Intercept),-2.34930830708982,0.173652128258817,-13.5288195465611,0.000172765160495879
metro,energy,log(lat_side),1.54297680864116,0.0550528237942625,28.0272055509343,9.64173531308271e-06
metro,magnet,(Intercept),-0.961900552429774,0.429663201859128,-2.23873151870509,0.0887467114206727
metro,magnet,log(lat_side),2.37632198736387,0.136215851657022,17.4452676282289,6.33850248099594e-05
wolff,energy,(Intercept),-0.132418504812854,0.0338596088755283,-3.91081023114115,0.0173819364765287
wolff,energy,log(lat_side),0.242994423279375,0.0107344902700463,22.6367919823293,2.25560248296138e-05
wolff,magnet,(Intercept),-1.55933437167199,0.0475182167776595,-32.8155069237594,5.14222293330027e-06
wolff,magnet,log(lat_side),0.0779932114856969,0.0150646700475738,5.17722666606015,0.00661894450098112
