side,temp,obs,mean,var,var_ci80_low,var_ci80_high,var_ci95_low,var_ci95_high,tau
90,2.19919,energy,-1.55310116856117,0.000834621985315543,0.000828310406666153,0.00084113423048116,0.000824564958113444,0.000844289026437759,11.3673753000293
90,2.19919,magnet,0.785954528503548,0.00130220086355778,0.00126707937636567,0.00134324503501607,0.00124207058628487,0.00135783706609257,43.2849414354065
32,2.20419,energy,-1.55314863445378,0.00673063003679005,0.00667594416391865,0.00678354133117282,0.00665214115283339,0.00681330415067938,9.56620651969765
32,2.20419,magnet,0.78092178755546,0.0096770344900473,0.00935412117859337,0.00999797760597828,0.00917607328470545,0.010181891963233,29.8814471626309
45,2.20419,energy,-1.53319657077751,0.00348021139929672,0.00345005496029486,0.00350799695702775,0.00343687354697025,0.00352183408909231,11.6957336304939
45,2.20419,magnet,0.777929162776222,0.00629720116244334,0.00599425227201357,0.00661104764584026,0.00581778013445412,0.00677442712537321,49.8933696604325
64,2.20419,energy,-1.56141542949843,0.00170504237758175,0.00169089400975167,0.00171833734733742,0.00168383535102023,0.0017263903097088,11.771795939549
64,2.20419,magnet,0.778993893355345,0.00320517564337516,0.00298350681185931,0.00341662481643166,0.00286555480736151,0.00353076709804402,61.7502646634812
90,2.20419,energy,-1.53558027384579,0.000865577548243212,0.000858472953650269,0.000872709623761685,0.000854865821536222,0.000876452881027435,10.985471430175
90,2.20419,magnet,0.779102703153324,0.00143463713300432,0.00139678642606307,0.00147448777136867,0.00137716452980143,0.0014946881489573,40.7280008544516
32,2.20919,energy,-1.52508836382208,0.00707295252743744,0.00701641895561526,0.00713035193298527,0.00698767990097101,0.00715863542054538,11.2772541650995
32,2.20919,magnet,0.770605691964286,0.0119740317143775,0.0115959216588942,0.0123633484152412,0.0113733258276833,0.0126281023400762,34.3569980648827
45,2.20919,energy,-1.51603723224138,0.00353730333007954,0.00350950526660244,0.00356604332531806,0.00349352134556672,0.00358260736582099,12.4042818533283
45,2.20919,magnet,0.771990054737124,0.00635498932212729,0.00606858743758881,0.00662893099826024,0.00591002811232397,0.00678181488427129,46.463167050262
64,2.20919,energy,-1.49479654943814,0.00179502735461359,0.00177783294624678,0.00181106794251975,0.00176927375456407,0.00182024626435503,15.1546784225278
64,2.20919,magnet,0.770177554553427,0.0039902785101099,0.00374772640996399,0.0042242496997566,0.00358396463179582,0.00438058432644952,69.0104139537795
90,2.20919,energy,-1.54249731299927,0.000900226019328752,0.000892453100445781,0.00090802405175199,0.000888634547983768,0.000912892754286458,14.231271450671
90,2.20919,magnet,0.770730522390735,0.00193366595388583,0.00181637635130425,0.00204146999654973,0.00174570155803292,0.00208853087363789,71.5661428199917
32,2.21419,energy,-1.57408807466815,0.00707467202179488,0.00701855982317986,0.00713195793654671,0.00698917081925847,0.00715717718536612,11.1723333016511
32,2.21419,magnet,0.763999327547002,0.0122227576572223,0.011829488943789,0.0126237711599322,0.0115939446136338,0.0128428690362889,32.5482176657264
45,2.21419,energy,-1.49116461206208,0.00373889238154175,0.00370286987667792,0.00377609741882317,0.00368539793897624,0.00379305878113328,15.4293230071195
45,2.21419,magnet,0.76259253449528,0.00857478238427769,0.00816933944088943,0.00898389197272475,0.00791935196891491,0.00915528019012228,55.7905990031901
64,2.21419,energy,-1.53511640625,0.00180944464275193,0.00179306268063019,0.00182629425133876,0.00178371531469091,0.00183424045208805,13.8374158427229
64,2.21419,magnet,0.763371487780199,0.00393134583343252,0.00374031005439399,0.00411922100724786,0.00362765755230567,0.0042335355119855,56.9144588740522
90,2.21419,energy,-1.53415196324214,0.000929946316427434,0.00092188215416424,0.000938850774543372,0.000917538610916548,0.000942952724376791,15.037008436153
90,2.21419,magnet,0.763614808242138,0.00204622768622158,0.0019489592571261,0.00214620588433864,0.00187892091983008,0.00219172436637221,65.7209077343054
32,2.21919,energy,-1.53949750450623,0.00745227565670787,0.00738832467826355,0.00751497755534481,0.00735045872956144,0.00754841255492048,13.1705541317465
32,2.21919,magnet,0.756605504673887,0.0138422832616808,0.0133556760054502,0.0142918767956295,0.0130987012919789,0.0145070643086233,36.2431414298363
45,2.21919,energy,-1.53989490835355,0.00383428948577031,0.00379896649103825,0.00386893564132199,0.00377745270450634,0.00389212472909789,15.5289084381778
45,2.21919,magnet,0.754455296409266,0.00850377645893489,0.00813833137061502,0.00888093430358918,0.00790641005098372,0.00909795507054817,54.5555698678029
64,2.21919,energy,-1.5182252801643,0.00191336326016269,0.00189549868356155,0.00193194716195424,0.00188628803776858,0.00194034258345958,16.0327166755694
64,2.21919,magnet,0.755649624637569,0.00446112752484975,0.00420994391348384,0.00470804605577333,0.00406768168967001,0.00481805173079497,67.1437954067669
90,2.21919,energy,-1.54831382010582,0.000964935007735643,0.00095550641517544,0.000973780777174774,0.000949788525266388,0.000979018246144078,17.2566889220549
90,2.21919,magnet,0.754285685654733,0.00244104506301372,0.00235051995397712,0.00255059818117747,0.00229111025834998,0.00260199412077598,69.3183368417636
32,2.22419,energy,-1.43829866042167,0.00756210876595469,0.00749482204334694,0.00762571652303787,0.00746578609283856,0.00765917406172804,12.7495312040642
32,2.22419,magnet,0.750307700892857,0.0145423716626456,0.0141363632344927,0.0149835226851358,0.013879079868395,0.015199274736711,34.3874360028487
45,2.22419,energy,-1.5627398921994,0.0039242394280668,0.00388447304710081,0.00396709750985399,0.0038634812841823,0.00398731472838182,17.6542328987659
45,2.22419,magnet,0.746943759430995,0.00955102037339301,0.00911577793441035,0.010030840611164,0.00879439135660332,0.0102235470134918,62.1423585083248
64,2.22419,energy,-1.5139760762769,0.00193730592299599,0.00191849731046201,0.00195946379623551,0.00190602002978939,0.00197103711095514,19.0629310375766
64,2.22419,magnet,0.744706115884725,0.0057035726112614,0.0053831285630158,0.00602446616528059,0.00519610009641904,0.00616763754858208,79.0018493732539
90,2.22419,energy,-1.5271522680776,0.000982352359509865,0.000972104829757534,0.000991915773586824,0.000967142900045981,0.000997615798966759,17.041220014967
90,2.22419,magnet,0.747317694214497,0.00252793429103588,0.00243933291257329,0.00261514725856045,0.0023982038379605,0.00266258934088578,65.3023440838073
32,2.22919,energy,-1.52216867284794,0.00785373927191442,0.00778854773732485,0.00792350771169556,0.00775264347200106,0.00796219536332278,13.080909512732
32,2.22919,magnet,0.740168790272568,0.0167509702906373,0.0162922853371739,0.0172615654019157,0.0159829901628362,0.0174952543541391,35.5094478100705
45,2.22919,energy,-1.4664285522803,0.00409712757144097,0.00405852738516925,0.00413928032457254,0.00403650875212263,0.00416217877774851,18.9516299171362
45,2.22919,magnet,0.735849583763248,0.0115286415076698,0.0109963276642747,0.0120568437506919,0.0107844476604935,0.012337903871633,64.1240229285925
64,2.22919,energy,-1.47506790369879,0.00207531000009719,0.00205254463385045,0.00209923769278658,0.00204026140749332,0.00211282104945236,22.4156000292204
64,2.22919,magnet,0.734645651963287,0.00690576632065109,0.00649074399199373,0.00730146804594775,0.00624109847525804,0.00748643479050852,89.6129720307222
90,2.22919,energy,-1.50230168274717,0.00101817050021041,0.00100725716540035,0.00102859828030249,0.0010012587881495,0.00103477602736858,19.8183030791879
90,2.22919,magnet,0.736389658678286,0.00301597527108864,0.00290572209640519,0.00313038904057075,0.00284087224990883,0.00318581630543452,70.1689055284116
32,2.23419,energy,-1.48756494770046,0.0079226763806894,0.00785490425312771,0.007992380446914,0.00781762562629396,0.00802568628447501,13.3581359259451
32,2.23419,magnet,0.73268203125,0.0172699545126246,0.0167792171851123,0.0177345906128605,0.0165554162313465,0.0179838649362143,34.2662748666397
45,2.23419,energy,-1.46372970744915,0.00422716692708187,0.00417713642293192,0.00427689479944085,0.00415473844137893,0.00430087670957933,20.6358889856963
45,2.23419,magnet,0.725619803476946,0.0126665259209594,0.0121220119196676,0.0132446040417459,0.0117799558441769,0.0134954561283619,69.1192973104313
64,2.23419,energy,-1.44502721491856,0.00209580615094148,0.002071418378602,0.00211940832570982,0.00205948969202007,0.00213296173161891,21.7867834979429
64,2.23419,magnet,0.725617530836909,0.00679739851487757,0.0065063833981862,0.00706646813955253,0.00633264376803477,0.00725363458337407,68.9349179820031
90,2.23419,energy,-1.48632380952381,0.00106137866295476,0.00104885450505775,0.00107487915794273,0.0010423805879664,0.00108039586084231,24.6154074704281
