algorithm,variable,term,estimate,std.error,statistic,p.value
metro,energy,(Intercept),-0.947142627473632,0.171244508488488,-5.53093723024295,0.00522130509139291
metro,energy,log(side),1.16476135893674,0.0430764224472399,27.0394172209483,1.11227520808065e-05
metro,magnet,(Intercept),-0.546702239588251,0.244943132069194,-2.23195578079655,0.0894165245974286
metro,magnet,log(side),1.30394748837618,0.0616152536843071,21.1627382897278,2.94731528921874e-05
wolff,energy,(Intercept),-0.697166130867598,0.0899300312456047,-7.75231723164414,0.00149183870602586
wolff,energy,log(side),0.337513880915429,0.0226218291659237,14.9198315679901,0.000117543770707778
wolff,magnet,(Intercept),-0.551365958014662,0.137717726791782,-4.0035946777446,0.0160819487994742
wolff,magnet,log(side),0.208700381625949,0.0346427866803983,6.02435316625485,0.00382530215938752
