side,temp,obs,tau,mean,var
32,2.34419,magnet,35.9973944213067,0.442325001972853,20.4535869004694
32,2.34919,energy,14.7944353539869,-1.24148619397096,1.65507345678495
32,2.34919,magnet,32.8792525557731,0.424758003866793,20.4630510600895
32,2.35419,energy,14.9273736927305,-1.30107934027778,1.61676703681989
32,2.35419,magnet,33.8078661952294,0.415598374368687,20.0066181359806
32,2.35919,energy,13.4617814723529,-1.28429405776515,1.5680807440114
32,2.35919,magnet,30.6057512547894,0.400149060921717,19.6698609317826
32,2.36419,energy,12.9015842377199,-1.16353010969066,1.53307770013205
32,2.36419,magnet,30.2354064759988,0.388842548532197,19.3352761174821
32,2.36919,energy,12.0209978799692,-1.24148018465909,1.49805910524475
32,2.36919,magnet,28.6856727444273,0.376801534880051,19.0541087388596
32,2.37419,energy,11.5414483746237,-1.26315622632576,1.46508756248644
32,2.37419,magnet,28.0898998450849,0.364916921164773,18.5664757631915
32,2.37919,energy,10.9075788075688,-1.2404595959596,1.41510381264305
32,2.37919,magnet,26.8594377512783,0.353950763494318,17.9635958688886
32,2.38419,energy,10.7890669341025,-1.1641388415404,1.38762484246677
32,2.38419,magnet,26.5320243606249,0.347521360085227,17.5212315758283
32,2.38919,energy,9.51294801128749,-1.18536606297348,1.35318690949307
32,2.38919,magnet,24.7314838972688,0.332342631392045,17.1481592012862
32,2.39419,energy,9.112576492695,-1.24601500552399,1.32755341128223
32,2.39419,magnet,23.2771811749777,0.325888109611742,16.6728238853883
32,2.39919,energy,8.57441084183955,-1.25502930871212,1.28961828162874
32,2.39919,magnet,23.2725329793741,0.31784466540404,16.0197007000179
32,2.40419,energy,7.89877619526769,-1.1720607678346,1.25963893170716
32,2.40419,magnet,21.6601057053246,0.306817781328914,15.6027699010615
32,2.40919,energy,7.40508599516542,-1.21304677635732,1.23163051918627
32,2.40919,magnet,20.0024617151064,0.299697107796717,15.0939143792941
32,2.41419,energy,6.96470568454286,-1.23428012547348,1.20385624605556
32,2.41419,magnet,19.5947422028848,0.292164468907828,14.5746345804719
45,2.11919,energy,2.83125788271708,-1.65083573113855,1.02434352419903
45,2.11919,magnet,9.48524559111389,0.85726971043771,1.22993992150452
45,2.12419,energy,2.85484327149412,-1.65751748597082,1.04334152550253
45,2.12419,magnet,8.41537885308663,0.854060120214491,1.28144749872388
45,2.12919,energy,2.94639262323717,-1.63387240902856,1.06098754051374
45,2.12919,magnet,8.6476781749053,0.851180349669535,1.33905176140896
45,2.13419,energy,3.06114287608074,-1.63843622596334,1.07332698161589
45,2.13419,magnet,8.82449946384759,0.847869170719541,1.41798377602914
45,2.13919,energy,3.40722542996272,-1.64363526424741,1.09379071493272
45,2.13919,magnet,11.1339389303077,0.843967685746353,1.54725745710479
45,2.14419,energy,3.49643333519416,-1.58672418007233,1.12005941928109
45,2.14419,magnet,10.9359168844809,0.840299552562664,1.66939828911554
45,2.14919,energy,3.84239042400428,-1.63728733458037,1.13819459095103
45,2.14919,magnet,14.745012972564,0.836301459034792,1.84282319741601
45,2.15419,energy,4.03845828640523,-1.65238231999002,1.15854936605045
45,2.15419,magnet,12.9238147028053,0.832441705948373,1.92651182575378
45,2.15919,energy,4.27031326797314,-1.59494317994762,1.18002821702502
45,2.15919,magnet,17.5366714063483,0.828059924678888,2.11385377495422
45,2.16419,energy,4.95917534558792,-1.58727152213493,1.20383252520549
45,2.16419,magnet,18.3326506711,0.823866238683128,2.30937234405801
45,2.16919,energy,4.77281325419001,-1.55834433620152,1.22532039228774
45,2.16919,magnet,16.1546949476055,0.819013463025315,2.49477823675418
45,2.17419,energy,5.26195820723927,-1.58897257214116,1.24747878279552
45,2.17419,magnet,21.4154867905345,0.814839239805462,2.70367969482248
45,2.17919,energy,6.31419468688839,-1.60422227010849,1.28235615691717
45,2.17919,magnet,31.2818843910276,0.809366794862202,3.17241135198926
45,2.18419,energy,6.55562731837033,-1.57521970719541,1.31290301730774
45,2.18419,magnet,27.2034978969351,0.804356032422995,3.35221094153399
45,2.18919,energy,7.82266666579323,-1.54155032797107,1.34055931447013
45,2.18919,magnet,37.0113717806795,0.798121483476743,3.86096247973248
45,2.19419,energy,7.83243306692323,-1.58444541813194,1.37397127167722
45,2.19419,magnet,34.4089744030272,0.792505249033545,4.19371324760867
45,2.19919,energy,9.73477450802793,-1.55853442075072,1.40765321107176
45,2.19919,magnet,44.2553750884441,0.785509855094151,4.91580207843986
45,2.20419,energy,10.9543141889178,-1.58084645965831,1.45483260503862
45,2.20419,magnet,43.716502317952,0.77833808405038,5.68923908124969
45,2.20919,energy,9.9445175489825,-1.49010927247787,1.46252564478399
45,2.20919,magnet,37.8919528097294,0.773229908966205,5.41696989936882
45,2.21419,energy,12.8414751738377,-1.57816376505799,1.52219918853849
45,2.21419,magnet,51.1768622168866,0.763986601820676,6.908298928812
45,2.21919,energy,13.7601549405761,-1.52892420102257,1.5600650863174
45,2.21919,magnet,49.9437940730704,0.755725966828782,7.49767687717085
45,2.22419,energy,16.5994396535734,-1.46450745479486,1.61577370384834
45,2.22419,magnet,60.6465109506305,0.745921666043147,9.00558847882062
45,2.22919,energy,16.7188767822502,-1.53442830677142,1.64365527887588
45,2.22919,magnet,56.8168649899335,0.737219939643347,9.66790139812242
45,2.23419,energy,20.2930947178624,-1.50993607781519,1.71899566650972
45,2.23419,magnet,69.705011702745,0.724717723406909,12.1446011402295
45,2.23919,energy,19.7613576627133,-1.49097887118095,1.74039694484938
45,2.23919,magnet,63.3010320473627,0.715995524629006,12.5392440836091
45,2.24419,energy,23.8717389960001,-1.43839786107994,1.80150160650288
45,2.24419,magnet,73.7723888764267,0.702052853473002,14.8554651280335
45,2.24919,energy,26.3048419583928,-1.47216158822796,1.85451163002594
45,2.24919,magnet,77.4662826780915,0.687386746477117,17.3325778703998
45,2.25419,energy,28.5177488626651,-1.45576721286944,1.9225459449898
45,2.25419,magnet,79.1805541550673,0.672767240803093,19.5546565342442
45,2.25919,energy,28.7623848531658,-1.48281323855842,1.94969272385876
45,2.25919,magnet,77.1298291237846,0.658574256141664,21.0302867188971
45,2.26419,energy,29.9101518802343,-1.46320904850979,1.97703130798008
45,2.26419,magnet,77.4759860308392,0.646054032672403,22.3272694436556
45,2.26919,energy,31.8253939715535,-1.41789575158997,2.02666175275368
45,2.26919,magnet,80.6747336120699,0.628698094026687,25.4729816676271
45,2.27419,energy,32.0875943587974,-1.43046462052625,2.04440930615088
45,2.27419,magnet,79.9474034259159,0.607986078064597,27.8523507231306
45,2.27919,energy,33.4234559977904,-1.42039549669535,2.06340018784082
45,2.27919,magnet,80.5738866516006,0.59077805112857,29.2571671157197
45,2.28419,energy,34.5525242349923,-1.37572710013717,2.06562712695183
45,2.28419,magnet,84.4155745997898,0.575258765432099,30.9627848836173
45,2.28919,energy,35.2677339447273,-1.33423957301409,2.07548168780278
45,2.28919,magnet,82.5790677905228,0.549228098266617,34.0986092305711
45,2.29419,energy,33.9880450173447,-1.41588773662551,2.06406935325172
45,2.29419,magnet,80.170016022319,0.533771390946502,34.6366589342992
45,2.29919,energy,35.1102867625414,-1.42486944107744,2.04848945285396
45,2.29919,magnet,80.6539825440304,0.507463452300786,36.788938106211
45,2.30419,energy,32.9045643001447,-1.3402413029056,2.01029984602668
45,2.30419,magnet,77.6492449997641,0.489505872552687,37.3787966928179
45,2.30919,energy,31.7271031749439,-1.39880688365133,1.99656138025509
45,2.30919,magnet,74.2559580828326,0.470835567527123,37.9881234054427
45,2.31419,energy,31.8953701425522,-1.3390736580621,1.94316952838962
45,2.31419,magnet,74.7251660387816,0.448768852974186,38.3384836036956
45,2.31919,energy,28.7585034831954,-1.32054956478364,1.88909555413162
45,2.31919,magnet,69.7629601735348,0.433628719790498,37.5109333141188
45,2.32419,energy,28.6275041439549,-1.33974580970196,1.83401851135183
45,2.32419,magnet,70.3049078108858,0.411351066217733,37.2782908247728
45,2.32919,energy,25.9790181357327,-1.3519371432847,1.78349719071258
45,2.32919,magnet,66.3889364450106,0.389943887267739,37.0189169356559
45,2.33419,energy,23.5504594622496,-1.33919075395935,1.73171834412168
45,2.33419,magnet,60.6988764378675,0.380094882653697,35.4926283973378
45,2.33919,energy,23.0316696874389,-1.35359151415388,1.67039319320526
45,2.33919,magnet,60.9521726285298,0.358016337199152,34.7089513875391
45,2.34419,energy,20.6139092203963,-1.25607871704701,1.61533750548724
45,2.34419,magnet,55.7562988602385,0.346180773662551,33.4082906568684
45,2.34919,energy,19.4119608881213,-1.25556098067091,1.56533999390696
45,2.34919,magnet,54.4425812225218,0.329449340815563,32.4227238837182
45,2.35419,energy,17.527733300497,-1.27445024865943,1.52766566998844
45,2.35419,magnet,51.7578662533896,0.320644701833146,31.0983947689218
45,2.35919,energy,15.0331550812484,-1.28779166080559,1.4641417444825
45,2.35919,magnet,46.0707832080757,0.303312653448061,29.5286073728088
45,2.36419,energy,15.3508368655186,-1.25688843396932,1.42520248471
45,2.36419,magnet,47.7412880471389,0.291727979049757,28.4696801138966
45,2.36919,energy,13.4754958038132,-1.25836424292306,1.39330408475491
45,2.36919,magnet,43.3087926133011,0.282662270108492,27.3760937510752
45,2.37419,energy,11.6397380194184,-1.25176608554683,1.34957518328483
45,2.37419,magnet,38.5497645094556,0.273751722658686,26.0106470880281
45,2.37919,energy,10.6405200441767,-1.24313411048759,1.30269053804246
45,2.37919,magnet,36.5416013630983,0.259541481980297,24.3359204706988
45,2.38419,energy,10.0296384306515,-1.28852060955231,1.27642291149254
45,2.38419,magnet,35.4898178575123,0.251589336326225,23.5447131293001
45,2.38919,energy,9.02311141766388,-1.24547123581494,1.23440659705013
45,2.38919,magnet,33.0785295678308,0.242096352163611,22.2215811658456
45,2.39419,energy,8.2738199737288,-1.24205520488839,1.2205902385184
45,2.39419,magnet,31.1780048942705,0.237589914951989,21.5603112467037
45,2.39919,energy,7.52456575140489,-1.16768144656441,1.18817620274256
45,2.39919,magnet,28.2929458195477,0.228170269609677,20.2445525506494
45,2.40419,energy,6.96734150522551,-1.18719737024567,1.1635351748293
45,2.40419,magnet,26.864295889827,0.221257817683003,19.2692167884225
45,2.40919,energy,6.37615405369457,-1.17745931612421,1.13943688429363
45,2.40919,magnet,25.8873572896474,0.214890211747101,18.4320196762041
45,2.41419,energy,6.13048731955904,-1.18175933757326,1.11861500191749
45,2.41419,magnet,24.6299178634228,0.20946225115351,17.5595117157356
64,2.11919,energy,2.7389344734835,-1.68798593651357,1.02151584499256
64,2.11919,magnet,8.09814530091167,0.857487800860164,1.18164120638663
64,2.12419,energy,2.79863257882921,-1.62079378945707,1.04335551138102
64,2.12419,magnet,7.77332691125626,0.854297787937974,1.25373697414508
64,2.12919,energy,3.09607363014549,-1.64783375552399,1.05566442031863
64,2.12919,magnet,11.1232160036199,0.851041543856534,1.36820653936335
64,2.13419,energy,3.00754848240693,-1.61316248323075,1.07613027117376
64,2.13419,magnet,10.1258579643262,0.847564215889362,1.4460380372233
64,2.13919,energy,3.32909954419604,-1.61055164240057,1.09656131864083
64,2.13919,magnet,9.95218012745104,0.843856913372001,1.54775865823909
64,2.14419,energy,3.72072744840052,-1.61383964942393,1.11965989808342
64,2.14419,magnet,11.7207036842874,0.840227715632891,1.6819465577331
64,2.14919,energy,3.72788923190516,-1.6096292011916,1.1389215486078
64,2.14919,magnet,11.8771408249663,0.836302573587437,1.80997835701133
64,2.15419,energy,4.13816440073367,-1.58291632240372,1.1614435692281
64,2.15419,magnet,13.3491916249786,0.832264826487532,1.94253437993857
64,2.15919,energy,4.29985263080527,-1.59624313742898,1.18243257243887
64,2.15919,magnet,15.7152463793693,0.828263356218434,2.12695812185396
64,2.16419,energy,4.74854800637073,-1.55939775390625,1.21395135826062
64,2.16419,magnet,15.8969053790339,0.823722015565814,2.30604074623957
64,2.16919,energy,4.80405839936457,-1.61086836332071,1.22962399678964
64,2.16919,magnet,15.7467878832482,0.819031859611742,2.49429608960874
64,2.17419,energy,5.45771711718204,-1.58957623106061,1.25265122827873
64,2.17419,magnet,18.6687643842062,0.81446467901673,2.68908887294484
64,2.17919,energy,5.62593189278411,-1.59299347182765,1.27230069636296
64,2.17919,magnet,23.9805051664898,0.809303461864741,3.01149012603616
64,2.18419,energy,6.41199762354658,-1.57727327375316,1.30918265774828
64,2.18419,magnet,27.6522183516484,0.803965640782828,3.33694793614869
64,2.18919,energy,7.52245110125453,-1.53280794468119,1.35132654406332
64,2.18919,magnet,33.3778889707613,0.797456085759943,4.02386593607047
64,2.19419,energy,8.15677887674859,-1.56533346551452,1.37932304649589
64,2.19419,magnet,30.7270142488341,0.792364533518782,4.12934984415774
64,2.19919,energy,8.39810204771257,-1.50580699277936,1.40409991779989
64,2.19919,magnet,39.1833155253433,0.786229644590436,4.70131829311326
64,2.20419,energy,9.86544988452454,-1.58167335661301,1.44672536876323
64,2.20419,magnet,39.9578725307251,0.77924521484375,5.31772032181752
64,2.20919,energy,9.97318008450664,-1.54152408360953,1.47861644648984
64,2.20919,magnet,36.9566921291388,0.77218603959517,5.58486061433978
64,2.21419,energy,12.0567490841715,-1.53592882536301,1.51229074876564
64,2.21419,magnet,47.8139569158774,0.764283374763258,6.63910148774065
64,2.21919,energy,15.468215874932,-1.53688340632891,1.57786932566994
64,2.21919,magnet,69.8383695987102,0.754652167672822,8.82780660264284
64,2.22419,energy,17.9411733110209,-1.52309462890625,1.62524136926026
64,2.22419,magnet,78.6391570396242,0.745502413293087,10.4658439952985
64,2.22919,energy,19.938276743196,-1.50314848484848,1.66216283193371
64,2.22919,magnet,79.1823642528218,0.736712524660669,11.4095747543445
64,2.23419,energy,22.125128323882,-1.49556466027462,1.72159457266807
64,2.23419,magnet,88.9789775281239,0.725434580176768,13.916542437018
64,2.23919,energy,27.4911350219052,-1.461223518387,1.8195973921819
64,2.23919,magnet,104.51286377973,0.709014472360322,18.6199992994768
64,2.24419,energy,29.8480600326242,-1.48438449830335,1.86863779669859
64,2.24419,magnet,102.937181762237,0.698965375927241,19.8505182953906
64,2.24919,energy,33.9948059823659,-1.45621976799242,1.93710555687487
64,2.24919,magnet,112.631188376759,0.682792496744792,24.500408368036
64,2.25419,energy,42.0945603920677,-1.47304110341698,2.05523822552832
64,2.25419,magnet,127.338975578303,0.657991228693182,33.2923649231585
64,2.25919,energy,44.1018778062614,-1.41323008601641,2.11222165207455
64,2.25919,magnet,129.416220884845,0.638835587318498,38.8732451184012
64,2.26419,energy,47.6717265560398,-1.43758827927715,2.14461177314828
64,2.26419,magnet,131.783391922422,0.624247049597538,41.3930082495351
64,2.26919,energy,47.6264290034606,-1.43543917199337,2.17065356735614
64,2.26919,magnet,131.236688560338,0.604659711371528,45.6388400234706
64,2.27419,energy,50.0865901307543,-1.39964020083649,2.22408042938321
64,2.27419,magnet,132.488708790386,0.576245187223801,51.9591185124167
64,2.27919,energy,50.8013610771155,-1.37363286576705,2.24198754132635
64,2.27919,magnet,133.360048836545,0.556572096946023,56.2029068087946
64,2.28419,energy,53.7351568030056,-1.40220333412247,2.26178843505715
64,2.28419,magnet,133.655242030723,0.523792012902462,63.1929616994589
64,2.28919,energy,52.5687301936384,-1.38917498125789,2.22033013875691
64,2.28919,magnet,130.336309519799,0.496242544093277,65.1643071627866
64,2.29419,energy,51.2089563692138,-1.35801441662721,2.1824135293125
64,2.29419,magnet,129.279829374139,0.463977473958333,69.1185602265537
64,2.29919,energy,50.7313137977169,-1.34696047289299,2.1232516898908
64,2.29919,magnet,127.59846666344,0.435083002387153,70.1448017292882
64,2.30419,energy,46.772750045695,-1.37867239386048,2.05951406583964
64,2.30419,magnet,121.645831894173,0.415005330157039,69.2148424802233
64,2.30919,energy,45.338919535024,-1.36235326112689,1.99667753438191
64,2.30919,magnet,119.040479399251,0.384426775568182,69.6753600197283
64,2.31419,energy,40.5423757403304,-1.30297358645044,1.93041244441752
64,2.31419,magnet,111.435688870631,0.366273973129735,66.7324035811408
64,2.31919,energy,38.3400009920732,-1.34397560566604,1.84332833258765
64,2.31919,magnet,110.024391025443,0.338535990273832,64.7061277647158
64,2.32419,energy,32.5212710766492,-1.30609092092803,1.74028627972192
64,2.32419,magnet,99.7358458166903,0.318934829249526,60.2629141438075
64,2.32919,energy,29.6248117947498,-1.24692799380524,1.68324802137275
64,2.32919,magnet,95.9689755577135,0.299550479403409,57.3649022085145
64,2.33419,energy,26.9068989330635,-1.30687173295455,1.62248746089903
64,2.33419,magnet,91.6317646609958,0.283795678464331,54.10718915024
64,2.33919,energy,23.5876138495658,-1.30615653705019,1.57323294012249
64,2.33919,magnet,83.6502877872927,0.270538245738636,50.7767956482877
64,2.34419,energy,20.0156890815807,-1.28714172387942,1.49305146508656
64,2.34419,magnet,77.8608876580529,0.250124700126263,46.6595494619186
64,2.34919,energy,18.2399274932964,-1.29715237235638,1.46025290779631
64,2.34919,magnet,72.9807175810133,0.240958876854482,43.9278439056021
64,2.35419,energy,16.1888242517707,-1.25786290936711,1.40798473661676
64,2.35419,magnet,64.9583165316779,0.230445951211332,40.8220612283225
64,2.35919,energy,13.1872524959211,-1.26239521484375,1.3438292537964
64,2.35919,magnet,60.7053312230961,0.216283309165878,37.3483989108917
64,2.36419,energy,12.2281566427411,-1.23000362314552,1.32807266063783
64,2.36419,magnet,56.7462651688031,0.208842212160669,35.5744594066568
64,2.36919,energy,10.6350525279283,-1.22750994811395,1.28378157270818
64,2.36919,magnet,50.9743595668779,0.199189293323864,32.348369136788
64,2.37419,energy,9.74274843731683,-1.26719997731218,1.25723212495053
64,2.37419,magnet,48.9917921727044,0.189796472044665,30.5408511842681
64,2.37919,energy,8.81490177912457,-1.2824670069839,1.23116438410593
64,2.37919,magnet,43.6850311400509,0.183434644294508,28.6820543823088
64,2.38419,energy,7.81757564541476,-1.21547189867424,1.20261004053322
64,2.38419,magnet,40.3365043803088,0.178425237235638,27.0021150305342
64,2.38919,energy,7.79762269071905,-1.25601069681187,1.18850028441944
64,2.38919,magnet,38.4607366772014,0.17247311543166,25.7320688337452
64,2.39419,energy,6.96565995899396,-1.21041556088226,1.16069743826857
64,2.39419,magnet,36.9542708408697,0.166130447541825,24.1928414781282
64,2.39919,energy,6.3328772178584,-1.19862055417456,1.14305522427634
64,2.39919,magnet,33.9248201688633,0.160374535392992,22.826849900485
64,2.40419,energy,5.86324895764886,-1.23592679431029,1.11492558053308
64,2.40419,magnet,32.8968064256114,0.15385146928267,20.9885873700232
64,2.40919,energy,5.35281117224863,-1.22177881747159,1.09505480992826
64,2.40919,magnet,30.3179432752757,0.150057975260417,20.1102162424693
64,2.41419,energy,5.1838973756755,-1.23105817945076,1.08013949774071
64,2.41419,magnet,28.7799756756067,0.145159056877367,18.976164234175
90,2.11919,energy,2.6933707071894,-1.64608351215862,1.0233836008416
90,2.11919,magnet,7.97569210011801,0.857542224965706,1.18293609494637
90,2.12419,energy,2.89932295425192,-1.61239670931538,1.04398580690546
90,2.12419,magnet,9.31950692772121,0.8541542736002,1.29970848281257
90,2.12919,energy,2.98558795152821,-1.62622281182192,1.05405221988905
90,2.12919,magnet,9.61420084087595,0.850953555555556,1.35202843737509
90,2.13419,energy,3.07176171705086,-1.61256180022447,1.07343175771978
90,2.13419,magnet,8.94440855134193,0.847673996508293,1.41717721769181
90,2.13919,energy,3.3637525915737,-1.61443143085173,1.0937272038698
90,2.13919,magnet,11.2936079771868,0.843927664047886,1.55178715868479
90,2.14419,energy,3.7662057686349,-1.63977281406659,1.11684295254159
90,2.14419,magnet,12.7791193750812,0.840144005237561,1.70449883036686
90,2.14919,energy,3.97160892472486,-1.64974505299913,1.13876250857646
90,2.14919,magnet,13.4402189430125,0.836456454420751,1.80949609250723
90,2.15419,energy,4.16049500730489,-1.60174094176331,1.15858820882371
90,2.15419,magnet,16.532942912568,0.832349907220352,1.99323992399069
90,2.15919,energy,4.29901098408739,-1.60292217383714,1.18508123214954
90,2.15919,magnet,13.7122995216474,0.828069643347051,2.10267279257108
90,2.16419,energy,4.54237430173914,-1.60772858461155,1.20564114644563
90,2.16419,magnet,15.7847973983375,0.82380809901484,2.29696861321485
90,2.16919,energy,5.24460190069483,-1.58592496570645,1.23021457478321
90,2.16919,magnet,19.5130549317965,0.818915921187181,2.55649832164866
90,2.17419,energy,5.44838690939884,-1.60437455343559,1.24933400007908
90,2.17419,magnet,18.6998265350135,0.814554282578875,2.68831136516727
90,2.17919,energy,5.62682993087819,-1.58854935278713,1.27131512138918
90,2.17919,magnet,20.5369997974172,0.809322602070084,2.92936164580519
90,2.18419,energy,6.1815057760638,-1.57020791320614,1.30992357108378
90,2.18419,magnet,27.6345321392218,0.803837909714428,3.3972845888088
90,2.18919,energy,7.22729774928276,-1.53940022596334,1.33932019948596
90,2.18919,magnet,29.5603947052692,0.798107132809577,3.82135192480496
90,2.19419,energy,8.32342550749528,-1.51841385210126,1.37735066680449
90,2.19419,magnet,33.7007308835928,0.792106409527372,4.15723754424366
90,2.19919,energy,9.2528935177338,-1.54470460705824,1.41260475810457
90,2.19919,magnet,38.5329263161412,0.785761206135428,4.7507491324334
90,2.20419,energy,9.89900586864432,-1.53532456615538,1.44892704883328
90,2.20419,magnet,38.63501707222,0.779258874672652,5.27058238656615
90,2.20919,energy,11.2588159320704,-1.54052577827659,1.48559984207387
90,2.20919,magnet,51.2935547913672,0.771238539219354,6.34450634484842
90,2.21419,energy,14.2070080128459,-1.51705387255269,1.53042526443966
90,2.21419,magnet,78.5742005550715,0.763523564035416,8.21606883487808
