L,temp,energy,spheat
64,2.35418531421302,-1.25786290936711,43.2476247776937
64,2.35918531421302,-1.26239521484375,41.628814239778
64,2.36418531421302,-1.23000362314552,41.4905908149475
64,2.36918531421302,-1.22750994811395,40.4472484937972
64,2.37418531421302,-1.26719997731218,39.9462155414346
64,2.37918531421302,-1.2824670069839,39.4485310493271
64,2.38418531421302,-1.21547189867424,38.8585478288009
64,2.38918531421302,-1.25601069681187,38.7257947920857
64,2.39418531421302,-1.21041556088226,38.1374609568056
64,2.39918531421302,-1.19862055417456,37.8725098167348
64,2.40418531421302,-1.23592679431029,37.2494043730914
64,2.40918531421302,-1.22177881747159,36.8908256405891
64,2.41418531421302,-1.23105817945076,36.6913717032177
90,2.11918531421302,-1.64608351215862,20.6403052888631
90,2.12418531421302,-1.61239670931538,21.2552451514493
90,2.12918531421302,-1.62622281182192,21.6629644420771
90,2.13418531421302,-1.61256180022447,22.269212287473
90,2.13918531421302,-1.61443143085173,22.9036422065131
90,2.14418531421302,-1.63977281406659,23.6071345246053
90,2.14918531421302,-1.64974505299913,24.2957612594298
90,2.15418531421302,-1.60174094176331,24.9495798769762
90,2.15918531421302,-1.60292217383714,25.7578539330888
90,2.16418531421302,-1.60772858461155,26.448297695219
90,2.16918531421302,-1.58592496570645,27.2376331520899
90,2.17418531421302,-1.60437455343559,27.9168660624437
90,2.17918531421302,-1.58854935278713,28.6702667881739
90,2.18418531421302,-1.57020791320614,29.8130048871936
90,2.18918531421302,-1.53940022596334,30.7621285281559
90,2.19418531421302,-1.51841385210126,31.9256386976371
90,2.19918531421302,-1.54470460705824,33.0422659373602
90,2.20418531421302,-1.53532456615538,34.2011559215657
90,2.20918531421302,-1.54052577827659,35.3860654998045
90,2.21418531421302,-1.51705387255269,36.7849210601627
90,2.21918531421302,-1.49950007781519,38.1684149951568
90,2.22418531421302,-1.51540107644345,40.0445707694528
90,2.22918531421302,-1.50817279411398,41.3890263541333
90,2.23418531421302,-1.50066644170096,43.3917072128242
90,2.23918531421302,-1.50639938545953,46.6543270872065
90,2.24418531421302,-1.48046239780521,47.9647018519285
90,2.24918531421302,-1.4719454819803,51.8828036549333
90,2.25418531421302,-1.47143635465769,55.443837598686
90,2.25918531421302,-1.45302131437835,56.9608719517859
90,2.26418531421302,-1.42898145454545,60.6282782208639
90,2.26918531421302,-1.40113259658312,64.347964191944
90,2.27418531421302,-1.39486404339693,64.3196776300605
90,2.27918531421302,-1.39229561641102,65.7378848628188
90,2.28418531421302,-1.38017575707694,65.5588801091903
90,2.28918531421302,-1.37675824616536,64.5657043557899
90,2.29418531421302,-1.35656234493079,61.955174546399
90,2.29918531421302,-1.34231456590597,59.9586866108756
90,2.30418531421302,-1.37197356528245,56.6807568126219
